date,Alfalfa Sprouts,Apple,Apricot,Artichoke,Asparagus,Avocado,Bamboo Shoots,Banana,Bean Sprouts,Beans,Beets,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Honeydew Melon,Iceberg Lettuce,Jerusalem Artichoke,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Mandarin Oranges,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Water Chestnuts,Watercress,Watermelon,Yams,Yellow Squash,Cassava
2014-02-01,0,47,6,6,9,17,22,29,3,15,8,19,0,23,19,36,14,2,12,3,3,7,5,3,41,0,4,0,31,5,5,10,3,15,3,27,2,5,10,0,7,7,6,0,6,8,0,6,0,0,20,0,55,4,17,3,14,0,3,11,4,1,8,7,23,7,48,0,6,9,14,3,7,15,2,9,5,11,0,7,0,0,8,32,0,8,9,5,0,0,9,14,0,0,21,13,4,10,7,8,11,6,0,9,0,5,0,13,11,0,3,15,0,19,9
2014-03-01,3,36,5,3,6,14,0,28,10,9,3,16,9,0,0,27,10,2,7,3,0,7,4,3,0,0,0,0,0,2,2,8,5,11,4,46,1,5,9,0,3,3,6,0,7,12,0,5,0,0,35,0,0,4,10,5,13,0,0,6,7,2,0,6,0,5,0,0,4,3,7,0,3,16,2,15,9,8,9,7,0,2,6,19,0,6,11,0,0,9,8,8,9,0,12,0,3,0,6,13,8,4,0,16,0,0,0,20,5,0,2,16,0,0,0
2014-04-01,0,42,6,11,5,17,0,36,3,10,3,0,9,20,6,19,11,2,8,4,2,5,10,5,0,0,2,0,14,6,2,13,3,14,0,24,1,5,11,0,3,7,3,0,5,9,0,3,0,4,10,0,0,2,0,5,12,0,0,12,3,3,0,13,20,9,0,17,3,5,3,3,6,17,3,16,7,13,0,8,0,2,6,32,0,7,12,0,19,0,12,0,10,6,24,11,3,0,11,10,13,2,0,14,8,0,0,15,7,0,5,18,2,0,8
2014-05-01,0,38,7,11,9,15,19,33,3,10,0,16,9,20,10,38,11,2,5,2,0,6,4,4,0,21,4,0,0,4,4,6,3,10,0,24,1,6,10,0,7,5,5,0,5,12,0,0,4,5,13,14,72,5,20,0,9,8,0,9,3,3,0,13,0,6,0,9,3,5,5,3,3,17,0,0,9,16,0,8,0,3,10,28,0,7,15,0,0,0,9,8,10,0,0,11,0,0,11,8,12,2,2,11,0,0,0,15,8,0,5,16,0,17,8
2014-06-01,2,37,8,7,16,23,0,27,3,19,4,18,15,22,7,63,12,3,9,0,0,5,7,5,0,0,2,0,0,3,5,9,0,13,0,26,2,3,10,0,4,6,7,0,14,10,9,9,0,3,17,0,0,7,11,3,14,0,3,13,4,6,0,7,22,6,0,0,0,5,8,6,5,13,2,9,4,7,0,8,0,3,5,31,0,11,14,0,0,0,5,0,11,7,27,0,4,0,8,10,12,4,2,9,0,2,0,15,6,0,5,20,0,18,0
2014-07-01,3,41,9,8,7,14,0,30,6,14,4,18,10,22,7,35,7,2,8,6,3,5,9,6,0,22,8,0,0,5,4,13,8,18,5,26,3,11,10,86,8,8,6,0,0,10,9,4,0,3,21,0,0,4,11,0,9,0,4,16,4,4,5,7,0,6,45,10,3,6,7,4,5,19,3,0,7,7,0,6,0,3,4,28,0,0,19,0,0,0,10,0,11,7,22,12,4,0,7,10,14,4,0,14,0,0,57,15,3,0,3,23,0,18,9
2014-08-01,0,42,10,6,7,18,20,29,3,10,3,17,0,0,10,20,8,3,7,2,2,8,9,3,37,0,4,2,0,3,6,5,5,9,2,25,2,9,9,0,5,9,4,0,11,14,9,4,0,3,14,0,0,3,10,3,20,0,3,21,7,6,0,0,43,6,0,9,3,5,5,3,0,12,2,8,7,30,0,8,0,3,5,24,0,9,12,3,21,0,11,0,10,6,38,0,3,9,12,14,8,3,0,17,0,0,0,16,9,0,4,20,2,0,13
2014-09-01,3,40,5,7,6,14,0,28,0,17,3,17,0,20,10,20,9,3,5,0,0,6,9,6,0,21,2,0,0,2,0,7,3,11,2,0,1,6,12,0,7,6,9,0,8,10,0,4,4,3,9,0,0,4,10,4,13,0,3,14,7,4,0,0,0,8,0,9,3,8,7,8,3,23,3,16,5,7,0,5,0,2,8,26,0,5,17,0,10,7,10,8,10,9,25,0,3,0,6,17,10,3,0,14,0,2,0,16,9,15,4,24,2,0,0
2014-10-01,0,39,6,5,7,20,0,27,5,11,7,16,9,0,7,19,9,2,10,3,5,5,4,4,0,21,3,0,0,4,9,8,3,11,3,24,2,9,8,0,7,10,5,0,13,13,9,9,0,5,33,0,0,3,15,3,17,0,0,10,3,2,0,0,0,6,0,9,0,6,4,0,5,23,2,8,8,11,0,11,0,2,9,25,0,10,32,0,10,6,9,16,10,0,29,11,3,9,11,11,14,2,2,18,0,0,0,18,9,0,2,14,0,17,8
2014-11-01,3,39,5,6,8,15,0,34,4,15,8,17,9,0,13,19,5,7,11,0,2,6,7,4,36,0,3,0,14,5,6,8,4,8,2,0,2,6,10,79,4,6,4,0,10,8,9,7,0,3,18,0,0,4,15,0,15,0,3,13,5,3,0,0,0,5,0,0,3,8,4,3,11,24,3,8,5,9,9,7,0,2,11,27,0,7,27,0,10,0,14,0,20,0,37,0,3,13,7,10,9,3,0,21,0,0,0,18,5,0,7,12,3,0,0
2014-12-01,2,39,8,12,9,15,0,31,5,10,3,0,9,20,11,39,11,3,7,2,2,3,5,4,36,0,2,0,0,3,6,6,4,7,2,0,2,4,11,0,3,8,5,0,5,7,9,3,0,8,9,14,0,2,0,0,14,8,3,11,3,3,0,6,0,7,0,0,3,8,9,0,5,22,0,8,6,9,18,8,68,2,7,32,0,5,18,0,15,6,6,8,0,6,25,17,0,0,13,10,7,7,0,16,0,0,0,20,9,0,3,15,0,17,8
2015-01-01,4,65,5,6,9,16,0,31,8,14,4,16,9,0,10,38,10,0,11,2,0,3,10,5,0,0,3,0,0,2,7,9,3,12,2,0,1,10,7,0,3,9,4,0,5,13,0,6,4,0,22,0,95,5,10,5,12,8,0,9,13,3,5,0,0,8,0,9,3,5,5,0,6,21,2,8,5,6,0,9,0,4,7,24,0,15,22,0,0,0,14,8,0,0,24,11,5,0,9,13,6,3,0,15,0,9,0,17,5,0,3,20,4,0,0
2015-02-01,0,43,3,14,9,12,0,28,9,11,0,0,10,22,15,29,10,2,18,5,0,7,7,3,41,0,2,0,0,6,4,7,3,7,3,0,2,11,14,0,5,9,6,0,6,15,0,4,4,3,15,0,0,7,11,3,19,0,3,9,4,4,16,7,0,7,0,0,4,3,13,3,3,17,2,9,12,0,0,9,0,5,10,24,0,7,18,0,11,0,16,12,11,0,21,13,4,10,5,10,6,5,0,9,0,6,0,15,7,0,5,21,0,19,9
2015-03-01,3,41,3,17,10,20,0,33,8,14,10,0,9,19,6,31,12,2,5,7,0,7,4,3,35,20,3,0,0,6,4,11,0,9,3,0,2,7,13,0,3,8,6,0,5,10,16,3,0,3,9,0,0,5,10,0,25,0,3,10,5,3,0,6,0,7,0,8,2,8,8,3,3,28,0,8,8,6,0,11,0,3,7,22,0,11,15,6,28,6,11,12,0,6,24,16,6,8,7,11,11,2,2,12,0,0,0,14,7,0,3,22,0,16,0
2015-04-01,2,39,9,8,7,18,19,31,5,11,3,16,9,19,6,19,9,2,9,2,0,3,3,5,0,40,3,0,0,6,5,9,5,14,0,46,5,6,8,0,4,5,5,0,7,19,8,5,0,4,10,0,0,5,10,3,18,0,3,9,3,3,5,6,0,7,41,0,0,9,5,3,3,26,0,8,9,6,0,7,0,2,10,26,0,9,13,0,0,0,8,8,10,0,40,0,3,0,6,11,12,3,0,19,0,0,0,18,5,0,5,24,2,16,16
2015-05-01,2,42,6,4,11,20,0,33,3,10,3,0,9,20,13,19,8,2,5,2,0,3,11,4,0,0,3,0,0,3,5,8,4,19,0,0,2,7,11,0,5,3,8,0,5,10,8,3,4,11,6,13,0,2,13,3,14,8,4,15,4,6,0,0,0,6,0,0,2,6,3,3,6,16,2,10,8,8,9,9,67,2,8,28,0,9,17,0,0,6,10,8,15,6,12,0,5,13,6,10,11,3,2,19,0,0,0,17,11,15,6,29,2,0,8
2015-06-01,4,39,9,4,8,22,0,42,5,20,10,0,9,20,6,38,11,4,6,0,2,4,7,3,0,21,5,0,0,5,5,8,6,12,2,24,2,9,11,0,7,7,5,0,5,14,0,3,0,3,18,0,0,2,10,0,12,0,6,16,0,8,0,0,0,7,0,0,5,6,3,0,6,22,2,8,3,13,9,9,0,2,12,28,0,7,9,3,0,0,18,8,0,0,29,22,3,0,7,13,9,3,0,11,0,2,0,16,14,0,5,22,2,0,8
2015-07-01,4,35,6,8,7,16,0,30,5,23,7,16,9,30,13,26,11,2,5,3,4,5,6,7,0,21,4,0,0,4,2,11,4,18,2,24,3,6,8,0,6,12,8,0,15,14,0,10,4,3,20,0,48,4,0,4,12,8,3,14,7,6,5,0,20,6,0,0,5,6,5,3,7,25,2,16,9,6,0,9,0,3,12,33,0,4,15,0,0,10,12,8,10,6,24,11,0,9,10,16,10,2,0,14,0,4,0,19,11,0,4,32,0,0,16
2015-08-01,2,41,8,3,6,14,0,35,3,13,5,16,21,19,12,18,12,2,8,3,2,3,5,3,0,0,3,0,0,8,7,12,5,19,4,0,2,15,13,75,4,8,3,0,7,19,8,5,0,3,6,0,46,4,10,5,17,8,4,17,3,10,0,0,0,7,0,8,0,8,3,0,4,31,2,0,7,9,9,11,0,3,9,24,0,9,20,0,19,6,13,8,14,6,24,0,3,8,8,13,8,4,0,11,0,0,0,20,7,0,5,23,0,16,8
2015-09-01,0,41,6,6,8,19,0,35,5,14,3,16,12,19,6,49,11,2,8,2,2,4,12,6,35,20,2,0,0,2,2,12,5,17,2,23,1,10,13,0,6,10,8,0,5,15,8,6,0,3,21,0,46,7,19,5,22,0,6,19,3,8,4,0,0,11,0,8,2,6,8,3,11,26,2,8,9,10,0,9,0,2,11,28,0,13,18,3,9,0,8,8,14,0,20,0,6,8,12,14,12,2,0,9,0,0,0,20,12,0,4,23,0,16,0
2015-10-01,2,43,11,6,6,13,0,34,5,12,6,15,8,0,9,35,13,2,10,4,2,3,9,5,65,19,3,0,0,4,7,7,5,15,0,0,3,10,16,0,6,9,6,0,9,15,10,3,0,2,18,0,0,3,9,6,18,0,4,13,0,5,4,0,18,7,38,16,5,5,6,2,3,27,0,7,6,12,0,11,0,3,16,36,0,12,22,3,9,6,9,7,0,6,37,0,3,0,13,13,15,3,0,15,0,2,0,15,6,0,0,25,2,0,7
2015-11-01,2,41,9,17,6,17,18,34,5,10,4,0,9,0,8,24,15,2,9,2,0,5,8,3,0,0,4,0,0,4,3,9,4,12,2,0,2,9,15,76,2,8,7,0,11,15,16,5,0,3,25,13,46,6,0,0,20,0,3,12,3,4,0,0,0,10,0,0,4,6,4,2,3,31,0,8,8,9,8,7,0,2,13,24,0,11,44,0,9,12,13,12,10,6,31,0,3,8,9,14,13,2,2,18,0,2,0,19,8,0,2,19,0,0,15
2015-12-01,0,42,7,6,6,15,0,30,4,16,0,15,33,18,12,47,9,3,14,5,2,6,8,5,0,0,4,0,13,4,7,6,2,13,4,0,1,8,14,0,5,8,4,0,12,8,0,8,4,0,10,0,45,3,9,2,20,0,4,14,5,5,4,0,0,6,39,12,2,8,8,2,9,18,1,7,8,24,8,9,0,3,12,42,0,4,15,0,9,6,9,7,9,0,23,0,3,0,9,11,12,5,2,15,0,0,0,12,7,0,4,20,0,0,7
2016-01-01,0,37,11,3,6,15,0,29,4,12,0,0,8,0,12,18,11,3,9,6,4,5,11,8,34,19,3,0,0,4,4,9,7,17,0,22,3,7,12,0,7,5,4,0,5,21,0,4,0,4,34,0,45,5,0,0,25,0,3,14,5,5,13,0,0,7,0,8,5,5,12,0,3,14,0,13,7,6,0,9,0,2,7,24,0,4,18,3,0,0,10,8,9,6,17,0,0,0,9,18,8,3,0,13,0,4,0,15,5,0,5,20,0,24,23
2016-02-01,7,34,3,5,9,14,0,31,8,14,4,32,9,0,9,19,10,0,11,3,0,8,5,2,36,0,3,0,0,2,2,6,3,8,0,24,1,9,11,0,3,12,0,0,5,19,9,10,0,4,13,0,48,5,0,0,24,8,3,12,6,7,9,0,0,7,0,9,0,6,6,3,3,19,2,8,6,13,9,10,0,3,12,23,0,10,18,3,10,0,7,8,0,6,20,11,3,8,12,14,18,3,0,16,0,3,0,10,11,0,2,24,2,16,12
2016-03-01,3,29,6,6,8,17,17,29,2,15,12,28,10,0,8,44,10,2,4,0,2,4,9,7,0,18,2,0,0,3,3,11,5,10,0,0,2,12,15,0,4,6,6,0,7,15,7,4,0,4,28,0,0,4,0,5,26,7,3,13,6,4,4,6,0,7,0,0,2,8,4,0,5,18,1,10,7,11,8,8,0,1,8,24,91,5,13,3,8,8,16,0,17,0,32,0,0,0,10,12,7,2,0,18,0,2,0,15,5,0,4,21,3,14,0
2016-04-01,2,32,7,4,6,21,0,29,2,16,5,15,8,18,12,18,9,2,8,2,2,6,5,3,33,19,2,0,0,4,3,9,5,13,2,22,4,18,15,0,6,8,4,35,9,15,16,5,0,4,12,12,0,3,0,0,15,7,3,15,6,3,0,6,19,9,0,8,2,8,3,2,5,20,0,7,7,6,8,10,0,0,11,27,0,5,22,0,9,6,12,8,9,6,30,0,5,8,12,13,8,5,2,11,0,2,0,14,7,0,4,29,0,0,0
2016-05-01,3,29,6,5,7,35,0,28,5,14,3,0,12,18,24,0,12,2,4,0,2,3,6,4,0,0,3,0,0,5,5,7,10,21,2,0,3,12,11,0,6,6,6,0,9,21,0,11,0,3,6,0,44,4,14,2,21,0,0,11,3,4,0,0,0,6,0,8,2,4,7,0,4,19,1,7,7,6,0,11,0,3,7,32,0,5,14,0,0,6,12,7,0,0,11,0,3,0,9,14,11,3,0,13,0,2,0,13,3,0,4,32,0,15,7
2016-06-01,2,32,5,6,6,26,0,27,0,14,0,15,8,0,12,35,11,2,11,4,0,6,3,2,0,0,4,0,0,4,4,8,13,14,2,22,4,12,12,0,5,8,7,0,7,30,8,0,4,3,18,0,45,5,0,4,14,0,3,12,4,5,0,6,19,8,39,0,2,7,6,0,3,16,0,15,8,12,0,10,0,2,14,25,0,8,15,0,18,0,10,7,9,6,17,0,3,0,10,7,10,3,0,6,7,2,0,18,7,0,4,25,3,15,11
2016-07-01,2,32,10,4,6,29,0,40,3,14,5,32,9,0,6,19,8,3,12,2,0,5,7,6,36,0,3,0,0,7,2,10,6,12,0,24,3,8,15,0,6,8,8,38,8,26,9,8,0,4,19,0,0,4,10,4,19,0,4,17,0,4,0,6,20,6,0,9,2,12,4,0,3,19,0,0,9,11,0,10,0,2,6,33,0,10,15,0,10,6,11,8,10,0,18,11,3,0,11,11,13,4,0,14,0,2,0,15,6,0,5,21,2,0,16
2016-08-01,0,31,5,9,6,25,0,27,6,15,5,0,13,0,12,43,8,2,6,2,5,7,7,6,0,0,2,0,0,4,4,10,4,16,2,0,2,13,12,0,8,9,6,0,20,27,8,8,0,5,11,0,46,4,10,5,17,0,4,28,5,4,0,0,0,5,41,8,0,6,4,0,6,26,2,8,6,6,0,12,0,2,12,27,0,4,20,3,0,0,14,15,0,6,12,11,5,0,15,10,8,2,0,9,0,2,0,23,9,0,2,23,0,0,8
2016-09-01,3,36,9,11,6,31,0,31,5,17,3,16,9,0,10,19,9,2,7,2,2,5,10,6,0,0,3,0,14,3,2,9,3,18,2,23,2,15,15,0,4,13,5,0,12,26,8,3,0,0,6,0,0,2,10,8,25,0,6,19,4,5,9,0,0,6,0,0,2,5,6,3,6,20,2,8,8,11,0,12,0,2,9,30,0,18,19,0,0,0,17,12,10,6,24,0,3,8,11,16,9,4,0,12,0,0,0,18,8,0,4,21,2,0,8
2016-10-01,2,39,8,3,11,17,0,28,6,14,0,30,8,18,10,36,13,2,12,7,0,5,10,8,34,19,5,0,13,8,2,8,3,7,0,0,4,12,16,0,5,9,11,36,10,24,12,6,0,3,12,12,0,5,9,0,17,7,4,17,3,4,4,6,0,9,0,16,2,9,9,0,5,20,0,0,9,6,0,14,0,1,11,28,98,4,34,0,0,0,11,15,19,6,15,10,3,16,11,15,9,6,0,12,0,2,0,16,5,0,6,22,2,0,7
2016-11-01,2,32,3,8,6,16,0,25,2,14,3,20,8,0,6,18,11,3,8,2,2,6,12,7,100,19,2,0,13,7,4,8,4,11,2,0,4,11,18,0,2,5,9,54,11,19,8,0,0,3,16,0,45,2,9,0,21,15,3,15,6,2,4,0,0,4,39,0,0,5,4,0,3,23,1,7,10,12,33,11,0,1,6,31,0,6,24,0,9,0,11,8,9,0,17,10,6,16,9,14,11,2,2,14,0,0,0,21,5,0,2,22,2,0,7
2016-12-01,2,36,7,3,3,18,0,24,5,14,4,14,8,18,9,34,14,0,11,0,2,6,9,7,32,0,3,0,0,5,4,6,6,14,6,0,2,11,15,0,8,5,2,0,12,13,8,9,0,5,14,12,0,3,0,2,13,0,0,14,3,4,4,0,18,10,0,16,2,6,2,2,3,20,4,14,10,0,16,10,0,2,12,31,93,5,21,0,0,11,9,7,13,5,22,0,3,15,11,17,8,4,0,16,0,0,47,15,7,0,2,18,0,15,0
2017-01-01,0,36,8,7,11,16,18,28,2,21,9,0,8,0,12,35,14,2,7,4,0,6,10,3,0,19,5,0,13,5,6,6,4,13,2,0,2,13,17,0,4,6,8,0,9,16,0,6,0,3,22,0,45,14,9,2,19,7,3,13,6,3,32,0,0,10,0,12,5,4,15,0,4,23,1,7,14,0,8,11,0,6,5,26,0,4,23,0,0,0,12,7,9,6,28,0,0,0,14,7,8,1,0,15,0,3,0,17,8,0,4,17,2,0,7
2017-02-01,0,31,3,8,8,12,0,23,3,18,8,16,9,0,15,18,20,2,5,0,2,7,9,6,35,0,3,0,0,4,7,11,5,14,0,0,3,12,12,0,3,7,4,0,12,19,0,6,0,4,21,0,0,14,10,0,28,0,3,14,3,4,9,6,20,24,0,0,5,10,10,0,6,24,2,8,9,12,9,13,0,2,5,33,0,9,26,0,9,6,8,16,0,0,16,0,6,0,9,12,17,4,2,19,0,2,0,20,5,0,2,18,0,0,15
2017-03-01,0,33,5,5,11,24,0,25,7,17,7,28,15,0,9,17,14,2,6,3,2,7,7,9,0,27,4,0,0,4,3,8,6,13,2,0,2,11,12,0,7,9,6,0,13,21,0,3,3,12,19,0,55,11,23,2,17,0,0,29,6,4,4,5,0,7,0,7,0,8,7,0,11,19,3,7,9,11,0,10,0,3,7,27,0,10,21,0,0,11,18,12,9,11,32,0,4,7,15,12,11,3,2,25,0,0,0,17,5,0,8,18,0,22,9
2017-04-01,2,34,4,8,10,23,18,29,2,26,3,15,8,36,12,52,16,2,9,2,2,5,8,7,0,18,2,0,12,6,4,10,5,13,2,32,3,8,11,0,5,13,13,0,11,22,16,3,0,2,18,0,44,6,18,0,16,0,3,15,6,3,4,0,0,10,0,8,2,3,2,2,3,34,1,7,7,6,0,9,0,2,8,29,0,10,11,0,9,9,17,18,9,0,45,10,3,8,13,15,14,4,0,20,0,2,48,20,8,0,2,18,2,0,7
2017-05-01,3,27,9,5,13,22,17,28,2,20,3,15,16,18,9,35,12,2,11,2,0,4,4,5,0,0,3,0,0,6,3,9,10,17,0,32,1,9,12,0,4,10,5,0,8,22,8,6,0,2,18,0,0,7,0,5,15,7,0,23,4,4,8,0,18,8,0,0,5,8,4,0,3,27,0,7,8,9,8,9,0,2,8,29,0,4,26,0,0,6,17,7,9,11,33,10,5,0,13,10,14,3,0,21,0,0,0,14,5,0,5,25,0,15,11
2017-06-01,0,36,9,14,7,24,0,32,3,14,8,16,9,19,16,44,11,2,14,4,0,7,10,7,0,20,3,0,13,5,7,12,7,16,2,0,2,15,16,76,2,11,11,0,13,25,17,3,0,7,16,13,0,6,15,3,17,8,3,14,3,10,5,6,0,7,0,8,0,5,6,3,7,25,0,8,11,8,0,11,0,3,13,23,0,6,23,0,10,6,14,8,0,6,20,11,3,8,14,11,15,4,2,20,0,0,0,15,9,0,2,24,2,0,8
2017-07-01,2,36,12,4,8,23,18,31,5,16,5,0,8,0,12,35,16,2,9,2,2,9,5,5,0,19,5,0,13,9,2,8,5,19,4,0,3,4,16,72,6,11,10,0,19,20,13,16,0,3,16,12,89,5,0,4,32,7,3,29,6,7,0,6,19,9,0,8,2,5,3,2,4,30,2,7,13,6,0,12,0,2,9,27,0,7,15,3,9,18,7,7,18,0,23,0,5,8,13,16,10,4,0,14,0,0,0,19,9,0,8,27,0,0,22
2017-08-01,2,31,11,10,7,31,17,29,3,16,3,22,11,18,12,23,16,3,9,3,0,7,13,5,0,18,4,0,12,4,3,12,6,19,4,42,2,10,19,0,5,9,5,34,11,22,8,5,0,5,39,0,0,6,9,2,18,14,0,46,4,5,0,0,0,4,0,12,3,4,4,2,3,28,1,7,8,11,0,10,0,4,9,32,0,6,19,0,9,0,12,18,0,6,18,0,4,8,11,16,12,12,2,16,0,0,0,23,13,0,3,21,0,15,7
2017-09-01,2,32,2,8,7,19,0,28,7,19,3,15,17,0,6,45,16,2,11,0,0,5,9,3,34,0,2,0,0,9,5,14,2,20,0,0,2,8,17,75,5,13,14,0,10,21,8,3,7,4,17,0,45,9,0,0,25,15,3,28,9,6,0,0,0,6,0,0,2,6,3,0,4,29,3,11,10,10,0,12,0,3,10,35,100,8,23,0,0,18,18,8,9,0,23,0,9,0,11,18,9,3,2,20,0,0,0,21,7,0,7,29,2,0,11
2017-10-01,2,38,6,7,12,21,17,31,2,17,5,22,24,0,14,60,16,3,12,2,2,8,8,2,32,0,3,0,0,5,8,12,5,21,3,21,2,13,23,0,8,14,8,0,9,20,13,7,0,5,35,0,0,7,18,6,26,7,3,24,6,5,0,0,18,8,37,8,2,9,8,2,4,38,1,7,9,11,8,12,0,3,10,34,0,7,25,5,0,0,12,14,0,5,33,10,6,0,16,17,7,3,0,13,0,2,0,23,14,0,2,27,0,15,7
2017-11-01,2,32,6,7,6,18,17,27,8,20,4,21,10,0,8,28,12,2,9,4,0,8,8,4,32,18,2,0,0,8,6,10,7,11,2,21,1,12,15,0,4,6,10,0,13,15,11,5,3,5,21,0,43,4,13,2,21,7,4,23,3,4,4,6,0,7,36,0,2,6,2,5,4,32,1,7,8,6,8,11,0,1,8,29,91,6,15,0,0,0,16,7,0,0,11,10,3,0,14,11,11,4,2,14,0,2,0,21,7,0,2,22,2,14,7
2017-12-01,2,33,6,9,5,13,0,28,5,19,3,14,8,0,14,33,11,4,15,2,0,7,10,10,0,0,5,1,0,8,4,13,2,21,2,0,2,14,19,68,5,6,10,0,11,22,12,7,0,6,13,0,62,6,9,2,31,7,0,32,0,4,8,0,0,7,0,8,2,6,4,2,7,24,2,14,4,6,16,12,0,2,11,41,0,4,21,0,0,6,12,7,17,5,16,0,9,0,13,21,13,3,0,17,0,2,0,16,8,0,5,19,0,0,7
2018-01-01,2,38,6,5,8,18,0,25,8,17,4,0,8,17,14,57,18,4,13,0,2,5,10,8,30,0,3,0,0,4,8,10,3,14,2,0,4,14,14,0,4,9,8,0,4,23,7,9,0,7,20,0,0,8,8,0,23,13,2,24,6,7,10,5,0,6,0,7,2,5,14,2,7,25,4,10,9,13,8,13,0,1,7,32,89,8,22,5,8,0,12,7,0,5,21,9,8,7,13,15,16,3,0,20,0,2,0,20,13,13,9,23,1,14,14
2018-02-01,2,42,5,12,8,24,18,25,2,20,5,15,0,19,15,36,15,2,11,4,0,7,5,5,0,68,5,0,0,7,6,9,4,13,2,22,5,11,15,0,8,8,10,0,11,35,8,7,0,3,29,0,45,12,23,2,27,8,3,30,12,3,18,6,0,6,0,16,2,6,13,0,5,33,2,7,10,18,0,8,0,3,7,25,0,4,23,0,9,0,14,0,9,6,23,0,0,16,10,11,12,4,0,15,0,2,0,19,7,0,4,20,3,0,11
2018-03-01,1,33,6,9,7,21,0,28,11,22,8,26,7,16,11,47,19,4,7,4,2,5,8,5,29,25,1,0,0,5,4,11,4,11,4,29,2,12,15,0,4,10,15,0,8,18,21,3,0,4,27,0,39,7,12,2,26,6,0,18,7,5,6,5,0,7,0,7,3,5,6,2,10,22,1,13,8,10,0,12,0,1,14,27,0,7,20,2,12,5,17,7,8,7,25,0,5,0,18,13,6,4,0,19,0,2,0,14,11,0,5,19,1,0,13
2018-04-01,0,32,6,4,7,24,0,32,4,18,5,22,7,17,14,37,18,2,12,5,0,6,7,5,30,34,2,0,0,3,4,15,6,17,4,79,3,10,16,0,3,10,2,0,8,17,12,3,0,2,29,11,40,4,8,0,26,0,2,19,5,5,0,5,0,6,0,7,3,5,10,4,2,26,0,13,12,12,0,12,0,3,7,27,0,11,19,2,8,0,15,7,0,5,34,0,3,7,14,12,10,3,0,24,0,0,0,20,6,0,2,26,1,28,7
2018-05-01,1,30,2,5,6,21,16,27,5,13,3,13,7,16,18,31,15,0,11,2,2,5,10,5,29,0,1,0,0,5,4,8,11,13,3,19,1,8,15,0,4,7,5,0,6,25,7,6,0,3,16,0,0,5,0,2,18,0,0,20,5,7,0,5,0,3,0,7,0,4,3,2,4,20,1,6,14,11,14,8,0,2,4,22,0,5,7,0,0,0,15,7,16,0,20,13,3,0,14,13,7,5,0,18,0,2,0,18,6,0,4,23,2,0,6
2018-06-01,0,35,7,9,8,17,0,26,4,19,3,14,7,0,13,32,11,4,4,6,2,3,13,5,30,17,3,0,0,5,5,9,6,20,2,100,4,11,15,0,4,6,10,33,4,19,22,6,6,2,22,0,0,5,16,2,18,20,0,27,3,12,0,5,0,4,35,0,2,7,5,2,0,20,1,7,8,13,0,12,0,3,11,25,89,13,18,0,8,5,14,7,8,5,17,0,6,0,10,12,9,4,0,18,0,0,0,13,8,0,5,19,0,14,0
2018-07-01,1,34,9,6,13,30,0,23,5,18,8,25,12,15,13,35,15,2,12,3,2,6,10,4,28,16,2,0,0,6,4,11,5,15,2,0,2,10,14,0,2,11,8,30,7,24,9,11,3,3,30,0,37,3,0,0,20,0,2,34,3,7,0,5,0,7,0,7,2,9,3,2,2,24,1,6,9,12,0,11,0,2,8,22,0,7,18,2,8,5,11,0,15,5,32,0,6,7,15,11,7,2,0,19,0,2,0,19,5,0,5,26,1,0,6
2018-08-01,1,34,10,7,5,24,15,27,5,17,3,17,12,0,12,15,14,2,10,2,2,8,14,6,0,16,4,0,0,6,5,13,5,19,0,19,2,12,18,0,4,15,8,0,12,20,17,13,0,6,19,11,0,4,10,0,33,0,3,29,3,6,0,0,0,2,33,14,2,6,8,4,5,26,1,13,11,5,7,12,0,1,12,31,83,13,29,0,8,0,13,6,8,5,45,0,3,7,16,13,9,3,0,18,0,0,0,19,6,0,6,26,1,0,8
2018-09-01,1,32,7,10,11,28,0,25,6,23,6,25,14,15,10,39,19,3,16,3,0,6,11,8,0,16,2,0,0,5,2,9,5,13,2,18,3,7,21,0,6,9,10,0,10,14,16,7,3,2,30,0,0,5,8,2,31,0,2,25,4,5,4,7,0,9,32,7,4,5,6,0,4,34,1,6,12,18,0,12,0,2,12,29,0,10,31,2,0,5,17,6,8,0,31,8,5,13,17,16,14,5,2,21,6,2,41,19,5,0,5,28,1,13,6
