date,Alfalfa Sprouts,Apple,Apricot,Artichoke,Asian Pear,Asparagus,Atemoya,Avocado,Bamboo Shoots,Banana,Bean Sprouts,Beans,Beets,Belgian Endive,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Boniato,Boysenberries,Broccoflower,Broccoli,Brussels Sprouts,Cabbage,Cactus Pear,Cantaloupe,Carambola,Carrots,Casaba Melon,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Dried Plums,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Honeydew Melon,Horned Melon,Iceberg Lettuce,Jerusalem Artichoke,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Madarins,Malanga,Mandarin Oranges,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pummelo,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Ugli Fruit,Water Chestnuts,Watercress,Watermelon,Waxed Beans,Yams,Yellow Squash,Cassava,Zucchini Squash
2012-10-01,49,75,19,39,51,29,14,38,17,75,45,46,61,38,41,47,18,13,57,8,13,13,45,24,48,55,15,30,48,0,34,50,46,56,15,16,46,43,25,19,44,21,56,55,76,55,72,37,58,16,25,50,26,15,47,64,31,21,23,12,67,42,55,9,32,38,74,53,8,65,41,30,18,27,0,32,28,40,7,68,54,4,35,38,38,45,55,19,18,77,51,62,35,35,34,39,32,29,60,59,12,69,67,51,38,70,25,72,13,2,36,34,40,56,28,86,20,37,21,29,30,45,40,62,22,47,29,16,0,10,24,11,23
2012-11-01,47,82,27,61,38,39,13,32,28,69,68,67,64,29,35,38,26,13,55,16,5,15,77,71,47,32,13,33,60,8,39,64,61,40,22,8,63,22,80,14,61,30,34,68,78,75,95,30,88,8,34,40,67,70,50,61,37,20,23,11,80,38,55,4,28,40,95,61,8,57,40,27,15,23,0,11,72,37,6,75,60,7,21,57,53,46,100,21,12,86,54,48,62,55,33,21,73,70,36,54,64,14,87,69,29,72,26,63,11,1,81,89,39,70,57,82,19,79,85,25,56,28,32,90,32,78,27,14,18,91,18,7,17
2012-12-01,49,47,27,89,55,38,12,37,14,69,54,54,55,45,30,39,28,14,51,8,9,12,62,44,43,22,13,33,55,16,33,55,37,29,24,16,55,15,39,15,64,25,35,76,64,49,86,29,75,8,47,32,43,34,41,51,54,23,29,11,46,32,50,7,19,57,61,71,8,55,43,21,18,19,0,11,85,33,8,81,62,6,24,49,75,42,78,18,11,84,58,45,40,48,29,24,64,44,27,46,72,3,44,60,27,75,27,80,9,2,52,62,37,90,42,44,20,67,31,42,90,9,32,54,28,69,31,12,0,23,15,13,14
2013-01-01,67,36,26,47,42,35,11,58,32,79,68,59,65,51,53,46,29,24,74,7,8,12,57,33,67,22,18,36,59,8,45,71,58,42,18,30,91,13,21,21,50,26,45,86,93,35,92,25,68,9,61,42,32,21,59,53,65,33,39,15,52,55,83,4,24,88,71,81,11,72,44,22,20,24,0,20,65,52,9,81,77,10,26,44,85,47,68,21,15,63,79,58,20,45,37,22,40,33,14,67,96,2,32,59,38,70,31,87,10,3,62,46,47,77,38,44,31,50,20,60,86,32,40,61,63,60,38,15,0,10,21,12,20
2013-02-01,64,32,25,58,65,45,13,57,23,79,64,53,63,50,53,46,27,26,76,8,8,13,52,31,59,22,19,47,58,8,43,61,81,47,21,35,67,14,16,21,51,34,47,59,86,32,91,21,64,10,54,43,29,19,45,62,42,32,18,12,56,67,76,10,23,65,91,80,11,59,38,22,30,23,40,21,59,50,12,81,64,7,32,42,73,46,63,21,16,63,68,66,11,48,42,30,31,31,30,68,55,2,29,61,34,73,27,65,13,2,47,50,61,83,35,35,42,52,19,69,78,21,39,56,71,49,37,16,18,7,18,20,18
2013-03-01,73,35,30,50,61,88,12,61,28,77,74,56,75,56,58,57,45,28,68,29,5,8,59,31,91,15,27,38,71,30,41,61,71,81,19,30,55,16,15,23,51,25,47,92,86,62,98,25,68,9,53,56,35,25,59,62,48,38,46,16,54,70,80,9,28,75,76,76,11,65,43,20,52,28,0,30,100,50,12,85,68,13,28,44,73,45,59,24,20,56,74,62,8,58,55,34,23,41,30,68,28,2,19,56,46,80,34,80,19,3,43,41,74,78,37,33,52,55,22,57,66,28,43,55,62,64,47,19,16,10,19,14,22
2013-04-01,65,33,26,47,44,89,17,62,28,80,66,50,71,43,53,46,41,27,67,7,8,8,53,21,57,37,35,21,55,15,37,63,48,89,17,37,53,18,16,31,39,45,39,60,68,60,78,23,61,9,46,52,29,20,54,63,45,32,52,14,45,70,74,6,25,71,66,69,13,63,48,26,88,28,37,10,85,50,18,83,47,13,35,41,60,55,41,25,18,55,77,62,7,58,21,40,22,31,28,66,14,2,31,57,50,73,36,67,35,3,34,41,69,71,33,25,63,45,17,48,51,34,52,42,59,43,51,24,16,8,23,12,27
2013-05-01,57,32,45,52,54,66,13,71,41,90,67,50,69,60,56,44,52,29,68,7,10,8,48,20,50,20,42,26,49,8,35,53,55,70,35,32,56,32,21,43,46,20,43,62,65,71,70,25,57,6,42,61,31,20,66,69,41,43,34,14,48,86,74,10,31,75,66,68,15,50,60,29,88,39,37,20,61,91,29,93,64,17,28,49,46,40,32,27,28,45,70,61,6,65,53,36,22,29,31,73,7,2,27,61,68,68,44,57,79,3,23,34,75,71,28,24,81,49,16,27,43,45,68,41,44,45,53,41,0,6,30,10,32
2013-06-01,62,29,93,44,36,56,9,75,34,83,66,55,82,40,62,70,80,60,100,0,26,13,49,15,57,14,56,30,50,65,36,53,53,40,54,21,58,41,20,53,44,45,55,72,83,57,90,40,62,21,40,70,37,27,77,61,36,57,36,18,26,84,89,6,100,46,55,69,17,62,60,35,37,63,0,16,49,77,91,79,92,56,42,59,40,41,34,28,62,44,92,73,11,64,63,62,21,30,16,66,6,2,32,71,92,67,76,69,100,4,24,31,100,73,26,37,100,51,16,19,28,70,84,48,41,38,50,61,0,6,52,13,53
2013-07-01,81,31,73,43,37,40,16,78,26,88,59,63,98,56,66,62,94,82,71,7,17,12,50,15,57,32,60,41,52,66,33,52,48,38,63,38,71,55,23,90,59,22,72,67,70,50,91,68,62,50,32,67,48,22,69,59,36,82,43,17,26,76,91,4,94,41,43,63,15,65,73,37,33,52,0,30,40,65,59,82,76,70,66,80,32,67,29,33,86,40,89,78,8,57,51,87,18,29,41,62,6,2,23,62,56,64,94,62,60,3,24,32,87,67,24,52,59,64,15,26,27,100,98,46,23,36,39,79,50,6,79,6,81
2013-08-01,53,39,47,35,72,34,25,69,26,86,53,59,93,30,59,65,60,55,49,7,10,16,48,18,54,38,62,33,50,49,31,51,49,35,32,34,42,44,15,82,57,24,100,54,47,36,67,100,61,29,30,77,46,24,56,60,35,87,37,15,28,65,79,5,51,37,50,64,13,63,67,41,25,43,0,13,29,43,12,79,68,60,89,72,29,55,29,34,87,69,65,85,10,51,27,100,17,29,75,73,4,3,32,41,40,69,53,58,35,3,25,30,50,61,24,49,38,63,15,31,30,74,95,39,25,53,34,65,32,6,75,8,68
2013-09-01,44,82,26,35,83,36,17,57,15,79,50,58,77,35,55,68,27,23,70,7,10,8,52,24,57,49,35,43,54,23,39,53,59,34,20,25,43,38,17,42,72,40,83,54,50,46,64,73,63,18,26,86,42,23,49,66,45,62,35,14,32,52,78,6,39,45,63,58,10,64,66,56,21,33,0,16,34,44,11,76,67,32,73,54,30,40,38,30,48,96,63,86,13,44,34,69,26,31,91,73,4,14,52,56,41,71,45,90,23,2,35,32,45,61,26,62,25,58,17,28,27,47,74,49,29,33,34,36,16,8,36,18,41
2013-10-01,44,100,23,40,68,40,21,40,19,79,59,52,76,43,53,44,16,16,65,22,9,8,51,37,58,57,18,41,58,7,39,57,56,40,15,22,38,49,26,21,61,23,63,73,75,50,81,34,63,9,25,61,31,16,54,68,36,41,44,13,68,43,79,7,48,48,72,54,10,69,39,38,19,30,0,32,39,43,29,80,62,13,36,45,35,49,61,24,19,86,53,68,52,47,57,41,49,33,63,71,16,72,100,61,40,76,36,83,14,2,52,38,47,62,34,98,22,49,22,20,37,44,44,69,19,37,32,19,16,11,29,12,27
2013-11-01,49,100,29,62,58,48,19,35,21,79,72,77,79,67,39,65,20,16,53,15,10,12,87,94,58,31,15,27,77,0,51,77,62,34,23,22,66,25,91,19,80,27,40,75,81,78,100,35,99,13,34,51,77,85,54,79,54,8,45,10,82,59,88,4,38,48,100,62,9,67,50,39,20,25,37,23,98,36,18,93,51,3,26,62,65,37,100,24,13,95,58,55,77,61,29,29,100,81,45,66,50,15,87,63,43,93,33,85,15,2,100,100,39,80,77,97,22,100,98,20,56,38,35,100,29,84,33,16,16,98,24,16,25
2013-12-01,49,48,26,83,54,38,13,35,12,71,61,58,59,46,34,65,25,15,47,21,10,18,62,60,49,25,15,37,62,7,42,63,58,40,23,19,59,18,52,16,70,32,31,72,75,52,80,34,79,16,47,41,47,41,41,52,42,22,43,10,40,33,71,6,23,68,69,69,8,56,41,25,20,24,0,29,91,37,27,79,52,6,21,51,81,40,69,20,9,82,60,46,33,45,44,23,71,48,30,48,54,4,47,66,28,74,22,82,10,1,52,60,37,87,51,46,20,68,34,49,86,23,30,60,26,55,32,14,0,25,12,12,15
2014-01-01,62,38,24,51,51,42,12,66,27,85,67,64,69,41,59,58,41,27,82,7,5,12,66,47,72,19,21,40,72,0,58,78,67,53,20,21,76,15,22,23,63,39,45,68,89,38,86,24,72,12,59,48,34,22,58,72,67,38,53,18,38,67,100,4,29,91,72,79,11,58,53,27,19,23,0,15,80,39,31,90,73,9,51,48,90,55,76,21,14,66,75,66,16,48,52,23,43,37,20,78,84,3,35,66,35,77,31,77,12,3,57,46,56,83,45,51,31,52,23,82,75,22,42,99,43,56,44,20,0,10,27,22,26
2014-02-01,68,32,22,55,50,85,9,64,26,84,65,52,62,57,56,50,40,27,67,11,8,12,58,43,63,20,24,31,61,16,57,71,64,63,20,10,69,15,19,24,65,19,46,64,74,37,85,26,67,11,50,41,29,14,51,69,61,36,37,17,42,68,85,6,22,76,66,73,11,68,45,27,20,28,0,15,83,45,12,78,67,10,35,46,71,46,75,24,17,58,63,63,12,48,74,24,32,35,21,73,48,2,16,63,43,73,32,88,12,3,47,37,75,80,41,39,45,37,21,57,77,15,39,51,67,44,37,21,16,9,23,20,23
2014-03-01,75,34,25,48,62,99,15,67,24,89,72,56,70,37,58,48,47,28,61,14,9,7,58,44,90,20,33,34,67,14,55,65,46,76,16,36,53,17,15,28,67,35,45,76,62,29,80,27,65,18,52,50,31,16,53,72,36,53,60,17,41,76,91,4,25,77,74,73,12,68,64,26,53,25,34,24,67,58,18,82,49,16,38,44,61,37,56,28,18,60,69,64,11,57,67,29,22,36,29,69,22,2,24,67,46,77,36,84,20,2,50,53,80,71,42,35,56,45,20,76,74,45,44,51,77,39,46,26,0,8,21,17,28
2014-04-01,92,33,26,58,63,93,18,64,26,87,71,58,72,56,58,61,49,26,67,7,16,12,59,29,59,21,39,30,66,33,52,63,65,78,19,45,55,22,15,34,49,24,44,74,65,78,77,23,65,16,48,57,42,24,57,89,31,54,58,16,60,88,82,3,20,73,70,80,13,68,65,21,67,27,0,9,78,59,33,90,58,11,42,52,48,52,46,29,23,55,80,59,8,67,70,27,23,41,19,61,6,2,22,50,52,78,50,78,36,3,34,42,87,75,36,30,65,55,21,44,47,39,51,47,55,45,49,34,15,11,23,25,30
2014-05-01,69,32,45,44,60,70,9,74,41,92,71,50,71,45,66,53,64,42,74,0,15,8,50,26,55,7,57,25,52,15,41,52,42,69,27,25,50,34,20,44,47,33,43,81,50,64,69,26,56,22,47,56,31,21,60,91,34,55,100,16,43,86,77,8,35,63,69,75,15,66,68,21,58,31,38,13,45,71,37,91,62,27,38,53,37,55,41,30,32,51,73,67,8,69,41,36,22,31,24,73,4,2,27,61,76,71,62,89,81,3,32,40,77,71,31,26,79,45,16,33,27,51,72,42,45,34,46,54,0,6,30,10,35
2014-06-01,59,29,73,35,51,59,21,73,29,85,62,55,83,43,66,80,90,58,94,8,22,0,51,25,58,33,51,20,52,26,38,55,65,42,54,28,51,40,21,58,48,31,52,83,74,40,72,39,63,21,36,71,38,23,73,65,37,47,92,20,24,79,88,8,90,61,52,63,17,73,67,41,40,59,0,11,34,66,84,77,76,62,53,63,33,44,28,34,51,42,91,69,8,71,47,65,17,31,23,63,3,2,23,72,94,76,77,69,89,4,26,36,97,72,29,41,93,45,16,23,31,73,85,50,15,55,100,68,18,6,57,16,62
2014-07-01,62,30,77,36,35,42,21,74,25,86,60,62,100,37,65,49,83,76,66,8,19,18,50,20,63,22,68,33,50,59,41,54,45,35,89,19,58,55,20,92,54,18,73,67,58,40,79,68,62,42,34,67,52,31,65,68,50,76,29,16,31,77,88,5,89,49,43,72,15,67,63,42,22,57,0,27,33,79,45,77,100,100,98,84,25,43,28,33,100,43,93,74,8,68,53,94,18,30,50,65,2,2,22,71,77,68,85,74,58,3,27,33,83,66,28,59,57,60,16,20,28,52,99,48,30,29,47,91,18,6,100,11,100
2014-08-01,48,36,43,35,51,37,27,66,9,79,48,63,86,49,70,96,45,48,50,0,12,9,46,16,59,60,60,36,51,37,40,54,50,31,35,32,39,51,18,84,43,20,92,54,39,27,71,77,60,16,27,75,51,22,48,71,44,65,31,16,25,64,73,10,48,43,53,67,12,68,70,97,21,52,0,39,34,62,11,72,60,63,99,76,26,30,34,31,84,69,69,86,10,63,60,82,20,29,74,73,3,3,36,50,37,67,58,77,36,3,35,44,50,55,27,53,34,63,14,18,20,63,100,38,24,35,45,72,0,6,85,15,76
2014-09-01,60,77,25,33,88,35,17,53,20,81,61,57,78,35,59,38,24,24,64,8,13,21,48,26,57,75,36,59,56,16,44,51,57,34,18,21,43,42,17,39,51,44,77,50,56,41,56,46,55,35,27,85,38,21,50,69,25,47,50,16,27,51,71,3,40,40,59,52,10,81,51,54,17,34,0,14,34,46,14,71,69,31,73,52,32,37,42,29,41,85,61,82,22,45,43,65,28,31,100,67,2,14,47,61,41,69,45,89,20,2,30,40,44,57,30,65,25,56,17,26,21,63,67,46,17,29,45,37,17,6,41,21,41
2014-10-01,54,89,21,34,88,35,18,39,22,81,53,51,75,47,55,83,22,18,63,7,7,8,51,32,61,42,20,37,55,12,49,53,78,36,18,15,57,51,29,23,54,26,56,53,85,45,73,34,59,11,26,60,32,17,52,72,36,26,43,11,60,48,67,6,34,54,70,57,10,62,52,38,20,28,0,10,36,36,18,69,65,8,44,46,34,42,62,23,18,88,53,63,48,44,34,39,45,33,63,62,19,70,100,57,41,74,30,84,14,2,45,45,50,57,35,100,23,46,22,22,38,58,40,97,28,36,37,20,16,9,24,30,29
2014-11-01,53,93,28,55,78,45,17,36,32,82,86,77,75,73,48,57,22,17,57,24,5,9,83,89,59,29,13,33,80,16,67,84,80,39,23,34,78,24,97,20,75,21,39,72,76,62,99,31,93,10,39,45,81,89,53,58,60,42,34,11,58,42,80,4,34,43,82,69,10,60,54,26,17,23,40,24,76,27,8,90,70,6,23,62,60,41,99,22,13,97,58,50,64,60,26,25,82,85,41,68,54,15,76,65,40,77,39,92,14,2,92,99,46,71,80,99,21,87,100,28,79,18,33,100,17,66,47,16,0,100,23,22,25
2014-12-01,44,46,26,73,42,42,17,35,20,73,67,56,61,65,37,65,21,16,42,0,8,9,63,54,55,29,14,40,61,8,43,66,57,31,24,26,61,16,52,17,87,25,33,88,60,56,80,30,70,11,47,36,47,34,40,61,49,33,30,14,49,38,59,6,19,59,59,61,9,69,44,23,14,23,0,14,81,32,13,85,72,7,18,52,72,47,73,20,11,100,56,47,32,46,33,28,62,50,25,60,52,3,48,76,30,74,26,82,8,1,60,60,34,80,56,46,20,63,33,44,81,20,31,64,21,63,39,14,17,24,15,27,16
2015-01-01,71,37,23,47,60,41,15,71,17,84,73,65,70,59,59,51,37,29,70,22,11,0,63,37,74,33,20,47,70,11,73,73,86,58,19,12,61,15,24,30,65,29,49,69,86,39,86,27,70,15,56,44,37,25,50,68,71,25,14,15,50,69,83,12,23,93,63,79,12,72,50,21,20,26,0,23,74,47,14,87,71,11,30,50,88,39,64,22,17,69,79,62,14,48,55,23,34,38,22,73,60,2,33,63,41,80,38,81,10,3,59,40,55,76,48,48,37,57,23,57,71,17,42,65,43,41,51,16,0,9,24,18,26
2015-02-01,52,33,21,44,48,59,26,63,32,84,70,56,63,58,60,45,37,29,56,16,7,17,54,33,57,26,26,36,62,16,63,63,43,62,24,26,55,15,15,26,59,37,43,80,76,30,75,24,63,6,58,42,32,17,46,68,45,35,32,14,43,65,69,8,21,78,61,79,11,66,48,21,30,27,0,14,59,43,11,80,69,9,29,45,82,53,59,24,17,52,65,62,11,45,56,30,27,34,24,68,48,2,28,65,45,75,35,80,14,2,48,47,64,66,42,36,46,46,19,69,74,25,38,56,47,44,41,17,0,7,20,26,25
2015-03-01,59,35,27,39,68,68,18,62,30,95,72,55,72,64,62,73,42,27,51,22,10,14,54,31,90,17,34,44,65,16,55,66,71,76,17,32,52,17,15,29,59,18,42,80,71,40,76,24,60,9,54,54,31,17,50,71,31,44,29,15,47,72,69,12,28,96,60,78,13,69,54,24,74,28,0,10,83,48,17,84,62,20,30,46,73,67,58,28,20,55,72,59,7,54,49,37,20,36,23,56,16,2,20,59,39,75,44,85,20,3,48,43,69,65,44,31,54,51,20,62,70,30,44,56,44,57,50,23,0,7,20,32,27
2015-04-01,66,35,27,43,67,87,23,65,33,96,73,58,74,42,60,63,56,33,52,19,8,8,58,26,59,27,45,28,63,16,53,61,43,55,19,36,50,22,16,41,71,23,41,64,63,51,74,25,59,19,52,57,39,18,50,86,30,38,19,16,59,71,64,6,24,85,76,74,14,64,51,21,100,30,39,24,61,57,35,87,64,11,38,53,52,62,47,28,22,57,75,58,9,72,71,31,23,38,33,62,7,2,30,65,57,74,46,74,31,3,34,38,87,67,42,28,64,57,23,58,65,29,54,48,30,47,55,30,0,10,26,31,28
2015-05-01,64,33,41,37,64,62,14,73,46,94,71,53,63,82,57,37,61,44,63,8,17,17,49,29,53,20,53,23,53,24,44,57,50,45,36,37,45,38,13,51,55,35,43,59,45,84,62,28,55,23,45,58,32,30,59,99,33,56,52,19,42,74,67,13,28,70,66,72,15,69,67,29,55,51,40,28,62,80,36,98,60,30,40,54,36,53,35,34,30,54,70,65,9,74,54,44,20,32,17,58,6,2,22,50,69,76,57,62,78,3,26,28,76,66,36,29,82,50,17,33,49,52,71,43,26,32,52,57,17,6,35,13,35
2015-06-01,61,30,66,32,33,57,10,73,29,95,64,54,78,53,70,97,79,60,99,0,26,18,53,24,63,20,68,29,54,26,46,58,42,38,67,41,64,41,21,64,59,22,48,73,72,46,72,34,58,49,39,67,36,18,69,66,27,92,53,21,35,100,77,7,93,53,44,74,17,62,68,38,34,72,0,0,43,67,91,72,79,52,51,66,30,50,39,32,55,47,96,72,10,76,76,68,19,31,24,61,3,2,20,64,100,72,80,66,88,3,38,36,81,64,34,40,90,58,17,18,29,48,79,54,21,40,44,73,0,6,58,13,64
2015-07-01,65,32,64,38,33,43,29,79,26,95,63,65,92,49,70,82,89,81,59,16,18,12,55,20,62,28,72,31,57,25,46,59,55,34,71,30,37,56,34,100,55,26,66,57,55,17,82,65,59,34,36,71,51,24,61,81,26,94,62,17,28,86,72,6,84,52,44,81,15,79,82,67,22,61,0,16,39,70,70,79,79,60,78,89,31,57,39,35,88,51,88,79,11,71,60,91,16,31,54,81,3,2,28,67,63,70,91,73,50,3,34,35,79,61,32,51,57,75,16,16,57,56,99,47,13,41,52,92,18,6,92,24,88
2015-08-01,62,38,38,34,54,41,17,72,20,89,59,66,83,46,71,100,46,47,58,16,16,13,51,21,66,39,79,53,58,37,47,54,43,32,30,29,45,51,27,87,53,16,92,63,57,21,67,80,58,33,28,85,51,27,51,80,40,80,36,21,34,76,69,11,43,47,47,73,13,81,59,64,22,48,0,21,31,56,18,67,75,50,100,82,28,61,30,40,89,76,69,88,11,66,66,95,26,32,91,68,2,4,39,64,45,79,55,69,35,3,33,33,55,59,33,50,37,69,17,27,32,76,100,43,15,42,47,69,0,7,76,15,72
2015-09-01,49,74,23,33,92,35,14,56,24,86,63,60,73,54,63,73,32,23,52,15,15,8,53,21,69,46,49,50,60,44,44,55,58,29,19,39,40,48,18,47,60,32,73,59,64,21,56,44,56,13,32,86,39,17,45,82,39,50,59,14,32,54,59,8,35,52,59,64,11,87,68,50,19,32,0,26,34,35,11,68,52,33,68,57,33,45,34,31,47,86,59,78,21,52,40,70,27,32,89,76,4,16,56,57,43,73,38,67,28,3,34,34,49,56,33,60,29,58,19,29,32,47,65,45,11,28,43,44,34,7,44,10,40
2015-10-01,49,96,24,35,99,39,14,44,33,89,68,53,68,46,50,65,22,19,58,7,10,11,54,39,67,61,23,29,59,11,50,59,54,30,17,46,47,60,24,24,64,21,54,60,65,65,70,31,58,11,28,63,33,16,49,75,44,34,39,11,49,52,60,4,39,49,60,58,10,73,54,42,20,34,0,10,36,32,23,72,76,12,43,48,35,58,60,26,17,87,55,65,48,49,64,31,42,34,64,78,12,75,86,67,50,100,33,91,15,2,44,38,47,56,39,98,22,47,23,25,46,50,41,65,12,35,34,25,0,10,30,23,31
2015-11-01,48,90,25,61,44,43,19,39,15,84,81,81,71,64,42,71,22,18,60,15,5,8,83,92,67,41,20,27,81,12,65,84,91,26,24,35,86,26,100,22,72,26,39,71,94,60,87,29,96,11,38,44,80,71,53,66,49,31,60,14,57,51,71,5,29,50,82,68,10,81,51,30,17,28,0,40,89,28,14,88,65,6,24,63,62,38,99,22,14,93,62,51,65,62,53,29,82,86,44,70,36,14,69,75,51,92,37,93,12,2,84,96,44,77,76,100,19,95,93,34,60,35,34,91,19,82,36,19,0,89,27,18,25
2015-12-01,61,47,25,82,49,38,20,43,17,84,72,59,59,81,43,60,23,16,53,7,12,16,64,61,57,20,18,38,68,8,40,70,74,47,27,27,60,18,53,21,94,35,35,91,71,62,78,34,72,5,48,42,51,38,46,55,61,24,37,11,61,51,57,9,16,62,55,71,11,62,49,26,18,28,0,10,70,39,8,80,77,7,24,56,71,56,67,21,12,87,56,49,38,53,75,27,66,52,32,62,44,3,43,65,32,76,32,73,12,2,57,70,40,87,54,50,23,63,34,46,98,26,32,61,18,65,38,17,0,24,20,16,20
2016-01-01,76,36,26,44,55,41,14,76,29,89,74,70,67,66,59,57,33,32,74,12,8,7,70,40,82,24,24,55,83,12,68,76,78,53,20,14,79,16,24,27,66,15,44,65,100,37,83,28,72,13,66,43,40,23,54,66,63,22,25,21,44,67,75,4,27,87,61,89,15,82,60,30,24,28,30,43,72,57,8,85,84,8,31,53,78,41,79,24,15,73,88,65,14,55,61,25,32,40,28,74,63,2,32,55,46,83,37,91,12,3,63,54,59,81,47,51,31,49,26,61,86,30,41,70,28,51,47,21,0,11,20,23,26
2016-02-01,68,34,27,63,51,68,13,73,27,90,73,57,66,55,59,63,40,37,67,6,5,0,66,46,69,17,28,43,72,26,73,71,58,45,24,58,62,16,17,30,89,34,41,54,69,28,76,25,64,6,51,49,34,20,49,70,57,36,44,19,40,68,64,6,24,86,54,89,13,72,55,26,31,27,31,36,71,59,9,80,60,18,27,52,85,46,64,28,18,58,64,63,13,61,52,37,22,36,26,88,39,2,25,61,44,80,39,68,14,3,47,41,60,83,46,39,43,50,23,58,88,21,42,58,35,58,42,22,0,8,18,20,27
2016-03-01,58,36,28,41,62,100,18,79,25,98,70,59,73,33,59,62,43,33,59,6,8,0,71,44,89,19,37,31,82,6,65,68,50,50,18,24,47,18,17,38,65,29,40,62,61,33,70,26,64,24,52,56,37,23,52,79,57,51,51,17,36,78,62,11,20,94,69,75,14,71,60,34,76,27,0,26,72,62,17,79,57,24,35,54,75,50,61,30,24,52,76,60,10,73,58,39,19,43,26,72,19,2,25,59,51,75,44,86,19,3,49,38,74,70,48,32,62,56,25,51,75,30,50,49,29,45,45,27,13,10,25,13,27
2016-04-01,67,36,31,44,57,67,26,78,35,100,82,57,71,38,58,51,59,32,57,12,16,10,63,26,58,20,54,32,68,13,60,61,71,41,20,41,51,22,15,41,57,15,42,58,53,67,68,30,57,18,51,57,35,20,53,88,52,70,55,19,33,87,61,7,25,84,60,78,15,75,55,39,99,35,31,11,46,68,16,98,73,16,34,55,58,47,44,32,27,59,76,64,6,74,68,43,22,36,37,70,7,2,32,44,61,74,48,69,34,3,31,37,71,68,39,30,66,60,20,49,57,37,60,44,26,32,49,37,0,8,25,17,37
2016-05-01,64,33,53,38,49,61,15,91,35,94,56,58,69,55,72,59,70,51,65,9,16,10,58,25,60,22,59,24,63,22,57,60,58,39,42,28,51,37,18,52,58,24,46,63,51,61,62,32,58,10,40,62,37,25,60,86,42,59,51,19,37,90,62,7,28,100,57,78,16,71,67,34,85,35,0,22,47,82,34,87,52,35,38,61,43,65,38,34,41,51,76,70,9,81,58,50,24,35,31,54,3,2,20,61,68,67,56,68,84,3,29,35,75,68,37,32,82,56,19,42,38,54,77,44,27,33,52,64,20,7,35,15,48
2016-06-01,58,28,68,33,44,56,15,85,11,86,64,56,73,46,77,69,79,65,74,19,10,7,56,21,61,14,84,23,61,36,48,61,46,100,64,34,38,44,23,66,54,16,50,59,64,35,64,39,56,36,33,73,37,25,66,84,35,83,37,21,30,77,63,6,74,69,41,74,17,61,75,44,37,67,0,17,50,95,67,71,77,58,47,69,33,54,48,38,66,47,88,71,9,79,55,77,20,31,38,73,3,2,25,63,83,64,82,61,69,3,25,32,77,65,34,41,91,53,18,28,31,46,85,49,19,36,43,81,0,6,54,19,64
2016-07-01,57,31,77,37,49,46,20,84,24,86,61,61,87,45,72,71,100,83,59,6,11,11,59,22,60,25,86,27,59,43,52,56,48,70,65,34,55,55,25,92,58,17,67,53,57,44,67,65,60,36,36,74,46,23,59,82,32,67,83,19,24,76,59,4,68,52,47,81,15,74,91,49,27,77,0,20,42,100,29,66,80,64,68,89,29,73,69,43,91,44,89,79,9,83,67,85,20,32,46,79,3,2,24,55,64,67,79,72,38,3,28,28,64,62,35,53,54,57,16,25,20,56,93,40,19,40,46,97,14,7,95,17,89
2016-08-01,61,35,44,30,72,35,21,71,26,84,54,63,74,47,64,76,51,46,46,13,9,7,58,20,53,37,74,31,60,33,50,50,45,48,27,19,44,45,15,75,61,24,85,53,45,30,55,78,56,24,29,85,46,20,48,88,35,93,42,18,23,67,49,5,36,51,39,67,13,67,73,93,16,51,0,14,39,54,15,68,55,50,84,69,28,51,38,42,95,63,65,81,8,73,48,81,19,30,83,73,3,4,27,48,41,66,45,71,22,2,23,24,50,55,34,47,36,57,16,27,20,50,90,38,12,38,37,71,14,6,66,18,69
2016-09-01,55,66,29,34,66,34,17,56,19,84,65,56,69,56,62,93,27,26,51,15,10,7,60,23,56,35,47,39,59,25,54,53,51,45,18,31,47,45,19,40,68,32,68,51,47,29,58,57,61,18,28,89,37,16,43,98,56,57,43,15,15,57,50,5,25,59,50,70,12,76,66,51,23,38,0,16,47,49,11,69,66,30,64,56,30,57,37,35,67,76,59,80,19,63,86,68,26,34,72,78,3,16,42,49,42,70,34,68,19,3,25,35,48,54,37,56,33,52,18,25,34,49,60,38,12,32,29,42,0,8,37,27,45
