date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Bean Sprouts,Beans,Beets,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Boniato,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Iceberg Lettuce,Jerusalem Artichoke,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Malanga,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Ugli Fruit,Watercress,Watermelon,Yams,Cassava,Zucchini Squash
2014-02-01,28,8,17,21,22,42,24,48,51,13,0,0,19,0,0,61,0,25,9,7,14,34,10,0,24,11,0,0,21,9,18,19,33,12,15,0,8,24,16,42,11,10,11,0,0,20,0,0,19,0,41,0,32,16,21,11,17,0,30,21,0,0,0,12,0,11,0,0,12,33,8,0,11,31,0,8,30,10,73,35,0,16,11,21,0,27,12,0,18,0,8,8,0,0,11,17,11,0,33,8,25,9,0,16,0,0,0,23,11,0,20,27,0,9,8
2014-03-01,16,7,20,28,37,47,44,32,18,12,33,0,17,7,0,66,0,34,8,13,10,0,16,0,8,0,100,0,46,8,20,17,12,0,0,4,7,27,24,0,10,5,0,0,11,38,0,25,17,0,42,0,0,20,0,10,24,0,0,19,0,22,0,0,0,13,41,0,11,15,8,0,10,28,24,7,11,13,0,25,0,22,10,21,0,24,14,0,16,0,7,7,0,7,10,30,0,0,26,11,45,8,12,37,17,0,0,37,12,33,0,20,0,23,14
2014-04-01,10,7,14,50,26,46,0,22,19,13,35,0,18,11,0,60,0,24,8,11,17,25,15,0,20,5,0,50,19,9,32,18,21,12,0,0,12,0,15,40,20,15,0,0,12,39,0,27,0,0,39,0,0,16,0,11,9,0,0,30,9,8,0,23,0,12,0,0,18,24,13,0,16,10,25,0,19,14,0,23,0,8,22,18,0,0,8,64,0,21,20,16,0,11,11,32,0,0,48,18,59,13,0,15,0,0,25,32,11,0,0,41,0,13,13
2014-05-01,22,11,14,46,34,47,23,45,19,13,34,0,26,7,0,43,0,23,12,14,10,40,12,0,10,10,0,0,19,0,25,17,31,11,0,4,17,11,17,39,10,7,16,0,12,47,0,0,17,0,27,0,0,19,20,0,17,0,29,0,0,11,0,12,0,0,0,0,23,31,10,0,32,29,25,0,19,10,0,31,0,0,0,22,0,0,14,0,22,0,15,0,0,10,21,0,11,31,23,13,40,12,0,18,0,22,25,48,10,34,19,40,0,8,14
2014-06-01,18,13,12,23,26,54,0,34,22,0,0,0,20,17,0,40,57,21,10,8,13,0,17,0,6,0,0,0,45,10,22,0,23,0,0,0,13,0,14,0,12,6,0,0,14,38,0,0,20,0,29,0,0,20,0,12,16,51,33,23,0,9,0,0,0,12,0,23,23,18,12,0,19,29,0,8,40,8,80,33,0,9,12,22,0,0,6,0,20,24,9,9,0,8,0,37,0,18,27,13,31,19,0,28,0,25,29,37,12,0,0,44,0,10,15
2014-07-01,25,9,11,24,44,51,28,44,23,16,0,14,21,9,0,37,0,22,24,9,14,20,15,0,0,13,0,0,47,21,31,22,16,14,17,5,18,0,18,48,17,6,20,62,15,16,0,33,22,0,48,0,0,14,0,26,9,53,35,24,11,33,0,0,0,17,0,24,29,13,6,0,13,42,31,9,49,11,0,58,0,0,13,14,0,0,10,39,20,25,0,0,0,9,0,19,0,19,48,19,51,24,0,33,0,0,0,42,0,43,0,90,43,0,24
2014-08-01,31,0,15,21,26,58,0,39,42,14,74,12,47,8,0,48,0,13,27,23,11,0,8,0,11,8,0,53,42,0,27,19,13,25,15,0,11,12,19,0,32,9,12,0,38,45,0,0,0,0,48,0,32,6,0,11,15,0,31,42,0,21,0,0,0,10,0,0,19,8,9,0,0,11,27,12,18,17,0,34,0,33,11,38,69,0,12,34,0,22,13,8,0,11,12,17,23,17,32,14,72,0,14,16,0,0,0,32,20,0,0,45,0,18,29
2014-09-01,58,11,11,21,26,53,39,43,46,13,0,12,18,8,0,41,0,20,9,10,23,33,8,0,7,0,0,0,20,9,39,0,28,12,14,4,8,19,33,0,21,8,44,0,18,32,0,28,0,0,52,0,31,15,0,0,18,44,0,40,0,12,0,12,13,21,0,0,24,32,5,0,11,25,26,0,35,11,0,36,0,8,11,23,0,26,20,33,17,21,19,20,0,7,0,33,0,0,12,37,49,13,13,28,0,0,26,18,7,0,19,22,0,13,20
2014-10-01,27,7,9,29,34,47,0,53,51,13,34,0,26,7,0,56,0,16,0,0,9,24,36,0,61,10,0,0,19,12,19,17,10,11,0,6,11,22,20,0,20,11,11,0,12,34,0,26,17,0,22,0,29,21,0,10,21,0,28,20,0,8,0,0,0,14,42,0,0,18,5,0,27,39,0,21,41,9,0,23,0,11,21,19,0,38,71,32,17,21,12,8,0,0,0,16,0,0,31,13,55,8,0,32,0,22,25,22,37,0,0,12,17,14,14
2014-11-01,42,15,18,0,20,48,23,44,39,13,0,0,18,7,0,52,50,24,8,0,10,49,15,0,22,8,0,50,20,14,32,18,16,12,0,9,7,11,20,0,21,10,29,52,12,29,0,0,36,0,68,0,31,18,0,32,11,0,29,0,9,12,0,0,0,21,0,0,36,26,9,0,16,60,0,15,23,7,71,22,0,16,15,26,0,0,25,65,17,0,19,8,0,0,0,22,11,0,24,16,63,17,0,64,0,23,0,25,13,0,0,30,18,8,7
2014-12-01,32,0,17,20,23,38,23,25,0,13,71,0,18,11,0,36,99,28,13,11,34,66,7,0,22,5,0,0,0,20,13,0,12,12,0,4,15,26,15,0,10,10,33,0,0,31,0,27,36,0,57,0,61,20,0,0,17,44,0,20,0,23,0,12,0,11,0,0,0,24,8,0,22,15,0,15,17,7,71,27,0,8,16,27,0,39,13,32,17,0,16,8,100,22,0,16,11,0,36,41,29,9,0,27,0,45,0,22,9,0,0,21,18,8,7
2015-01-01,26,7,16,28,35,56,22,48,42,0,0,0,0,0,0,65,45,11,8,10,13,0,14,0,15,5,0,47,30,8,24,17,22,11,0,4,14,21,26,0,25,5,10,0,19,22,0,26,17,0,68,0,28,16,19,10,9,40,27,0,0,36,0,0,0,10,0,0,22,15,7,0,27,33,0,7,43,7,0,35,0,7,10,38,0,0,8,30,0,0,17,7,0,7,0,0,0,15,22,29,49,16,0,34,16,21,24,25,18,32,18,22,17,8,15
2015-02-01,31,8,17,21,38,54,24,33,61,13,36,0,0,12,0,75,51,46,17,11,18,26,12,0,15,8,0,53,20,9,49,19,25,25,15,0,8,12,26,0,16,5,11,0,25,34,0,0,18,0,47,0,32,29,0,33,17,0,30,21,9,16,0,0,0,15,0,0,0,20,11,0,26,16,27,0,52,10,0,30,0,0,34,32,0,81,9,0,0,0,14,8,0,7,0,0,11,17,50,32,35,9,0,47,0,46,0,26,9,36,0,24,0,13,14
2015-03-01,25,7,23,19,23,54,22,46,25,18,33,0,17,0,0,59,46,15,12,10,10,63,14,0,14,5,0,0,28,0,12,0,11,11,0,0,10,11,7,38,49,7,10,0,11,35,0,26,0,17,40,0,28,21,19,10,27,0,27,19,0,7,0,11,0,13,0,0,0,7,8,15,10,28,0,0,33,23,0,32,0,7,0,43,0,0,8,0,0,20,15,7,0,7,0,20,0,0,23,17,31,13,0,34,0,0,24,26,8,33,18,30,17,8,9
2015-04-01,38,15,14,61,44,58,23,56,39,13,0,0,18,19,0,51,0,30,0,7,0,16,19,0,9,5,0,100,20,17,0,18,32,36,0,4,15,27,19,0,20,7,18,0,0,45,0,27,27,0,68,0,0,26,0,16,16,0,0,40,0,12,0,12,13,9,44,0,18,16,5,0,11,15,0,7,31,14,0,36,0,8,0,39,0,53,10,0,0,21,8,8,0,7,11,0,0,0,32,21,27,0,0,37,0,0,25,25,9,0,19,21,18,8,7
2015-05-01,29,11,22,83,33,59,22,33,19,0,0,0,25,14,0,47,0,19,8,7,13,32,7,0,14,5,0,0,19,12,28,0,23,23,14,6,11,27,26,0,24,8,15,0,0,28,0,0,0,9,27,0,0,19,19,20,16,0,0,19,17,33,0,11,0,11,0,0,0,10,8,0,10,29,0,7,22,27,0,36,0,0,10,30,0,0,19,0,16,0,8,11,0,20,0,0,10,15,30,27,36,16,0,26,0,21,24,33,10,0,0,47,17,8,21
2015-06-01,32,15,18,62,26,62,0,30,20,0,36,0,18,0,0,36,50,29,17,17,14,17,15,0,7,16,0,0,20,9,13,0,8,12,0,9,15,18,13,0,0,10,0,52,18,24,0,0,18,9,40,0,0,12,0,0,17,0,0,0,0,24,0,12,0,12,0,20,12,20,6,0,11,10,53,7,36,10,0,33,0,12,0,36,0,0,7,33,0,0,12,12,51,20,22,22,0,16,20,13,28,12,0,40,18,0,26,33,22,0,20,64,0,9,9
2015-07-01,25,16,12,49,37,56,0,49,41,0,37,12,37,0,0,31,0,13,27,8,14,34,15,0,8,5,0,0,41,0,49,37,17,12,15,5,12,12,16,0,11,7,23,0,13,18,0,29,19,0,30,0,63,25,0,22,15,46,0,21,0,29,0,12,0,15,0,0,0,19,6,0,23,21,0,12,28,12,0,45,0,8,0,100,0,27,10,0,18,0,19,8,0,15,0,0,0,22,38,12,36,27,0,25,0,0,27,26,17,0,0,100,19,9,21
2015-08-01,29,0,14,20,36,43,0,36,29,13,46,0,29,7,0,45,0,24,12,7,11,33,11,0,12,5,0,50,26,26,25,17,24,12,14,4,18,23,23,0,17,10,0,0,24,38,0,27,17,0,28,0,30,26,0,10,21,0,0,40,0,12,0,12,13,12,44,20,24,20,7,0,11,20,25,7,27,12,0,32,0,16,0,39,0,26,10,0,17,0,13,12,49,9,11,0,0,0,31,18,57,13,13,36,0,0,0,39,16,0,38,59,0,8,16
2015-09-01,32,10,13,19,15,57,22,45,54,12,0,11,33,7,0,50,0,17,8,11,6,31,7,0,22,5,0,0,27,13,24,16,17,11,0,0,10,26,16,37,13,9,41,0,11,25,0,0,33,8,52,0,28,13,19,0,11,0,0,37,8,11,0,11,0,6,0,0,18,14,5,0,10,0,0,7,21,6,0,31,0,14,10,27,61,48,17,0,16,19,7,7,0,10,0,15,0,0,37,19,65,8,0,17,0,21,0,37,12,0,0,29,0,19,23
2015-10-01,38,11,15,27,38,61,21,39,44,12,31,0,16,10,0,46,44,27,0,0,16,29,7,27,77,7,0,0,23,8,19,16,11,11,13,0,7,20,14,0,27,6,19,0,27,24,0,25,32,8,60,0,0,12,0,0,11,0,26,18,0,21,0,11,0,17,0,0,11,7,10,14,30,22,0,7,21,11,0,24,0,14,10,37,59,0,89,0,0,0,11,7,0,6,0,22,10,14,48,35,54,15,12,44,16,0,0,27,16,0,0,20,16,11,18
2015-11-01,36,7,28,18,24,54,0,61,36,12,32,0,16,7,0,52,45,16,0,9,23,53,10,0,21,5,0,0,18,12,16,24,22,11,0,8,0,10,23,0,22,11,15,0,16,32,0,25,16,8,41,0,28,13,19,0,11,0,0,55,0,14,0,0,0,11,0,0,22,12,5,0,15,32,0,7,35,13,0,30,0,11,20,42,0,0,27,29,0,0,10,7,0,20,0,30,0,0,36,38,50,16,0,83,0,21,23,23,28,0,0,29,22,8,15
2015-12-01,38,0,15,0,23,55,0,32,18,0,33,0,25,14,0,45,47,28,8,10,19,15,7,0,17,5,0,47,18,12,12,17,22,17,0,0,14,11,21,0,19,6,21,0,26,38,0,26,17,9,58,0,29,17,0,15,10,0,0,19,0,15,100,22,0,7,0,0,11,22,12,0,21,28,0,14,18,9,0,29,0,7,17,28,0,0,9,0,16,19,23,0,47,0,0,15,0,15,56,48,43,20,0,48,0,21,0,25,13,0,18,33,0,8,10
2016-01-01,32,10,28,18,37,64,21,53,35,12,0,10,16,9,0,68,0,22,0,10,25,59,26,0,11,5,0,0,35,8,31,16,17,0,0,4,9,26,27,36,23,9,20,46,18,28,0,25,16,8,51,49,27,20,18,19,29,39,0,27,8,21,0,11,0,19,39,0,11,14,6,15,10,27,0,9,21,13,0,39,11,7,10,34,0,24,16,0,0,0,7,9,0,0,20,24,0,0,32,30,49,10,12,55,0,20,0,40,16,0,0,23,22,8,12
2016-02-01,36,0,27,19,50,53,22,37,28,12,66,0,17,14,0,69,0,23,8,13,17,62,9,0,17,0,0,0,28,0,42,17,15,17,13,8,14,43,17,0,22,8,21,0,17,48,0,26,33,9,27,0,0,20,0,10,15,0,27,50,0,29,0,11,0,11,0,0,17,17,10,0,17,24,36,14,33,13,0,45,12,7,15,33,0,0,14,31,16,0,7,0,0,0,0,30,10,0,30,24,45,12,0,57,0,21,0,44,20,0,0,36,17,8,19
2016-03-01,21,6,19,27,54,59,21,37,46,0,47,10,16,13,0,62,0,11,7,6,12,44,20,0,17,0,0,45,35,8,23,16,31,11,13,0,15,10,25,0,12,4,0,0,11,33,0,0,16,8,40,0,27,21,18,10,19,0,26,18,8,7,0,21,0,23,39,0,11,10,6,0,10,27,23,13,41,0,0,37,0,7,14,40,0,23,9,0,15,0,25,0,0,6,10,28,10,14,57,39,44,23,0,49,0,20,23,29,14,0,17,29,16,23,11
2016-04-01,17,7,22,92,44,58,21,56,27,12,0,10,25,11,0,56,0,22,8,7,15,30,11,0,15,5,0,46,36,8,31,16,39,11,0,0,24,21,32,0,25,5,10,0,33,46,64,25,16,0,41,0,28,20,19,15,13,0,0,0,25,21,0,0,0,13,0,0,11,14,7,0,20,32,23,10,28,11,0,40,0,14,10,30,0,24,8,30,0,19,22,14,46,16,0,30,0,0,22,28,42,16,0,53,0,21,23,43,25,32,0,47,0,11,17
2016-05-01,31,17,24,46,42,64,21,43,53,12,64,0,33,7,0,47,0,16,18,7,6,38,7,0,13,9,0,0,36,0,20,16,15,11,0,4,7,16,23,0,9,0,20,0,11,39,0,25,16,8,41,0,0,31,0,19,20,0,27,18,17,14,0,0,0,0,0,0,22,25,10,0,10,18,23,7,28,15,0,39,0,18,10,29,0,24,18,0,16,38,7,7,91,16,10,30,0,15,39,12,60,10,0,50,0,20,35,41,5,0,0,74,0,8,27
2016-06-01,22,7,14,50,44,47,23,19,19,13,0,0,24,7,0,30,0,12,22,7,18,0,7,0,8,9,0,50,32,17,13,18,16,35,14,0,7,26,27,0,17,5,14,0,24,39,0,27,0,0,28,0,30,16,40,10,7,0,59,0,0,23,0,0,0,0,0,0,12,10,11,0,16,25,0,7,38,14,70,30,0,8,11,35,0,0,23,0,0,21,0,16,0,18,0,16,11,0,67,18,41,14,0,48,0,0,0,56,12,0,19,89,0,8,16
2016-07-01,24,16,15,28,46,43,49,44,41,14,55,12,44,10,0,37,0,19,9,15,18,17,0,0,11,16,0,0,51,9,40,19,17,17,0,0,18,16,24,0,14,5,17,0,21,29,0,0,0,0,35,0,32,19,0,0,22,0,0,21,0,16,0,12,0,11,0,0,25,16,6,0,12,21,40,8,24,7,0,43,0,19,11,38,0,82,3,34,18,22,8,22,0,12,0,34,11,0,21,14,64,15,0,19,0,23,27,34,11,0,20,58,19,18,29
2016-08-01,31,15,14,60,30,54,0,46,19,0,35,11,53,7,0,41,48,35,11,0,10,65,15,0,11,13,0,0,49,9,30,18,39,0,0,4,11,22,28,40,0,12,16,0,16,31,0,0,35,0,34,0,30,12,0,11,31,0,29,40,9,23,0,23,0,14,0,0,18,13,5,0,11,30,25,7,23,14,0,36,0,31,16,30,0,0,10,32,0,0,16,16,0,0,0,16,0,0,40,13,80,17,13,51,0,44,25,20,8,0,0,45,0,8,34
2016-09-01,49,10,27,0,33,52,22,40,56,0,33,0,50,7,0,49,95,31,8,7,11,23,43,0,15,5,0,0,31,16,32,17,23,11,0,0,7,25,19,0,10,8,10,0,19,33,0,26,34,0,27,0,0,21,29,21,20,0,28,29,0,11,0,11,0,7,0,0,17,19,5,15,21,47,0,9,22,13,0,43,0,27,10,28,0,25,16,30,0,0,10,0,0,0,0,23,10,15,42,20,67,0,12,32,0,21,0,45,15,34,0,31,0,8,22
2016-10-01,41,7,20,19,34,59,22,55,36,24,49,10,25,7,0,52,0,15,12,7,6,15,12,0,28,0,0,0,46,0,16,16,17,11,0,4,7,11,18,0,19,5,10,0,11,42,0,38,0,8,53,0,57,7,0,10,13,0,27,19,0,11,0,0,0,13,0,0,11,24,10,15,15,23,0,0,29,27,0,74,0,7,30,35,0,24,92,30,16,19,18,0,0,7,21,15,10,0,52,17,84,8,0,45,0,21,24,39,13,33,18,9,25,8,19
2016-11-01,30,7,29,19,14,34,22,63,49,0,33,11,34,7,0,49,0,23,12,14,11,47,0,0,58,7,0,0,28,8,24,0,15,22,0,4,14,18,7,0,23,5,21,49,26,40,0,0,34,0,64,0,29,15,19,0,13,0,0,25,9,29,0,0,0,9,0,0,34,15,14,0,21,19,0,7,18,13,0,42,0,11,21,30,0,25,35,0,0,0,20,7,47,7,0,23,0,0,53,22,58,8,12,69,17,21,24,33,17,0,18,12,26,12,15
2016-12-01,32,7,13,55,18,56,21,47,18,0,0,0,16,7,0,43,45,18,10,7,6,23,9,0,22,5,0,0,18,8,35,17,18,22,0,0,9,28,28,0,13,7,23,0,22,36,0,0,16,8,93,0,0,11,19,20,13,0,27,28,0,18,97,11,0,20,0,18,11,14,5,15,20,23,24,7,37,13,0,33,0,14,20,43,0,24,15,30,31,0,7,0,0,7,10,15,10,0,37,74,31,8,0,25,16,21,0,23,8,0,0,33,25,12,10
2017-01-01,30,9,17,35,65,58,0,60,34,12,30,0,16,7,0,74,0,26,15,17,12,21,11,0,52,11,0,0,26,0,15,16,24,16,0,6,13,20,20,0,31,6,22,45,21,46,0,0,31,0,44,0,0,26,18,18,10,0,25,26,8,24,0,0,0,6,0,0,10,25,9,14,19,30,0,10,20,12,0,39,0,7,13,39,0,23,17,0,0,18,9,10,44,6,0,42,0,0,45,52,52,7,0,64,15,20,34,30,11,30,17,25,0,15,13
2017-02-01,41,7,36,38,53,58,22,44,24,0,33,0,25,9,0,80,47,23,16,7,6,15,7,0,10,10,0,47,18,16,24,0,15,11,0,0,7,11,36,0,14,6,26,0,17,42,0,26,17,0,90,0,28,15,0,20,23,0,28,28,0,44,0,0,0,13,0,0,11,25,8,15,15,23,0,14,43,10,66,44,0,7,17,36,0,25,17,30,0,19,7,7,46,7,10,91,10,0,45,41,56,8,0,57,16,21,24,42,15,0,18,20,0,8,20
2017-03-01,30,6,8,34,57,64,19,57,33,0,29,0,30,6,0,81,0,17,16,0,14,27,8,26,12,4,0,0,27,0,37,15,20,10,0,0,17,9,22,34,28,8,18,0,25,44,0,23,0,10,47,0,38,23,17,9,16,0,24,17,0,19,0,0,0,14,0,0,20,15,4,0,23,100,21,6,29,14,0,52,0,7,18,40,0,22,11,27,14,26,13,10,42,6,9,36,0,0,33,26,41,17,0,40,0,0,50,31,16,0,0,28,0,11,14
2017-04-01,37,20,42,72,36,66,0,35,17,12,31,0,16,7,100,54,0,46,11,9,8,22,13,0,26,5,0,0,35,0,23,31,33,10,0,0,11,20,18,36,15,11,10,0,14,29,0,25,16,0,50,0,27,19,0,0,21,0,0,35,8,21,0,10,0,15,0,0,16,21,9,0,15,94,0,13,27,8,63,52,0,0,13,34,0,0,15,28,15,19,9,10,0,19,10,14,0,0,46,32,51,13,0,43,0,0,23,39,11,47,0,29,16,15,18
2017-05-01,27,13,15,18,51,55,0,54,29,11,31,10,31,17,0,58,43,35,11,6,18,36,13,0,14,16,0,0,17,8,34,16,26,26,0,12,6,15,20,0,15,9,29,45,18,36,0,25,16,0,40,0,27,23,18,12,23,38,26,24,20,14,0,0,0,23,0,0,17,28,8,0,13,62,22,9,31,6,0,64,0,7,0,46,0,46,10,28,15,19,10,14,44,11,10,52,0,14,42,37,59,13,0,54,16,0,34,59,19,31,17,49,16,7,22
2017-06-01,24,0,10,38,55,50,22,42,43,12,33,0,17,12,0,38,0,27,29,14,11,16,11,0,7,15,0,0,28,8,12,17,18,0,0,4,17,11,29,0,29,7,10,0,29,35,0,26,17,9,32,0,29,19,0,20,16,42,28,38,17,18,0,0,0,7,0,19,0,15,5,30,10,43,24,7,29,18,0,43,0,7,15,39,0,0,9,0,0,40,15,7,48,27,0,46,0,0,65,22,34,24,0,35,0,21,24,35,10,0,18,64,0,0,9
2017-07-01,27,7,18,39,44,51,0,83,19,0,0,0,43,15,0,42,0,23,20,7,13,40,17,0,21,8,0,49,39,8,29,0,31,12,0,4,14,11,15,0,20,6,21,51,18,40,68,0,17,9,76,0,29,25,20,10,11,0,0,19,0,19,0,0,0,7,43,19,11,23,5,0,11,44,49,0,48,31,0,33,0,11,32,41,64,0,10,0,0,0,15,7,48,7,11,36,0,16,42,22,76,22,0,35,0,22,25,58,21,0,19,68,17,16,14
2017-08-01,23,8,18,35,47,57,20,55,17,11,30,10,31,6,0,56,0,31,17,6,8,29,13,0,9,4,0,0,34,15,37,0,14,10,0,0,13,39,24,34,18,6,19,0,16,40,0,36,15,0,39,0,0,12,18,0,22,0,25,35,0,27,0,15,11,24,0,17,15,16,11,0,16,35,22,0,66,14,0,25,0,7,14,32,0,22,14,0,15,18,7,10,43,6,14,21,9,14,28,23,80,10,0,45,15,0,44,49,9,0,0,58,16,7,38
2017-09-01,33,6,14,26,32,62,30,44,33,11,0,0,38,0,0,56,42,20,14,6,9,14,6,53,18,22,0,0,33,7,29,15,38,10,0,4,11,29,13,0,17,8,33,0,15,42,0,0,30,8,43,0,0,10,17,0,8,0,0,17,8,20,0,15,0,28,38,17,20,31,11,14,19,26,22,0,13,6,0,35,0,11,14,34,0,22,27,0,15,0,17,7,0,6,9,28,0,14,41,40,51,0,11,36,0,19,65,30,17,0,33,30,0,7,12
2017-10-01,31,6,12,34,41,48,0,51,24,11,29,9,45,6,0,55,41,25,14,6,21,69,16,25,40,7,0,0,27,7,28,0,28,10,12,4,12,16,21,33,17,8,18,0,20,35,0,0,15,8,84,0,25,7,17,18,21,0,0,41,0,16,0,0,0,14,0,16,10,15,13,13,27,21,0,6,35,12,58,40,0,6,18,26,0,21,82,26,0,0,20,6,61,0,14,27,9,13,46,38,66,7,0,40,0,0,21,20,19,0,32,20,15,14,17
2017-11-01,39,0,22,17,59,45,0,50,38,11,0,10,15,9,0,64,0,27,11,6,9,21,13,26,64,4,0,0,42,14,29,15,29,10,0,4,13,0,21,33,13,6,18,44,0,41,0,23,30,0,38,46,0,12,26,0,16,0,25,17,8,13,0,15,0,12,0,0,25,20,11,0,25,25,0,6,39,6,0,29,0,13,28,32,0,37,35,0,0,35,18,7,42,0,0,32,9,14,37,41,66,7,0,100,0,19,0,31,15,0,16,22,15,7,6
2017-12-01,38,9,24,29,46,50,20,40,17,11,0,10,0,0,0,52,43,21,7,9,14,64,13,0,22,0,0,0,0,15,18,0,27,17,12,0,13,23,17,0,15,8,9,0,16,30,0,0,31,0,58,0,0,15,0,9,16,0,0,43,8,23,0,10,0,15,0,0,15,18,9,14,16,30,0,6,33,12,0,39,0,7,31,34,0,22,13,28,0,18,10,13,85,6,0,23,9,0,31,100,23,11,0,57,0,19,0,28,21,0,0,32,0,0,11
2018-01-01,26,12,17,38,70,69,19,56,32,10,28,0,15,9,0,100,80,19,7,13,13,33,8,0,20,12,0,41,24,16,21,0,26,10,0,3,12,23,16,0,25,12,12,0,29,38,0,0,14,7,41,0,0,14,16,9,19,0,23,0,7,44,0,0,0,11,0,0,14,34,9,0,22,32,21,6,47,10,0,33,0,0,21,28,0,21,8,0,0,17,16,6,0,9,0,31,0,13,55,57,44,7,0,62,14,0,0,38,13,28,23,25,14,10,7
2018-02-01,34,7,30,48,45,74,21,92,17,0,0,10,43,7,0,98,0,14,15,15,9,37,13,0,14,19,0,46,44,12,17,0,26,11,13,4,20,10,27,0,14,11,16,0,22,31,0,0,32,0,40,0,27,23,28,10,27,0,26,54,8,24,0,11,0,23,0,0,21,23,12,0,26,49,23,7,17,15,63,45,0,7,25,34,0,23,12,0,0,28,12,7,0,0,10,68,10,0,47,70,37,18,0,38,0,20,23,44,21,32,17,22,32,15,15
2018-03-01,24,6,14,33,51,78,19,56,48,11,29,0,15,9,0,87,40,26,14,10,6,34,9,0,16,4,0,0,32,7,31,14,35,10,0,3,12,19,29,0,28,9,15,0,30,38,0,22,29,0,37,0,25,26,0,13,27,36,0,16,0,22,0,10,0,17,0,0,19,21,11,13,18,16,0,6,22,6,0,40,0,13,27,42,0,21,12,27,14,17,16,10,41,0,0,39,0,0,42,57,40,12,0,52,14,0,31,36,13,0,0,19,0,17,11
2018-04-01,36,12,18,39,51,58,20,49,33,11,30,14,30,12,0,76,0,35,14,6,6,28,12,0,12,4,0,0,33,15,32,0,20,10,0,4,17,14,21,0,9,11,9,0,13,28,0,34,0,0,14,0,26,28,0,14,46,0,0,17,0,32,0,10,0,14,37,0,10,26,5,0,18,25,21,0,26,9,60,48,0,7,12,36,0,22,11,0,14,18,10,10,42,6,12,20,0,13,30,50,40,14,0,48,0,0,21,40,14,29,16,37,15,7,14
2018-05-01,34,9,19,33,50,62,19,42,40,0,0,0,30,9,0,63,0,20,9,18,13,34,12,0,27,4,0,0,24,7,32,29,26,16,0,9,21,14,21,0,25,8,9,0,13,77,0,22,15,7,46,0,25,20,0,20,17,0,24,33,7,29,0,19,0,17,0,0,16,13,4,0,15,29,32,12,24,10,0,24,0,10,9,28,0,32,11,0,0,17,7,13,82,15,9,22,0,0,36,26,59,19,0,17,14,18,28,51,11,0,0,49,15,7,18
2018-06-01,32,13,19,23,50,57,20,53,42,0,30,0,26,7,0,38,0,24,19,15,12,21,17,0,13,17,0,44,26,10,19,16,35,0,12,0,0,10,22,35,9,9,24,0,10,100,0,24,0,0,59,0,27,10,0,9,25,38,0,18,16,20,0,0,0,6,0,17,14,23,5,0,19,17,22,6,34,14,0,42,0,7,14,42,0,0,9,0,15,0,9,7,0,12,0,21,10,14,28,16,45,40,0,53,0,20,45,50,14,0,17,73,0,11,19
2018-07-01,33,10,21,18,46,50,0,75,17,23,31,15,16,6,0,49,0,37,20,6,6,29,6,27,9,17,0,0,17,7,39,0,38,10,0,4,13,25,13,0,18,13,19,0,10,48,0,0,16,0,35,0,26,26,0,19,23,38,26,61,8,37,0,0,0,16,38,26,21,14,5,0,10,35,23,6,41,19,0,41,0,11,14,31,0,0,16,0,0,28,21,7,0,9,0,14,10,0,59,25,79,20,0,45,0,0,44,32,17,0,17,88,0,7,24
2018-08-01,28,12,13,33,47,55,19,59,24,10,28,9,19,12,0,51,40,24,14,6,17,0,15,0,7,8,0,40,26,12,31,14,34,15,0,3,8,28,21,33,8,8,18,0,23,79,0,22,0,7,23,0,24,21,0,13,19,0,0,16,7,25,0,10,0,9,0,0,10,25,4,0,13,41,0,0,31,23,57,44,0,19,9,36,0,21,15,26,14,17,13,8,0,6,0,33,9,13,26,29,87,7,0,37,0,18,21,36,17,0,15,52,0,7,34
2018-09-01,51,6,14,33,55,55,19,58,32,11,0,9,0,6,0,53,0,20,14,6,11,20,18,25,16,7,0,0,32,7,25,0,26,13,0,7,6,31,19,0,13,7,14,0,26,41,0,23,0,0,42,0,25,29,0,9,21,36,24,22,0,32,0,10,0,20,0,0,10,15,13,0,0,33,0,6,19,12,0,41,0,13,9,26,0,0,13,26,28,17,17,6,41,8,0,22,9,13,59,19,81,10,0,30,14,18,21,18,7,0,0,27,0,0,12
