date,Alfalfa Sprouts,Apple,Apricot,Artichoke,Asian Pear,Asparagus,Atemoya,Avocado,Bamboo Shoots,Banana,Bean Sprouts,Beans,Beets,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Boniato,Boysenberries,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Honeydew Melon,Horned Melon,Iceberg Lettuce,Jerusalem Artichoke,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Malanga,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pummelo,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Water Chestnuts,Watercress,Watermelon,Yams,Yellow Squash,Cassava,Zucchini Squash
2013-05-01,0,53,24,38,0,71,42,32,0,38,18,52,16,12,11,0,34,13,0,0,50,20,6,23,36,19,43,40,20,6,12,0,0,11,13,52,39,44,0,0,28,21,20,35,0,41,31,31,39,28,43,0,0,0,0,11,10,25,23,32,27,18,20,33,0,7,17,12,59,83,21,41,24,0,0,9,31,18,16,17,22,0,75,28,22,0,37,0,21,30,47,0,14,0,10,0,15,25,14,0,0,12,17,24,0,21,44,13,10,15,22,20,0,45,12,45,19,0,12,23,12,34,0,0
2013-06-01,17,38,21,23,0,37,0,30,0,46,12,44,25,12,0,21,14,19,0,0,47,0,12,28,11,12,34,49,0,5,14,0,0,27,10,57,13,62,17,0,14,17,14,51,0,50,21,11,40,16,58,0,37,0,26,0,11,26,0,39,19,27,14,24,0,8,18,6,34,0,22,0,18,36,0,13,10,27,16,17,30,18,23,25,33,0,32,0,21,46,57,0,15,0,12,0,20,0,9,0,18,12,18,0,13,11,30,10,14,37,0,17,0,46,0,32,10,0,12,35,12,35,0,0
2013-07-01,0,46,25,29,15,12,0,35,0,59,12,56,21,12,0,0,19,13,0,0,60,41,10,51,31,35,30,41,0,2,18,0,19,12,15,57,26,24,26,0,14,25,39,36,0,34,18,40,40,21,65,0,37,0,0,11,11,51,0,40,13,0,14,34,10,12,26,6,29,0,13,0,33,0,38,10,34,18,12,23,17,9,42,51,24,26,32,0,33,12,40,0,14,0,14,0,21,0,20,23,12,18,36,24,0,11,45,23,12,27,0,24,0,0,13,41,20,0,0,47,25,35,0,57
2013-08-01,0,52,16,20,0,6,0,29,0,51,19,58,16,16,12,21,47,26,0,0,51,21,8,50,16,27,35,17,21,6,15,0,20,29,23,44,0,68,17,0,29,16,42,32,0,39,28,40,41,18,52,0,37,0,39,0,0,30,0,36,8,0,28,30,0,8,21,6,22,85,9,0,18,36,77,10,29,29,8,12,21,9,20,29,18,0,13,0,46,18,44,0,15,0,11,23,38,0,29,31,12,0,18,50,13,0,39,11,27,17,0,20,0,0,26,53,16,0,12,44,0,35,0,29
2013-09-01,0,73,12,32,0,6,0,23,0,46,12,43,25,18,11,20,14,13,0,0,54,30,8,15,17,23,29,49,21,8,8,0,0,23,21,23,26,50,17,20,14,13,31,38,13,34,26,14,39,16,74,0,0,0,25,0,0,30,0,18,9,27,14,24,0,19,31,6,17,0,9,0,28,35,38,19,36,14,8,35,22,0,29,29,20,26,18,0,24,23,42,0,0,0,33,12,42,19,20,0,12,12,26,0,0,0,29,16,46,18,0,38,12,0,25,46,16,0,12,29,0,51,0,19
2013-10-01,16,81,11,27,0,10,0,23,0,41,0,37,11,0,11,20,17,24,40,0,62,19,11,5,13,22,55,31,19,41,9,0,0,33,33,31,12,43,32,0,27,22,24,20,0,31,26,20,0,23,76,0,0,45,48,11,10,24,0,29,14,17,13,32,0,7,20,0,29,0,18,0,21,0,0,18,27,13,23,43,17,8,24,31,28,25,26,21,20,36,52,0,0,16,79,22,61,18,11,29,23,11,17,0,0,10,52,17,66,14,0,24,0,42,12,27,20,0,0,21,23,32,15,0
2013-11-01,0,71,6,24,0,18,0,28,0,36,0,50,23,0,11,20,26,31,0,0,69,39,16,7,20,36,56,31,0,30,6,0,19,15,48,41,17,25,27,0,27,20,10,41,0,49,33,31,0,20,75,0,0,45,0,21,20,45,0,23,14,17,13,25,0,15,30,6,43,0,14,0,22,0,0,14,16,33,15,22,21,0,21,34,31,37,26,0,9,47,74,0,0,11,28,22,51,31,32,14,0,11,0,23,12,10,61,57,67,16,22,92,12,21,12,27,9,0,11,10,53,0,0,18
2013-12-01,0,57,14,41,0,10,41,28,0,42,0,52,17,0,17,20,13,13,0,0,46,59,9,11,30,37,28,16,20,39,11,0,0,19,36,29,21,23,33,0,14,21,20,19,0,35,20,24,0,10,74,0,0,0,0,11,10,25,23,20,19,27,40,21,0,22,34,6,75,0,17,0,25,0,0,19,26,30,8,34,43,0,12,21,14,25,25,0,13,30,71,0,0,11,11,11,45,0,30,15,23,0,0,47,12,10,43,44,29,14,0,37,12,22,12,19,17,0,11,18,24,0,10,18
2014-01-01,22,46,11,45,0,14,37,41,0,46,11,57,18,21,20,27,48,19,37,0,67,36,12,14,15,40,34,86,36,24,7,0,17,15,18,41,11,42,30,18,17,22,23,27,0,81,37,19,35,28,59,0,0,0,0,20,9,48,0,27,17,16,12,24,0,10,18,10,82,0,21,37,26,0,0,17,19,25,12,35,15,15,34,28,44,23,23,0,8,30,47,0,0,15,10,15,50,0,15,13,10,10,15,21,0,18,54,38,23,5,0,41,33,59,0,25,55,0,10,30,22,0,9,16
2014-02-01,0,43,6,41,0,5,0,37,0,46,12,46,20,12,0,20,18,13,41,0,76,20,15,7,10,45,21,24,20,33,0,0,0,19,21,36,19,37,33,20,23,34,15,38,0,57,10,25,39,35,69,0,36,0,50,0,10,55,0,27,17,18,14,31,10,15,20,6,38,0,21,0,31,0,0,16,24,38,16,28,20,0,19,32,29,0,25,23,27,19,48,0,14,11,7,11,33,19,8,0,12,0,17,48,0,10,42,36,25,14,0,32,0,22,19,33,16,0,17,14,18,0,10,19
2014-03-01,0,53,6,58,0,16,0,46,0,47,11,46,19,11,11,19,19,20,0,0,55,38,14,26,16,35,41,45,19,35,10,0,0,16,26,49,0,57,16,19,26,25,26,16,0,66,24,26,37,19,84,0,0,0,0,10,10,40,0,46,32,34,13,35,15,0,23,5,24,0,26,0,26,0,0,12,22,23,15,27,29,8,39,43,12,0,23,0,8,21,57,43,27,0,9,21,40,18,21,14,11,11,16,23,12,19,59,25,27,14,21,39,12,0,0,21,21,11,11,22,17,0,10,17
2014-04-01,0,50,16,56,14,61,0,41,0,72,12,36,16,12,17,40,20,31,41,0,65,20,10,20,27,11,52,24,40,22,9,0,0,30,19,20,38,36,25,20,28,24,10,42,13,58,24,17,0,41,63,0,0,0,0,16,15,33,0,49,32,27,20,54,0,11,24,8,19,0,17,0,17,35,0,0,21,24,8,23,23,17,28,21,20,0,23,0,22,33,49,0,14,0,11,0,46,0,28,30,0,18,43,36,37,10,56,21,21,16,0,43,12,0,12,40,15,0,12,32,12,0,21,0
2014-05-01,16,47,19,31,0,57,0,48,0,75,12,47,20,11,11,20,20,37,0,0,52,0,8,35,10,11,42,62,59,15,7,0,19,44,23,70,19,58,16,29,18,18,13,27,0,43,17,20,0,23,57,0,0,0,0,0,10,41,0,53,19,29,20,32,10,7,13,11,21,0,25,0,25,0,36,21,32,14,20,11,27,8,27,24,37,0,21,0,17,11,51,0,14,0,7,11,26,37,24,0,11,17,17,23,0,0,50,17,15,21,0,38,12,22,18,31,21,0,11,35,0,0,0,0
2014-06-01,0,45,17,48,0,23,0,44,0,70,13,48,17,21,12,0,29,27,0,0,50,44,9,54,30,33,16,69,22,19,21,0,0,21,30,67,14,43,0,0,35,12,11,28,0,52,26,30,0,23,55,0,39,0,0,0,0,23,0,50,21,19,0,21,11,16,26,12,25,0,9,0,30,0,80,15,23,24,9,12,28,9,10,19,19,28,27,0,43,24,56,0,0,12,9,0,37,0,15,32,13,25,0,0,0,0,38,10,24,28,0,35,13,24,27,37,17,0,19,48,0,0,0,40
2014-07-01,0,58,12,45,15,8,0,39,31,77,12,52,9,0,0,21,35,26,0,0,45,0,10,56,11,19,37,49,0,4,6,0,0,23,19,47,13,51,17,0,19,10,25,34,0,44,28,32,0,18,90,0,37,0,0,11,11,26,0,46,7,18,28,38,0,15,18,6,31,0,7,0,23,0,0,16,31,8,12,12,14,9,23,33,27,26,22,0,32,12,54,0,15,12,11,0,38,19,6,23,12,24,18,24,13,21,30,18,27,6,46,18,0,23,25,41,16,0,24,50,13,46,27,38
2014-08-01,18,58,13,24,15,10,0,41,0,79,0,67,24,13,12,22,37,0,0,0,43,22,9,30,11,49,31,52,22,10,15,0,0,29,14,46,28,43,0,0,30,20,26,20,14,45,45,34,43,22,73,0,0,0,81,12,11,32,0,30,11,19,15,27,0,16,22,12,43,0,9,0,19,0,40,20,33,17,0,0,30,19,31,15,25,0,19,0,19,12,48,49,31,0,18,12,27,20,21,0,0,0,19,26,13,0,50,14,31,13,0,41,13,0,13,35,14,13,25,48,0,37,11,0
2014-09-01,0,74,12,29,0,15,43,33,62,89,13,59,28,12,12,0,28,20,0,0,41,41,17,26,42,27,64,17,0,15,6,0,0,39,14,24,13,68,17,0,14,14,57,32,0,38,39,43,0,27,69,0,0,0,26,11,11,61,0,29,15,18,28,32,0,27,25,6,24,0,13,0,27,0,0,10,22,12,8,41,24,0,16,40,14,0,22,0,24,23,44,47,22,0,32,12,47,0,20,15,12,12,0,25,0,0,52,19,74,12,0,17,0,46,26,22,15,0,12,31,13,35,11,0
2014-10-01,16,78,12,34,0,12,0,33,29,84,24,34,27,0,0,20,20,12,40,0,74,20,13,10,20,33,57,55,40,39,10,0,19,30,25,48,0,46,16,0,35,14,24,42,0,48,46,17,0,20,74,0,0,0,25,16,0,33,0,31,18,17,20,23,0,11,20,11,26,0,15,41,29,0,0,19,37,16,8,39,11,0,19,17,17,25,15,0,18,22,47,0,14,0,81,22,54,19,39,37,0,0,26,47,12,0,47,29,92,9,0,34,30,22,12,42,20,0,17,30,0,34,10,27
2014-11-01,16,60,10,50,0,4,0,40,0,92,0,60,22,11,11,0,14,12,0,0,49,53,13,9,24,37,64,47,40,57,8,0,0,26,41,23,13,49,28,0,37,13,20,47,0,63,31,45,0,15,64,0,0,47,0,11,10,99,0,26,19,0,14,35,0,7,20,6,42,0,13,0,25,69,0,19,49,30,8,67,27,8,31,42,29,25,24,0,18,48,72,0,14,11,25,0,73,19,22,15,0,0,0,24,12,0,35,43,57,15,0,89,12,22,12,26,20,0,12,19,61,33,20,18
2014-12-01,17,63,9,38,0,8,0,37,0,92,12,45,20,12,11,0,14,25,0,0,48,50,28,5,20,49,19,24,0,49,12,0,0,28,41,29,13,37,34,20,14,13,31,38,13,62,21,17,0,10,75,0,0,46,25,17,10,38,23,19,19,18,14,35,0,19,31,17,64,0,13,0,14,35,0,28,28,20,8,28,25,9,31,35,35,0,23,0,9,41,70,45,0,0,11,11,54,19,20,0,19,0,17,24,12,10,40,51,38,9,23,43,12,22,12,22,13,0,23,22,12,34,10,0
2015-01-01,15,55,5,40,13,7,0,47,0,83,0,61,30,10,10,0,16,23,0,0,68,66,17,14,18,37,81,79,36,41,13,0,17,20,24,44,12,33,23,18,21,8,28,23,0,62,37,34,0,25,73,49,0,0,0,20,0,67,0,30,38,40,0,21,0,40,15,8,63,0,25,37,23,0,33,8,44,29,7,51,26,8,21,32,21,23,23,0,16,34,52,0,0,10,14,10,55,17,40,40,10,0,16,21,11,15,52,42,28,9,0,35,27,60,0,34,23,0,21,18,33,0,18,0
2015-02-01,0,55,14,41,14,12,84,52,30,100,0,63,25,12,23,0,23,19,0,0,75,20,9,22,31,60,48,48,40,34,10,0,38,11,21,62,17,45,17,0,35,30,26,31,0,76,38,26,40,17,65,0,36,46,0,17,0,38,0,35,25,18,0,47,0,8,21,9,36,0,13,0,22,0,37,19,38,16,8,39,25,17,16,46,35,0,19,0,24,19,84,45,14,23,11,0,49,19,17,45,12,12,26,24,0,10,52,35,35,16,0,68,25,78,0,34,17,0,12,23,36,0,10,0
2015-03-01,15,56,11,41,0,15,0,60,0,83,11,74,16,11,16,19,17,16,0,0,86,0,14,24,9,38,62,45,19,32,9,0,0,21,10,58,12,51,31,19,26,12,38,24,0,70,38,29,36,32,81,0,0,0,0,10,0,58,0,41,31,16,0,34,10,21,35,5,42,0,20,38,29,0,0,17,39,24,19,47,26,8,31,39,19,24,34,0,25,36,56,0,13,11,10,10,42,0,26,28,11,11,32,22,0,10,46,26,28,11,21,38,11,27,17,32,15,0,14,22,0,31,14,0
2015-04-01,0,55,22,43,14,61,0,48,0,76,12,54,17,17,11,20,13,25,0,0,84,20,12,20,24,22,80,47,20,18,8,0,0,34,16,36,13,52,25,0,18,15,20,33,0,56,54,21,39,15,100,0,0,0,0,22,0,54,0,61,45,23,13,48,0,7,20,11,23,0,29,0,22,0,0,12,28,16,16,28,23,21,25,35,20,0,21,0,22,30,72,89,21,0,11,0,33,19,22,22,0,23,34,0,0,0,47,18,24,22,0,51,12,22,16,36,12,0,11,40,24,34,15,18
2015-05-01,16,52,14,45,0,66,0,57,0,79,11,53,32,11,0,0,26,18,0,0,65,28,16,32,24,36,45,46,19,8,5,0,18,40,13,68,12,57,0,0,22,13,10,38,12,63,36,13,37,30,69,0,0,0,36,11,15,40,0,67,35,0,0,26,0,11,24,13,36,0,16,39,18,0,0,22,27,13,11,53,25,0,21,54,22,24,28,0,34,16,57,0,27,11,10,11,21,45,13,14,11,61,16,23,12,10,41,24,15,13,0,41,0,42,0,47,24,0,11,66,12,0,20,0
2015-06-01,0,48,17,18,0,27,0,54,0,76,15,76,13,18,11,19,30,12,0,44,55,19,14,45,10,28,77,45,19,7,14,0,18,36,19,74,12,57,0,0,20,18,39,34,25,52,39,25,0,26,75,0,50,0,48,0,10,51,0,66,22,17,13,37,10,14,45,11,38,0,14,0,23,33,70,24,22,23,8,48,22,33,15,30,30,0,29,21,22,27,49,43,27,0,10,0,35,36,16,14,22,28,0,56,0,10,49,16,25,36,0,47,12,21,12,50,18,0,15,72,0,0,10,17
2015-07-01,16,49,23,30,0,6,39,53,0,88,12,55,13,11,11,19,26,12,0,0,58,0,14,71,19,39,50,61,19,15,18,0,18,11,21,68,0,77,16,0,40,23,19,34,0,54,15,33,37,29,75,0,68,0,0,10,10,28,0,60,19,25,13,33,10,7,19,5,25,0,16,0,24,0,35,18,29,19,11,64,28,32,22,30,25,24,29,0,13,37,51,0,13,11,14,11,32,36,19,14,11,11,16,23,0,0,39,20,21,11,21,34,18,21,12,43,14,0,33,93,12,64,10,35
2015-08-01,16,51,18,25,14,8,0,53,0,74,0,60,16,23,11,30,44,19,0,0,42,40,17,61,13,55,66,24,20,22,12,0,0,41,22,77,13,54,49,0,18,25,27,23,13,41,41,55,39,31,70,53,70,0,0,0,20,33,0,47,16,17,13,44,10,11,17,6,32,0,15,0,15,0,37,18,39,18,16,22,19,17,19,56,43,0,33,0,22,22,47,45,0,0,22,0,41,0,19,15,11,23,34,35,12,10,57,21,25,6,22,42,12,22,24,44,17,0,11,54,24,100,10,27
2015-09-01,16,80,11,30,14,6,40,40,0,74,0,53,19,11,11,19,13,12,0,0,55,19,10,25,20,43,21,31,19,25,8,14,0,40,17,41,12,55,38,0,18,22,52,20,0,38,40,50,0,23,86,0,0,0,24,0,10,40,0,36,15,17,32,54,0,14,16,11,25,0,12,0,43,0,0,13,50,29,8,32,26,25,27,34,25,49,23,0,31,32,59,0,20,0,44,0,37,18,19,14,11,0,17,23,0,10,58,18,81,17,22,43,0,0,36,34,20,0,11,37,12,33,10,18
2015-10-01,15,90,13,26,0,7,38,42,0,65,17,59,16,11,10,18,20,12,0,0,70,27,12,9,15,44,30,51,0,63,9,0,17,34,25,33,23,52,15,18,44,21,19,30,12,48,14,25,0,25,66,0,0,0,0,15,0,57,0,37,19,24,0,56,0,0,14,0,54,75,12,0,37,0,34,9,36,16,7,36,29,16,23,26,21,0,20,0,16,27,61,41,26,0,90,20,48,17,15,14,0,11,31,43,0,9,55,33,90,9,0,54,22,30,17,31,24,0,11,26,0,31,19,17
2015-11-01,15,88,9,38,0,7,0,45,0,58,33,65,29,11,10,0,31,23,38,0,64,55,15,5,14,48,53,37,19,51,7,0,0,45,31,39,12,38,46,19,39,26,22,33,0,65,35,48,36,13,73,0,33,43,0,20,19,77,21,24,21,16,50,38,0,7,24,11,13,0,16,0,20,0,0,9,37,29,12,93,20,16,9,59,24,23,25,0,29,31,87,0,13,10,31,16,65,35,10,27,21,0,16,33,23,9,63,52,43,0,31,97,0,0,0,36,31,0,11,19,28,31,29,0
2015-12-01,16,64,8,52,0,10,0,49,0,67,12,54,26,11,11,0,0,18,0,0,62,52,15,11,20,47,65,70,19,39,9,0,18,27,26,48,19,73,32,20,14,27,20,41,0,55,35,27,0,15,49,0,0,0,0,14,30,45,0,26,41,26,13,49,0,7,16,6,62,0,8,0,31,34,0,15,32,39,12,33,31,16,23,17,25,0,17,0,14,51,74,0,14,11,24,11,51,18,41,36,11,11,17,23,12,10,66,52,41,14,0,62,0,22,12,27,24,0,11,34,0,0,10,18
2016-01-01,14,55,5,55,0,10,35,59,0,75,20,69,13,10,9,17,19,28,34,0,70,25,14,11,17,38,72,100,34,25,8,0,32,19,31,55,11,39,33,25,27,39,17,37,0,98,32,22,33,23,46,45,30,0,31,12,9,63,19,47,33,20,34,55,9,6,23,5,79,0,23,0,30,0,0,8,31,23,9,33,29,0,21,65,41,21,36,0,30,53,52,0,0,14,15,9,59,16,12,19,16,0,29,20,0,13,83,51,41,12,19,66,0,37,0,40,20,0,13,33,10,42,9,15
2016-02-01,0,54,5,53,0,8,0,62,0,80,11,74,18,0,0,0,24,15,0,0,100,30,25,6,9,40,85,71,0,17,12,0,0,27,22,38,12,74,20,0,50,25,21,40,0,70,27,47,35,34,72,48,0,0,0,16,0,37,20,45,25,32,12,41,0,13,18,8,44,0,32,0,15,31,0,11,27,27,18,60,28,8,29,41,23,0,32,0,23,37,65,0,13,10,14,10,80,17,25,39,10,0,15,43,33,18,96,49,37,18,20,60,0,29,11,29,22,0,17,28,11,30,9,0
2016-03-01,21,76,10,46,0,16,0,70,0,68,14,50,35,10,10,17,12,11,35,0,83,17,21,21,22,45,66,55,17,15,9,0,16,29,17,65,11,88,29,17,32,26,21,61,11,57,22,27,0,36,58,0,31,0,22,9,9,65,0,60,47,25,12,67,9,0,32,5,26,71,26,0,19,0,32,20,22,21,18,97,25,15,38,43,27,0,33,0,15,29,74,0,12,10,18,10,39,16,19,26,0,30,0,21,0,0,59,40,45,19,0,60,11,19,11,46,18,0,20,38,21,58,13,32
2016-04-01,15,56,8,62,0,74,0,78,26,61,22,63,22,10,15,18,28,19,36,0,75,24,11,33,14,37,51,57,0,5,7,0,17,37,17,58,23,100,20,0,95,39,21,52,12,52,37,19,35,31,61,0,32,0,0,15,27,26,0,77,59,16,30,50,9,10,18,12,48,0,25,0,14,31,0,19,38,50,9,30,24,0,31,31,33,0,26,0,21,13,58,0,0,0,13,10,26,17,40,13,16,16,15,21,11,12,79,38,21,11,20,46,22,40,22,44,22,0,15,43,11,30,23,0
2016-05-01,15,51,16,39,0,100,0,82,0,61,11,82,18,10,20,18,24,11,0,0,56,18,21,43,12,54,47,29,54,7,15,0,34,20,29,47,12,84,30,0,54,15,21,42,0,34,25,31,0,32,54,0,43,0,0,10,9,37,0,77,51,16,37,63,0,0,18,100,44,74,15,0,29,0,0,25,36,11,7,30,24,8,8,51,44,23,22,0,24,30,67,0,13,0,18,0,30,25,17,20,16,31,15,0,0,0,71,28,17,32,20,53,11,20,11,43,21,0,21,45,11,0,37,0
2016-06-01,0,45,17,49,0,34,0,72,0,60,11,61,22,0,10,18,30,11,0,41,55,17,8,37,18,52,38,42,18,5,17,0,0,25,10,43,23,41,15,18,20,16,21,41,11,44,42,31,0,18,80,0,42,0,0,0,15,40,0,81,35,31,12,49,9,10,12,18,31,0,17,0,36,0,32,22,35,19,10,39,29,7,37,46,35,30,52,0,10,15,46,0,37,0,18,10,27,33,17,19,10,20,23,0,11,12,53,20,32,23,0,44,0,39,11,43,13,0,10,63,16,59,9,16
2016-07-01,0,46,7,23,0,15,0,65,0,56,22,78,8,11,11,19,38,19,0,0,50,27,10,58,25,31,53,30,0,11,16,0,0,24,11,76,0,51,15,0,26,16,19,44,12,43,16,29,36,25,69,0,33,0,0,10,9,15,0,57,31,16,19,56,9,24,13,5,39,76,12,0,22,32,0,9,22,26,7,21,28,28,20,39,27,0,48,0,30,17,50,0,39,0,19,10,33,26,15,27,11,11,16,22,0,0,36,16,17,13,41,43,11,20,11,64,16,0,16,74,0,31,29,35
2016-08-01,16,43,12,40,0,9,0,60,0,56,12,78,20,11,17,20,31,19,41,0,51,19,10,48,10,59,47,24,0,9,6,0,19,33,5,42,19,64,0,0,32,19,37,35,0,37,24,45,0,27,93,0,0,0,0,11,30,25,22,42,28,35,53,48,10,26,15,8,42,0,13,0,22,0,36,14,25,16,16,33,17,8,28,21,26,0,44,22,23,22,55,88,14,0,23,0,38,19,19,29,0,11,17,0,12,10,67,22,37,8,0,40,12,22,12,38,18,11,34,61,24,33,30,36
2016-09-01,16,63,8,48,0,8,40,61,0,55,11,73,28,11,33,19,26,12,39,0,59,25,15,34,19,39,46,61,19,30,12,0,0,29,20,72,0,83,16,19,22,22,69,23,0,31,33,37,0,15,85,52,34,0,0,0,0,68,0,46,23,0,19,39,0,21,39,0,45,0,10,0,29,0,36,9,45,17,8,22,35,0,18,31,36,25,51,21,34,18,76,43,41,0,41,11,34,27,29,14,11,11,0,0,0,10,60,36,49,14,21,36,12,0,18,44,15,0,0,41,0,32,10,18
2016-10-01,15,84,9,26,13,7,0,59,0,56,11,74,22,0,0,0,20,11,0,0,65,36,18,9,22,30,34,79,55,64,13,0,17,55,28,38,16,52,25,0,50,14,25,49,0,54,19,19,36,34,62,0,0,0,23,10,14,75,0,51,22,24,12,40,0,0,14,5,36,0,13,0,25,0,0,17,21,20,17,61,19,12,20,48,24,0,100,20,21,44,67,0,13,0,95,51,60,25,25,0,11,0,16,32,0,0,64,60,90,5,0,52,11,20,0,34,25,0,0,29,0,31,14,22
2016-11-01,0,64,11,45,0,5,0,55,0,56,0,96,12,10,0,18,36,23,0,0,67,83,25,9,14,47,73,93,27,44,6,0,17,24,34,44,11,49,15,18,42,13,27,34,0,56,37,100,70,55,51,0,32,0,0,20,14,64,0,27,24,32,12,50,0,7,30,0,36,0,11,0,15,31,33,17,34,27,7,50,24,8,22,44,27,23,38,0,11,47,94,0,13,0,38,30,41,0,13,27,31,0,23,21,16,9,50,51,58,19,0,91,16,20,22,31,25,0,0,18,38,91,9,33
2016-12-01,22,65,16,68,0,12,0,63,0,53,16,95,31,10,0,0,18,11,0,0,70,27,16,10,14,64,47,79,18,31,7,0,0,31,42,30,12,40,15,18,38,15,34,38,0,69,19,63,36,40,69,0,64,0,0,15,0,49,0,21,38,16,24,32,9,14,31,10,89,0,19,37,14,0,0,13,36,13,11,41,23,8,14,32,21,46,39,0,21,34,82,0,13,0,27,10,49,17,20,27,16,11,16,32,11,0,54,65,36,8,0,45,0,50,11,24,26,0,10,20,11,61,19,17
2017-01-01,20,54,11,46,0,9,0,85,0,56,10,83,18,10,9,0,22,24,0,0,76,38,28,24,25,49,74,52,0,19,6,0,23,32,32,48,37,43,28,17,34,11,8,48,0,92,31,49,32,39,66,0,30,0,20,15,8,72,0,41,40,15,11,46,8,25,14,6,83,0,9,0,18,29,0,8,46,28,13,37,24,0,13,46,43,21,41,0,19,28,53,0,23,9,19,0,63,15,18,12,34,10,14,59,0,0,75,78,51,8,0,54,10,18,17,47,15,0,16,42,10,0,9,15
2017-02-01,15,60,5,31,13,8,38,94,0,61,11,70,27,0,10,27,37,11,0,0,83,18,29,18,12,51,65,87,18,36,4,0,17,48,19,86,12,69,46,18,34,19,14,45,12,80,23,28,0,25,61,0,32,0,46,15,0,38,0,44,61,16,24,51,18,20,42,5,56,0,15,0,17,63,34,8,49,31,15,25,25,0,23,45,31,23,35,0,19,26,78,41,0,10,17,0,68,17,20,34,10,11,16,43,33,0,75,40,30,27,0,86,17,20,11,43,18,0,14,34,0,31,33,0
2017-03-01,0,50,21,44,0,29,0,93,0,59,10,86,15,10,14,0,33,24,34,0,84,16,20,25,17,46,79,79,17,22,8,0,16,9,18,81,21,95,32,17,29,25,17,54,0,50,23,35,0,37,68,89,0,0,0,15,8,69,0,70,71,34,17,55,8,12,42,5,51,0,21,34,23,29,31,23,35,21,7,32,99,0,26,55,43,21,32,0,22,34,70,37,12,0,14,0,41,16,28,18,10,19,28,39,20,13,94,36,25,16,0,56,0,24,10,44,27,0,0,34,0,28,13,30
2017-04-01,14,60,19,47,0,67,0,86,0,56,11,94,14,10,10,0,18,22,36,0,53,17,13,27,12,39,79,77,18,19,9,0,0,17,19,63,11,48,24,18,24,15,31,35,0,46,45,37,34,12,64,0,31,41,0,29,9,44,20,68,65,16,18,51,0,13,36,8,49,73,13,36,30,0,0,22,35,21,7,35,80,15,19,53,33,0,45,0,27,33,78,40,12,0,19,10,29,0,36,19,0,15,30,21,22,9,100,32,19,19,19,77,0,39,11,40,22,0,15,38,11,29,0,16
2017-05-01,14,53,13,58,0,53,0,94,0,51,20,84,11,10,10,17,38,11,0,0,68,51,17,53,26,54,44,54,17,11,10,0,16,22,25,58,27,51,28,0,35,35,23,38,0,40,20,24,0,20,86,0,30,0,32,0,9,39,0,69,58,30,23,51,0,16,34,16,46,0,22,0,27,0,31,24,46,17,7,29,100,7,11,39,37,0,43,0,20,38,73,0,24,0,15,9,34,16,14,50,10,35,29,41,31,9,77,30,46,24,0,68,10,56,10,56,22,0,15,51,10,29,9,16
2017-06-01,0,42,33,41,12,34,0,89,0,54,32,86,22,17,10,17,24,26,36,0,66,35,18,75,9,43,67,84,0,12,13,0,17,33,20,69,11,53,34,27,29,18,33,45,0,47,54,37,35,27,78,0,62,0,33,10,9,22,0,93,38,31,24,70,0,16,27,13,33,0,17,0,18,31,33,19,16,19,14,20,41,11,19,50,30,22,44,0,31,20,60,0,31,0,14,10,33,33,12,39,10,25,35,0,11,9,67,35,24,23,0,63,11,19,11,61,28,0,15,100,11,30,14,16
2017-07-01,14,54,20,48,0,11,0,72,0,66,10,70,37,15,10,17,35,27,0,0,51,26,15,94,26,41,65,48,17,3,15,0,0,48,15,75,44,69,38,17,12,7,29,54,0,41,23,57,0,32,59,0,0,0,32,19,13,43,0,78,32,0,12,50,0,19,9,10,42,70,15,0,31,0,32,19,40,19,11,34,35,15,20,39,47,0,47,0,15,26,58,58,12,10,18,0,33,16,17,32,0,15,15,0,10,13,51,25,29,10,19,55,10,28,21,48,18,0,10,91,16,29,22,24
