date,Apple,Apricot,Artichoke,Asian Pear,Asparagus,Avocado,Bamboo Shoots,Banana,Bean Sprouts,Beans,Beets,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Boniato,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Honeydew Melon,Iceberg Lettuce,Jerusalem Artichoke,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Malanga,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Ugli Fruit,Water Chestnuts,Watercress,Watermelon,Yams,Yellow Squash,Cassava
2013-10-01,82,25,25,0,14,29,0,59,12,59,19,17,23,0,11,26,0,53,22,25,0,16,35,49,37,0,10,22,46,34,11,32,17,15,46,33,0,15,21,22,36,0,37,18,11,0,12,23,0,0,19,12,53,68,0,12,10,33,24,34,0,11,6,22,12,0,11,34,26,0,0,18,22,11,0,25,10,25,11,22,12,0,13,0,13,22,59,0,13,52,13,87,0,15,0,0,0,12,29,0,13,41,38,40,5,14,57,71,0,0,33,28,0,0,0,16,24,16,0
2013-11-01,53,21,58,0,9,26,0,55,18,72,19,17,0,0,18,40,0,49,22,39,5,0,31,40,20,33,8,7,0,0,16,50,22,15,35,22,0,20,32,44,29,0,30,22,40,0,12,27,0,0,0,36,0,65,0,20,8,28,48,41,0,11,9,11,8,0,0,34,9,26,0,18,12,17,0,22,5,0,11,29,12,11,27,0,13,22,82,57,0,41,0,38,0,21,0,17,0,0,14,0,0,45,36,46,11,0,55,36,38,0,27,26,0,0,15,16,30,32,0
2013-12-01,51,13,37,0,14,44,0,53,13,53,44,18,23,0,22,0,73,34,44,40,6,11,40,17,30,33,6,11,0,0,22,100,26,15,22,11,0,15,29,34,26,0,40,45,22,0,25,17,0,46,20,49,0,59,0,0,21,0,25,42,0,11,6,0,63,0,12,0,20,27,0,12,20,17,0,33,12,0,18,22,12,11,28,0,14,60,67,0,0,32,0,32,0,16,11,18,0,0,15,21,0,31,52,50,6,0,54,0,25,0,14,39,0,49,45,15,12,16,12
2014-01-01,69,24,30,0,20,67,0,55,11,54,18,16,21,10,15,24,0,61,41,18,7,20,32,34,34,0,4,10,0,32,15,51,32,41,38,20,0,9,57,15,34,0,57,20,25,0,22,16,0,42,18,11,24,67,0,11,26,0,45,60,0,17,5,10,58,0,10,31,32,0,0,22,17,12,15,27,5,12,10,47,18,0,17,0,0,13,52,53,23,20,12,23,0,8,20,0,0,11,27,0,12,27,42,35,20,0,28,22,13,34,27,56,21,0,0,13,11,0,11
2014-02-01,61,13,30,0,14,51,0,61,13,57,49,0,0,0,17,82,0,55,34,13,10,11,12,48,15,0,4,12,0,0,0,34,22,15,36,11,19,41,22,34,26,0,25,17,18,0,16,10,0,0,0,12,0,74,0,19,29,0,25,21,0,11,12,11,26,0,12,35,40,0,10,0,26,15,0,37,13,0,18,45,16,0,27,0,18,15,46,0,0,19,27,29,0,12,11,0,0,0,15,0,0,42,37,44,11,0,43,25,15,37,37,31,71,0,38,18,0,0,0
2014-03-01,56,12,37,0,29,58,0,64,23,52,22,16,32,10,20,49,0,59,20,24,15,10,18,30,27,0,5,13,0,32,15,12,28,27,30,14,0,19,35,10,20,0,55,24,13,0,16,22,0,42,0,11,0,35,0,17,24,10,22,22,0,0,16,20,17,0,10,31,20,0,0,11,27,14,0,10,8,12,23,37,15,0,23,31,19,20,56,0,12,16,25,17,0,13,20,48,0,0,27,19,12,51,32,43,10,13,35,0,20,0,35,32,0,0,14,24,11,15,11
2014-04-01,48,12,35,0,51,52,0,79,12,71,9,34,22,21,21,25,0,70,0,43,15,10,15,37,38,31,4,14,0,0,21,13,38,29,37,18,0,19,35,11,42,28,32,16,21,0,34,29,0,0,28,0,26,39,11,12,12,11,0,49,32,0,8,26,12,0,0,0,36,0,9,12,19,14,0,28,15,25,0,53,23,0,22,0,0,21,40,0,12,19,13,36,0,17,11,34,19,11,0,39,12,49,16,14,21,28,42,0,14,0,41,26,0,0,21,26,11,0,11
2014-05-01,62,12,17,0,26,56,0,100,12,60,36,0,22,10,31,100,0,57,0,24,26,5,40,14,23,30,2,7,0,32,30,17,41,14,48,10,0,10,44,10,24,0,54,10,20,0,22,16,0,42,0,11,25,39,0,0,19,10,23,61,0,15,8,41,20,0,11,32,40,25,18,23,18,16,23,10,26,12,30,55,23,0,22,0,21,20,39,54,12,16,13,18,28,13,10,16,19,11,13,19,0,52,22,32,23,0,35,22,14,0,46,27,22,0,14,38,22,0,0
2014-06-01,48,14,12,0,13,69,0,62,0,43,10,25,0,11,31,28,0,53,23,41,27,6,37,12,42,34,4,21,0,0,38,25,23,26,43,19,20,16,27,35,16,30,37,39,34,0,38,14,0,0,0,13,0,49,0,19,14,0,51,47,36,12,9,15,20,0,12,36,27,0,35,13,19,16,0,8,26,27,19,39,25,0,35,0,14,46,48,0,13,12,0,20,32,10,17,19,28,13,0,21,14,46,25,28,20,0,42,25,0,0,67,24,25,0,21,45,13,0,12
2014-07-01,58,27,31,0,10,63,0,90,13,77,51,19,0,12,20,0,0,45,23,48,62,11,29,35,37,35,3,23,0,0,27,18,37,16,32,18,0,22,19,12,20,0,52,31,39,0,17,39,0,48,0,13,28,61,0,26,16,0,39,55,72,0,0,18,14,0,12,36,18,0,48,13,29,16,0,0,21,18,29,35,17,0,39,0,43,15,57,0,14,17,0,50,0,31,12,19,0,0,15,0,27,55,18,34,18,0,38,26,15,39,60,24,25,0,21,54,13,0,13
2014-08-01,66,0,23,0,29,65,0,85,0,49,20,27,40,0,19,83,0,54,0,60,29,11,41,49,23,34,3,8,0,0,19,11,27,31,37,30,0,11,34,35,38,30,33,17,30,100,33,32,0,0,0,0,0,36,0,13,54,12,51,43,0,23,9,11,17,0,24,0,12,0,40,25,28,20,0,11,13,27,11,49,17,0,45,0,28,15,61,60,0,19,14,46,0,20,0,46,14,12,30,0,13,30,30,33,17,15,32,0,15,38,75,28,48,0,23,42,12,34,0
2014-09-01,76,13,36,0,18,55,0,77,12,55,28,17,30,16,11,26,0,57,32,31,14,16,27,25,36,0,6,14,0,0,21,28,17,14,37,16,0,15,28,33,29,0,33,54,28,0,31,20,0,88,19,12,39,60,0,12,23,11,36,47,0,16,8,11,9,0,11,100,14,0,25,0,17,13,0,21,14,13,28,57,20,0,55,0,18,71,67,0,25,44,13,37,0,17,16,0,0,0,14,20,0,64,37,43,19,14,63,0,19,0,44,19,0,0,0,29,12,16,12
2014-10-01,81,0,17,0,30,45,0,74,11,64,62,16,64,10,15,0,0,57,40,24,10,10,25,37,34,30,27,10,0,0,40,17,48,14,45,25,17,19,30,31,37,0,31,30,13,0,29,37,0,41,0,0,25,63,0,23,26,15,22,47,62,15,7,10,12,0,16,63,21,0,9,11,25,24,0,14,14,12,0,47,18,0,35,0,12,20,63,0,16,65,12,75,27,16,10,21,0,11,0,19,0,59,23,59,10,13,45,22,13,0,27,59,21,0,13,17,22,15,0
2014-11-01,74,12,45,0,13,40,0,78,12,46,18,17,22,0,10,0,0,56,52,36,7,10,48,21,33,0,21,10,0,43,21,16,25,0,36,41,18,10,27,0,35,0,32,21,31,45,34,22,0,0,0,34,50,69,0,12,24,11,0,19,0,0,6,0,23,0,0,0,22,25,0,11,19,9,0,28,23,12,31,34,8,15,49,0,17,14,54,54,12,33,32,59,0,19,10,17,0,0,14,0,0,47,62,63,10,14,77,0,20,34,32,50,0,0,14,20,11,0,11
2014-12-01,80,36,34,0,9,47,47,83,23,58,14,0,22,0,15,50,0,48,21,24,7,40,26,41,28,30,6,9,44,0,15,33,20,23,36,26,27,9,24,57,38,0,33,24,31,0,11,19,82,42,36,11,0,43,0,11,58,10,23,29,0,20,6,10,76,0,11,0,45,0,0,15,23,16,0,21,20,12,15,52,8,10,45,0,13,14,88,54,12,29,13,65,28,14,0,25,13,22,14,19,0,48,51,35,5,0,56,0,14,0,36,46,0,0,14,29,22,15,11
2015-01-01,65,22,47,0,12,67,0,87,11,66,42,15,20,9,19,23,0,60,28,33,4,7,41,25,55,28,8,11,0,45,19,20,19,13,42,16,0,23,34,19,19,0,43,25,38,0,38,46,0,0,17,21,23,90,0,16,16,10,0,53,0,10,0,0,52,0,20,0,25,0,8,0,11,11,0,41,16,0,38,54,17,9,48,0,29,38,48,0,11,15,12,25,26,46,0,0,12,10,19,0,0,61,47,50,9,13,59,41,25,32,35,39,0,0,13,32,20,21,0
2015-02-01,66,19,32,0,18,68,49,92,16,55,23,17,22,11,32,78,0,72,32,31,9,5,27,25,53,0,4,11,0,34,16,16,17,14,29,21,0,10,32,22,39,0,36,46,32,46,31,36,0,44,19,23,26,56,11,16,28,11,24,57,0,0,11,0,38,0,0,33,22,52,9,20,22,15,0,22,10,13,27,68,12,0,42,0,13,14,68,0,19,19,13,28,29,20,11,17,0,11,14,20,0,44,48,37,5,0,58,0,23,0,31,33,22,0,14,25,23,0,0
2015-03-01,75,17,32,0,20,58,0,83,11,65,17,15,20,10,19,70,63,67,0,56,12,9,27,26,17,0,5,32,41,30,16,22,30,26,31,35,0,13,38,15,45,0,44,35,10,0,28,32,0,0,0,16,0,57,0,0,14,10,85,60,0,10,8,0,19,0,0,30,30,23,0,21,24,15,14,13,20,0,14,61,28,0,42,0,12,38,65,0,0,14,0,39,26,22,19,31,24,10,25,27,11,58,35,18,12,13,46,0,19,0,43,15,20,0,19,28,10,0,16
2015-04-01,58,12,41,0,15,75,0,90,0,44,9,16,21,10,10,37,0,61,21,73,15,12,22,15,32,31,7,16,0,32,25,13,32,42,43,15,0,13,35,26,31,0,42,30,24,45,37,41,0,42,18,0,25,61,0,12,24,0,23,48,0,0,6,17,15,0,11,0,30,0,13,11,25,14,0,0,20,12,17,55,30,0,53,0,29,47,53,0,24,9,13,44,0,15,31,17,25,11,13,0,12,69,17,25,23,21,52,22,14,0,55,35,22,0,21,34,15,0,0
2015-05-01,63,29,16,0,64,70,0,80,11,85,35,31,0,13,13,0,0,54,20,46,21,9,32,36,22,0,3,9,0,0,23,18,43,40,37,20,0,9,23,35,30,0,25,33,16,43,27,27,0,0,0,11,0,58,0,18,28,0,22,34,30,10,5,26,17,0,10,0,23,0,9,11,24,12,15,13,16,17,23,52,7,0,30,0,18,39,61,0,11,14,24,17,27,18,10,24,48,11,26,0,0,66,11,28,12,13,49,0,0,0,42,41,21,43,18,38,0,15,0
2015-06-01,54,36,51,0,26,70,0,97,11,66,27,0,21,30,15,74,0,52,20,24,45,7,40,34,41,0,5,22,0,32,15,8,52,27,38,25,0,19,37,10,44,0,45,37,35,0,44,15,0,42,0,0,25,27,0,17,26,0,0,41,0,10,5,15,21,0,16,31,29,0,24,11,23,23,0,24,15,12,25,66,11,0,43,0,0,20,51,53,12,16,0,0,55,8,20,16,37,0,0,19,12,61,20,29,28,13,57,0,0,0,60,28,0,0,14,56,33,15,0
2015-07-01,64,19,22,0,12,79,0,79,12,60,19,0,23,11,11,0,0,55,0,45,89,5,20,29,25,0,4,15,0,34,18,17,48,20,57,11,19,15,36,17,22,28,39,38,16,0,24,37,0,45,0,0,27,31,22,20,20,11,24,44,0,15,6,16,15,0,23,0,29,0,38,20,30,13,16,15,12,32,16,44,8,11,46,0,27,22,48,0,25,14,0,38,0,9,11,18,27,12,0,0,26,60,18,20,16,0,55,0,14,0,67,30,0,48,15,65,0,0,0
2015-08-01,60,19,47,0,0,63,0,86,12,54,38,0,0,16,22,0,0,55,0,13,66,16,47,29,30,0,3,22,0,0,22,17,39,15,60,29,19,25,36,17,29,0,74,33,40,0,32,27,0,45,0,12,27,23,0,16,13,0,49,44,33,11,6,11,12,0,23,0,26,0,48,18,20,11,0,11,19,39,16,44,20,0,38,0,31,29,66,0,13,23,0,57,30,10,0,17,0,12,14,0,0,37,24,17,8,15,42,0,0,0,40,30,23,0,15,55,0,16,12
2015-09-01,66,12,20,0,20,65,0,86,23,68,40,0,0,13,20,0,0,59,40,41,20,10,29,27,14,30,8,11,0,0,25,28,24,18,40,17,17,18,23,26,34,0,24,20,20,0,22,34,0,0,18,11,25,46,0,23,24,20,0,31,0,0,13,10,12,0,21,0,26,0,26,0,16,13,0,34,18,24,20,47,22,0,38,0,19,20,56,0,12,38,12,17,0,23,10,24,12,0,26,0,12,40,30,69,15,0,49,0,13,50,29,42,71,0,14,34,0,0,11
2015-10-01,86,26,50,0,8,62,0,96,11,70,33,20,0,0,9,23,0,55,47,28,9,0,27,23,21,0,14,9,40,29,25,14,33,13,51,47,16,9,47,29,44,25,29,25,19,41,14,38,0,0,17,10,0,59,0,11,20,0,42,35,0,9,8,9,17,0,0,0,30,0,8,15,21,10,28,31,10,11,19,44,24,0,27,0,12,44,51,49,33,79,0,22,0,10,9,15,0,10,12,17,11,55,42,70,5,0,51,21,0,0,38,36,46,0,13,29,10,14,0
2015-11-01,66,22,47,0,8,59,0,83,21,55,16,15,20,0,13,0,0,59,38,28,11,16,23,25,42,0,19,9,40,29,9,16,30,29,56,33,0,17,56,28,28,0,32,19,25,0,20,17,0,39,0,20,0,82,0,11,18,0,21,38,57,14,5,0,28,0,0,0,39,0,0,15,21,10,0,47,12,0,12,53,14,9,30,0,29,25,90,0,11,38,12,48,51,18,9,30,0,0,12,17,11,53,58,52,7,12,75,21,12,31,38,39,0,0,13,28,10,14,10
2015-12-01,59,11,38,0,8,70,0,91,0,58,34,15,40,10,26,46,0,56,48,28,4,61,41,29,30,43,21,11,0,0,14,28,27,30,38,10,0,0,35,24,52,0,42,29,41,42,21,15,0,40,17,0,0,47,0,0,34,0,43,45,0,14,12,10,58,0,10,30,35,23,8,16,24,30,14,45,20,11,19,29,18,0,35,0,20,51,94,50,22,19,12,39,0,10,19,23,12,10,13,18,11,59,83,48,5,19,54,0,21,0,24,43,0,0,26,21,21,0,10
2016-01-01,78,11,36,0,16,77,0,79,22,100,39,16,20,10,15,35,0,74,49,51,6,7,31,45,39,29,2,10,0,0,29,21,38,22,43,19,0,12,38,15,46,0,41,34,35,0,28,33,0,0,0,21,0,61,0,11,16,30,22,23,0,19,5,19,50,0,0,0,36,0,0,18,24,17,0,33,22,0,14,42,18,0,36,30,16,39,74,0,23,23,24,28,0,14,15,39,12,10,13,18,0,62,76,49,7,13,49,43,17,0,44,61,20,0,13,33,11,0,10
2016-02-01,79,21,53,0,18,74,0,82,12,72,42,23,22,16,21,26,0,80,21,44,12,0,34,43,34,0,5,14,0,33,21,20,34,19,48,28,18,20,46,22,43,0,47,27,53,0,12,10,0,0,0,23,0,75,0,16,30,0,47,56,0,11,17,16,37,0,11,0,53,0,9,0,38,8,0,7,10,0,10,67,23,0,37,0,22,43,79,56,12,22,0,37,0,17,11,43,0,17,14,20,19,62,44,48,5,14,54,0,14,35,26,52,23,0,29,37,12,0,12
2016-03-01,53,12,23,30,31,90,45,93,11,72,22,16,28,10,26,84,0,66,40,52,16,5,39,30,35,0,4,7,0,0,24,9,51,13,47,16,0,15,52,30,43,0,42,26,26,43,29,33,0,0,0,22,24,83,0,33,25,10,22,40,0,15,5,20,17,0,0,31,34,24,9,11,18,12,15,16,27,12,10,49,36,0,39,30,12,39,61,0,11,22,0,17,81,11,30,32,12,11,0,0,11,44,53,36,12,0,81,22,19,0,48,34,0,43,13,41,11,29,0
2016-04-01,66,25,45,0,53,89,0,81,0,93,32,0,0,10,17,76,0,66,0,25,15,10,41,28,38,0,9,10,0,0,28,13,37,14,42,21,18,13,45,37,39,27,48,21,41,0,19,23,0,0,37,11,0,59,0,0,47,11,0,52,0,10,6,52,18,0,11,0,16,0,9,23,16,24,0,18,12,12,83,42,19,0,29,0,13,42,62,0,12,21,26,24,29,21,10,17,26,0,0,19,24,67,12,36,13,0,59,23,14,0,34,47,22,0,28,35,11,0,11
2016-05-01,73,24,30,0,49,95,0,93,11,79,36,22,0,10,10,24,0,60,20,54,29,12,16,20,23,0,5,10,44,0,24,14,28,18,53,17,0,12,40,15,21,0,28,24,25,0,29,44,0,0,18,0,0,35,10,15,34,10,0,63,31,10,11,20,16,0,10,0,35,0,29,11,14,13,15,7,23,0,40,34,30,0,30,0,33,40,50,0,0,15,12,17,28,16,10,0,100,11,0,19,12,72,12,35,15,14,67,0,13,34,42,21,0,0,14,52,33,0,11
2016-06-01,63,36,30,0,23,91,0,83,23,77,35,0,21,10,15,24,0,57,0,36,32,20,14,27,23,30,2,17,0,0,30,8,44,61,35,30,0,12,30,20,51,0,41,17,23,0,44,28,0,0,18,11,25,32,0,23,24,20,22,44,0,10,5,10,18,0,21,63,26,0,38,11,27,8,0,20,18,12,20,37,7,0,44,0,12,60,63,0,12,20,0,29,0,24,15,32,37,11,27,0,0,40,24,27,15,0,39,33,13,34,54,28,85,0,20,60,15,0,0
2016-07-01,68,26,41,35,19,80,0,88,13,89,20,18,23,11,22,55,0,54,0,46,86,5,24,11,23,0,5,17,0,0,22,22,31,22,53,28,0,14,44,17,37,29,40,26,44,0,12,34,0,61,19,0,27,41,0,0,16,17,0,66,34,11,6,11,17,0,23,34,32,0,39,18,25,12,17,23,16,13,17,56,8,0,46,0,27,30,49,0,13,14,14,32,30,14,22,27,20,0,15,0,13,44,20,29,0,0,29,25,0,38,57,23,24,0,15,94,12,17,0
2016-08-01,52,27,29,0,20,93,0,86,13,68,51,19,24,12,31,28,0,62,24,41,47,11,42,31,37,0,3,16,0,0,19,13,46,21,55,27,0,11,27,35,31,0,36,0,31,0,34,29,0,47,0,13,29,41,0,13,25,0,26,65,0,23,15,23,20,0,12,0,49,0,36,13,8,12,0,8,24,14,11,39,30,0,60,0,29,23,71,0,27,20,0,30,0,21,23,0,14,38,0,22,14,61,23,59,23,0,42,0,0,78,46,44,0,0,0,57,19,17,0
2016-09-01,89,19,25,0,23,84,0,82,24,85,34,0,57,11,11,0,0,73,43,51,25,5,16,33,15,32,10,11,0,34,25,13,34,22,16,16,0,10,18,22,29,0,24,29,18,0,24,20,0,0,19,12,27,51,0,12,20,11,24,68,33,11,6,11,18,0,23,0,34,26,25,16,19,17,0,22,9,26,25,51,12,0,50,0,22,0,59,57,13,35,27,31,0,18,16,0,0,23,29,20,0,51,38,37,11,0,68,24,14,0,44,53,0,0,15,45,18,0,23
2016-10-01,100,0,35,0,13,62,0,89,12,67,28,25,29,10,18,25,0,69,42,68,4,8,26,24,47,31,20,21,0,0,10,27,37,33,39,14,0,13,42,43,32,0,36,42,14,0,15,45,0,43,18,17,26,73,0,0,15,16,47,78,32,16,11,10,16,0,11,32,30,0,23,11,21,16,16,35,17,12,31,42,31,0,100,0,13,21,69,55,24,100,26,36,0,19,0,28,0,11,14,19,12,51,38,100,0,28,80,34,14,0,45,62,0,0,14,26,11,16,0
2016-11-01,71,12,24,32,17,64,0,66,0,72,23,0,43,0,16,25,0,71,41,37,11,5,63,28,35,0,46,17,0,0,15,35,29,23,57,21,0,14,17,58,17,0,33,21,51,0,45,38,0,0,18,11,25,83,0,12,15,11,0,42,0,10,6,0,11,0,11,0,27,25,9,23,23,11,0,14,13,12,20,31,19,10,70,0,25,27,73,0,12,56,0,54,28,19,0,17,0,0,0,19,0,43,47,85,10,14,71,46,27,69,38,43,66,0,14,26,19,15,23
2016-12-01,72,24,41,31,26,64,0,82,11,79,40,16,0,10,20,50,0,64,31,30,12,74,47,20,27,0,58,20,0,0,25,33,28,37,35,20,0,28,57,36,38,0,31,17,30,0,66,22,0,0,18,11,0,46,0,11,62,21,23,41,0,0,8,10,100,0,0,31,40,0,0,11,30,14,30,27,8,0,15,37,15,10,63,0,37,47,100,0,24,27,37,70,28,16,0,16,0,11,27,28,0,40,63,70,10,0,43,23,13,0,38,42,0,0,27,28,11,0,0
2017-01-01,67,19,45,0,20,80,0,93,22,75,30,31,0,0,24,24,0,77,19,50,8,9,48,61,39,0,11,10,0,30,25,28,30,22,40,42,17,13,32,15,35,0,55,29,25,42,21,23,0,0,0,0,24,74,0,0,22,10,0,51,0,0,13,10,75,0,10,0,45,0,0,10,21,10,14,19,11,0,19,51,35,19,38,0,12,32,67,0,0,20,18,39,0,10,10,23,12,10,12,0,0,54,40,43,10,13,58,21,12,32,27,33,0,0,26,45,0,0,0
2017-02-01,60,12,69,0,22,75,47,88,23,63,23,17,22,10,17,38,0,92,21,24,7,8,22,55,33,0,2,23,45,0,15,22,16,21,34,21,0,0,26,11,52,0,32,14,17,0,19,22,0,43,0,11,0,76,0,17,17,0,0,61,0,10,8,10,21,100,11,32,27,0,0,17,26,9,16,52,22,0,10,42,23,10,36,0,21,41,76,54,12,25,13,18,0,13,10,17,13,11,14,19,0,59,47,66,8,14,77,0,14,0,66,36,59,0,0,25,11,15,11
2017-03-01,62,16,94,29,16,89,0,75,10,78,45,15,0,9,19,34,0,95,0,49,12,7,30,47,29,0,4,22,0,29,33,19,30,50,74,22,0,9,43,38,47,0,37,44,22,0,14,43,0,38,0,20,0,33,0,17,22,10,21,76,29,9,8,9,14,0,0,29,27,0,0,20,38,11,14,41,69,0,12,41,27,19,38,0,23,0,68,0,11,21,23,32,26,8,9,15,0,10,25,17,0,69,31,30,7,12,66,31,12,0,55,29,46,0,13,28,10,14,15
2017-04-01,78,24,74,0,69,88,0,77,23,93,40,21,0,10,34,37,0,76,20,47,19,7,40,40,34,30,10,13,0,32,13,22,36,27,49,27,0,31,43,25,47,0,41,50,30,44,15,12,0,0,18,22,33,49,0,0,21,20,56,60,31,10,11,15,18,0,16,0,34,0,9,17,16,14,15,10,100,12,50,27,18,0,44,0,19,27,68,0,35,21,25,41,0,14,20,16,19,0,20,19,0,66,35,32,10,0,83,22,13,0,39,42,21,0,20,36,11,0,11
2017-05-01,67,19,42,0,58,93,0,84,15,77,13,15,40,19,15,70,0,81,39,34,22,5,17,26,48,0,7,24,0,0,24,22,34,44,60,16,34,21,29,10,29,0,41,32,26,0,46,27,0,40,17,21,23,61,0,11,37,0,21,51,0,19,12,48,15,0,0,0,25,0,56,16,20,8,0,13,68,15,14,55,35,10,49,0,24,26,49,0,11,12,12,22,27,16,10,16,12,10,19,0,17,58,42,41,24,13,43,21,13,48,28,20,20,0,20,61,11,14,10
2017-06-01,48,31,29,0,36,100,0,75,16,56,17,16,31,19,20,24,0,70,20,29,84,5,31,23,44,0,4,26,0,31,23,9,43,20,58,29,0,18,32,30,43,0,33,26,23,43,32,24,0,40,0,0,24,24,0,16,25,0,22,82,0,0,5,10,18,0,20,0,41,24,71,11,7,14,15,13,20,12,19,36,36,10,51,0,12,39,51,0,11,16,0,17,54,11,25,0,18,11,13,18,0,63,31,39,12,0,45,21,13,0,28,24,0,0,13,82,11,15,0
2017-07-01,62,24,33,0,14,74,0,78,11,89,35,16,21,15,30,36,0,68,20,47,69,12,43,50,36,0,6,18,0,0,27,9,44,14,65,15,0,9,26,41,44,52,65,27,43,44,29,25,0,41,0,11,0,39,0,11,24,10,33,69,0,10,0,10,17,0,26,0,21,0,44,11,25,9,0,17,29,12,10,30,18,0,50,0,31,33,53,53,0,22,0,35,0,11,0,21,12,11,0,19,12,55,27,50,25,27,48,22,0,50,64,38,21,0,13,79,0,15,11
2017-08-01,64,27,33,0,25,71,0,56,11,98,22,16,21,10,13,96,0,75,20,40,52,5,32,59,22,0,3,18,0,31,26,11,28,40,52,26,0,15,49,25,33,26,32,26,49,0,32,51,0,0,17,0,24,52,0,19,25,20,22,40,30,10,12,16,15,0,10,31,29,0,29,16,13,8,15,13,25,17,10,59,15,0,25,0,45,20,61,52,17,18,12,17,0,11,0,16,12,11,13,18,12,56,36,34,5,22,50,22,0,0,46,48,0,0,13,68,11,30,0
2017-09-01,82,11,35,0,24,68,0,75,11,95,29,15,20,0,16,23,0,74,38,34,18,5,34,57,32,0,71,8,41,30,16,18,57,21,62,22,16,18,38,39,42,25,52,25,25,0,31,18,0,39,17,0,23,47,0,21,18,10,21,39,0,14,10,13,10,0,0,0,38,23,25,10,28,15,14,29,14,11,9,57,21,0,32,0,18,19,74,100,11,41,0,33,0,17,38,15,0,15,0,18,11,63,57,66,19,13,61,0,13,0,51,40,20,0,19,35,10,0,10
2017-10-01,70,18,24,0,20,68,0,67,10,71,39,29,19,9,18,0,59,77,0,63,13,4,29,39,48,27,100,6,0,0,9,15,28,24,58,30,0,22,24,9,39,0,26,21,18,0,16,16,0,0,0,29,0,69,0,20,21,14,40,39,0,9,8,9,12,0,9,0,46,0,8,20,20,9,0,36,20,11,18,45,23,9,32,0,26,36,69,0,0,87,11,31,0,14,0,29,0,10,12,0,10,54,49,97,20,0,76,0,12,30,46,68,19,0,0,31,15,18,0
2017-11-01,67,11,48,0,8,67,41,65,10,64,16,14,38,9,15,22,0,80,36,37,10,9,45,36,24,27,68,12,0,28,21,28,18,24,45,15,15,19,36,23,36,0,38,18,27,0,23,19,0,0,16,15,0,69,9,10,32,9,20,36,55,9,8,18,22,0,9,0,43,0,8,10,32,12,27,39,15,21,18,48,13,13,29,0,15,24,91,47,11,43,11,57,0,6,14,29,0,19,18,0,10,63,53,69,9,12,100,20,12,0,44,33,0,0,12,21,19,0,19
2017-12-01,64,11,55,0,12,64,0,60,15,73,28,37,0,9,9,22,0,63,46,43,14,100,72,43,37,27,40,15,0,29,9,48,33,19,53,37,0,17,42,19,74,0,100,37,24,0,45,11,0,0,16,15,22,51,0,10,71,9,20,37,0,9,17,9,85,88,10,0,36,0,0,25,31,7,0,46,34,11,18,80,10,9,27,0,17,30,87,48,11,26,17,26,50,20,0,34,11,10,18,17,16,59,90,44,7,12,59,20,0,31,43,60,0,0,0,20,10,14,0
2018-01-01,61,21,35,0,7,75,0,62,26,81,30,21,27,25,13,21,0,80,70,71,11,15,34,40,41,0,12,6,0,0,11,25,24,47,73,29,15,8,46,13,46,0,51,26,31,0,37,29,0,0,0,14,21,54,0,10,36,9,38,35,0,9,16,13,49,0,0,0,34,42,0,9,21,16,13,70,14,10,17,58,19,9,32,0,11,23,78,0,20,27,11,40,46,9,17,14,10,0,17,16,20,60,62,43,11,11,75,28,11,28,44,42,18,0,16,26,19,13,23
2018-02-01,72,12,40,0,13,78,0,80,17,74,52,32,21,10,17,36,0,95,40,64,9,14,32,43,45,0,7,20,0,0,16,23,20,27,59,30,17,18,36,20,43,0,45,30,33,43,27,34,0,0,0,11,24,83,0,28,26,15,44,62,30,13,11,10,27,0,0,0,34,0,9,11,33,10,0,47,17,0,39,50,18,10,35,0,18,26,67,0,12,31,18,29,27,18,0,16,0,0,0,18,12,58,46,60,10,13,74,22,13,0,47,38,21,0,13,33,14,15,0
2018-03-01,51,16,56,0,23,80,0,69,10,93,31,0,19,9,24,43,0,100,18,52,18,6,22,44,32,26,11,9,0,28,32,11,18,30,68,27,0,16,32,18,44,0,47,27,23,0,29,27,0,36,16,10,22,77,0,10,39,9,30,61,0,0,5,18,25,0,23,27,46,0,8,15,24,12,26,27,28,10,17,71,13,0,34,0,11,23,62,0,10,18,16,20,24,13,18,14,22,10,35,0,10,65,44,30,9,12,50,0,23,0,49,18,19,0,12,38,10,13,10
