date,Apple,Apricot,Artichoke,Asparagus,Atemoya,Avocado,Banana,Bean Sprouts,Beans,Beets,Bitter Melon,Blackberries,Blueberries,Bok Choy,Boniato,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Honeydew Melon,Iceberg Lettuce,Jicama,Kale,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Malanga,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Watercress,Watermelon,Yams,Yellow Squash,Cassava
2014-08-01,36,9,4,7,2,19,76,0,9,6,13,0,4,0,0,7,22,4,7,43,2,4,9,16,0,6,0,0,5,18,3,8,6,20,0,5,1,4,10,7,3,3,16,8,6,21,0,4,8,0,7,17,3,4,0,2,3,3,6,0,4,6,16,16,1,6,14,4,13,4,12,7,20,0,8,0,6,8,12,0,3,10,6,11,10,8,17,0,0,0,0,0,23,6,6,7,12,0,8,0,0,0,7,7,0,15,12,0,0
2014-09-01,42,8,5,0,3,12,80,0,4,11,0,14,4,0,0,13,21,4,0,30,2,0,3,15,4,3,0,0,10,12,6,8,8,0,0,3,0,8,17,7,7,3,0,4,7,0,13,8,8,0,5,17,6,7,0,0,2,3,6,100,0,4,15,0,3,11,7,8,14,4,12,9,13,0,8,0,11,4,10,0,0,14,0,7,0,7,8,0,24,0,0,16,0,8,8,14,18,0,11,0,0,0,5,7,8,18,12,18,0
2014-10-01,35,11,4,7,2,14,76,80,6,4,0,0,4,13,0,13,21,4,6,22,2,0,0,8,0,0,0,47,3,8,10,0,11,19,0,3,2,8,7,7,6,3,0,7,6,21,0,4,8,0,9,16,0,6,0,0,3,3,12,0,0,6,0,0,2,14,0,11,18,8,0,8,13,0,12,0,0,4,14,0,3,31,8,9,0,6,4,21,0,0,8,0,0,6,5,11,14,0,9,0,0,0,8,10,8,13,12,18,11
2014-11-01,38,15,6,14,2,14,74,56,9,4,0,0,10,0,0,5,22,4,3,22,2,8,5,8,3,3,0,0,3,4,8,0,12,30,0,3,2,4,8,2,3,5,16,4,9,21,0,0,7,8,14,17,0,7,0,0,2,3,6,0,8,4,16,0,1,6,0,4,12,0,18,4,21,0,14,0,6,4,9,0,3,23,6,10,0,29,6,0,6,0,0,16,0,6,3,11,7,0,21,4,0,0,8,8,8,20,13,0,12
2014-12-01,33,13,5,0,3,8,75,60,7,6,14,0,0,14,87,5,23,4,4,29,2,4,5,8,0,0,0,0,6,9,7,8,12,0,0,2,2,4,16,2,7,8,0,8,10,0,0,5,9,9,8,0,7,10,0,0,3,4,13,0,0,9,0,0,3,16,0,0,12,0,19,8,15,0,17,0,6,11,13,0,0,12,0,16,10,5,5,23,0,39,9,17,0,10,7,13,0,0,4,0,0,78,5,5,0,22,0,0,0
2015-01-01,36,6,3,7,4,16,76,0,7,6,13,0,4,0,0,3,0,7,3,60,0,6,3,8,0,6,0,0,5,8,9,8,9,39,0,3,1,0,20,6,3,0,0,0,7,21,0,4,12,0,7,0,0,7,13,0,3,3,6,0,4,0,0,0,3,14,7,4,16,0,29,7,13,0,14,0,6,4,12,0,3,14,0,8,0,6,4,0,0,0,16,32,23,5,10,9,14,0,10,4,5,73,6,17,8,19,12,19,0
2015-02-01,44,19,5,8,3,9,76,0,5,11,15,16,9,15,0,5,0,3,4,58,2,0,7,9,4,0,0,0,4,13,6,0,11,43,0,5,2,5,11,14,3,0,0,4,8,0,0,5,6,0,5,19,3,5,0,0,5,0,10,0,5,6,0,0,0,10,0,4,12,5,0,6,11,0,13,0,12,6,12,0,0,18,7,11,10,3,0,0,0,0,0,35,0,7,0,12,0,0,13,0,8,0,6,4,13,14,14,0,13
2015-03-01,37,17,5,7,3,15,76,0,5,9,13,0,4,13,0,3,0,4,6,56,2,0,10,0,7,3,0,0,10,8,17,7,6,19,0,4,1,8,7,7,4,4,0,7,8,20,13,0,12,0,13,0,0,5,0,0,6,0,12,0,4,8,15,15,3,0,0,4,9,0,17,3,6,0,11,16,5,6,14,0,0,8,6,10,0,9,0,0,0,35,8,15,0,3,3,22,14,0,9,0,5,0,5,8,0,14,12,0,0
2015-04-01,29,6,6,7,3,11,79,0,10,8,0,0,6,13,0,4,0,3,10,63,2,4,4,12,3,5,0,0,5,10,9,0,17,0,0,7,1,4,5,8,3,3,0,8,13,21,0,0,10,0,7,0,0,3,0,2,0,0,6,0,0,7,0,0,3,6,0,4,13,0,12,6,10,0,7,0,6,8,13,0,0,11,6,6,10,12,4,0,6,37,0,0,0,5,5,11,15,0,11,0,3,0,8,7,8,15,0,18,0
2015-05-01,42,11,3,0,3,18,77,0,8,7,0,0,5,0,78,5,21,4,6,47,2,0,4,18,3,0,0,47,8,8,8,7,5,0,0,100,1,4,7,12,3,8,0,4,10,0,0,0,7,0,7,0,0,8,0,2,3,0,6,0,4,0,0,0,3,11,0,4,12,0,11,3,16,37,8,0,8,5,10,0,3,13,6,13,0,3,4,0,6,35,8,15,0,3,6,6,7,0,7,4,0,0,6,6,8,22,12,0,0
2015-06-01,38,0,4,7,4,10,78,0,7,7,13,0,0,26,0,8,21,4,3,48,4,0,13,11,3,7,0,0,3,12,6,11,8,0,19,20,2,0,5,4,6,4,15,6,9,20,0,4,6,0,7,0,3,6,0,2,1,3,0,0,4,8,0,0,3,14,0,4,15,4,11,5,16,0,17,0,11,4,17,0,0,4,6,10,9,9,0,0,6,0,8,0,0,8,3,14,10,0,0,4,3,71,6,5,8,16,0,0,11
2015-07-01,31,16,8,6,3,11,78,0,9,5,18,0,6,12,0,7,20,3,3,44,5,4,6,7,6,3,0,0,8,7,11,0,8,18,0,28,1,4,14,6,4,4,0,3,10,0,12,0,6,0,6,0,0,8,12,0,3,3,11,0,4,6,14,14,2,11,0,4,17,0,11,9,19,0,11,0,10,3,22,0,3,9,0,8,13,7,4,0,11,33,7,0,21,7,12,10,13,3,9,4,3,0,5,5,7,24,0,0,0
2015-08-01,52,12,5,0,2,18,77,0,7,5,12,26,0,12,0,7,39,3,0,41,4,0,4,7,3,3,0,0,6,11,9,7,11,0,0,6,2,0,9,5,5,3,0,0,9,0,0,4,11,0,5,0,0,18,0,0,4,3,6,91,4,4,14,14,2,8,6,9,19,4,0,7,6,0,14,0,0,3,13,0,3,11,0,11,9,11,0,0,0,0,7,14,21,8,6,12,16,0,6,0,0,0,6,4,7,25,0,0,0
2015-09-01,44,13,3,6,2,10,80,100,10,3,0,13,10,12,0,10,20,6,3,33,2,7,3,11,0,5,0,0,5,7,6,7,5,18,18,3,2,4,9,7,11,5,0,5,11,0,0,4,5,0,10,15,3,11,0,0,3,3,6,0,4,6,0,0,3,5,0,0,15,0,11,5,9,0,11,0,8,9,14,0,3,11,0,12,9,3,8,0,0,0,7,14,0,7,6,17,10,3,9,0,0,0,5,3,7,21,11,0,0
2015-10-01,43,37,3,6,3,12,80,0,6,0,0,0,7,39,0,13,0,7,3,25,2,4,7,7,3,5,0,0,5,11,9,7,11,0,18,8,1,7,9,4,5,4,0,3,8,0,0,4,7,0,4,0,0,6,12,0,2,0,5,0,4,7,0,0,2,5,6,5,6,0,10,5,9,0,8,0,10,7,13,0,0,48,0,8,8,8,4,19,5,32,0,14,0,6,3,13,0,0,10,4,3,0,7,9,7,18,0,16,0
2015-11-01,39,12,12,6,4,9,79,48,7,8,0,0,11,12,0,4,0,3,0,33,5,7,4,12,9,4,0,43,4,9,6,0,8,0,0,4,0,0,24,9,8,2,0,3,6,0,25,0,7,7,9,15,3,10,12,0,2,0,5,0,0,0,14,0,2,0,6,0,16,0,21,5,12,0,13,0,15,6,17,0,0,21,5,11,8,11,7,0,0,0,0,14,0,6,3,11,13,0,12,0,0,0,5,4,7,18,11,0,10
2015-12-01,41,15,3,7,3,9,73,0,7,7,13,0,4,13,0,6,0,4,0,36,3,0,4,10,5,7,0,0,3,8,8,0,9,19,0,16,2,4,12,4,9,5,0,4,7,0,0,0,6,0,8,16,3,7,0,0,2,0,18,0,6,10,0,0,2,14,0,4,13,4,11,8,20,0,11,0,11,11,12,100,3,7,0,9,0,16,4,21,6,35,8,15,0,5,5,17,17,0,11,0,0,0,4,10,15,23,12,18,0
2016-01-01,39,11,3,6,2,22,73,0,6,8,12,14,0,0,0,5,40,3,5,56,4,8,6,7,6,3,0,0,5,8,5,0,10,37,0,10,2,6,24,9,3,8,0,0,7,0,0,4,13,8,3,0,0,10,13,0,1,3,6,95,4,8,15,0,2,11,10,0,6,0,11,4,6,18,14,0,0,4,16,0,0,17,0,13,9,6,4,0,0,35,0,15,0,5,12,12,7,0,18,4,0,68,13,3,0,21,0,35,21
2016-02-01,30,9,10,7,2,26,75,54,6,4,13,14,4,13,0,5,0,3,3,62,2,0,3,8,0,3,0,47,4,6,8,0,9,0,0,7,1,5,15,9,4,5,0,4,7,0,0,0,8,0,7,0,3,10,13,0,5,5,12,99,4,12,0,0,3,6,0,4,11,0,12,5,10,0,15,0,0,9,11,0,0,16,6,9,9,9,4,0,6,0,0,16,0,7,9,10,7,0,10,4,0,0,7,3,0,17,0,0,0
2016-03-01,32,15,5,6,2,22,71,0,13,10,0,0,7,12,0,7,0,2,0,50,3,0,5,9,7,4,0,0,4,7,3,7,16,17,0,8,1,5,11,8,5,6,0,0,8,18,0,0,7,7,6,15,0,7,12,0,5,0,8,0,5,6,14,0,1,10,0,6,18,4,20,3,12,0,12,0,5,0,12,0,3,11,11,9,8,4,6,0,0,0,0,14,0,6,6,7,13,0,3,0,0,0,9,3,7,26,0,32,0
2016-04-01,31,8,6,6,2,33,70,50,22,6,12,26,4,0,0,12,0,3,0,55,6,4,4,7,5,4,0,0,3,7,6,0,13,0,18,4,0,4,11,13,3,5,0,3,7,0,0,4,6,7,3,0,3,4,12,2,3,3,11,0,4,0,14,0,2,10,0,7,19,4,16,6,12,0,15,0,0,3,14,0,3,11,0,5,0,8,6,0,0,33,0,14,21,6,3,8,11,0,7,4,3,0,4,6,7,30,0,0,10
2016-05-01,35,10,3,6,2,21,67,0,14,6,11,0,4,15,69,12,0,2,3,41,3,0,7,10,6,3,0,42,7,5,8,0,7,17,0,8,2,4,9,3,4,5,0,3,6,0,0,0,6,7,3,29,3,9,12,0,4,3,11,0,0,4,0,14,2,10,0,7,19,4,30,7,15,0,16,0,5,5,12,0,7,14,5,9,8,4,4,19,5,0,0,0,20,11,3,8,6,0,5,0,0,63,6,3,0,24,11,0,0
2016-06-01,35,5,5,6,3,19,63,0,17,9,0,13,4,12,0,4,39,3,0,41,2,7,5,7,0,3,0,0,3,4,4,0,6,18,0,14,1,4,23,7,8,5,0,3,7,0,12,4,5,0,6,15,3,8,12,0,3,0,0,0,6,6,0,0,1,16,6,4,17,0,0,7,12,0,16,0,5,6,14,0,3,15,6,10,0,6,0,20,6,0,0,14,21,8,7,12,0,0,8,4,0,0,5,6,7,28,11,0,0
2016-07-01,34,7,5,6,4,17,69,51,10,12,12,14,4,12,0,12,20,3,6,54,6,4,8,15,3,6,0,0,3,6,6,0,6,18,19,5,1,5,19,14,6,4,0,4,6,0,0,4,6,0,13,16,0,7,0,2,4,3,11,0,6,4,15,14,2,8,0,7,14,0,11,2,19,0,12,0,5,5,12,0,3,21,0,7,9,4,4,0,6,34,0,30,0,8,6,13,13,0,16,0,3,0,9,6,7,23,23,17,0
2016-08-01,35,16,4,0,3,17,69,0,13,7,12,0,4,12,0,14,0,5,3,51,3,6,6,0,0,3,0,0,5,7,5,7,13,0,18,6,0,4,11,5,7,4,0,4,8,0,25,4,7,7,6,21,6,9,0,2,3,3,14,0,4,6,29,0,1,11,0,7,20,0,0,3,9,0,15,0,10,9,12,0,0,17,11,15,9,11,0,0,0,34,7,0,21,6,6,10,7,0,7,4,0,0,9,5,0,22,23,0,0
2016-09-01,44,7,4,13,2,22,71,51,11,9,25,0,4,12,0,16,20,4,3,44,2,0,7,7,3,0,0,0,4,8,8,0,7,18,0,4,1,6,12,9,7,3,0,11,9,0,0,0,13,8,5,31,0,5,0,2,1,3,6,0,6,8,22,0,3,5,0,7,14,8,11,5,6,0,20,0,0,3,8,0,3,19,6,5,13,17,4,0,0,34,15,15,0,9,9,11,11,3,7,8,0,0,7,6,7,13,11,17,0
2016-10-01,36,5,5,0,2,17,68,50,8,10,0,20,4,36,0,9,0,6,3,29,3,4,4,7,0,4,0,44,3,22,5,0,11,0,0,3,2,7,11,6,5,3,0,3,8,0,0,4,9,0,6,15,0,7,12,2,3,0,11,0,4,8,0,0,2,16,0,0,14,4,11,5,6,0,33,0,10,9,11,0,0,39,0,10,0,10,6,0,0,0,7,15,0,5,4,13,7,3,9,4,0,0,5,9,0,27,11,0,10
2016-11-01,35,11,3,0,3,10,68,0,11,12,0,0,8,12,0,5,20,5,5,24,3,0,8,7,3,3,0,0,3,8,4,11,8,0,0,4,1,6,7,10,4,8,0,7,6,0,13,4,14,15,3,0,3,9,0,0,2,3,14,0,8,6,14,14,3,11,0,5,5,6,11,5,6,0,37,0,5,3,13,97,3,23,0,7,0,4,8,20,6,34,0,0,0,4,6,11,7,0,10,4,0,0,6,5,0,19,17,34,0
2016-12-01,34,11,7,7,2,14,62,0,11,21,13,0,4,13,0,6,0,5,0,31,4,4,3,22,3,3,0,0,3,4,6,7,7,0,0,4,1,4,14,12,4,8,0,4,4,0,13,0,13,0,0,0,3,9,0,2,1,0,17,0,0,6,0,0,4,11,0,10,12,4,22,7,0,0,37,0,13,6,10,0,0,18,6,11,9,9,8,20,6,34,0,0,22,8,6,18,7,0,10,0,3,0,7,6,7,22,0,35,0
2017-01-01,33,9,3,0,2,17,71,0,12,6,0,0,11,0,0,9,19,3,3,64,2,0,8,11,3,4,0,0,3,7,3,0,12,0,0,3,2,6,25,4,3,4,0,3,6,0,0,4,7,0,8,0,0,10,0,0,4,0,6,0,4,9,14,0,2,10,0,5,13,0,21,3,12,0,34,0,10,5,9,0,3,18,0,8,9,5,8,0,6,0,0,14,0,8,7,14,13,0,10,4,6,0,5,4,7,23,0,0,10
2017-02-01,29,11,3,0,2,24,73,0,9,9,13,0,8,25,0,11,20,5,5,57,3,0,3,15,0,4,0,0,4,8,8,7,7,19,29,8,1,8,14,9,0,7,0,4,8,0,13,4,8,0,7,16,3,6,0,2,10,3,26,0,4,4,0,0,1,6,7,4,20,0,11,5,10,0,32,0,11,5,13,0,3,20,0,10,9,7,10,0,6,35,0,0,0,3,12,15,10,0,5,4,0,0,8,6,0,29,12,0,0
2017-03-01,32,12,6,6,3,40,67,0,13,6,11,0,3,11,0,7,0,10,3,49,3,3,6,11,3,2,90,0,6,5,7,6,9,0,0,7,1,3,20,8,9,5,0,6,9,0,11,0,4,0,4,0,0,8,11,0,11,0,12,0,3,7,13,13,2,9,0,5,34,7,9,4,11,0,36,0,4,3,13,0,3,20,5,13,8,4,7,17,5,0,0,0,18,6,5,9,6,0,7,0,3,0,7,3,0,28,0,15,0
2017-04-01,34,5,5,6,5,31,66,49,8,8,12,13,4,0,0,11,0,5,7,46,3,0,5,10,6,3,0,0,5,14,8,14,6,0,0,4,1,15,7,3,4,0,0,7,10,0,12,4,6,7,5,0,0,5,0,2,1,3,11,0,7,4,0,14,3,15,0,14,42,0,0,8,6,0,42,0,5,3,9,92,0,21,14,6,8,5,4,0,0,0,7,0,0,6,6,10,6,0,8,0,6,0,7,7,0,19,0,0,0
2017-05-01,38,17,4,6,4,23,65,0,10,5,11,0,11,45,0,5,0,6,6,49,2,7,11,13,5,5,0,0,4,9,4,13,13,17,0,7,1,6,24,8,9,6,0,7,8,0,0,0,5,0,10,0,5,13,0,0,4,0,8,0,0,5,0,13,3,5,0,4,34,4,20,6,6,16,53,0,5,5,19,0,3,21,10,8,0,5,4,0,5,31,7,0,0,6,8,10,6,0,6,0,3,0,7,6,10,25,11,0,10
2017-06-01,37,10,4,6,2,40,67,0,9,7,24,0,8,16,0,7,19,3,0,48,2,4,7,7,3,3,0,44,5,5,7,14,3,0,0,6,2,0,18,4,3,4,0,3,7,0,0,8,6,7,9,0,3,10,0,2,5,3,11,0,4,11,14,0,3,5,6,4,28,4,21,6,18,0,56,0,5,6,10,0,0,14,11,14,8,11,4,0,6,33,7,0,21,9,7,13,6,5,8,0,0,0,5,7,7,13,0,0,0
2017-07-01,28,13,3,9,3,40,65,0,9,0,12,0,4,12,0,11,0,8,3,49,3,7,3,21,3,3,0,0,5,6,8,7,6,0,0,4,1,8,25,11,5,4,0,12,8,0,0,4,7,7,4,15,0,11,0,3,3,0,14,0,4,4,0,14,1,5,0,0,33,0,0,6,15,0,58,0,0,6,16,0,3,14,6,12,0,6,8,0,11,33,7,0,0,9,3,8,13,3,6,0,0,0,4,9,7,25,11,17,10
2017-08-01,31,8,3,17,3,44,72,0,9,5,17,0,4,11,0,12,0,4,3,47,3,3,3,6,4,2,0,0,7,3,5,6,11,16,17,7,0,7,12,9,6,7,0,5,8,0,0,4,5,0,3,0,5,8,0,2,2,0,10,0,7,6,0,0,2,19,6,3,18,3,0,6,0,0,67,0,12,6,10,0,0,22,0,11,0,6,3,0,5,0,7,0,0,8,5,9,9,0,13,7,0,0,5,7,7,20,0,0,19
2017-09-01,30,15,5,18,2,27,77,0,6,5,18,13,5,12,0,7,0,3,4,34,3,4,7,14,5,3,100,0,5,4,6,0,6,0,18,5,1,0,13,6,5,5,0,3,9,0,0,0,6,7,3,15,0,8,12,0,4,3,0,0,4,7,14,14,3,8,6,3,22,0,21,4,21,0,66,0,10,6,10,0,0,21,0,9,8,7,4,19,5,32,0,0,0,3,7,20,15,0,3,4,0,64,9,6,7,20,11,16,0
2017-10-01,29,13,6,0,1,17,73,0,7,6,11,12,4,11,68,8,0,3,4,31,2,3,5,7,6,3,0,0,4,10,4,6,8,0,0,3,0,5,23,5,6,7,0,0,6,0,11,0,8,7,9,14,5,6,0,0,4,3,10,0,3,6,0,13,1,10,6,0,19,3,0,7,8,16,65,0,9,5,9,0,3,39,0,10,16,8,5,0,0,30,0,13,0,12,4,16,8,0,7,3,3,0,5,7,0,24,10,15,19
2017-11-01,33,10,6,6,1,23,69,0,11,5,11,12,4,17,0,4,0,4,0,29,3,3,3,7,0,5,0,0,4,0,8,6,6,0,0,4,1,3,17,7,9,2,0,5,10,18,0,0,6,14,6,14,0,9,0,2,4,0,15,0,0,6,13,13,4,5,0,7,16,0,19,6,11,0,71,0,9,3,14,0,3,27,8,11,8,9,7,18,0,0,0,13,20,4,0,10,12,0,10,9,3,0,5,7,7,17,0,31,0
2017-12-01,30,5,0,6,2,17,67,50,7,3,0,0,0,12,0,11,20,2,4,40,3,7,3,7,3,5,0,0,3,7,5,0,9,18,0,6,2,9,4,15,7,4,0,3,7,0,0,4,6,7,3,15,0,9,0,2,8,0,17,0,7,4,0,14,5,10,0,5,18,0,0,5,6,0,89,0,10,8,5,0,0,21,6,8,9,11,0,0,0,33,7,0,0,5,6,12,0,0,6,4,3,0,6,4,0,20,11,50,0
2018-01-01,26,5,5,9,4,29,69,46,10,8,11,12,4,22,0,6,0,5,5,63,2,3,5,16,0,5,0,0,7,41,9,13,8,0,0,3,0,0,13,9,3,2,0,3,6,0,0,0,11,7,6,14,3,6,0,4,6,3,21,0,7,7,0,13,2,5,9,5,15,0,24,2,14,0,84,0,5,8,10,0,3,21,0,6,16,11,3,0,0,0,7,0,0,4,8,7,24,2,5,7,0,0,6,14,13,26,10,0,0
2018-02-01,30,7,3,6,3,44,73,0,9,0,12,0,6,12,0,5,40,3,3,83,2,4,4,14,4,0,0,0,9,17,8,0,6,18,0,5,2,4,28,6,11,4,0,7,9,19,0,4,4,0,10,0,0,9,12,0,8,0,8,0,4,6,0,14,3,11,0,7,20,0,11,5,13,0,97,0,10,9,34,0,0,9,6,13,0,3,0,0,0,0,7,15,0,4,12,8,10,0,8,4,3,66,13,3,7,33,11,0,11
2018-03-01,35,16,4,8,3,45,68,43,7,5,16,0,10,0,63,11,0,4,3,100,3,6,4,15,3,4,0,0,4,8,4,6,9,15,0,6,1,3,20,5,5,6,0,0,9,0,11,3,6,6,3,13,2,9,11,3,7,3,7,0,0,8,0,0,5,5,0,4,20,3,9,4,11,15,98,0,7,4,17,0,0,15,0,14,7,2,3,17,0,29,0,12,18,3,8,8,9,0,6,0,0,0,8,4,0,22,19,14,0
2018-04-01,29,8,4,6,3,36,73,0,8,6,16,0,3,18,0,8,18,4,3,68,2,7,10,19,3,5,0,0,3,10,3,8,12,16,16,4,0,7,18,6,6,3,0,6,8,0,11,3,4,7,6,14,2,13,11,0,6,3,5,0,3,7,13,13,2,12,6,3,16,7,19,6,8,0,95,0,14,5,15,85,3,16,5,9,8,5,7,0,5,30,6,0,0,6,5,8,10,0,7,0,0,0,9,9,13,19,10,0,0
2018-05-01,39,9,4,6,5,33,69,0,7,5,11,0,7,11,0,9,0,8,3,54,2,0,5,13,0,4,0,39,3,5,10,0,8,0,16,8,1,7,26,5,5,2,0,5,5,0,11,0,5,6,6,0,2,10,0,0,6,5,0,0,3,3,13,12,4,5,0,0,13,3,23,4,11,0,88,0,14,5,10,0,5,11,5,11,11,7,3,0,5,44,6,13,0,3,3,10,9,0,9,3,0,0,7,12,6,23,0,0,18
2018-06-01,44,7,8,0,4,29,63,90,7,6,0,0,3,11,66,9,18,5,3,55,2,7,7,6,0,2,0,0,7,5,4,6,9,0,0,3,1,6,18,5,7,2,0,3,9,0,0,3,3,0,9,0,2,10,0,0,3,0,5,0,3,6,13,25,5,16,0,5,16,0,14,5,8,0,93,0,0,6,8,0,3,16,5,3,8,15,6,0,5,30,6,0,0,9,8,9,10,0,7,10,0,0,8,11,6,23,0,0,9
2018-07-01,32,19,2,0,4,36,72,45,11,5,11,18,3,38,0,9,26,10,3,63,3,0,3,6,3,2,0,0,6,13,7,0,6,0,0,6,0,10,14,5,0,3,0,0,3,17,0,3,9,7,7,14,0,8,0,0,4,0,8,0,3,6,0,26,1,12,6,6,19,0,0,3,14,0,95,0,5,6,16,0,3,16,0,8,0,9,3,18,0,0,7,13,0,7,5,7,6,2,9,0,0,0,5,5,9,16,0,15,18
2018-08-01,38,10,3,5,4,42,75,42,13,4,10,0,3,10,0,15,0,6,5,57,6,6,6,16,3,5,0,0,4,5,6,6,14,0,0,9,1,3,21,8,8,5,0,7,9,0,0,0,12,0,5,0,2,10,10,2,3,3,24,0,6,6,0,12,5,13,5,6,21,6,9,7,10,0,100,13,9,8,12,0,0,21,5,13,7,9,5,0,5,0,12,12,0,9,10,13,6,0,10,3,0,0,11,6,9,26,9,0,0
2018-09-01,39,9,3,0,2,23,76,45,12,7,22,24,7,22,66,13,0,3,3,42,5,0,6,13,3,4,0,0,6,10,8,6,9,16,0,4,1,5,28,5,6,4,0,9,8,17,11,3,12,0,3,0,2,9,0,2,6,0,10,0,0,8,0,13,2,12,0,5,15,7,9,7,11,0,78,14,5,11,14,0,3,26,5,12,8,4,3,18,0,0,0,0,0,6,6,14,14,0,8,0,0,0,10,3,6,28,10,0,0
2018-10-01,39,8,5,16,1,31,68,43,7,4,10,11,8,10,0,13,17,3,6,33,5,6,7,6,8,2,0,0,5,8,13,0,7,0,16,2,1,3,16,9,6,6,12,6,10,17,0,0,5,6,8,0,2,11,0,2,3,3,10,0,3,5,12,24,3,18,0,5,18,7,9,6,5,0,59,0,7,7,11,0,2,48,5,9,7,11,7,0,5,29,6,0,0,6,11,15,9,0,13,0,0,0,8,4,0,19,0,0,0
2018-11-01,34,10,2,14,1,26,77,46,8,5,0,12,3,17,0,12,0,3,4,31,3,7,8,13,0,5,0,0,6,17,7,0,10,16,0,4,1,3,27,6,5,7,0,10,7,0,0,0,8,7,6,0,3,8,11,0,6,4,15,84,3,3,0,0,4,5,0,3,19,7,15,7,11,0,65,0,0,5,16,87,3,23,5,8,8,3,5,0,0,71,7,0,0,9,4,11,12,0,13,3,0,0,8,4,7,27,20,15,0
2018-12-01,38,13,4,10,3,33,76,51,8,11,12,13,9,12,75,9,0,4,3,53,5,8,3,7,13,6,0,0,7,9,11,7,11,0,0,3,1,6,16,4,4,8,0,0,11,0,13,0,8,7,5,16,0,6,18,0,3,0,14,0,4,4,0,14,3,5,6,5,21,6,16,7,22,18,81,0,10,10,18,0,3,24,0,13,0,10,8,0,0,34,0,0,0,11,6,19,13,0,18,0,0,0,12,6,15,18,11,17,0
