date,Apple,Apricot,Artichoke,Asparagus,Avocado,Bamboo Shoots,Banana,Bean Sprouts,Beans,Beets,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Greens,Guava,Honeydew Melon,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Limes,Longan,Loquat,Lychee,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangerines,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2015-07-01,32,15,10,17,41,0,64,15,24,0,0,6,6,5,0,14,4,8,6,0,21,9,16,31,0,5,55,13,5,17,5,10,11,20,5,11,19,0,0,15,14,22,22,0,0,46,0,0,5,0,0,17,0,7,12,43,10,0,0,15,11,0,8,6,8,3,7,13,0,12,5,0,18,0,4,38,0,0,0,16,0,16,0,21,0,22,19,25,20,13,5,15,11,0,23,8,10,29,0,0
2015-08-01,29,8,16,18,68,0,46,15,47,7,0,5,0,0,8,14,4,19,6,0,24,7,10,0,0,5,0,14,5,13,5,9,0,20,11,12,10,0,8,10,17,21,25,17,0,54,0,0,5,0,0,13,0,10,12,20,0,18,0,0,27,8,15,5,8,3,8,12,0,11,10,18,19,41,0,20,22,25,0,11,45,16,22,15,0,22,0,43,10,16,5,0,23,6,31,19,9,29,5,0
2015-09-01,36,13,16,10,31,0,46,15,61,7,0,6,6,5,17,23,8,11,6,0,7,4,13,31,0,5,0,11,5,11,5,24,0,20,12,21,17,0,17,13,21,14,28,0,0,38,0,0,5,0,0,17,46,11,0,5,10,13,0,15,16,10,15,9,0,5,13,17,0,14,15,18,8,42,4,29,0,0,0,6,0,0,22,21,0,44,19,36,14,13,9,22,15,6,12,10,10,34,0,0
2015-10-01,32,5,13,7,37,0,42,0,50,0,0,0,0,0,8,17,4,14,6,0,20,7,15,29,0,5,0,19,4,21,0,9,0,0,14,15,21,0,8,5,13,15,22,17,8,24,0,7,0,12,0,27,0,4,11,15,10,13,0,0,13,5,15,6,8,6,0,24,19,16,5,17,18,40,0,56,0,16,7,8,0,15,0,0,0,21,0,13,11,19,4,0,24,5,24,11,27,21,0,0
2015-11-01,37,20,19,12,44,0,56,29,33,13,19,5,0,10,8,22,4,20,9,0,20,8,5,0,20,5,52,16,4,18,10,12,10,19,12,23,24,0,11,15,13,15,26,17,0,56,0,0,12,0,5,19,0,4,0,20,10,5,0,15,5,10,7,6,8,3,19,18,20,17,10,17,21,0,6,22,0,16,7,13,22,15,0,20,0,21,0,24,16,33,4,0,28,5,12,15,9,32,5,15
2015-12-01,26,5,14,8,41,0,41,0,34,0,20,6,0,10,17,17,4,28,13,0,16,5,15,31,0,5,0,11,9,6,5,9,11,20,13,24,9,0,17,5,14,22,21,18,8,29,0,0,5,0,0,18,15,6,12,15,0,13,0,31,13,8,11,11,8,7,9,21,0,14,5,42,23,0,0,25,0,0,0,11,0,16,0,10,0,22,19,39,20,21,0,15,23,6,23,19,9,20,5,0
2016-01-01,30,11,7,14,28,0,45,17,41,0,0,12,0,9,9,10,4,19,7,0,15,10,17,0,0,24,0,22,0,27,6,9,12,22,15,26,23,0,9,6,11,0,32,0,0,35,0,9,9,0,6,28,0,7,0,34,12,8,0,17,6,6,8,3,9,11,16,19,0,11,0,13,22,0,0,42,0,0,0,6,0,0,24,11,0,0,21,49,20,12,0,0,24,0,20,21,16,32,6,0
2016-02-01,29,6,14,13,28,0,46,18,27,8,0,7,0,6,15,24,5,21,8,0,13,4,19,37,0,10,0,11,6,25,0,7,0,0,9,23,14,0,20,0,8,13,30,0,10,41,0,9,7,0,6,18,0,9,14,25,13,0,0,18,13,6,9,18,0,0,24,31,0,13,9,37,28,0,5,24,0,21,0,10,28,0,0,25,0,27,0,30,14,17,11,0,10,7,23,25,11,22,0,0
2016-03-01,33,8,28,17,52,0,44,23,51,7,21,6,6,7,14,30,4,17,7,0,19,11,11,63,0,0,0,19,5,13,6,14,11,0,7,27,12,0,9,16,18,28,37,0,0,56,16,12,6,13,11,12,0,6,0,29,11,11,0,0,16,8,8,3,8,3,15,13,0,13,10,25,18,0,7,16,23,0,8,6,24,16,22,11,37,0,19,40,17,20,10,0,15,0,21,13,29,25,0,0
2016-04-01,29,0,14,17,52,0,50,15,42,17,0,6,6,10,8,29,0,13,6,0,19,8,21,0,0,6,0,11,0,17,6,18,22,20,12,13,9,0,17,13,12,11,27,0,0,51,0,8,11,0,0,21,0,14,18,16,0,10,0,16,16,5,8,9,8,3,20,19,0,29,5,0,15,0,4,16,0,0,0,6,24,16,22,16,37,22,0,45,17,9,5,23,21,0,22,11,10,32,6,16
2016-05-01,25,10,14,17,44,0,36,15,41,9,21,6,0,7,17,44,0,17,13,6,14,8,10,0,0,5,0,11,0,17,0,21,11,0,13,16,23,0,11,8,17,16,31,36,0,42,16,0,8,13,0,32,0,7,12,13,11,8,0,15,14,8,15,8,0,5,9,21,0,14,5,0,24,0,4,23,0,0,0,6,0,0,22,21,37,22,0,48,9,15,5,30,17,6,30,13,13,55,6,0
2016-06-01,27,8,10,15,49,0,39,16,27,7,21,9,0,5,18,46,4,11,11,0,18,7,11,65,0,6,0,8,10,32,6,21,12,21,9,13,22,0,12,5,14,11,25,19,0,35,0,0,0,0,0,33,0,7,12,19,0,5,0,16,0,5,0,11,8,4,16,20,0,10,11,39,16,0,6,14,24,18,0,0,0,0,23,11,0,24,0,44,13,11,10,0,19,0,29,7,10,86,0,0
2016-07-01,22,11,22,9,65,0,42,16,31,7,22,9,6,11,0,12,4,7,7,0,12,7,14,32,23,12,0,15,0,16,6,11,0,21,9,13,14,0,18,8,10,23,39,0,0,40,0,0,6,14,5,27,0,13,13,35,11,5,0,24,14,5,8,9,9,0,14,20,0,16,5,13,26,0,4,19,24,18,8,12,37,0,0,11,0,0,20,59,19,17,5,32,19,0,23,5,15,41,6,0
2016-08-01,20,9,12,12,58,0,38,18,40,8,0,13,0,9,0,17,7,23,0,0,11,8,12,0,0,0,0,7,8,24,6,17,0,24,10,19,18,0,15,6,12,13,26,0,14,30,0,0,6,0,6,21,0,16,14,6,0,6,0,18,16,6,9,6,9,0,13,15,0,22,9,29,18,0,5,24,26,0,0,7,27,19,0,31,0,26,33,46,9,19,11,18,18,0,26,11,11,40,0,0
2016-09-01,36,10,12,20,65,0,42,40,53,9,0,14,0,7,11,30,5,19,8,0,15,5,13,0,27,0,0,17,6,26,7,13,0,0,6,27,20,0,0,23,22,14,20,23,10,50,0,0,11,49,0,31,0,12,0,20,13,7,0,26,7,7,0,7,10,7,18,0,26,22,7,16,21,0,10,32,28,22,0,11,30,0,0,20,0,28,48,29,20,23,0,29,25,15,40,12,12,41,0,0
2016-10-01,34,10,27,25,25,0,43,30,57,14,0,11,0,0,25,23,0,19,12,0,14,14,20,0,0,21,0,22,0,39,0,14,21,0,0,26,13,0,17,10,20,21,14,35,0,83,0,0,11,0,0,33,0,21,0,25,41,20,0,30,21,10,23,10,0,7,27,0,40,24,0,24,27,0,13,40,0,0,0,11,0,0,0,20,0,0,37,49,18,21,9,0,8,0,10,19,0,22,0,0
2016-11-01,39,10,13,19,30,0,49,45,57,14,0,16,0,10,16,17,8,29,0,0,18,14,20,0,0,11,0,22,9,22,11,23,0,39,13,31,25,0,17,25,18,21,19,0,16,41,0,15,11,26,0,24,31,22,0,35,0,10,0,60,11,10,15,20,0,7,40,0,0,12,0,36,29,0,0,13,0,34,0,11,0,31,0,20,71,0,37,49,39,25,0,0,32,0,23,22,25,9,0,0
2016-12-01,44,10,38,12,43,0,23,0,51,0,0,0,0,0,31,16,10,24,0,0,20,7,29,0,0,10,0,0,0,16,10,22,0,0,16,20,16,0,0,0,26,20,13,0,0,40,0,0,21,0,0,26,0,11,0,10,0,0,0,0,25,10,29,10,0,6,10,0,0,23,10,46,28,0,0,17,42,33,0,10,0,30,0,20,0,0,0,37,30,25,9,0,21,11,22,24,18,13,10,0
2017-01-01,32,10,21,16,19,0,34,0,51,19,0,21,0,9,23,32,7,47,0,0,13,6,14,0,0,15,0,15,0,26,10,13,0,37,9,20,14,0,16,14,25,20,20,0,0,78,0,0,20,0,0,25,0,11,22,9,0,10,10,29,20,0,0,14,0,13,20,0,0,10,0,67,12,0,7,42,42,0,0,31,64,0,0,20,0,0,0,26,17,10,9,28,18,11,22,30,18,42,0,0
2017-02-01,31,10,26,24,34,0,43,0,46,40,0,11,0,10,24,33,8,12,12,0,36,11,15,0,0,21,0,11,0,18,10,27,21,0,26,15,30,0,24,20,18,41,18,0,30,36,0,15,16,0,0,26,0,17,0,20,20,10,0,0,21,0,15,7,0,7,14,24,0,12,10,0,23,0,11,30,43,33,0,42,0,0,42,0,0,43,36,69,18,10,13,29,18,11,22,21,0,22,0,0
2017-03-01,40,13,17,17,52,0,35,0,44,18,0,19,0,13,14,49,7,25,11,0,28,12,18,0,0,18,0,13,0,22,9,18,0,68,14,27,15,0,14,9,19,18,26,0,0,29,26,0,9,0,0,38,0,19,20,44,18,9,10,39,0,9,13,15,0,6,19,32,0,23,9,21,24,0,10,31,38,0,13,14,40,27,0,24,0,38,0,38,25,18,0,0,37,0,7,24,32,27,0,0
2017-04-01,33,0,25,13,56,0,46,28,53,0,0,10,0,9,15,16,0,23,12,10,39,6,19,57,0,10,0,17,0,28,0,15,20,0,24,29,22,0,15,14,46,20,15,33,0,100,0,0,10,0,9,25,28,11,22,19,0,9,0,0,15,19,14,19,15,6,20,0,0,11,9,0,26,0,7,12,0,0,0,25,0,29,0,0,66,41,0,41,12,20,17,0,23,0,19,20,0,33,0,0
2017-05-01,46,28,30,17,73,0,42,27,46,0,0,15,0,0,15,31,11,11,0,0,37,17,9,0,0,0,97,20,0,17,0,15,0,36,18,14,27,0,22,9,24,19,19,32,0,67,27,0,13,0,0,32,0,12,32,23,0,9,0,27,29,9,14,5,14,6,29,34,37,15,9,22,23,0,7,49,0,0,0,20,0,0,0,19,0,40,0,39,14,19,13,0,17,10,30,17,26,48,0,0
2017-06-01,33,10,13,12,57,0,25,28,54,13,0,10,0,13,15,32,0,18,12,0,26,10,0,0,0,10,0,41,0,26,10,23,0,0,18,20,13,0,16,0,19,20,15,0,0,62,0,0,10,0,0,22,0,11,22,43,0,16,0,28,15,19,14,26,30,6,17,24,0,21,19,22,21,0,7,8,0,0,0,10,0,30,0,0,0,0,0,46,15,20,0,0,18,0,17,12,18,37,0,0
2017-07-01,33,10,13,10,38,0,34,28,51,0,0,14,0,0,23,11,0,18,24,0,26,0,19,0,0,0,0,15,0,10,15,17,0,0,14,22,24,31,16,0,13,30,17,0,0,47,0,0,0,0,0,13,0,11,0,48,0,10,0,29,15,0,14,14,0,0,20,24,0,21,0,23,26,0,7,17,0,0,0,10,0,0,0,19,0,42,0,62,15,15,9,0,28,0,15,9,0,59,0,0
2017-08-01,30,9,12,11,50,0,38,0,76,0,0,15,0,13,15,41,14,26,11,0,25,12,0,0,0,19,0,20,16,13,15,25,0,0,13,38,18,0,15,9,18,19,21,0,0,67,0,0,19,0,0,54,0,12,0,18,0,18,0,0,14,9,14,20,14,0,15,38,0,26,0,22,21,74,7,20,80,0,0,15,41,28,0,19,0,40,0,30,11,24,0,0,25,0,32,17,0,52,10,0
2017-09-01,35,0,12,22,51,0,29,27,55,12,37,10,0,9,15,21,7,34,11,0,17,6,28,0,0,0,0,10,0,20,0,8,0,36,21,43,23,0,0,28,12,39,21,0,0,76,0,0,0,0,0,22,0,19,0,9,0,9,0,0,20,0,0,7,14,6,13,23,0,22,9,0,15,0,7,24,0,31,0,10,84,29,0,19,0,40,33,40,28,16,8,0,37,10,33,9,0,20,10,0
2017-10-01,48,8,11,18,25,0,32,0,53,11,0,18,0,17,14,33,7,31,0,18,17,12,21,50,0,9,0,14,8,22,0,17,18,0,16,35,13,0,21,8,22,18,23,0,13,48,0,13,18,0,0,25,0,19,0,17,17,8,0,0,18,26,0,11,0,6,41,21,0,10,17,20,18,0,6,49,0,0,13,27,0,26,0,0,0,37,31,27,23,24,0,0,29,0,21,16,47,37,0,0
2017-11-01,33,13,9,17,42,0,40,0,51,9,0,7,0,0,10,18,15,24,8,7,23,11,19,38,27,7,0,17,6,16,0,6,0,25,22,17,19,0,10,13,11,13,21,0,0,52,0,0,7,0,0,41,0,11,15,19,13,6,0,0,17,0,0,10,0,4,25,16,51,22,6,46,17,0,5,11,42,0,10,14,0,0,0,33,0,0,0,35,20,23,6,0,33,7,25,12,12,11,7,0
2017-12-01,39,0,8,10,32,0,34,19,46,8,0,0,0,13,10,21,5,24,0,0,20,4,10,0,0,7,0,9,6,9,7,19,0,25,12,13,8,0,16,19,13,13,16,0,0,62,19,10,14,0,0,26,0,14,15,9,0,10,0,0,7,6,24,6,0,0,18,24,0,15,6,15,25,52,0,28,0,0,0,17,0,20,0,13,0,28,23,62,28,22,6,0,32,0,34,18,0,25,7,0
2018-01-01,29,6,23,8,47,0,32,17,37,8,0,0,6,6,10,36,4,19,0,0,13,5,12,0,0,15,0,19,5,13,12,12,0,0,8,36,17,0,10,18,16,18,17,0,0,38,0,0,6,30,0,19,0,8,0,15,12,12,0,17,18,18,17,12,0,4,21,29,23,15,12,14,20,0,7,8,0,0,0,19,26,18,0,12,0,0,43,34,22,14,13,34,30,0,24,18,11,10,13,0
2018-02-01,33,12,11,12,43,0,42,18,51,11,24,20,7,6,23,41,9,25,8,0,14,15,6,73,64,13,0,11,5,7,7,11,13,24,9,13,22,0,20,9,11,26,21,0,0,50,0,0,17,16,0,27,0,13,0,15,0,6,7,0,16,12,9,14,0,4,17,15,0,13,0,14,22,100,0,35,27,0,9,7,41,0,0,12,0,26,0,39,14,19,0,0,28,0,9,28,11,29,0,0
2018-03-01,33,12,16,13,44,41,42,27,46,10,0,5,0,5,15,31,4,13,11,0,13,13,12,28,0,5,0,10,6,14,15,10,10,0,13,11,18,0,11,7,9,16,20,0,0,26,0,14,10,12,0,35,0,9,21,25,14,11,0,14,12,9,10,9,7,3,16,11,0,13,9,27,23,0,0,39,20,0,7,5,0,0,0,9,32,20,34,45,20,24,4,0,26,5,14,23,9,36,0,0
2018-04-01,33,5,7,11,29,0,36,14,44,13,0,5,0,5,0,17,4,20,9,0,7,16,7,30,41,5,0,11,4,20,11,14,10,19,9,13,13,0,8,5,20,10,25,0,8,36,0,7,8,12,5,26,15,6,19,15,10,5,0,22,15,5,7,12,8,3,21,30,0,11,5,23,20,40,8,17,0,17,0,8,22,0,21,10,0,0,0,50,18,15,11,14,22,0,25,11,14,34,5,0
2018-05-01,28,14,10,12,45,42,40,0,49,13,37,5,0,11,12,27,4,24,0,0,9,5,7,43,20,10,0,17,4,13,8,12,20,0,9,15,10,0,12,14,13,10,22,17,7,47,14,0,5,12,0,34,0,8,17,17,0,0,0,0,17,5,7,17,7,3,12,12,0,19,7,17,20,0,0,29,21,16,0,5,0,15,0,15,0,21,35,49,12,30,4,14,18,0,19,16,0,42,5,0
2018-06-01,18,15,13,16,32,0,37,22,36,0,19,5,0,10,24,36,4,20,18,0,16,15,15,30,21,5,0,14,9,14,8,11,10,19,11,13,16,0,8,12,15,10,20,0,8,44,0,7,0,0,10,45,0,13,23,69,0,5,0,15,13,0,7,13,0,3,17,20,0,18,5,35,17,0,8,26,0,0,0,8,22,0,0,15,0,0,18,40,15,17,4,14,26,5,21,21,9,45,0,15
2018-07-01,30,12,13,8,38,0,27,28,37,13,0,0,0,5,19,24,4,16,6,5,7,10,15,29,0,8,0,9,0,18,13,15,10,0,5,15,13,0,12,12,13,0,27,17,7,31,0,15,8,12,0,31,14,29,22,38,15,5,5,14,18,7,7,8,7,10,21,24,0,9,5,11,19,0,7,25,21,0,0,10,22,0,20,20,33,0,0,52,16,20,0,41,17,0,35,7,18,27,10,0
2018-08-01,27,14,13,12,71,0,27,21,47,6,0,7,0,7,12,29,4,16,6,0,17,13,10,29,20,10,0,15,6,23,5,15,0,19,12,29,14,0,12,21,13,10,28,0,0,31,0,0,14,0,9,36,14,24,0,19,10,6,0,14,15,5,0,5,7,0,17,12,0,14,5,11,12,0,4,27,21,0,0,5,0,29,0,19,0,20,0,41,15,18,4,14,22,0,13,15,9,39,0,0
2018-09-01,35,7,9,17,48,0,38,14,64,6,0,8,0,5,8,14,4,18,6,7,18,9,12,0,20,5,0,10,4,25,10,10,10,19,9,35,14,0,20,7,19,10,25,0,7,47,0,0,8,0,10,28,14,8,11,14,15,13,5,0,15,5,21,6,7,3,15,36,0,16,8,11,17,0,4,25,21,16,0,5,22,0,0,10,34,0,17,31,16,28,4,28,14,0,19,12,9,17,5,0
2018-10-01,30,9,6,11,30,0,31,14,55,12,0,5,0,8,11,23,4,13,0,5,10,14,9,0,0,5,0,17,0,17,5,6,10,0,14,24,14,0,15,25,10,15,27,16,0,42,14,0,12,0,9,26,0,9,11,28,9,5,0,28,14,9,0,16,7,0,13,34,0,20,9,0,19,0,4,45,0,31,0,5,0,0,20,9,0,20,17,45,25,11,4,13,21,0,23,13,17,16,0,14
2018-11-01,33,7,15,6,21,0,38,14,47,11,0,5,0,6,18,29,4,26,6,5,17,10,9,0,0,0,0,12,4,17,8,12,10,0,12,10,11,0,8,19,27,20,23,0,0,50,14,7,5,12,5,35,0,14,11,14,10,5,0,14,20,7,14,13,7,3,22,29,19,17,0,28,26,38,4,31,21,24,7,18,21,15,0,51,0,0,0,53,22,13,13,14,30,0,27,19,9,25,5,0
2018-12-01,32,7,13,12,35,44,39,29,43,7,39,11,5,5,16,22,15,14,6,5,13,7,10,59,62,5,53,14,9,11,0,18,21,19,5,12,8,0,12,12,13,26,31,0,11,53,0,0,11,0,0,39,0,6,23,30,10,7,0,0,13,0,11,12,12,3,12,24,0,8,8,18,22,0,4,26,43,0,0,11,22,0,0,37,0,0,18,56,34,17,7,29,24,0,15,20,15,26,0,0
