date,Alfalfa Sprouts,Apple,Apricot,Artichoke,Asian Pear,Asparagus,Atemoya,Avocado,Bamboo Shoots,Banana,Bean Sprouts,Beans,Beets,Belgian Endive,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Boniato,Boysenberries,Broccoflower,Broccoli,Brussels Sprouts,Cabbage,Cactus Pear,Cantaloupe,Carambola,Carrots,Casaba Melon,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Dried Plums,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Honeydew Melon,Horned Melon,Iceberg Lettuce,Jerusalem Artichoke,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Malanga,Mandarin Oranges,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pummelo,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Ugli Fruit,Water Chestnuts,Watercress,Watermelon,Yams,Yellow Squash,Cassava,Zucchini Squash
2012-12-01,19,37,40,69,19,21,18,23,0,71,21,34,39,9,10,30,7,13,51,0,0,0,27,72,63,0,17,24,46,0,25,33,0,17,33,0,22,29,70,27,46,17,46,10,5,12,58,16,67,6,34,24,33,45,35,54,0,11,0,17,38,26,17,6,22,35,67,77,22,13,22,14,28,42,0,25,10,10,61,0,5,25,69,86,0,63,17,13,47,38,42,15,44,11,10,51,56,28,75,14,2,13,20,12,51,20,59,7,6,28,79,8,34,58,44,9,11,28,0,42,0,34,43,23,27,39,13,26,12,9,14
2013-01-01,28,32,37,72,8,19,16,31,13,72,30,54,39,8,28,23,8,26,63,0,0,16,39,8,34,68,15,25,28,0,26,53,19,22,25,10,20,31,21,39,54,15,44,25,10,19,54,12,52,5,42,38,50,39,52,44,73,27,17,26,53,27,29,11,26,32,57,47,36,23,24,13,31,47,0,29,13,9,63,15,12,18,54,72,18,41,15,19,41,53,62,16,49,10,9,37,45,29,50,0,2,6,13,15,52,22,14,9,11,36,37,14,47,8,53,10,29,40,4,22,20,39,66,18,36,54,15,23,22,38,13
2013-02-01,42,34,30,66,9,25,18,35,10,78,27,44,43,9,19,11,4,22,47,0,0,18,38,8,30,0,55,9,28,0,30,51,32,25,22,8,11,32,14,41,33,17,44,20,7,14,69,14,56,3,54,44,32,22,37,51,0,15,0,27,50,26,21,10,31,38,54,70,38,13,18,17,63,62,0,25,19,10,64,17,18,17,55,69,10,29,22,27,39,48,59,7,54,0,12,35,46,22,47,0,2,8,20,18,62,24,10,20,11,38,43,22,54,5,43,17,22,37,13,25,11,38,46,40,18,41,16,38,12,9,19
2013-03-01,23,37,39,82,8,33,0,30,0,75,36,48,35,0,29,50,5,21,38,0,0,0,41,5,30,0,34,11,29,12,26,45,28,30,21,5,20,33,8,37,30,37,67,21,5,21,72,14,60,5,95,37,37,33,42,62,37,27,26,20,70,12,19,6,39,40,59,54,40,22,25,15,13,40,0,30,18,9,64,15,12,42,55,62,14,29,24,17,56,52,56,26,51,10,13,31,49,30,42,0,2,4,26,15,62,31,12,19,14,34,43,15,49,6,40,19,16,35,7,27,0,38,39,47,32,44,15,23,11,8,9
2013-04-01,37,30,36,75,9,43,0,40,9,78,26,49,34,0,28,27,6,21,70,0,17,0,38,4,25,24,29,26,29,12,28,45,19,19,23,0,20,31,12,40,36,20,67,36,8,24,80,12,66,4,56,38,36,40,44,66,0,28,17,45,58,41,16,12,35,26,53,82,46,9,20,15,26,45,0,0,20,9,67,31,19,39,61,50,9,24,19,26,43,50,54,20,56,10,15,33,51,34,46,9,2,4,13,16,57,31,7,27,18,15,39,20,57,4,35,23,17,38,5,12,0,48,37,18,16,54,18,30,11,13,26
2013-05-01,25,32,35,50,8,66,0,43,13,81,36,48,33,8,35,45,5,34,59,0,0,0,35,4,20,0,26,19,26,0,24,53,19,22,24,5,30,34,9,40,31,15,67,24,6,19,68,12,61,6,48,45,42,39,46,65,0,34,0,19,20,27,22,6,40,27,47,40,44,15,25,10,47,34,19,29,22,13,75,15,15,32,50,63,9,17,22,27,44,49,56,19,55,0,12,37,40,10,45,8,2,5,28,41,54,26,6,64,13,18,41,12,49,3,33,26,10,36,18,12,10,54,39,35,23,74,20,23,0,11,17
2013-06-01,20,30,55,54,18,62,0,44,9,77,17,53,48,8,41,17,9,25,47,0,0,0,35,3,19,0,48,18,25,13,24,48,0,16,38,13,31,46,11,55,29,47,70,24,4,33,58,12,60,30,45,42,42,41,70,67,0,14,0,48,13,18,16,15,58,42,33,54,54,32,25,17,33,53,0,31,35,9,61,16,32,15,58,52,38,13,25,48,39,49,65,13,61,21,14,37,40,10,44,9,2,3,36,55,53,38,6,59,12,30,41,8,44,4,28,49,20,30,5,8,0,64,36,38,16,71,32,29,23,16,35
2013-07-01,48,28,61,54,0,33,0,45,14,88,37,56,73,9,27,21,15,35,43,0,18,0,35,2,21,0,60,9,20,26,30,54,41,16,79,11,21,49,9,67,53,24,60,34,4,18,70,14,49,100,65,52,42,35,65,69,0,65,31,34,4,45,27,18,97,25,22,54,56,9,29,9,23,42,0,16,14,9,53,16,78,33,62,41,20,13,27,59,33,70,70,20,56,10,16,52,42,21,37,0,2,4,21,57,55,58,7,44,13,26,37,10,52,3,31,64,15,31,7,9,11,69,38,18,0,51,47,20,12,16,32
2013-08-01,24,46,63,62,0,33,0,43,14,82,45,68,53,9,20,42,61,65,42,32,0,0,39,3,27,0,38,9,29,0,29,50,20,0,42,11,25,68,11,62,35,16,77,22,13,16,79,36,62,37,53,47,68,63,56,56,39,29,0,41,10,37,31,6,98,30,29,43,46,16,29,11,27,46,0,31,10,28,67,16,55,25,72,52,10,11,33,47,45,61,68,17,50,0,40,39,44,11,50,0,2,8,32,39,65,59,8,43,18,28,31,15,50,3,45,36,31,36,5,16,11,71,41,14,50,41,45,18,99,16,30
2013-09-01,32,100,40,41,13,29,0,31,9,73,22,58,63,0,42,27,74,43,27,0,0,17,44,3,26,0,40,9,30,0,30,35,39,23,25,7,20,76,9,43,36,25,60,19,10,22,54,100,74,10,36,55,57,51,50,48,0,21,24,18,8,12,28,6,80,36,52,75,42,9,28,15,26,49,0,0,30,18,73,0,34,24,75,88,14,21,38,43,98,48,64,26,53,0,94,35,46,17,61,9,3,22,29,24,61,41,11,35,12,13,51,11,58,4,67,21,35,41,0,15,16,73,51,29,32,57,26,32,68,12,26
2013-10-01,27,91,35,51,8,23,0,34,8,83,22,51,40,8,35,43,15,24,36,29,0,0,41,8,32,0,17,16,35,0,37,43,18,22,23,7,16,46,16,34,42,21,50,10,6,16,64,32,64,8,35,49,40,25,49,66,0,13,17,28,27,26,36,8,58,30,72,41,35,17,26,11,18,28,0,0,12,13,88,29,17,20,77,63,9,31,30,17,80,46,66,24,56,16,25,42,43,9,55,16,27,69,25,25,62,24,13,17,10,23,51,14,61,6,83,13,28,40,8,10,15,58,54,34,15,37,21,48,10,15,24
2013-11-01,33,61,40,79,12,20,0,27,9,82,26,44,55,0,41,29,8,15,57,30,0,0,42,15,39,22,22,12,36,0,34,48,19,11,22,5,13,33,33,29,50,14,60,51,10,23,56,16,52,0,39,46,39,68,45,58,35,10,17,28,74,22,41,0,36,28,65,61,33,14,29,18,21,25,0,21,23,13,87,0,11,20,67,59,0,38,23,21,55,40,56,41,50,0,11,50,44,19,45,0,8,48,25,12,56,22,19,15,12,28,42,7,49,11,75,12,14,43,6,13,10,39,49,23,15,39,18,73,31,7,22
2013-12-01,20,48,42,78,9,23,0,28,9,70,14,43,36,8,17,36,7,16,41,0,0,0,37,74,76,0,24,9,63,0,32,46,38,35,32,0,15,26,71,32,45,35,43,23,4,11,59,19,74,6,53,33,47,60,47,57,37,10,0,17,52,20,28,6,55,33,67,39,36,27,26,17,19,32,0,30,22,9,91,16,5,27,81,76,9,68,22,12,52,39,60,16,46,0,14,58,65,10,36,9,3,19,24,15,56,21,74,10,13,40,81,10,41,70,50,12,29,33,8,32,10,36,62,21,24,42,16,25,28,8,14
2014-01-01,33,41,53,81,8,27,0,46,0,79,38,61,34,7,37,27,6,41,51,0,0,0,55,17,42,0,32,19,45,0,46,71,34,31,28,0,27,38,26,47,60,0,64,23,6,21,67,12,67,5,53,37,50,41,66,76,0,18,26,40,83,24,62,10,46,44,79,56,42,12,38,18,28,53,0,20,18,12,89,14,12,21,77,82,8,47,20,20,63,63,79,20,53,13,15,51,58,22,83,0,3,9,39,12,75,33,20,11,14,64,42,15,64,14,63,19,15,59,4,36,9,50,84,24,36,40,18,21,10,14,19
2014-02-01,34,40,38,76,9,38,16,50,9,78,43,60,30,8,24,25,4,35,45,0,17,0,54,8,35,0,47,9,38,0,37,57,38,19,29,15,10,41,11,47,46,30,64,35,8,17,77,14,71,7,63,38,51,26,51,57,0,34,17,27,53,29,45,0,43,27,75,61,40,18,29,13,16,49,0,15,20,13,79,15,11,30,69,67,18,32,23,26,55,52,67,13,54,15,12,34,55,20,49,0,2,5,20,16,58,36,15,18,13,47,40,12,58,7,51,22,23,49,4,45,10,47,53,23,24,34,22,26,22,10,23
2014-03-01,34,39,33,70,8,42,15,49,8,86,41,56,45,8,28,28,7,41,76,0,16,0,54,7,31,21,55,31,36,0,36,45,35,31,25,5,18,44,13,45,55,14,60,22,15,16,77,10,64,11,58,40,52,24,61,81,0,19,27,27,34,21,43,0,62,28,65,69,48,8,27,12,15,44,0,14,20,8,84,43,7,37,70,71,17,30,26,31,56,57,68,12,62,9,14,34,56,14,66,0,2,7,16,22,69,42,9,26,11,36,43,7,64,7,45,25,15,47,0,25,19,49,49,33,0,42,27,19,31,11,8
2014-04-01,38,35,40,62,8,57,0,48,9,87,35,60,19,12,33,23,1,27,50,0,0,0,53,3,28,0,35,8,37,0,43,57,46,29,23,0,10,50,10,55,55,28,58,28,8,25,81,15,67,8,59,44,50,19,61,70,0,20,0,19,32,28,46,6,44,34,77,63,66,17,25,7,51,44,0,21,35,17,86,15,13,31,65,59,9,27,24,59,58,64,67,12,59,19,15,44,57,19,54,0,2,5,30,32,76,43,9,50,12,16,46,14,64,5,40,33,19,51,0,14,19,58,46,16,15,63,32,27,11,7,8
2014-05-01,19,34,51,63,8,80,0,56,8,85,30,57,30,16,27,10,13,49,58,0,0,0,49,3,23,0,64,8,31,12,34,55,18,22,31,7,28,47,10,59,65,24,67,23,5,24,71,12,64,15,44,49,47,19,74,91,0,23,17,70,19,29,43,11,70,40,53,83,71,17,33,14,60,40,0,42,40,8,76,44,27,20,74,54,9,15,30,32,49,62,69,24,63,9,13,41,47,0,50,0,2,3,23,40,61,43,7,50,20,26,43,14,66,4,35,42,18,50,4,14,10,70,46,33,15,67,36,22,10,11,11
2014-06-01,21,31,81,71,9,56,0,43,10,82,31,62,47,12,31,22,12,52,44,0,0,0,44,3,22,0,73,18,27,13,29,56,41,16,61,15,29,46,12,72,66,32,43,38,4,21,66,12,57,56,58,51,49,43,56,81,40,29,28,43,10,38,34,0,59,36,37,69,72,19,29,16,82,45,0,16,25,29,73,17,51,19,67,44,10,13,26,86,56,69,77,14,65,0,19,44,47,22,44,18,2,4,21,47,60,62,6,44,16,20,41,24,58,4,30,68,26,48,5,18,11,77,48,22,17,62,49,15,24,21,19
2014-07-01,32,34,83,62,0,41,17,55,18,83,36,64,55,0,42,26,26,64,49,0,18,0,45,2,22,24,83,13,28,0,25,60,20,24,65,12,21,58,14,77,69,16,54,35,0,29,77,16,53,85,57,59,50,31,48,78,38,46,18,53,13,16,37,6,75,39,24,69,63,14,24,16,46,49,0,23,32,18,65,16,100,25,69,38,13,11,39,100,43,67,77,7,69,10,39,44,45,10,42,9,2,5,23,43,63,67,7,46,21,25,29,20,59,4,31,56,24,38,7,14,16,71,29,20,0,50,57,21,29,8,22
2014-08-01,27,54,71,52,13,32,17,52,0,77,27,70,72,0,36,35,64,65,40,0,18,0,45,3,25,24,49,13,31,13,28,44,0,16,34,5,28,79,13,61,59,26,52,29,6,11,68,34,66,16,45,53,74,49,52,75,39,47,0,47,7,20,36,6,64,27,40,54,49,14,30,13,60,56,0,31,25,19,77,16,45,35,76,45,10,18,48,60,72,67,75,7,56,10,89,44,46,26,48,18,2,7,14,33,59,50,8,47,28,21,44,15,60,3,43,31,31,37,5,13,32,75,39,12,17,68,43,21,52,8,33
2014-09-01,29,71,35,46,9,31,0,48,9,76,39,64,53,0,26,31,55,41,46,0,0,0,42,2,24,0,34,17,29,0,34,44,29,23,27,13,20,64,8,50,60,20,63,23,8,13,65,67,58,10,42,68,52,81,60,77,38,14,18,35,17,40,40,0,47,30,47,62,46,21,22,20,39,36,0,30,17,15,72,0,41,21,71,47,16,20,47,49,83,49,72,10,55,10,46,44,42,31,66,0,3,22,27,32,53,42,8,28,12,42,46,12,58,4,57,21,30,43,9,9,26,69,42,22,16,56,29,21,57,8,23
2014-10-01,30,60,30,61,16,27,0,45,17,81,31,51,53,12,25,19,18,21,48,30,17,0,52,9,29,22,22,12,37,0,41,45,18,18,32,5,24,49,18,43,52,33,62,19,4,16,58,37,67,6,55,55,43,19,44,76,0,16,22,31,24,15,51,8,29,30,62,65,37,17,33,16,31,38,0,14,23,25,80,15,21,32,71,55,18,37,35,19,69,59,61,37,52,10,22,39,48,16,42,0,31,34,51,13,59,40,11,16,13,35,42,7,57,8,71,16,9,49,6,17,10,51,68,25,15,51,24,28,37,7,11
2014-11-01,19,43,45,79,8,24,16,43,9,79,39,51,60,40,18,13,9,26,44,0,0,0,47,18,35,0,25,17,38,12,41,51,37,33,27,7,15,39,40,34,34,22,77,36,4,19,64,17,59,7,47,34,46,29,60,63,0,27,17,12,62,17,62,6,29,22,59,72,33,0,41,13,9,44,0,29,14,9,86,15,12,20,75,58,0,43,27,14,61,53,61,66,54,13,13,51,48,16,56,8,7,15,52,17,59,31,18,17,12,38,51,7,53,13,66,14,29,54,7,25,10,47,65,16,16,48,22,47,16,15,13
2014-12-01,23,42,39,81,9,25,16,43,9,73,22,39,44,17,26,14,4,19,27,0,0,17,47,81,83,0,16,13,72,0,45,48,19,27,36,5,17,29,91,36,68,23,66,33,4,20,70,21,77,6,61,33,40,61,53,58,0,10,0,20,54,24,37,6,32,30,73,72,36,27,35,14,16,55,0,15,14,13,80,0,14,24,80,100,14,81,21,15,54,47,56,26,47,10,12,69,75,26,46,9,2,12,34,17,65,26,80,12,14,38,100,11,47,78,54,12,30,42,5,29,0,38,69,21,27,57,20,33,11,23,9
2015-01-01,43,40,49,69,23,32,0,61,16,100,52,72,60,12,35,27,5,59,62,28,15,0,63,14,46,0,47,23,49,0,63,75,34,44,31,8,24,53,25,69,77,27,67,78,11,17,89,15,73,9,77,44,54,30,75,84,0,28,16,53,58,31,91,5,33,27,75,72,51,21,38,18,17,84,0,13,24,8,80,21,10,27,73,86,17,53,25,26,61,70,76,38,60,9,14,53,63,18,60,13,2,7,34,22,85,43,21,12,18,38,42,24,78,13,72,20,9,90,6,33,9,50,83,39,21,57,24,52,20,16,13
2015-02-01,37,38,34,87,8,33,0,59,0,99,46,62,45,8,34,27,13,58,80,0,0,16,55,9,36,0,52,8,40,12,52,61,19,8,34,5,23,40,15,67,74,15,69,20,8,21,90,14,67,9,60,47,60,39,74,76,0,41,17,39,66,39,56,11,44,29,72,70,47,15,37,8,16,69,20,30,30,18,70,15,11,24,74,78,18,39,28,33,53,60,65,13,55,26,16,51,59,13,71,8,2,6,36,26,79,47,16,16,17,37,46,11,70,7,52,22,10,70,13,34,15,50,60,34,16,62,22,26,11,8,11
2015-03-01,21,39,32,71,8,36,0,61,0,95,47,58,55,15,28,37,10,55,76,0,0,0,63,8,34,0,47,16,36,11,50,50,35,35,25,9,37,52,11,60,80,21,64,36,6,18,98,12,58,6,48,61,44,36,64,74,0,40,0,49,49,46,59,11,43,35,79,69,53,16,42,18,38,61,0,20,26,8,77,21,18,36,73,95,8,30,33,22,59,67,72,15,65,9,16,46,62,18,64,0,2,6,18,17,75,49,12,22,14,31,44,13,70,8,43,32,24,64,8,18,19,49,56,24,22,75,28,31,10,10,19
2015-04-01,27,39,42,70,24,59,16,72,8,83,53,68,48,8,25,36,11,55,57,0,0,0,59,4,32,0,47,20,40,0,67,65,27,33,23,10,34,48,13,63,55,14,67,22,8,33,94,14,73,9,75,68,50,38,73,69,0,36,34,36,33,41,67,11,39,44,75,76,63,31,44,18,52,41,0,0,19,8,78,15,22,37,74,79,9,31,34,22,49,68,71,28,89,10,21,55,59,10,54,8,2,6,34,34,65,41,10,49,18,31,37,12,75,6,45,33,19,66,4,20,10,64,57,30,23,82,30,19,27,11,25
2015-05-01,44,34,44,58,16,83,0,70,19,87,47,66,52,7,34,28,10,53,48,0,0,15,50,1,27,0,52,8,36,0,52,59,43,7,33,12,30,65,13,69,49,20,65,72,7,29,85,11,70,4,72,60,56,36,76,82,0,22,32,56,19,11,54,16,56,37,54,51,60,12,28,11,55,55,0,14,38,20,73,14,17,41,68,51,13,18,30,30,52,70,74,18,68,9,16,57,50,0,45,0,2,4,38,50,64,57,8,75,23,20,45,13,69,5,40,45,13,64,4,24,23,72,48,17,29,63,36,27,10,10,13
2015-06-01,20,34,84,60,8,65,15,76,42,85,42,63,45,13,37,32,15,54,52,0,0,0,52,4,25,0,64,8,33,12,50,59,0,22,69,12,32,56,12,75,79,21,78,49,4,35,77,13,61,48,70,57,55,67,69,79,0,49,16,61,13,26,45,0,51,40,34,63,70,20,23,13,36,64,0,14,30,11,76,15,66,43,71,46,18,17,32,63,52,67,80,25,75,9,22,69,51,22,33,0,2,4,29,68,64,53,6,64,19,19,24,14,71,4,33,74,19,56,4,14,15,76,42,19,15,83,59,21,16,11,19
2015-07-01,26,34,92,64,16,35,0,71,8,82,31,67,48,18,24,25,18,67,42,0,16,30,52,2,25,0,89,16,31,0,46,48,17,7,100,0,28,64,11,78,67,14,75,27,8,16,87,14,67,100,74,49,51,49,54,65,34,60,32,50,5,38,53,5,89,32,27,65,71,11,29,17,20,62,0,27,28,11,69,14,66,29,71,47,0,12,42,92,51,85,81,18,62,0,24,53,50,9,50,0,2,5,35,46,66,89,7,51,23,29,26,20,70,4,33,64,12,62,4,23,19,73,41,18,0,53,71,20,46,14,29
2015-08-01,26,50,93,44,12,31,15,70,8,82,40,77,56,11,38,47,60,72,60,0,16,0,49,3,31,0,63,16,35,0,44,52,27,11,56,7,31,75,15,84,59,21,76,33,6,20,74,38,74,33,61,58,77,31,55,67,69,38,27,37,13,44,56,5,60,21,40,64,60,14,41,22,26,52,0,14,19,21,77,14,92,31,76,48,9,15,46,92,50,68,88,31,50,9,67,50,52,16,59,8,2,8,29,43,53,60,9,46,23,21,37,16,60,4,37,37,43,57,4,14,19,74,51,10,20,57,58,22,36,10,21
2015-09-01,37,85,52,48,12,28,0,57,8,81,34,76,62,8,27,28,52,45,24,0,0,0,60,5,35,0,65,21,38,0,49,52,53,35,25,9,23,74,16,53,74,18,86,37,8,16,77,51,64,6,65,62,69,55,56,50,34,22,24,34,18,22,52,5,36,31,60,78,50,16,39,12,26,34,37,0,20,21,83,14,51,50,85,38,17,25,43,45,89,57,69,18,57,14,62,60,49,34,58,8,4,21,22,27,63,47,13,34,22,11,31,20,65,5,58,23,21,64,0,37,24,69,54,13,22,52,39,30,36,7,32
2015-10-01,15,84,45,58,19,34,14,59,8,86,43,66,71,15,18,21,22,41,63,0,15,0,62,7,38,0,46,15,46,0,56,53,25,13,26,5,24,66,20,46,77,26,71,70,16,11,75,54,66,10,70,56,56,29,66,70,0,18,26,39,20,14,63,13,49,38,65,74,44,12,30,12,28,59,0,0,23,8,94,14,20,24,75,54,16,38,33,20,93,60,81,29,58,9,22,62,52,24,69,8,42,74,39,26,85,39,15,25,12,20,41,13,64,7,87,20,20,69,5,51,0,59,71,21,14,41,33,28,49,14,18
2015-11-01,15,53,39,85,15,28,0,66,8,77,62,60,46,14,21,27,7,29,42,27,0,15,58,20,40,0,48,15,47,0,83,52,17,23,32,7,15,38,39,43,59,39,75,35,7,8,65,19,60,7,73,40,44,35,53,55,0,21,0,28,75,36,60,10,36,28,63,50,48,29,35,7,20,47,0,20,28,12,80,14,12,32,80,61,12,50,28,20,53,59,67,82,71,9,16,63,54,22,63,8,7,36,29,19,96,25,20,14,14,24,55,13,56,17,74,14,23,67,12,27,27,48,62,30,19,55,29,68,25,14,23
2015-12-01,20,44,44,81,12,22,23,57,8,74,30,50,53,15,22,31,7,38,33,0,0,0,54,70,79,0,29,8,77,0,60,56,18,25,33,5,25,39,96,53,83,23,67,48,4,18,77,20,76,4,67,36,51,37,63,62,0,19,16,32,44,18,45,5,48,51,76,68,48,14,32,19,18,68,0,28,25,8,78,22,6,21,87,88,9,82,33,17,56,54,67,24,52,9,12,64,79,16,72,16,2,15,43,39,69,41,79,8,14,30,95,14,51,81,51,14,18,50,10,49,10,44,73,18,37,66,28,49,10,14,20
2016-01-01,42,40,43,80,8,35,14,100,23,84,50,78,59,7,32,21,8,65,84,0,15,0,82,14,46,0,75,15,50,11,84,81,51,23,33,7,12,54,29,63,83,20,64,32,6,17,95,15,83,5,92,65,69,29,83,63,32,27,31,37,64,41,93,5,44,34,77,58,61,13,48,12,20,81,0,20,21,8,85,14,22,29,81,88,0,54,32,24,60,71,89,43,67,18,14,69,65,13,74,0,2,8,43,19,87,48,25,16,27,35,68,15,89,14,70,18,35,100,7,51,0,58,89,19,14,58,32,48,20,10,11
2016-02-01,24,40,39,74,16,39,30,83,0,85,56,70,69,8,42,24,11,57,58,0,0,15,68,8,33,0,32,11,45,0,65,66,54,18,30,13,13,53,15,56,78,14,70,20,6,16,89,16,80,10,80,51,57,56,59,86,0,32,16,28,40,40,67,5,48,48,89,79,60,31,33,30,39,72,0,28,29,8,73,0,23,25,78,82,9,35,32,20,50,67,81,40,67,14,16,51,61,9,76,8,2,7,33,16,75,55,15,20,12,35,39,18,83,8,57,29,18,88,4,49,0,52,60,12,30,56,37,39,10,12,12
2016-03-01,23,38,37,77,13,44,14,83,8,82,37,69,49,10,38,27,11,56,47,0,0,0,71,8,37,0,42,15,46,0,60,63,17,31,31,8,22,58,12,51,66,22,87,53,4,31,91,17,79,11,58,47,57,44,81,80,0,21,0,48,46,26,53,13,36,33,79,77,53,24,39,9,28,59,0,33,19,8,69,23,15,45,71,80,16,38,33,24,53,70,71,20,67,13,18,62,64,18,55,0,2,4,22,36,76,42,15,23,10,31,58,11,78,8,49,28,18,75,8,36,18,53,58,12,28,72,36,39,10,20,23
2016-04-01,31,36,33,75,0,55,15,95,8,85,65,72,63,8,37,28,12,65,72,0,16,0,75,5,34,0,50,18,44,11,66,64,17,14,36,9,23,66,14,72,61,34,98,36,10,49,100,16,83,11,73,65,68,18,67,88,0,31,16,47,37,32,60,10,38,37,73,85,68,19,30,14,75,52,0,14,23,19,84,14,20,25,80,62,17,29,35,25,49,74,83,27,68,18,19,58,64,21,59,0,3,6,38,48,70,58,17,35,21,36,44,27,89,5,48,44,12,80,8,30,9,68,49,25,15,80,39,20,15,14,10
2016-05-01,23,35,52,66,12,81,15,98,16,84,37,77,59,0,37,34,14,73,67,0,16,0,62,6,30,0,59,8,39,0,56,63,52,7,29,5,27,68,12,78,72,14,98,21,6,29,85,16,78,19,79,60,70,30,66,98,100,22,16,69,14,27,57,18,43,42,52,81,78,21,37,12,75,57,0,20,39,13,78,14,17,32,81,64,25,21,36,31,52,68,100,20,86,0,21,72,52,32,48,0,2,6,20,56,62,59,11,81,30,18,47,16,80,5,43,47,21,75,10,22,0,83,56,13,22,74,58,27,30,12,18
2016-06-01,23,29,58,53,8,67,15,89,16,76,35,64,51,13,24,23,19,57,73,0,0,0,58,4,26,0,67,16,31,0,66,52,0,14,48,9,15,65,11,78,62,21,62,21,4,24,77,15,63,38,72,51,55,24,62,75,34,47,32,55,10,25,42,5,53,34,43,72,72,8,38,14,50,49,0,21,47,16,85,21,40,22,74,57,17,15,39,55,41,72,83,27,72,0,18,63,51,19,50,0,2,4,18,52,59,53,7,72,21,18,32,9,72,4,38,62,24,59,4,21,9,79,51,17,37,69,70,13,41,7,16
2016-07-01,27,33,71,65,8,42,0,86,13,74,50,76,61,8,33,23,17,56,39,0,0,0,55,2,22,0,65,16,34,12,54,59,37,15,74,10,24,78,13,80,66,14,79,28,10,21,82,15,71,87,67,59,68,19,71,86,0,36,17,41,6,28,44,6,54,34,31,65,70,9,47,8,28,69,0,14,26,11,65,30,49,29,76,41,9,13,34,74,49,83,85,19,84,0,21,70,53,16,59,8,2,5,30,46,60,84,10,62,15,24,45,14,66,4,34,67,22,58,6,56,10,78,38,14,31,64,78,26,27,7,8
2016-08-01,21,45,52,54,9,34,16,87,13,80,43,83,54,8,38,24,61,51,50,0,0,0,61,3,24,0,78,11,37,12,54,61,19,23,37,10,13,80,11,70,58,45,96,38,12,15,77,33,72,21,53,64,80,33,64,68,0,58,18,55,6,59,46,12,42,30,39,65,60,9,29,15,22,46,0,15,13,24,65,0,51,24,85,37,9,16,51,71,62,72,84,29,74,20,59,78,49,20,48,9,2,8,18,39,58,58,10,43,15,22,44,17,73,3,43,34,26,64,5,22,26,76,39,20,0,69,71,13,84,13,40
2016-09-01,25,76,50,45,25,35,16,72,9,72,45,74,70,8,47,46,58,36,49,0,0,0,68,4,24,0,73,8,43,0,56,55,18,22,24,10,13,81,14,60,80,36,78,22,8,25,78,57,76,13,52,73,63,58,54,79,36,27,17,38,10,27,53,0,47,36,60,55,53,13,37,18,15,50,0,29,17,20,69,0,45,38,84,53,9,25,58,49,90,63,80,22,66,0,53,57,52,39,51,0,5,17,19,40,74,56,13,33,20,24,44,19,73,5,59,27,19,67,9,36,13,76,57,15,23,49,44,29,43,7,11
2016-10-01,24,81,27,59,16,30,0,68,0,80,42,68,59,8,38,40,17,38,57,0,0,0,72,10,32,43,46,28,49,0,72,52,35,35,25,13,15,78,19,52,65,42,84,28,6,20,62,28,74,11,49,58,53,43,64,93,34,22,16,30,21,18,53,5,41,36,83,74,56,14,44,23,23,47,0,14,32,8,96,0,23,30,83,51,9,40,36,23,74,69,81,36,78,0,28,63,55,22,62,0,63,49,37,32,83,42,14,16,16,32,55,20,70,10,84,20,30,75,15,22,0,59,94,14,20,63,29,34,41,12,16
2016-11-01,18,55,41,91,21,32,0,57,0,72,37,71,42,7,35,33,14,33,54,0,0,0,66,14,41,0,42,20,49,0,57,49,51,41,31,9,27,50,36,42,84,13,72,30,4,12,55,18,68,6,64,46,67,78,86,76,0,37,31,22,49,26,58,0,30,35,74,68,39,16,36,14,14,51,0,13,26,16,95,0,10,32,73,66,8,47,37,24,68,66,69,100,59,9,18,67,54,14,55,8,8,32,28,23,69,31,19,13,9,36,56,13,63,13,77,11,18,72,13,28,19,49,74,13,14,35,27,100,20,32,15
2016-12-01,13,43,42,87,16,23,0,51,17,74,33,57,60,19,45,32,7,26,38,29,0,0,62,80,82,0,37,13,83,0,60,49,18,29,33,5,19,45,77,42,65,19,69,37,8,16,73,19,85,3,65,42,64,28,65,78,0,19,22,28,61,18,49,5,29,25,77,78,46,8,36,11,27,65,0,28,20,0,66,0,9,21,98,78,9,83,41,22,56,54,61,52,63,9,18,86,83,13,71,8,3,15,56,19,64,32,71,15,15,37,93,14,56,89,53,15,37,52,6,36,0,45,71,13,45,66,24,40,21,0,8
