date,Apple,Apricot,Artichoke,Asparagus,Atemoya,Avocado,Bamboo Shoots,Banana,Bean Sprouts,Beans,Beets,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Boniato,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Honeydew Melon,Jerusalem Artichoke,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Malanga,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pummelo,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Watercress,Watermelon,Yams,Yellow Squash,Cassava
2013-12-01,43,6,8,7,0,56,0,49,0,12,5,7,0,0,6,8,0,46,30,0,17,42,15,9,27,0,26,3,0,0,18,22,13,0,14,8,0,13,13,10,18,0,10,10,18,0,25,43,0,11,0,32,0,24,22,0,8,9,26,26,16,0,35,0,0,0,4,0,0,0,20,2,0,71,22,8,5,13,7,0,7,0,6,12,20,0,0,9,15,8,52,0,28,11,0,6,0,18,0,0,10,13,8,6,0,11,15,5,13,16,13,5,11,8,0,0
2014-01-01,40,0,6,6,27,48,0,52,0,14,6,0,7,0,5,0,0,59,0,20,15,27,7,24,5,18,14,0,0,0,8,6,10,20,10,0,0,7,8,10,9,0,14,11,8,37,0,42,22,0,0,57,0,21,35,27,10,8,23,12,8,5,25,0,7,0,7,0,0,0,9,3,30,0,13,0,5,18,14,27,4,0,11,11,21,0,7,0,9,0,61,53,21,0,0,0,7,32,18,0,7,23,14,0,0,7,13,5,0,14,14,0,13,7,0,18
2014-02-01,32,6,11,6,0,38,0,58,25,20,5,0,0,0,6,0,0,54,0,18,0,19,6,18,5,20,11,3,0,0,9,9,11,0,8,0,0,6,16,9,15,0,25,10,0,0,12,24,24,11,0,31,0,0,42,0,15,6,0,10,0,6,12,0,11,0,4,67,0,8,8,6,0,30,9,8,5,9,9,0,7,0,6,6,23,0,0,8,8,8,47,0,18,11,20,0,0,17,0,0,15,23,16,14,0,16,15,8,0,10,14,0,12,0,0,0
2014-03-01,39,5,13,8,28,65,0,59,0,20,9,7,0,0,5,0,0,37,26,25,0,18,14,14,10,18,12,2,0,47,8,20,18,0,23,13,0,7,6,14,7,0,27,5,8,0,16,30,0,10,0,29,0,0,49,0,7,8,0,9,7,0,8,0,0,0,8,0,0,0,5,5,0,42,10,7,12,13,15,0,8,0,11,8,18,0,14,8,11,0,30,0,30,19,0,0,0,16,0,0,9,16,17,17,0,7,27,5,12,13,13,5,14,0,0,0
2014-04-01,39,6,14,21,0,69,0,77,0,17,5,0,0,0,0,8,0,22,0,13,16,13,9,13,10,0,17,2,0,100,12,11,16,22,15,7,33,4,25,13,15,0,20,20,18,0,12,51,24,10,0,38,0,23,44,30,14,6,0,34,9,18,9,0,7,0,4,0,6,10,8,3,0,45,13,18,5,15,13,0,9,0,9,12,13,0,8,0,9,8,30,38,0,10,0,0,0,17,0,25,15,15,20,13,0,8,21,8,12,16,10,5,24,15,0,19
2014-05-01,42,9,13,8,0,57,0,77,0,12,5,0,7,19,5,22,0,17,0,9,32,18,5,13,10,19,10,8,0,0,12,8,19,0,15,7,25,8,12,9,8,0,13,10,9,0,17,21,23,0,0,30,14,23,29,29,11,11,0,29,8,13,6,0,0,0,4,0,6,0,9,7,0,33,18,7,0,9,6,29,8,0,6,6,18,0,0,0,11,0,17,0,9,20,0,6,0,17,0,0,10,12,10,19,0,5,0,0,12,23,8,0,27,0,0,19
2014-06-01,27,7,7,16,0,49,0,59,56,15,16,8,8,0,6,8,0,9,0,15,37,14,12,10,6,0,10,8,0,0,6,20,6,24,19,8,0,5,18,9,23,0,22,11,19,0,0,24,0,0,48,52,0,0,17,0,11,19,0,22,9,7,10,0,0,0,7,0,7,0,4,3,0,0,14,8,0,12,11,0,10,0,10,7,15,0,9,0,10,0,11,0,10,0,0,7,0,38,0,0,8,17,6,6,0,9,16,6,14,29,9,7,39,0,0,0
2014-07-01,31,6,4,0,0,54,0,57,0,16,5,0,8,32,6,8,0,8,0,14,35,15,9,19,22,0,7,3,0,0,13,11,19,23,26,0,0,3,11,9,6,0,16,11,56,0,13,26,0,0,0,67,0,0,18,0,8,19,0,21,8,6,13,99,15,0,7,0,13,8,21,3,0,36,19,14,6,10,21,0,6,0,23,26,17,0,8,9,9,0,15,0,10,11,21,6,0,0,0,27,11,16,19,6,0,0,15,0,0,27,6,7,53,0,0,0
2014-08-01,41,14,3,10,0,49,0,51,30,12,6,0,9,24,10,0,0,7,0,33,27,11,10,16,6,0,8,5,0,0,11,16,18,0,30,9,21,6,16,13,9,0,32,10,32,50,29,32,0,0,0,25,0,28,16,36,13,25,0,32,0,0,15,0,13,0,5,82,7,9,19,3,0,0,13,9,6,9,27,0,9,0,11,11,18,11,0,0,8,9,18,0,0,13,0,7,10,0,0,0,9,23,22,7,0,13,0,0,15,29,6,0,38,0,39,24
2014-09-01,46,6,3,6,0,53,0,54,25,25,5,11,7,0,11,10,0,19,43,18,17,19,0,18,5,0,13,3,0,0,12,13,7,22,27,7,0,9,13,9,21,0,15,10,27,0,12,25,0,0,45,79,14,24,5,30,7,30,0,20,11,0,12,95,0,0,4,0,6,0,4,7,0,34,15,10,0,17,16,0,13,5,10,9,18,0,8,0,15,15,25,0,14,32,0,6,8,23,0,0,20,50,36,11,5,10,29,5,0,14,16,8,22,7,32,0
2014-10-01,48,17,11,6,59,54,100,58,0,17,15,7,0,0,8,8,0,56,0,26,16,11,5,20,5,19,25,2,0,0,17,22,19,0,38,14,17,59,19,7,14,0,10,12,13,41,23,30,0,21,0,36,0,46,10,0,7,9,0,23,5,0,18,0,7,0,14,66,6,8,6,2,0,22,10,0,10,16,15,0,8,0,8,14,24,9,8,0,37,7,37,0,18,0,20,6,8,26,0,0,12,26,23,16,5,10,28,0,0,15,19,0,10,0,31,19
2014-11-01,54,9,16,10,0,42,0,56,25,21,10,0,0,0,6,8,0,68,43,27,17,14,9,9,11,20,32,4,0,0,18,24,8,0,23,0,0,56,9,11,10,0,20,10,13,0,0,47,0,11,0,32,0,0,9,0,0,12,25,20,7,18,28,0,0,0,6,0,0,0,12,3,0,46,9,0,10,6,6,30,6,0,0,21,32,0,12,8,27,0,60,0,46,0,20,6,0,18,0,0,18,23,21,0,5,21,0,5,12,22,14,5,14,7,0,0
2014-12-01,38,18,9,10,0,66,0,52,26,8,5,0,0,0,6,12,0,63,29,18,51,49,11,14,0,20,20,3,0,0,12,21,6,0,18,7,0,17,22,7,18,30,15,12,0,0,12,30,0,0,0,24,14,24,41,31,8,18,0,21,5,6,44,0,0,0,13,0,0,8,20,2,35,23,20,0,5,10,13,31,6,0,6,9,18,0,8,9,16,0,80,40,33,0,20,0,0,35,0,0,21,21,5,6,0,16,15,13,13,12,11,5,5,8,33,0
2015-01-01,42,11,9,6,0,69,0,62,0,22,9,10,7,19,5,14,0,75,27,12,0,35,15,8,5,18,20,2,0,47,11,16,19,20,14,7,0,6,12,7,14,0,28,14,12,0,11,35,0,0,41,58,0,0,30,0,7,11,23,14,7,6,17,0,7,0,0,63,6,14,11,3,31,53,12,7,5,19,21,0,9,5,6,8,27,0,0,16,14,0,51,36,25,10,28,6,0,16,0,24,19,26,17,8,0,15,27,14,12,15,8,5,11,0,0,18
2015-02-01,48,23,7,6,30,78,0,70,25,12,5,14,0,0,0,8,0,68,28,18,16,20,8,17,8,0,10,4,0,50,12,13,14,21,21,7,17,7,28,11,10,0,20,15,9,0,24,23,0,10,0,57,0,23,30,0,0,6,0,23,10,6,12,0,7,9,8,0,0,0,8,3,0,22,15,0,5,16,16,0,11,0,6,15,29,0,8,8,9,22,65,0,27,10,0,6,8,17,0,0,15,18,21,5,0,15,14,10,0,16,5,0,16,0,0,0
2015-03-01,37,5,17,6,27,68,0,67,23,20,9,7,7,18,8,14,0,60,0,17,0,26,12,14,5,0,21,2,0,0,11,17,8,20,11,7,16,9,9,6,14,0,21,26,8,0,22,34,0,10,0,22,0,36,38,0,7,17,0,23,12,5,17,0,0,0,4,0,0,7,9,3,0,35,12,7,5,12,10,0,11,0,11,9,17,0,0,8,8,7,64,0,29,19,18,0,0,0,0,23,11,33,14,13,0,14,13,5,12,21,6,7,16,7,0,18
2015-04-01,36,6,13,16,29,84,0,65,25,20,8,7,7,20,0,0,0,26,0,35,49,22,9,30,8,0,14,4,0,49,14,16,11,0,26,0,0,8,15,8,10,0,24,10,17,40,17,30,0,10,43,23,0,23,44,0,12,12,24,19,9,6,0,0,7,0,6,0,6,7,15,6,0,29,20,7,13,22,9,0,11,0,12,8,34,9,0,0,11,0,34,38,22,21,39,0,8,17,0,24,17,7,8,7,0,10,14,5,0,27,9,7,21,0,0,0
2015-05-01,31,11,9,29,0,72,0,70,23,20,5,7,0,0,5,12,0,17,0,13,23,24,8,14,12,0,24,12,0,0,6,11,17,20,18,14,0,4,18,6,14,0,25,17,12,38,0,57,0,10,0,34,0,33,26,0,7,17,0,18,10,19,11,0,7,0,4,0,6,0,9,4,0,52,19,14,10,27,14,0,11,0,0,6,18,0,22,8,10,0,22,0,21,10,19,6,0,16,0,46,23,14,17,25,0,10,14,5,23,23,10,0,25,7,29,0
2015-06-01,42,23,12,6,0,63,0,73,24,21,8,7,7,19,5,0,0,9,27,13,37,23,5,13,8,0,12,13,0,0,23,15,18,0,17,7,16,16,14,12,12,0,19,8,13,40,23,55,46,0,0,55,0,0,14,0,7,17,24,19,8,6,12,0,9,0,8,0,18,7,11,2,0,0,28,11,10,5,21,0,14,0,12,11,25,0,7,0,12,0,9,37,9,15,0,9,7,17,19,0,5,10,20,14,5,5,0,5,0,21,7,5,49,0,31,19
2015-07-01,34,17,4,6,0,63,0,60,0,25,14,7,7,0,9,15,0,7,28,13,37,21,11,8,10,0,15,6,0,49,17,15,29,0,35,14,16,5,6,10,12,0,16,16,25,0,23,32,34,0,0,40,0,45,13,28,9,14,24,22,5,0,12,0,7,0,12,0,9,7,4,2,0,22,23,15,5,30,19,0,10,0,12,6,22,0,8,0,10,0,12,0,9,10,39,0,0,17,0,24,12,18,25,8,0,5,21,0,12,23,7,7,65,7,0,0
2015-08-01,28,12,8,6,0,56,0,58,0,22,5,7,0,21,17,16,0,8,0,0,45,18,6,13,8,20,13,3,0,0,12,8,15,22,35,0,0,5,22,12,18,0,10,24,23,0,0,29,37,11,0,43,0,24,16,31,7,15,0,27,11,6,19,0,0,0,8,0,6,8,10,2,0,0,35,8,5,8,11,0,6,0,12,6,24,9,16,0,12,0,12,0,28,22,0,6,0,18,0,0,31,12,21,8,0,16,0,0,13,22,5,5,55,0,0,0
2015-09-01,38,11,3,11,26,49,0,62,22,21,7,6,0,0,5,7,0,22,0,8,15,17,10,16,0,17,19,2,0,0,13,12,13,19,29,0,15,7,20,8,15,0,31,12,12,0,42,40,21,0,39,70,12,52,7,27,6,19,0,18,5,5,5,0,0,8,13,0,0,14,10,3,30,40,16,11,18,15,11,0,11,0,11,9,28,12,7,0,19,0,21,0,36,19,18,5,14,15,0,0,11,22,18,10,0,21,0,0,0,28,9,0,22,0,0,34
2015-10-01,66,10,10,7,0,57,0,64,43,20,6,0,6,34,9,9,0,64,24,11,14,22,9,12,18,0,29,2,0,43,13,6,5,0,31,12,15,63,14,5,16,0,17,20,15,0,25,45,0,27,0,44,0,0,9,0,10,10,21,17,7,0,10,0,6,0,11,0,0,7,10,3,0,39,16,7,4,19,9,26,11,0,16,14,25,12,10,0,51,6,42,0,31,9,0,0,0,15,0,21,9,16,29,7,0,4,12,4,21,14,9,4,11,0,0,16
2015-11-01,52,13,11,6,0,60,0,59,0,26,11,0,13,0,10,7,65,79,25,24,15,24,5,16,12,0,24,15,0,0,18,9,10,19,17,13,15,100,15,15,24,0,13,7,31,0,10,45,21,19,0,83,12,31,19,53,10,5,0,21,7,5,11,0,6,0,15,0,0,0,5,5,0,27,11,0,0,25,20,0,10,0,16,16,33,8,7,7,26,17,70,0,12,0,0,0,0,0,0,0,15,18,53,5,5,25,13,5,0,15,12,4,30,20,28,0
2015-12-01,45,8,14,9,0,89,0,53,23,14,14,7,0,18,0,14,0,67,26,37,15,55,13,24,5,0,27,7,0,0,22,6,7,20,19,7,0,20,28,6,21,0,12,11,8,0,0,50,0,0,40,38,13,43,51,28,7,22,23,18,11,5,48,0,7,0,4,0,0,7,9,6,0,35,26,7,0,10,18,55,12,0,6,11,18,0,0,0,15,14,84,36,25,15,18,0,7,16,0,0,18,30,26,5,5,14,40,5,0,19,11,0,16,0,0,0
2016-01-01,29,6,8,12,0,86,0,61,48,24,6,7,0,19,10,11,0,78,54,8,16,26,10,17,15,18,8,2,0,0,6,11,17,20,14,7,0,9,18,5,18,0,22,6,17,0,11,28,22,0,41,64,0,44,52,0,10,6,0,9,7,0,29,0,7,0,6,0,0,0,22,6,0,35,18,0,0,17,10,0,8,0,9,11,38,0,7,8,10,7,75,0,26,10,28,6,0,24,0,24,19,29,15,5,0,22,21,10,0,27,12,5,18,7,0,18
2016-02-01,41,0,15,6,0,78,0,58,24,20,10,7,0,19,8,7,0,63,0,13,32,20,13,17,5,0,6,4,0,0,17,10,10,21,26,7,16,10,22,12,11,0,16,12,8,0,11,32,0,0,42,85,0,90,66,0,9,17,0,9,7,6,26,0,0,0,10,65,0,11,15,3,0,32,27,7,7,19,8,0,8,0,12,11,27,9,7,8,16,7,94,0,26,10,19,0,0,22,19,0,21,24,20,13,5,12,14,10,12,22,13,10,18,0,0,0
2016-03-01,48,8,19,12,0,80,0,66,23,20,7,0,0,0,5,7,0,45,27,13,16,19,8,8,10,0,16,3,0,0,14,7,10,0,27,7,16,9,20,9,12,0,15,9,17,39,33,32,23,20,0,54,0,33,38,28,14,11,0,9,10,11,14,0,7,0,8,0,0,14,9,6,0,63,18,7,10,17,12,28,11,0,6,9,32,0,0,8,12,0,65,0,34,0,19,0,0,49,0,0,12,35,15,0,0,12,14,5,0,17,15,5,8,0,45,18
2016-04-01,35,9,12,19,0,85,0,67,24,23,7,0,0,0,0,8,72,26,0,13,33,16,14,17,15,0,13,0,0,0,12,4,8,0,32,7,0,11,19,14,13,0,26,15,9,0,23,25,0,0,43,77,0,46,31,30,7,29,0,10,5,12,9,91,0,0,4,0,0,8,0,6,0,44,10,0,5,20,13,0,15,0,12,12,27,0,15,8,12,7,42,38,18,10,0,0,0,0,38,0,17,25,13,11,5,8,0,5,12,20,17,10,27,7,31,19
2016-05-01,21,0,12,24,0,81,0,68,0,21,7,0,0,19,5,7,0,21,27,25,32,18,8,11,10,0,16,12,0,0,14,8,12,31,33,7,0,13,20,14,11,0,22,11,8,0,0,28,0,0,41,30,13,22,25,28,28,28,0,9,5,13,14,0,14,9,8,0,0,7,9,5,0,43,12,14,12,30,12,0,12,0,10,9,25,9,7,8,6,0,33,37,9,0,19,11,7,0,0,24,28,19,15,21,0,5,14,20,12,24,13,5,29,0,30,18
2016-06-01,34,23,8,16,0,77,0,53,33,15,5,0,7,39,5,8,0,11,0,9,27,17,5,9,5,19,8,11,0,0,23,4,14,21,23,11,0,9,19,11,12,0,19,18,22,0,23,42,23,10,0,41,0,23,18,0,14,18,0,0,5,14,12,0,7,0,4,0,6,0,8,3,0,33,26,22,33,14,15,0,8,0,6,6,24,9,8,8,15,7,20,38,9,15,0,9,0,17,0,0,12,22,23,13,0,10,14,10,0,22,13,5,53,7,0,0
2016-07-01,35,19,8,7,31,71,0,53,0,17,5,8,0,0,12,8,0,7,30,9,35,15,10,9,6,21,23,13,0,0,25,14,13,0,32,8,0,3,23,5,16,0,10,18,28,0,12,37,25,0,0,49,15,37,19,95,0,25,0,28,6,0,19,0,8,0,11,0,0,8,8,2,0,48,37,13,22,16,23,32,9,0,17,8,17,0,16,9,13,0,19,41,34,0,0,0,8,18,0,0,8,8,14,0,6,8,0,11,13,20,11,0,54,0,33,0
2016-08-01,33,13,4,11,0,72,0,51,29,22,9,0,0,0,9,9,0,8,32,15,47,41,13,15,6,0,19,14,0,0,13,5,15,25,44,8,0,5,17,18,12,0,11,13,15,0,0,36,0,0,100,24,0,53,16,0,8,10,0,34,9,0,7,0,0,0,9,0,0,35,4,3,0,26,23,9,12,15,15,0,12,0,9,7,19,10,9,0,14,0,22,0,0,0,0,7,0,0,22,0,14,17,9,6,0,12,17,12,0,27,15,6,53,0,0,22
2016-09-01,65,12,13,6,0,63,0,55,25,28,7,7,0,0,11,8,0,24,57,27,17,13,19,22,13,39,21,4,0,0,15,13,22,43,38,7,17,14,11,16,27,0,25,10,13,0,59,55,24,21,0,42,0,23,8,0,11,21,62,10,15,6,27,0,7,9,16,0,0,11,22,5,33,45,19,15,10,28,24,0,38,5,20,8,32,18,8,8,22,11,33,38,23,10,0,6,8,17,29,25,40,25,39,15,0,36,0,9,12,31,7,5,28,30,0,0
2016-10-01,100,6,20,10,0,71,0,59,25,25,17,11,0,0,11,0,0,67,56,35,16,15,9,34,10,19,33,6,0,0,23,10,12,0,32,7,0,70,17,10,15,0,34,16,34,0,0,53,23,0,0,91,0,0,11,29,7,23,24,10,10,8,23,91,0,0,6,0,0,0,10,7,32,33,13,15,8,18,19,0,100,0,12,17,34,9,8,8,68,15,35,37,22,0,58,0,0,34,19,24,51,44,53,8,0,30,14,8,0,26,19,5,21,0,62,0
2016-11-01,84,9,8,12,0,65,0,56,25,30,11,10,0,0,5,15,0,92,41,44,16,21,18,31,13,38,33,2,0,0,17,17,18,0,17,0,0,77,21,10,27,0,16,11,35,0,17,50,23,0,0,46,14,23,6,29,11,12,0,10,5,6,6,0,7,0,18,66,6,7,13,2,0,44,17,12,5,13,16,0,25,0,14,12,42,0,10,0,47,7,73,75,44,10,20,9,0,0,0,24,22,37,68,13,0,48,14,7,0,31,12,0,10,7,77,19
2016-12-01,65,24,14,19,0,80,0,49,25,34,20,7,0,0,6,13,0,68,28,22,17,68,11,15,5,0,27,7,0,0,12,5,11,21,19,7,17,18,24,8,22,0,23,23,26,0,24,36,0,11,0,42,0,23,42,30,15,18,0,15,5,0,51,92,0,0,8,0,6,11,29,4,0,60,26,15,10,28,26,90,22,0,6,24,40,0,8,0,26,8,100,39,14,0,20,9,0,17,0,25,35,26,21,11,5,18,0,10,12,21,16,0,10,0,32,19
2017-01-01,47,5,9,6,0,86,0,57,0,20,9,6,0,0,7,7,0,65,51,20,0,24,10,24,0,17,17,2,0,0,16,14,5,19,21,6,15,7,13,7,15,0,31,12,20,0,26,31,0,9,0,37,0,21,40,54,7,11,0,9,16,11,22,0,7,0,7,0,0,0,5,3,0,41,15,7,5,10,12,27,14,0,16,11,16,0,7,0,14,7,89,0,24,0,18,0,0,16,17,0,13,23,23,10,0,9,13,12,11,12,11,9,17,13,0,17
2017-02-01,45,0,17,12,0,88,0,63,24,26,14,7,14,19,5,15,0,79,27,21,16,20,21,14,8,0,6,2,0,0,9,12,14,41,26,10,16,5,12,14,13,0,22,13,0,0,11,29,23,15,0,65,0,37,35,0,14,20,0,19,15,0,23,0,7,0,8,0,12,7,15,6,0,43,22,7,12,18,14,0,8,0,6,14,21,9,7,16,19,14,91,0,9,0,0,0,0,33,19,24,29,27,20,14,0,20,14,10,12,15,10,6,12,7,0,18
2017-03-01,39,16,10,17,26,97,0,63,0,21,13,0,6,18,8,20,0,59,0,36,15,21,7,19,14,0,13,9,0,0,10,7,11,19,25,8,20,6,9,10,5,0,29,19,8,0,36,33,0,9,39,73,0,31,52,26,6,26,0,12,11,5,19,0,6,0,4,60,0,7,5,3,0,100,27,7,11,13,8,0,10,0,19,5,29,0,14,15,20,7,45,51,8,9,18,0,10,0,0,0,15,20,9,19,0,16,0,9,11,19,14,0,17,0,0,0
2017-04-01,37,11,16,16,28,85,0,66,0,34,5,7,7,0,0,0,0,26,27,9,32,40,21,8,5,0,8,7,0,0,17,9,16,31,33,7,0,9,12,10,13,0,14,6,8,0,28,43,23,10,0,25,0,22,55,57,10,9,24,19,13,9,12,0,7,0,6,0,0,0,4,7,0,65,94,7,10,21,14,28,11,0,10,6,26,0,7,0,13,0,21,37,9,0,19,6,7,17,0,24,29,26,20,26,0,10,14,10,12,16,13,8,16,0,0,19
2017-05-01,45,11,12,25,0,95,0,62,23,21,5,7,13,18,7,0,0,19,26,12,40,13,10,16,10,0,12,8,29,0,22,11,12,20,28,7,15,12,8,9,12,0,18,12,8,37,16,49,22,0,0,33,0,21,29,0,7,16,34,12,8,27,30,0,7,0,19,0,0,7,16,4,0,21,100,9,7,18,12,0,16,0,17,8,24,0,9,7,13,14,33,0,0,19,18,5,0,31,0,0,16,16,14,10,14,9,13,0,11,25,14,0,25,7,29,0
2017-06-01,31,46,6,24,0,84,0,58,24,30,12,0,0,0,8,7,0,8,0,17,38,19,16,20,18,0,16,13,0,0,12,10,28,21,35,21,16,8,21,14,20,0,29,8,26,0,23,37,35,0,0,35,0,57,21,29,14,14,0,19,5,17,32,0,0,0,6,0,0,15,9,4,0,37,83,15,5,23,21,0,21,0,15,6,18,0,15,0,12,7,28,38,13,0,0,6,0,0,0,24,15,17,20,13,5,10,0,5,12,28,12,5,61,0,0,0
2017-07-01,29,9,7,8,0,77,0,55,0,29,15,7,0,39,11,11,0,8,0,30,38,11,13,8,15,0,10,4,0,0,6,15,19,21,58,0,25,9,21,7,10,0,22,18,26,0,35,41,31,0,43,35,0,61,15,58,18,23,0,16,7,12,24,0,0,0,8,0,0,7,10,4,0,22,64,11,20,12,19,29,11,0,12,6,23,0,7,8,13,0,19,75,22,0,19,12,8,17,0,36,7,12,20,14,0,8,14,10,0,27,15,0,82,11,0,0
2017-08-01,32,23,8,0,29,84,0,55,24,18,5,7,0,19,5,7,0,11,27,22,32,21,5,0,8,0,6,5,0,0,9,12,16,31,52,7,16,6,23,10,8,0,38,15,17,0,23,46,23,10,42,45,0,79,10,29,7,14,0,10,10,0,23,0,0,0,8,0,0,0,6,4,0,22,47,10,5,9,12,0,14,0,10,8,19,0,11,8,14,0,22,37,31,10,19,12,0,17,19,0,19,34,22,12,0,10,19,5,0,30,5,5,67,0,31,0
2017-09-01,50,10,5,6,0,71,0,57,0,25,4,6,0,18,5,14,0,30,0,24,15,15,11,18,9,0,17,4,28,44,13,8,12,19,44,9,0,8,13,11,18,0,15,15,16,0,21,49,21,9,39,32,0,21,8,0,19,26,0,9,5,8,19,83,6,0,11,0,0,10,10,5,0,40,32,7,5,24,21,26,11,9,13,18,28,8,9,7,23,7,23,34,16,0,18,5,0,0,0,22,18,16,30,5,0,18,0,5,0,22,23,4,23,0,0,0
2017-10-01,66,13,6,7,26,73,0,57,22,27,15,6,6,0,14,17,0,74,25,46,29,12,17,19,7,0,24,4,0,0,10,6,14,19,30,6,15,72,19,7,18,26,21,19,19,0,15,40,0,0,0,63,0,30,7,26,6,21,0,9,11,9,29,0,0,0,12,0,0,0,14,3,0,20,25,13,4,14,22,26,9,0,11,13,32,8,7,11,57,6,52,0,59,27,17,5,0,15,0,22,26,35,49,5,0,25,0,4,0,13,15,6,16,0,0,0
2017-11-01,58,8,10,5,0,75,0,57,22,24,4,8,13,0,5,13,0,100,25,31,29,20,11,23,14,26,22,4,0,0,21,10,7,19,22,6,15,72,24,7,16,0,21,16,15,36,20,36,0,0,38,72,12,30,28,26,13,13,0,9,21,5,13,81,0,0,11,59,0,7,12,8,0,20,25,7,9,14,6,0,12,0,16,9,34,0,7,0,30,10,76,34,28,18,26,5,0,0,0,22,19,31,38,10,0,16,13,7,0,16,11,4,11,16,0,0
2017-12-01,36,8,13,12,0,79,0,50,0,30,6,7,7,0,0,7,0,78,52,29,0,69,12,30,10,18,25,2,0,0,16,18,8,27,12,10,0,15,18,6,13,0,18,12,16,38,11,33,0,15,0,53,0,32,57,27,7,11,0,15,10,22,33,0,7,0,8,0,0,0,11,3,31,76,36,7,9,19,16,55,8,0,8,15,29,0,7,0,24,0,82,36,17,0,46,6,0,21,0,23,18,44,29,10,0,7,27,0,11,14,21,0,16,7,29,0
2018-01-01,39,7,13,5,0,86,0,61,42,27,8,0,6,17,5,6,0,93,35,26,14,22,8,27,7,16,14,3,26,0,15,100,9,36,12,6,0,8,23,5,9,0,19,15,7,0,39,46,0,0,37,61,12,39,44,25,9,25,0,8,4,0,20,0,6,0,10,0,5,6,10,3,28,63,29,0,4,14,5,25,12,0,8,12,30,0,7,0,17,0,87,32,34,9,33,0,13,15,0,0,23,40,34,11,0,13,18,4,10,17,9,7,18,0,0,32
2018-02-01,47,16,23,11,0,88,0,56,0,25,12,13,0,18,7,14,0,82,25,28,15,15,10,21,12,0,11,3,0,44,8,11,12,0,20,25,15,12,21,8,15,0,12,16,8,0,11,47,0,9,0,65,0,62,29,0,6,11,0,9,8,5,5,0,0,0,5,0,0,10,7,5,0,30,28,13,9,15,6,0,11,0,7,10,21,0,7,0,12,0,88,34,8,9,18,5,0,31,0,0,18,34,18,7,0,16,38,7,0,20,16,9,12,0,0,0
2018-03-01,43,5,18,8,0,83,0,60,20,19,8,6,0,16,4,6,0,57,0,18,18,22,6,14,11,16,14,4,0,40,19,12,7,17,34,8,0,6,12,9,10,0,21,20,11,0,19,89,0,8,36,55,0,57,46,24,6,12,0,0,8,5,15,75,14,0,5,0,0,6,10,5,0,24,23,6,8,19,12,24,21,4,7,0,22,0,0,0,6,0,68,32,18,0,0,5,6,0,0,0,20,26,21,6,0,17,23,6,0,26,18,8,20,0,0,15
2018-04-01,27,8,20,26,0,100,0,61,22,22,7,6,0,0,10,10,63,32,49,16,15,23,10,19,7,34,7,2,28,0,5,12,27,0,44,8,15,8,21,6,7,0,22,19,15,0,16,41,21,9,0,41,0,41,39,0,32,18,0,15,21,9,8,0,6,0,5,0,0,7,5,6,0,20,34,10,9,26,11,0,17,0,11,9,29,0,7,0,16,0,41,34,20,0,17,0,0,31,0,22,13,27,14,16,5,7,0,5,11,30,17,9,19,7,0,0
2018-05-01,37,22,10,29,24,92,0,64,20,22,8,6,0,0,4,12,0,18,0,15,14,20,9,21,9,16,17,6,0,0,19,14,13,26,36,6,0,12,26,12,8,24,13,19,18,0,19,36,19,0,36,57,0,44,32,73,8,24,20,8,6,18,15,0,0,0,3,83,0,6,14,8,0,24,28,9,4,18,10,0,11,4,13,15,26,0,13,7,14,6,18,31,19,17,0,0,6,0,16,0,12,31,19,12,0,6,0,4,0,42,9,4,34,6,26,16
2018-06-01,47,22,9,7,0,78,0,60,21,22,4,6,0,17,9,13,0,12,0,8,33,25,19,17,11,16,16,11,0,0,10,7,29,0,41,12,0,11,22,13,7,0,20,6,34,0,20,41,0,9,0,44,0,20,13,38,12,8,0,8,7,15,10,0,0,0,12,57,5,7,7,6,0,19,33,13,7,20,18,0,14,0,5,8,21,0,7,7,13,0,17,0,27,31,17,5,7,0,0,32,10,19,28,11,0,17,0,38,0,33,9,4,40,12,27,0
