date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Beans,Beets,Blackberries,Blueberries,Bok Choy,Broccoli,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Limes,Longan,Lychee,Malanga,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Pineapple,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Shallots,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Watercress,Watermelon,Yams,Yellow Squash,Cassava
2016-05-01,31,12,8,7,8,11,4,0,0,4,0,6,29,0,11,0,45,14,17,31,7,0,0,7,16,0,0,10,68,29,0,9,0,5,13,0,8,0,67,22,0,9,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,24,0,0,0,0,11,0,28,4,26,15,0,0,9,18,0,9,7,23,0,0,13,0,18,0,40,6,0,0,43,17,0,27,0,0,0
2016-06-01,13,12,9,0,4,11,5,0,0,4,24,13,16,0,12,18,48,15,37,0,8,0,0,8,13,14,0,11,20,0,9,15,0,5,14,0,0,0,59,0,67,7,0,0,4,0,13,8,0,0,93,7,27,4,23,9,8,35,0,8,7,0,12,13,15,0,0,6,0,0,6,12,7,9,0,0,0,0,14,0,28,14,22,7,0,26,9,37,0,13,0,0,0
2016-07-01,17,13,0,8,4,13,12,6,16,4,25,0,0,0,25,0,0,0,28,22,12,100,0,8,17,0,0,0,6,33,0,11,8,12,15,19,9,33,100,0,0,13,0,19,6,0,0,34,0,12,0,0,0,4,24,0,0,58,0,13,0,4,12,0,11,4,0,19,0,0,6,0,0,14,8,0,67,0,14,11,22,14,22,11,19,0,9,19,70,7,0,0,0
2016-08-01,19,0,9,0,4,12,5,7,0,8,25,9,16,0,8,38,0,8,28,23,0,0,0,0,9,28,0,12,4,32,9,8,9,5,0,39,9,59,20,0,0,10,0,0,11,0,0,9,0,12,0,0,0,4,24,9,0,34,0,12,0,4,0,0,31,4,0,7,0,0,10,13,0,10,8,0,0,20,33,22,29,0,0,7,19,0,29,19,0,9,0,0,0
2016-09-01,18,27,13,8,6,13,8,0,0,4,26,7,68,21,8,0,0,8,20,23,0,0,0,8,18,14,0,12,4,34,0,8,9,5,15,0,15,35,91,0,0,19,0,0,4,0,0,22,0,17,0,0,0,9,0,10,0,15,0,9,0,0,19,0,24,4,50,11,0,0,11,13,0,10,0,0,0,0,0,15,15,0,0,7,0,0,30,20,0,11,0,35,0
2016-10-01,15,0,9,0,8,19,16,0,0,4,0,6,0,20,0,56,24,8,0,22,8,0,97,0,8,27,0,11,5,0,0,0,0,5,43,19,9,16,49,0,0,22,0,0,7,31,0,8,0,19,0,0,0,8,0,9,0,33,90,8,0,0,29,0,42,6,28,28,0,6,19,0,0,9,8,0,0,0,28,10,14,28,0,7,18,0,9,37,0,10,0,0,100
2016-11-01,29,12,0,8,4,17,10,0,0,4,24,13,16,0,8,0,48,8,18,29,13,0,0,0,17,0,0,0,6,32,0,7,0,5,14,0,18,16,49,0,0,7,0,19,4,31,0,0,0,8,93,13,0,8,0,9,0,6,0,12,7,8,17,0,25,12,28,21,0,0,13,0,7,18,8,0,0,0,14,11,14,14,0,7,0,0,9,19,69,16,76,0,0
2016-12-01,13,13,9,8,12,23,10,19,0,8,25,7,16,0,8,0,24,0,28,22,8,0,0,8,9,14,0,23,6,32,9,8,0,5,15,0,0,25,20,0,0,12,0,0,4,0,0,26,0,8,0,7,0,13,0,9,0,14,30,17,7,4,20,0,18,4,0,17,0,0,10,0,0,19,0,0,0,0,0,0,29,29,44,7,0,0,9,0,70,16,78,0,0
2017-01-01,14,13,9,0,6,17,15,13,8,4,25,7,0,20,8,0,0,0,0,23,8,0,0,8,18,14,0,11,3,0,0,23,8,8,15,0,19,51,61,0,0,12,0,0,4,32,13,9,0,33,0,7,0,4,0,9,9,20,0,9,0,0,0,0,21,4,0,11,0,7,13,13,13,10,16,0,0,0,14,0,30,22,22,0,29,0,19,19,0,9,0,0,0
2017-02-01,17,0,10,9,6,11,8,14,9,4,0,7,0,22,14,21,27,9,0,25,18,0,0,9,0,15,0,13,6,36,10,9,0,11,16,0,10,37,67,0,0,21,0,0,6,0,0,10,0,13,0,8,0,11,0,10,0,38,0,14,7,0,0,0,13,5,0,25,0,0,12,14,0,14,9,28,74,0,16,12,72,16,0,7,21,29,16,0,0,16,0,0,0
2017-03-01,20,11,8,0,5,14,6,6,0,4,22,12,14,0,7,17,44,7,0,20,0,0,0,0,13,12,30,15,11,0,0,14,7,7,13,0,32,29,42,22,0,9,0,0,6,0,12,8,0,7,0,0,0,4,0,0,8,14,0,18,0,4,21,0,11,6,25,12,0,0,11,0,6,8,0,0,0,0,13,19,26,13,20,0,17,0,8,0,0,8,0,0,0
2017-04-01,12,12,8,0,6,13,7,0,7,4,23,6,15,0,8,0,23,0,34,0,7,0,0,7,8,13,0,11,44,30,17,7,8,0,13,0,17,31,37,22,0,14,0,0,6,0,0,8,0,11,0,9,0,8,0,9,0,26,57,69,6,4,11,0,12,8,0,12,0,0,10,0,6,18,7,0,0,0,17,10,31,0,0,8,0,0,9,18,0,5,0,30,0
2017-05-01,24,0,25,0,8,12,6,6,7,4,23,12,0,18,7,17,33,0,25,20,10,0,0,7,16,0,30,10,75,0,0,7,0,0,13,0,13,15,42,0,0,17,0,0,4,0,0,23,0,7,0,10,0,4,0,8,8,9,28,34,0,5,11,12,14,4,26,18,0,6,14,12,0,26,0,0,0,0,26,10,26,13,0,18,0,0,26,17,0,8,0,0,0
2017-06-01,16,0,9,0,5,9,6,6,7,4,0,13,0,0,8,18,0,22,71,0,11,0,0,0,8,0,0,11,26,0,9,15,0,5,0,18,0,0,63,0,0,11,0,0,7,0,0,16,0,8,0,0,0,0,22,0,8,26,0,27,13,4,22,0,18,6,0,9,0,6,6,0,6,9,0,0,0,19,13,20,14,0,21,6,0,0,0,18,0,11,0,31,0
2017-07-01,19,13,18,8,12,12,13,0,8,4,49,10,16,0,24,28,24,8,37,22,0,0,0,0,34,14,0,11,9,32,0,11,0,5,15,0,0,17,67,0,0,15,0,0,6,0,0,8,0,0,0,0,0,6,0,0,9,24,30,37,0,8,18,13,18,0,0,13,0,0,13,13,7,9,0,0,0,20,42,21,24,14,22,10,19,0,9,28,70,12,0,0,0
2017-08-01,16,11,0,7,4,10,19,6,7,3,22,12,14,0,11,49,21,7,16,26,12,0,0,0,13,24,58,0,7,0,8,7,0,4,13,0,0,15,88,0,0,13,0,0,6,0,0,11,0,7,0,6,0,8,0,12,0,21,27,25,0,0,21,11,36,4,25,11,0,6,7,0,6,14,0,22,60,0,25,14,17,0,19,8,33,23,8,33,0,8,0,0,0
2017-09-01,6,12,26,7,12,11,9,12,0,0,0,8,15,19,12,18,23,11,18,43,8,0,0,11,25,13,0,0,6,0,9,7,16,5,0,0,9,32,82,0,0,29,0,0,8,0,0,16,0,0,0,6,0,12,45,9,0,25,0,14,7,4,22,12,19,4,27,8,0,0,9,0,6,13,7,0,0,0,0,10,32,14,0,6,0,0,9,0,0,12,0,0,0
2017-10-01,15,11,12,10,4,10,8,0,14,5,22,12,0,18,14,0,0,0,0,29,7,0,0,7,15,12,0,0,6,0,0,9,0,0,13,34,8,29,64,0,0,35,0,17,7,0,0,45,0,7,0,0,0,5,0,12,8,23,0,12,12,0,10,11,17,4,49,17,0,0,20,0,0,8,0,0,0,0,12,9,25,0,19,6,17,0,8,17,61,6,0,29,89
2017-11-01,18,11,8,14,4,11,10,0,0,0,0,9,28,0,7,16,0,7,16,20,14,0,0,7,15,18,0,10,6,58,0,7,7,9,0,0,8,14,64,0,0,22,0,0,4,0,0,7,0,14,0,6,0,4,0,8,0,26,27,22,0,4,31,0,16,4,0,19,0,6,6,0,6,0,13,0,0,0,0,19,13,13,39,6,0,0,17,33,0,11,0,29,0
2017-12-01,10,12,9,7,8,9,11,6,15,7,24,13,0,0,8,0,0,0,0,54,15,0,0,0,25,0,0,0,5,31,9,10,12,10,14,0,9,16,57,0,0,7,0,18,4,0,13,24,0,8,0,19,0,4,0,0,0,30,0,19,10,0,23,12,10,8,27,9,0,6,9,18,6,23,0,0,0,19,55,10,0,14,21,0,0,25,9,0,0,20,0,31,0
2018-01-01,14,0,9,0,12,13,14,0,7,6,0,6,15,0,8,18,23,7,0,32,11,0,0,8,54,39,0,11,3,0,0,11,0,0,0,18,0,31,63,0,0,25,0,0,4,0,0,12,0,8,0,6,0,11,22,0,8,19,29,16,0,4,17,12,25,6,0,18,0,0,14,0,0,9,0,0,64,0,27,10,21,14,21,0,0,0,18,0,67,21,0,0,0
2018-02-01,15,0,0,0,9,14,12,0,0,4,0,14,0,21,17,0,51,8,19,47,12,0,0,12,18,0,34,12,6,0,20,12,0,16,23,0,0,17,35,0,0,13,0,0,4,0,0,22,0,25,100,7,0,6,0,0,9,39,0,24,7,7,0,0,24,11,0,16,0,10,20,0,0,10,0,0,0,0,15,0,15,30,69,7,0,28,20,20,74,21,0,0,0
2018-03-01,15,11,8,0,5,9,10,5,0,3,0,11,14,17,14,16,21,0,0,75,7,0,0,7,14,0,0,14,11,0,16,10,7,12,0,0,8,14,67,0,0,13,0,16,5,0,11,0,0,17,0,6,0,4,0,15,0,32,0,10,0,3,10,11,28,3,0,24,0,6,11,0,0,8,7,21,57,0,18,9,20,0,19,14,0,0,8,16,60,15,0,0,0
2018-04-01,11,11,0,0,3,9,12,5,0,3,0,11,27,0,10,16,20,7,0,25,0,0,0,0,11,0,0,14,43,0,8,19,7,4,12,0,16,14,67,0,0,19,0,0,10,0,0,11,0,7,0,6,24,0,0,12,0,18,26,24,0,3,40,0,43,3,0,22,0,0,13,11,6,8,0,0,57,0,24,9,32,0,19,11,0,0,16,40,0,7,0,0,0
2018-05-01,19,10,8,0,5,15,8,0,6,3,20,16,13,0,13,0,20,6,30,55,6,0,0,6,16,11,0,28,100,54,11,8,0,12,12,0,15,14,27,0,57,12,0,0,9,0,0,24,0,7,0,5,0,10,19,0,7,16,0,28,0,0,19,10,31,0,0,5,0,5,11,11,0,12,0,0,55,16,12,15,20,12,0,5,16,0,8,0,58,7,0,0,0
2018-06-01,18,10,12,6,7,10,8,5,6,4,20,8,13,0,13,15,0,16,20,24,10,0,0,0,14,11,0,9,30,0,0,12,7,14,0,0,8,13,54,0,0,0,0,0,7,0,0,7,0,10,0,0,0,3,0,7,0,11,0,23,5,0,14,0,21,3,0,12,0,0,7,0,0,8,13,21,0,0,11,17,23,12,18,8,15,0,15,0,57,14,0,0,0
2018-07-01,22,0,11,0,0,12,6,0,0,0,41,17,27,33,13,0,20,13,15,46,7,0,0,7,12,0,0,28,11,27,8,6,7,4,12,32,15,14,56,0,0,16,0,0,7,0,11,18,0,13,0,6,0,0,0,8,7,30,25,21,0,0,10,11,6,3,0,7,0,5,14,0,0,16,13,0,0,0,0,9,16,12,18,6,16,0,32,16,0,11,0,0,0
2018-08-01,17,10,7,0,8,15,8,5,0,3,0,5,13,16,10,22,19,6,15,71,6,0,0,6,14,22,26,18,7,0,7,18,0,0,17,0,15,13,32,0,0,16,0,0,6,0,0,7,41,10,0,5,0,7,38,0,0,17,24,31,5,0,19,0,8,3,0,15,71,5,10,0,0,15,6,0,0,0,11,20,23,0,18,10,0,0,26,15,0,10,0,0,0
2018-09-01,12,11,29,0,15,12,9,0,0,7,22,6,29,18,11,17,22,0,33,40,11,0,0,0,13,12,0,10,6,0,17,21,0,4,0,17,8,15,45,0,60,27,0,0,4,28,0,23,0,11,0,6,0,4,0,8,0,23,0,15,12,7,18,23,16,0,0,11,0,0,9,0,0,8,10,0,0,18,0,13,30,13,20,10,0,47,0,0,63,6,0,0,0
2018-10-01,22,0,18,0,0,11,12,5,0,0,0,8,0,16,6,15,26,9,35,54,6,0,0,6,16,22,27,14,4,26,0,9,10,10,0,0,7,13,38,0,55,51,19,0,5,26,0,21,0,6,0,11,0,7,0,15,7,18,24,18,0,7,14,10,18,7,23,10,0,0,22,10,0,13,12,0,0,0,28,11,19,17,0,7,15,0,8,23,0,19,0,0,0
2018-11-01,15,11,0,0,4,15,8,0,0,4,21,11,0,0,14,16,21,7,16,64,10,0,0,7,12,0,0,19,10,0,8,10,0,0,12,22,0,28,40,20,58,37,0,16,14,27,11,15,44,7,81,11,0,11,0,12,0,19,26,22,0,4,10,0,28,4,0,18,0,0,24,11,0,8,7,0,58,0,30,14,19,12,56,6,0,0,16,32,0,14,0,0,0
2018-12-01,11,17,8,7,6,14,7,6,0,7,0,18,0,0,22,17,22,7,17,75,7,0,0,0,13,13,30,32,6,0,0,7,0,5,13,0,8,15,46,0,0,19,0,0,8,29,12,8,0,15,0,0,0,6,0,0,0,18,28,18,6,0,14,0,12,4,0,20,0,0,10,0,0,9,7,0,0,0,17,10,20,33,20,6,0,0,13,17,0,15,0,0,94
