date,Apple,Artichoke,Asparagus,Atemoya,Avocado,Bamboo Shoots,Banana,Beans,Beets,Bitter Melon,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Jicama,Kiwifruit,Kohlrabi,Leeks,Lemons,Lettuce,Limes,Longan,Loquat,Lychee,Mangos,Mushrooms,Napa,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plums,Pomegranate,Potatoes,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Rhubarb,Romaine Lettuce,Shallots,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomato,Turnip,Watercress,Watermelon,Yams,Cassava
2016-10-01,25,0,0,0,9,0,24,10,8,0,9,6,5,0,7,0,6,5,0,0,7,0,8,6,8,0,6,6,5,0,5,3,4,5,19,0,10,23,0,0,0,0,0,9,0,11,4,5,4,5,0,0,5,0,0,0,22,0,0,5,4,0,30,0,0,9,18,12,0,0,0,7,0,12,6,0,8,16,9,0,5,7,0,10,12,12,0,9,0,0
2016-11-01,28,6,6,0,11,0,20,5,0,5,0,0,11,8,15,0,6,5,11,0,0,5,8,9,5,0,4,0,0,10,5,7,13,9,24,0,5,30,0,0,6,0,0,12,4,13,4,7,4,11,0,19,6,10,5,0,13,5,4,5,4,11,12,17,10,21,0,12,0,0,0,11,0,0,6,0,10,8,4,4,5,7,0,0,5,7,6,9,0,0
2016-12-01,33,5,0,0,12,0,17,9,0,0,0,16,5,7,5,9,10,0,0,0,0,4,0,6,4,13,4,0,4,9,9,3,0,4,9,0,0,25,0,0,6,0,0,17,4,4,0,5,4,5,0,0,5,4,5,0,16,0,4,4,4,0,9,0,19,14,0,8,9,0,5,7,0,0,7,0,15,13,7,0,0,13,0,9,13,10,0,8,0,0
2017-01-01,34,5,6,0,13,0,20,11,0,0,9,0,13,0,4,9,11,9,8,0,0,12,8,6,7,0,8,6,5,9,0,5,4,6,14,0,0,21,0,0,6,0,0,14,0,8,4,7,6,8,0,0,8,5,0,18,18,5,4,4,0,0,10,0,20,15,0,10,0,0,5,7,6,23,6,0,9,8,4,4,0,15,0,10,15,9,0,7,9,11
2017-02-01,27,0,3,0,4,27,19,3,8,0,9,0,5,0,4,9,16,0,5,0,7,5,0,6,4,0,4,0,0,0,5,6,4,9,9,0,10,12,0,0,0,0,0,12,0,11,0,13,0,5,0,0,5,5,0,0,5,0,4,9,4,0,9,8,10,8,0,6,0,9,0,9,0,0,6,0,15,5,9,9,0,23,33,0,12,10,0,9,0,0
2017-03-01,36,0,2,5,11,0,22,7,10,0,8,5,14,0,3,8,5,4,5,0,6,0,7,8,4,0,11,0,4,8,4,3,4,6,16,0,0,31,5,0,0,0,0,20,0,8,7,5,0,5,0,0,5,6,0,8,12,0,4,8,4,0,8,7,18,16,8,9,0,0,0,4,0,0,5,0,9,8,10,4,4,6,0,0,17,4,0,14,0,0
2017-04-01,32,12,3,0,9,0,25,10,0,4,17,5,7,7,3,8,5,4,5,39,6,0,0,0,6,13,4,0,4,8,4,5,8,9,0,0,4,15,0,7,5,4,5,18,4,4,4,9,0,5,0,0,12,6,0,8,21,0,0,7,4,0,10,7,9,9,8,3,0,0,0,21,0,0,5,0,14,8,5,4,4,7,0,0,7,5,5,12,0,0
2017-05-01,28,5,0,0,12,0,20,13,7,4,8,5,5,7,3,0,20,0,12,0,0,0,7,5,6,0,10,0,4,0,4,5,6,0,8,0,4,22,0,0,0,0,0,22,0,4,4,6,0,0,0,0,5,0,0,8,14,0,0,8,4,9,6,8,28,15,8,11,0,0,0,8,6,0,5,0,8,8,12,0,0,5,0,0,13,7,0,28,9,0
2017-06-01,23,5,0,5,8,0,23,12,7,5,0,0,5,7,8,9,0,8,5,0,6,4,8,5,6,0,7,0,0,0,8,3,4,0,17,0,5,11,5,0,0,0,0,13,0,4,4,13,4,10,0,0,8,4,0,8,4,5,4,8,0,0,8,0,19,11,8,10,0,9,0,7,0,11,5,5,6,13,7,4,5,8,0,0,11,6,0,8,0,0
2017-07-01,27,5,3,5,19,0,25,6,0,4,8,0,17,7,8,8,0,4,7,0,9,0,7,0,8,0,8,0,0,0,0,0,0,9,8,0,0,25,0,0,0,0,0,12,0,10,4,13,4,0,0,0,5,4,0,0,29,0,4,10,0,0,9,7,9,9,8,9,0,0,0,8,0,0,0,0,6,10,6,4,4,8,0,9,9,12,0,10,0,0
2017-08-01,19,5,2,0,10,0,17,10,0,4,8,5,19,14,10,8,0,4,5,0,6,4,7,5,4,0,8,0,8,12,4,0,4,8,17,0,0,22,0,0,0,0,0,5,0,8,4,11,7,0,0,0,7,0,0,0,19,4,7,6,0,0,7,11,9,12,8,5,0,0,0,40,0,0,0,5,6,10,4,0,0,10,0,9,9,4,5,12,0,0
2017-09-01,20,11,3,0,12,0,21,9,0,0,9,5,10,0,3,13,10,4,5,0,6,4,8,0,4,0,14,5,4,17,4,5,8,6,0,0,0,22,5,0,0,5,0,9,0,4,0,22,0,0,0,9,0,4,0,9,26,0,4,8,4,0,8,8,10,14,8,8,0,0,5,12,0,0,5,0,7,9,6,0,5,9,0,9,17,11,0,12,0,0
2017-10-01,17,10,0,0,8,24,26,4,0,0,0,5,15,10,7,8,7,0,5,0,6,4,0,5,6,0,6,0,4,8,0,3,0,14,0,0,0,29,0,0,0,0,0,8,4,8,4,9,0,7,0,0,10,8,0,17,27,0,4,4,8,0,8,8,0,9,0,22,9,0,0,7,0,0,5,0,8,7,5,4,0,7,0,0,14,11,0,10,0,0
2017-11-01,30,5,5,0,10,0,30,4,14,0,0,0,15,7,7,0,10,4,5,0,6,4,15,5,4,0,10,0,9,17,0,8,8,8,11,0,4,24,5,0,0,0,0,4,4,16,0,7,0,7,0,0,5,4,10,8,18,0,4,6,4,9,8,0,9,12,8,12,0,9,0,8,0,0,0,0,10,6,19,0,0,14,0,0,7,8,0,18,9,0
2017-12-01,18,8,3,5,6,0,20,9,0,4,0,0,5,12,7,0,0,4,5,0,6,0,0,0,8,26,8,0,0,25,0,4,8,10,0,0,4,25,0,0,0,4,5,8,0,0,4,6,0,5,0,8,5,0,0,0,19,4,0,4,8,0,11,8,18,14,8,15,0,0,5,8,0,0,5,0,7,17,15,4,0,8,0,0,7,4,5,8,0,0
2018-01-01,26,5,2,15,6,0,20,12,7,8,8,0,7,13,3,0,5,4,10,0,0,4,7,13,4,13,4,5,0,12,4,3,4,0,12,0,4,30,5,7,0,0,0,18,0,4,4,4,0,0,0,0,10,4,0,8,20,0,4,7,4,0,5,0,9,12,0,7,8,0,5,12,0,10,0,0,8,9,6,4,0,4,0,13,7,8,5,16,0,0
2018-02-01,27,13,0,0,11,27,12,7,0,0,0,0,19,8,7,0,5,5,16,43,10,9,8,6,5,0,6,6,5,14,0,5,4,6,0,0,0,16,0,0,0,0,0,15,0,4,4,12,0,11,0,0,7,5,0,9,9,0,8,5,0,10,9,0,0,15,0,7,9,10,0,5,0,0,0,0,19,7,4,4,0,7,0,10,18,5,6,9,0,0
2018-03-01,38,5,0,10,11,22,25,7,7,4,8,7,9,0,8,8,5,6,0,0,11,5,0,10,6,12,9,5,4,16,4,4,5,8,8,0,0,18,0,0,0,0,0,14,0,7,8,8,3,5,0,0,5,4,0,0,16,0,4,4,4,9,7,7,0,14,7,5,0,0,4,4,0,10,5,0,8,8,7,4,4,8,0,0,13,4,0,17,0,10
2018-04-01,18,5,2,0,6,0,21,7,13,9,8,10,14,0,13,0,5,4,5,0,0,4,7,0,4,12,6,0,4,0,8,3,4,4,8,0,4,22,0,0,5,0,0,13,0,8,7,8,0,5,0,0,19,4,0,24,12,0,0,5,0,0,7,0,9,13,0,8,0,8,0,4,0,0,10,0,14,12,7,8,0,9,29,0,14,16,0,23,0,10
2018-05-01,27,5,2,5,5,0,21,8,6,8,8,5,9,6,9,0,5,4,7,0,8,8,21,5,10,12,4,0,4,0,0,3,0,0,8,0,8,22,5,7,0,0,0,22,0,7,4,21,0,0,0,8,12,8,0,0,8,4,7,4,4,9,11,7,0,7,0,8,0,0,0,6,0,10,0,0,8,8,4,4,4,9,28,0,21,6,0,17,0,0
2018-06-01,24,5,2,0,10,23,23,11,0,4,8,5,18,6,4,0,9,4,0,36,6,4,0,0,8,0,9,0,4,8,8,4,4,13,8,67,0,14,5,0,5,0,0,15,0,11,4,26,0,4,0,0,14,0,0,8,8,0,0,5,0,0,8,7,17,8,15,6,0,8,0,4,0,0,5,0,17,4,5,7,4,11,0,0,12,4,0,19,0,0
2018-07-01,21,7,4,0,15,0,21,9,6,0,7,4,13,6,3,7,9,4,9,0,5,4,0,0,7,11,14,0,4,0,4,5,3,7,15,0,0,24,0,0,0,0,5,12,0,7,4,10,3,0,0,0,7,0,0,0,23,4,0,7,3,0,10,0,0,16,0,12,8,0,0,6,11,0,0,0,11,6,12,0,0,10,0,8,7,9,0,14,0,9
2018-08-01,22,4,2,0,8,0,22,5,6,4,7,4,4,6,7,7,0,5,9,0,0,4,13,0,11,0,5,0,0,0,0,4,3,9,15,0,8,20,5,0,5,0,0,13,0,15,0,9,0,4,0,0,4,4,0,0,15,6,3,6,3,8,6,0,8,12,7,9,0,0,0,4,5,9,0,5,5,6,9,0,0,4,0,8,10,13,0,18,0,0
2018-09-01,30,5,0,0,15,24,34,6,7,4,8,0,17,9,5,8,5,4,7,0,0,8,0,5,7,0,5,0,0,0,4,9,4,9,8,0,4,19,5,0,0,0,0,24,0,13,11,7,0,5,0,0,6,0,0,8,19,4,4,5,4,9,6,0,0,13,8,7,0,0,0,8,0,0,5,0,14,12,9,0,0,7,0,0,10,12,0,18,0,0
2018-10-01,27,5,2,5,6,0,25,6,0,4,8,5,5,7,6,8,5,4,9,37,6,4,14,5,5,12,18,0,4,8,4,6,11,6,8,0,6,23,0,0,0,0,5,20,4,6,6,7,3,0,0,0,14,4,0,0,24,8,7,9,7,0,8,0,9,13,8,32,0,0,5,8,0,0,5,0,8,17,7,4,0,12,0,0,14,14,0,13,0,0
2018-11-01,38,5,0,0,9,0,22,10,7,4,8,5,17,7,6,8,7,6,5,0,9,0,0,5,12,0,7,5,4,8,10,7,0,5,8,0,4,14,0,0,5,0,0,22,0,6,6,7,0,5,0,0,10,4,0,8,16,4,0,8,4,9,4,7,0,22,8,9,8,0,5,4,6,0,13,0,8,11,8,0,4,8,0,0,14,4,0,18,0,0
2018-12-01,37,10,0,0,9,23,20,3,7,4,8,0,12,7,8,0,0,5,14,0,6,6,7,5,10,0,9,0,0,8,4,7,4,6,8,0,4,16,0,0,5,0,10,21,4,4,5,4,0,0,0,0,0,4,5,0,14,0,7,8,4,0,9,7,9,18,8,9,0,0,0,11,0,0,5,0,15,11,11,6,0,8,0,17,6,7,0,13,0,0
