date,Alfalfa Sprouts,Apple,Apricot,Artichoke,Asparagus,Avocado,Bamboo Shoots,Banana,Bean Sprouts,Beans,Beets,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Honeydew Melon,Horned Melon,Iceberg Lettuce,Jerusalem Artichoke,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Mandarin Oranges,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Water Chestnuts,Watercress,Watermelon,Yams,Cassava
2013-12-01,6,55,16,24,15,58,0,53,5,36,0,11,7,24,15,9,25,24,35,4,0,18,21,24,32,0,14,0,0,11,17,18,15,15,5,18,14,31,24,0,19,24,16,19,7,16,0,0,0,18,23,17,16,0,0,10,11,15,19,7,0,22,5,20,5,0,0,24,22,0,22,21,9,11,28,27,0,5,16,14,6,34,0,10,26,97,0,8,33,41,9,15,14,21,20,28,26,26,7,7,25,71,16,27,7,60,0,33,0,55,29,0,4,42,27,0
2014-01-01,6,51,19,23,26,57,13,71,5,44,15,10,0,0,17,26,22,0,23,3,6,12,15,13,0,23,26,27,0,11,10,25,17,26,5,9,6,26,19,0,18,22,14,18,13,15,0,0,0,0,0,38,20,0,24,11,21,14,20,0,0,34,5,15,26,0,0,28,0,15,0,28,26,0,18,33,7,9,19,0,11,34,0,19,14,73,0,15,34,0,8,15,14,10,9,0,41,0,13,7,40,44,30,20,7,50,0,46,0,47,57,0,6,36,43,0
2014-02-01,6,67,16,14,16,41,0,61,20,34,22,11,7,48,16,9,27,33,56,0,7,29,24,27,0,0,14,0,0,15,16,19,8,19,11,9,11,35,26,0,11,24,12,20,11,7,0,13,0,19,0,17,33,11,26,14,11,15,17,0,37,25,5,11,7,0,0,15,0,0,22,28,24,0,29,35,0,9,12,10,0,26,0,20,15,57,0,11,43,43,0,16,9,11,10,0,13,27,11,10,31,55,30,24,7,57,0,0,0,76,18,28,5,45,0,37
2014-03-01,0,58,0,12,32,34,12,63,4,38,13,14,6,63,11,12,14,14,31,0,0,13,18,14,0,0,9,25,0,9,8,21,0,32,5,8,30,33,14,0,6,13,13,0,12,17,0,11,0,0,0,0,25,9,45,9,10,13,34,0,0,21,11,8,4,5,0,25,0,0,19,16,8,9,11,36,6,12,19,6,0,28,0,9,13,56,0,15,38,0,8,0,6,9,0,0,23,0,8,12,34,43,14,10,0,42,0,36,0,66,32,0,5,58,40,0
2014-04-01,6,49,22,13,36,53,0,74,9,31,10,10,6,0,11,17,24,8,32,3,6,9,22,16,0,22,10,0,0,15,10,24,0,29,10,8,19,13,17,0,11,23,13,0,13,20,0,12,0,17,0,0,26,0,24,9,10,0,23,0,17,22,16,8,0,5,39,14,0,0,0,13,11,10,17,39,7,9,21,13,5,33,76,14,21,70,0,13,27,0,8,14,13,15,0,26,12,24,13,0,33,46,29,14,0,49,0,0,0,55,26,0,5,46,0,0
2014-05-01,5,59,7,7,28,45,0,65,9,32,10,10,6,43,19,16,25,11,27,8,0,16,12,16,30,22,10,0,0,10,11,48,9,26,7,8,6,25,16,0,9,25,14,0,13,20,0,11,0,17,0,15,36,0,0,6,10,0,26,6,0,25,12,22,4,5,38,14,20,10,30,27,7,10,14,18,0,6,12,12,5,27,0,18,16,64,0,12,36,0,8,14,5,10,9,0,16,0,9,9,33,54,25,35,7,48,0,15,0,73,36,0,5,43,25,33
2014-06-01,6,55,16,18,43,38,14,68,5,31,11,11,0,24,24,18,20,8,20,7,0,28,24,16,33,24,24,0,0,11,13,8,10,26,5,9,14,17,22,0,29,31,14,0,7,19,0,25,0,0,0,0,47,11,0,5,0,15,30,0,0,16,5,54,5,8,0,17,0,0,0,23,8,0,19,25,10,5,12,21,0,19,0,0,26,62,0,9,48,0,9,15,9,11,0,28,13,0,7,14,37,55,34,12,7,69,0,17,0,53,32,27,9,47,27,37
2014-07-01,6,74,22,17,17,58,0,79,23,38,15,10,6,0,20,42,27,0,37,3,6,17,10,15,0,34,44,0,0,9,10,50,0,27,0,0,13,19,22,0,23,32,14,0,27,21,0,24,0,17,0,16,27,0,24,5,10,0,36,10,0,24,0,27,7,5,0,20,20,0,20,28,6,0,12,30,14,4,20,0,6,50,79,9,19,51,0,12,38,0,0,29,9,10,14,0,16,0,7,7,34,73,24,6,0,63,34,46,0,65,27,0,6,71,0,0
2014-08-01,17,61,11,31,40,61,0,79,5,31,15,15,6,22,26,8,19,8,28,7,0,24,22,15,0,23,16,27,0,18,18,25,7,20,5,8,29,29,24,5,16,24,19,0,13,13,0,0,0,0,22,16,30,0,0,10,10,14,26,0,34,44,7,13,4,5,0,24,0,20,20,22,14,10,9,35,14,0,12,13,0,26,0,14,27,55,0,16,37,0,0,29,14,20,0,0,20,25,16,10,28,47,17,17,7,58,0,16,0,69,50,0,7,64,0,0
2014-09-01,8,65,11,29,28,54,13,60,18,40,30,0,0,22,11,25,26,15,46,3,0,14,19,23,30,0,13,0,22,9,10,32,7,24,5,8,19,38,20,5,18,31,13,0,10,22,0,12,0,51,0,0,23,0,0,9,20,14,31,6,0,22,5,14,0,5,0,10,20,10,0,36,11,0,26,42,13,6,15,6,0,27,0,9,19,66,0,16,36,38,0,0,13,15,9,26,8,0,6,13,37,57,25,25,0,43,22,15,0,74,43,0,3,75,25,0
2014-10-01,8,64,14,20,19,65,13,75,9,30,10,15,9,42,14,8,22,15,31,6,6,16,23,23,0,0,9,0,0,15,9,28,10,35,5,0,15,12,19,0,15,30,11,0,9,24,0,17,0,25,0,15,61,0,23,14,20,13,46,6,16,19,7,10,0,5,0,14,0,0,19,29,14,0,8,23,0,4,13,6,0,41,0,13,18,66,0,9,60,0,0,14,6,10,0,0,15,24,12,0,33,48,25,5,6,55,0,15,0,69,35,24,4,63,37,0
2014-11-01,6,66,7,24,28,73,13,62,9,44,23,0,0,44,14,13,19,8,32,3,0,30,7,15,0,22,16,0,0,9,13,37,14,25,7,0,16,25,18,0,16,30,15,18,17,15,0,0,0,0,0,16,33,0,0,5,10,0,36,6,0,16,0,12,0,5,39,15,0,10,60,25,19,0,14,34,7,11,13,13,6,18,0,55,12,71,0,7,46,38,8,0,10,10,9,26,12,24,11,10,33,63,23,22,7,63,0,15,0,67,36,0,3,47,25,0
2014-12-01,6,60,15,14,23,49,0,59,5,31,40,0,6,0,11,8,33,15,32,5,0,24,17,23,0,0,15,0,22,9,16,22,7,13,7,0,6,16,19,0,13,27,11,0,7,11,0,0,0,17,0,16,67,0,24,9,0,14,31,0,0,21,9,9,4,5,0,20,20,0,20,30,11,0,20,22,0,4,10,19,0,22,0,18,35,100,0,5,40,0,8,0,12,0,9,0,16,0,6,0,33,72,34,5,7,49,0,26,26,61,23,0,6,39,0,0
2015-01-01,8,100,7,19,24,66,0,59,8,41,22,10,0,0,11,16,30,11,30,5,0,20,23,14,0,0,9,0,0,7,9,25,13,30,4,0,12,18,22,0,15,30,21,0,12,18,0,0,0,32,20,0,56,0,22,15,19,20,34,6,0,21,9,14,6,9,0,9,19,19,19,20,16,9,16,28,6,4,19,6,0,26,0,13,28,57,0,5,40,0,0,0,11,0,9,0,15,23,8,9,35,51,22,21,6,52,0,29,0,60,34,0,6,53,24,0
2015-02-01,0,51,0,21,38,46,0,65,7,48,17,0,0,72,35,9,19,8,41,5,0,26,24,20,100,0,22,59,0,11,16,16,16,20,0,9,21,18,28,0,33,28,17,0,7,14,0,13,0,19,0,18,50,0,27,14,23,31,26,7,19,16,5,6,19,6,0,17,0,11,22,19,43,11,29,19,0,9,12,7,0,46,0,10,21,53,0,16,47,0,0,16,13,0,0,0,18,27,7,7,36,40,16,18,0,31,0,23,0,62,41,0,9,44,28,0
2015-03-01,5,54,7,12,47,53,12,72,6,32,18,9,0,0,13,8,16,7,38,0,0,15,11,29,0,42,8,0,20,11,0,23,10,22,4,16,18,21,27,0,18,16,17,0,15,19,0,16,0,40,0,15,34,9,33,9,14,13,24,6,16,22,12,10,4,5,36,17,19,0,19,22,13,0,24,20,0,4,20,6,0,18,0,17,32,49,0,5,26,36,7,13,8,23,17,0,19,46,6,9,31,54,16,23,0,48,0,14,0,47,25,23,6,56,0,0
2015-04-01,11,63,21,21,32,45,0,84,9,37,19,19,6,0,16,8,19,15,31,3,0,23,18,15,29,21,15,0,21,14,0,33,7,24,0,24,6,24,29,0,17,30,14,0,12,22,0,11,0,41,0,0,47,0,22,9,10,39,35,0,0,32,9,16,0,5,0,17,19,0,0,22,9,0,8,52,0,4,17,12,0,43,0,35,33,51,0,5,32,0,0,27,13,9,9,25,38,24,6,8,40,56,16,8,6,57,0,19,0,60,22,0,8,62,0,0
2015-05-01,0,52,27,17,26,53,12,84,6,40,19,0,6,41,16,8,27,14,26,4,0,26,16,12,0,0,10,0,0,10,9,27,10,38,7,8,15,18,12,4,12,28,12,0,14,23,0,11,0,16,0,22,49,9,22,4,9,13,21,0,16,16,17,20,0,0,36,19,19,0,19,26,15,0,8,26,0,5,18,0,0,38,0,8,19,61,0,12,32,0,7,13,17,18,17,0,26,0,6,9,37,47,24,21,6,58,0,36,0,80,19,0,3,66,47,47
2015-06-01,5,75,7,30,16,66,0,74,6,49,10,0,12,0,14,32,34,11,31,3,6,29,26,16,43,0,23,0,0,7,5,26,14,22,0,8,18,24,15,0,25,32,21,0,13,26,0,0,0,16,0,15,32,0,23,5,0,13,21,6,0,28,7,38,0,0,0,17,19,0,0,37,7,0,17,27,6,4,11,18,0,21,0,9,23,70,0,11,35,0,0,14,8,19,18,0,23,23,6,6,39,48,14,13,13,52,0,22,0,78,32,24,4,87,0,0
2015-07-01,7,60,15,28,31,60,0,74,13,40,12,8,5,18,14,7,30,9,50,7,0,10,18,12,25,0,27,0,0,11,18,33,12,20,0,7,16,16,22,0,24,33,11,15,11,35,0,20,19,14,0,13,50,0,0,6,8,17,31,5,14,23,8,28,0,6,0,22,17,8,17,41,8,0,22,25,17,7,11,11,0,18,0,8,20,51,0,8,37,0,7,0,6,8,0,22,13,20,5,5,38,41,18,11,0,45,0,30,0,74,29,21,3,79,32,0
2015-08-01,5,61,15,17,14,64,0,73,11,29,14,12,0,0,14,14,28,0,56,7,5,23,6,8,24,18,13,0,0,12,5,36,11,21,4,7,10,15,20,0,20,27,17,0,16,21,0,13,0,14,17,13,38,0,0,5,11,11,29,5,14,37,8,19,0,4,0,15,0,0,16,21,10,0,16,27,11,6,12,10,5,27,0,22,24,51,0,9,27,62,7,0,8,0,15,21,6,20,8,11,31,43,17,11,8,55,0,12,0,64,30,20,2,58,21,27
2015-09-01,4,47,12,12,31,42,0,59,9,38,16,8,5,0,9,10,26,6,11,5,0,19,6,26,36,0,10,0,17,16,10,31,6,22,4,0,10,38,18,0,16,35,13,0,9,26,0,14,0,13,0,12,31,16,0,4,8,15,23,0,0,28,0,42,0,0,0,8,0,16,16,30,8,8,10,36,5,3,8,7,4,17,0,7,17,43,0,13,33,0,6,11,7,16,18,20,16,0,10,5,35,36,18,15,5,49,0,18,0,62,50,0,4,58,20,0
2015-10-01,5,79,12,16,39,51,11,79,7,41,16,0,5,18,11,17,31,12,37,5,0,21,29,12,36,18,16,21,0,14,10,36,9,19,0,7,5,36,23,0,16,47,13,0,8,27,0,14,0,27,0,13,35,0,19,9,0,19,25,0,0,35,0,13,0,0,31,14,0,0,24,24,8,0,12,37,9,6,11,8,0,25,0,7,26,64,0,8,54,0,0,12,20,8,0,42,6,40,5,5,40,35,17,22,5,58,0,16,0,75,40,0,9,73,20,41
2015-11-01,5,64,16,27,20,59,11,71,4,43,9,0,0,38,22,14,20,20,87,3,0,6,8,8,26,0,8,0,0,13,11,32,6,42,0,7,19,22,12,4,11,19,16,16,9,26,0,20,19,15,0,14,20,0,0,8,9,12,32,5,0,33,4,19,4,4,0,21,18,17,0,46,6,9,15,32,6,6,14,8,10,22,0,16,25,72,0,8,41,33,7,12,7,14,8,0,17,0,7,6,39,41,11,10,6,62,0,26,0,41,57,22,2,62,0,29
2015-12-01,5,56,16,28,15,62,0,67,8,42,9,9,6,0,10,15,24,31,66,3,0,13,13,16,27,20,24,0,0,14,23,26,6,23,9,8,31,20,29,0,20,20,20,0,12,31,0,11,0,15,0,14,30,0,0,6,9,13,32,6,0,30,6,14,4,5,0,18,18,0,36,34,6,9,19,37,6,4,17,6,5,46,0,8,22,88,0,0,36,35,7,0,18,9,12,23,29,0,6,9,42,63,27,7,0,57,0,14,0,63,45,0,4,51,0,0
2016-01-01,0,51,10,13,18,61,0,66,4,45,18,0,6,20,20,11,26,21,38,3,0,19,20,12,0,0,14,0,0,12,11,24,13,30,4,8,11,20,25,0,18,23,20,0,12,26,0,32,0,0,0,0,42,0,21,14,0,13,32,0,15,26,7,11,15,5,0,14,0,9,36,13,23,0,16,38,6,6,21,11,5,44,70,21,27,66,0,7,48,70,7,13,17,9,8,24,0,0,12,6,36,41,27,7,12,56,0,14,0,46,45,0,5,42,0,0
2016-02-01,5,60,14,16,44,55,13,84,9,55,10,25,19,0,14,8,29,7,45,0,6,28,21,17,0,22,10,0,22,15,5,17,10,23,5,0,19,15,13,0,17,14,22,0,19,23,0,11,0,0,0,15,36,0,0,15,15,14,21,9,0,27,0,15,22,5,0,14,0,19,0,15,49,0,8,40,10,4,22,6,5,31,0,27,12,38,0,8,37,0,8,14,16,10,9,0,12,0,6,13,43,37,21,16,0,48,0,45,0,77,55,0,5,53,25,0
2016-03-01,5,58,15,22,31,66,11,69,4,49,0,0,5,0,12,14,35,10,69,3,5,14,16,18,0,19,11,0,18,13,8,27,9,21,0,11,5,32,19,0,25,25,16,0,22,23,0,20,0,14,0,13,50,0,20,8,17,0,27,11,21,19,8,8,4,4,0,22,0,8,25,39,8,0,22,38,6,8,14,19,0,41,0,8,27,57,0,8,34,0,7,12,10,8,10,22,7,21,16,0,50,38,28,21,0,48,0,13,0,75,45,0,5,53,21,28
2016-04-01,5,61,25,19,17,71,11,80,4,48,13,0,0,19,12,7,29,10,44,6,0,18,15,18,0,0,11,0,0,18,7,47,6,21,4,7,19,38,22,4,23,25,22,0,9,29,0,31,0,15,0,21,26,9,20,10,13,0,38,5,15,31,4,13,0,4,34,14,0,9,17,41,7,9,25,39,12,4,20,19,0,20,0,16,16,49,0,8,47,33,7,12,15,14,8,23,31,21,11,6,40,45,24,21,0,69,0,26,0,74,43,0,3,63,0,29
2016-05-01,5,60,25,19,38,80,0,72,4,44,8,8,5,56,21,7,23,38,50,8,0,24,16,19,0,0,18,0,0,11,8,23,12,33,4,25,16,19,30,0,22,21,16,0,14,28,0,10,0,43,0,13,36,8,40,9,17,0,36,5,28,35,4,18,4,0,0,18,0,0,17,27,14,8,7,41,11,5,17,11,5,23,0,19,22,59,0,10,39,0,7,12,23,12,0,22,20,0,8,0,45,43,19,25,0,70,0,13,0,77,39,0,2,63,21,58
2016-06-01,0,57,32,27,30,63,0,75,8,38,13,13,0,19,20,15,28,13,28,4,5,25,27,11,0,20,10,0,0,12,15,19,19,22,13,7,14,8,26,0,23,26,15,0,15,51,0,21,0,15,0,14,49,0,21,19,18,12,25,0,0,21,6,31,4,7,0,35,0,9,18,39,11,0,0,22,12,4,14,11,5,34,0,8,26,57,0,9,33,0,7,25,7,14,8,23,14,21,8,9,42,45,20,10,0,71,0,13,0,70,20,22,5,63,0,0
2016-07-01,0,65,26,23,42,68,0,74,6,43,0,9,6,19,10,15,41,17,53,4,0,27,17,13,26,20,31,0,0,6,9,37,9,21,4,0,6,17,19,0,19,36,24,16,12,44,0,10,0,30,0,41,32,0,0,7,18,12,33,6,15,38,8,30,0,4,0,18,0,0,18,34,6,0,23,21,16,4,14,8,0,43,69,24,16,55,10,7,29,34,0,12,12,9,12,0,14,32,17,9,44,51,15,22,0,62,0,0,0,77,44,0,7,53,0,0
2016-08-01,5,51,10,15,27,74,12,71,4,41,9,18,6,19,17,15,22,7,48,3,16,23,9,23,40,20,13,0,0,11,0,32,13,20,0,7,6,28,18,0,12,32,10,0,14,30,0,10,0,30,0,14,41,0,63,4,9,12,35,0,0,31,4,18,0,4,0,9,0,17,36,26,6,13,11,37,6,4,15,6,0,26,0,16,26,44,0,6,41,0,0,25,10,23,12,23,17,0,11,6,44,40,26,19,6,47,0,14,0,78,20,0,4,59,0,0
2016-09-01,5,72,13,12,18,55,0,64,18,42,9,14,6,20,28,19,26,17,37,4,0,19,15,23,27,0,6,0,0,12,9,29,13,38,4,8,8,25,27,0,9,37,22,0,14,37,0,11,0,31,19,0,42,0,32,8,14,13,33,11,15,35,4,19,0,0,0,19,0,9,0,38,11,0,8,44,0,6,18,14,0,44,0,16,19,60,0,10,29,35,7,21,6,9,8,23,7,22,0,6,42,44,32,12,0,76,20,27,0,57,30,0,4,59,23,0
2016-10-01,5,67,16,16,47,56,0,65,6,32,9,18,6,0,22,7,21,7,28,4,0,33,30,11,53,0,9,0,0,14,11,26,6,22,0,7,8,19,13,0,21,32,15,0,14,32,0,41,0,22,0,0,20,0,21,6,9,18,41,6,0,27,8,14,0,4,0,16,0,9,0,22,10,0,15,50,0,6,20,6,0,46,0,16,21,52,0,11,66,0,0,13,10,9,0,23,18,22,7,17,41,40,28,12,0,52,0,13,0,66,41,0,4,50,0,30
2016-11-01,5,53,16,19,24,37,11,61,0,35,9,26,11,19,15,7,22,13,36,6,5,14,15,7,39,20,6,0,0,16,10,21,6,29,4,7,8,16,22,0,17,19,21,0,14,29,0,10,19,22,18,14,26,0,20,12,9,12,25,0,0,25,7,5,4,0,0,21,18,0,0,33,9,0,15,24,6,6,18,8,5,34,0,16,42,68,0,8,51,33,7,12,19,20,16,23,17,0,14,8,37,36,22,19,6,73,0,20,0,74,37,0,3,49,22,0
2016-12-01,0,66,19,8,7,49,0,58,8,33,9,26,0,19,20,7,34,20,32,3,5,33,13,21,0,0,19,0,0,9,7,38,6,26,4,0,19,16,22,0,14,29,10,0,13,25,0,10,19,15,0,0,26,0,20,10,18,12,27,6,0,22,0,10,9,0,0,21,17,0,18,43,9,0,22,33,6,4,12,19,5,46,0,16,37,77,0,8,40,34,7,0,9,11,8,23,7,0,6,11,43,53,28,17,6,55,0,27,0,67,43,0,4,36,0,30
2017-01-01,0,51,18,23,21,44,22,51,4,38,8,17,8,18,12,14,27,10,39,4,5,18,22,26,76,0,15,0,0,9,18,23,9,30,4,0,11,21,24,0,19,29,20,0,13,26,0,0,0,29,0,0,34,0,20,20,13,12,28,0,14,28,8,14,30,4,33,13,17,8,17,29,52,8,11,28,6,0,19,5,12,41,0,15,27,63,0,6,39,33,7,18,14,0,8,0,13,0,11,11,44,51,20,18,0,54,0,39,0,59,48,0,7,52,0,28
2017-02-01,5,56,28,21,27,46,0,64,8,37,9,9,0,0,10,11,28,13,47,3,0,12,23,13,0,0,19,0,0,15,8,25,9,16,0,0,11,27,22,4,11,16,22,0,11,20,0,0,0,0,0,14,26,0,0,16,27,12,37,11,0,32,8,28,7,0,34,10,0,8,17,37,15,8,11,35,9,6,24,16,5,47,0,8,27,63,0,8,27,33,0,12,16,8,16,0,27,0,9,8,45,43,20,16,0,55,0,39,0,62,26,21,6,44,0,29
2017-03-01,4,78,25,17,19,55,0,72,9,37,8,8,19,17,13,6,28,14,67,4,0,38,22,11,23,0,12,0,0,17,10,24,11,29,0,13,12,19,23,0,8,25,21,0,8,24,0,9,0,39,0,24,43,0,18,13,8,11,35,10,13,53,13,16,0,4,30,23,0,0,0,31,11,0,15,64,10,5,17,10,0,40,0,21,29,56,0,9,46,0,0,16,10,0,18,20,18,0,10,5,33,41,18,13,5,62,0,17,0,51,41,0,2,36,0,0
2017-04-01,9,61,9,31,20,63,11,64,13,44,12,0,8,0,29,13,28,15,51,4,5,25,8,18,0,18,13,0,18,18,10,29,14,28,4,10,20,30,22,4,19,32,15,0,16,35,0,14,35,14,17,25,45,0,28,13,8,11,32,5,13,22,4,15,3,4,31,11,0,0,24,38,14,0,7,59,5,3,11,5,4,34,0,15,15,60,0,6,46,31,0,0,8,16,10,0,6,19,15,5,45,46,17,13,16,71,0,12,0,79,29,0,4,57,20,27
2017-05-01,0,62,15,21,11,66,0,68,7,28,8,8,10,18,16,14,28,6,56,4,5,19,14,17,24,27,11,0,0,16,9,36,13,22,12,65,0,25,24,0,16,31,6,0,5,37,0,9,0,21,0,13,35,0,19,8,8,11,48,5,14,36,8,15,0,0,0,17,0,0,33,31,8,0,16,56,11,5,18,8,0,32,0,15,28,44,9,16,37,0,0,0,18,8,0,21,19,20,5,5,40,45,26,13,0,70,0,16,0,93,24,0,6,56,41,55
2017-06-01,5,45,13,22,24,70,0,74,8,46,9,13,5,0,10,7,24,7,40,3,0,14,25,13,52,0,13,23,0,14,8,21,12,19,4,22,8,30,21,0,17,16,19,0,9,25,0,30,19,15,18,14,34,0,0,9,17,12,32,5,0,33,11,47,4,9,0,21,0,9,0,29,6,0,30,41,6,7,11,11,0,34,0,8,28,81,0,13,42,33,0,0,10,9,8,0,17,0,14,6,38,27,20,14,6,63,0,20,0,85,11,0,6,68,0,0
2017-07-01,5,58,36,14,21,74,0,77,13,38,17,17,11,18,16,17,36,6,23,4,0,16,18,17,37,19,33,0,0,15,11,32,15,29,4,10,26,16,21,4,9,43,9,0,11,37,0,10,19,14,35,26,41,0,20,8,8,11,35,0,0,51,8,30,0,6,0,16,25,8,33,28,11,0,14,48,17,4,18,10,0,32,0,19,27,55,0,12,38,0,0,0,10,8,8,22,7,0,5,0,53,50,19,18,5,57,0,0,0,100,29,0,5,66,42,28
2017-08-01,4,65,23,12,18,77,10,67,11,47,20,0,5,0,24,13,35,15,22,5,5,21,23,14,60,0,16,0,0,13,12,37,6,28,4,33,15,20,21,0,12,40,15,14,15,40,0,12,0,27,0,19,63,0,19,12,8,11,40,5,13,48,4,18,3,4,0,14,0,8,16,30,12,8,7,40,5,5,15,7,0,32,0,18,21,44,0,6,37,31,6,11,16,8,7,0,16,0,5,8,44,34,28,20,0,86,0,16,0,68,32,0,5,69,20,0
2017-09-01,9,79,15,20,28,55,0,68,17,41,8,8,11,27,23,7,27,13,42,5,8,27,18,19,0,0,9,0,18,15,4,51,6,36,0,14,13,10,28,0,24,51,15,0,13,42,0,20,0,29,0,0,28,0,29,8,8,23,40,0,14,37,8,18,4,4,0,25,17,0,0,32,13,0,12,52,0,5,21,16,0,21,0,8,18,56,0,11,44,0,0,12,7,19,10,0,27,21,8,5,42,47,42,30,5,69,0,13,22,80,36,0,6,54,0,0
2017-10-01,7,60,17,26,27,60,0,70,9,40,16,8,0,17,9,17,32,18,69,5,0,30,17,22,36,18,5,0,0,22,6,27,22,39,8,7,10,43,20,0,12,54,22,0,13,40,0,9,0,27,17,13,29,0,19,6,8,11,25,5,13,37,9,14,3,4,0,17,0,0,16,19,8,0,16,55,21,3,20,5,7,36,0,18,21,57,0,5,61,0,6,0,19,8,7,0,25,0,10,10,45,38,28,4,5,73,0,12,0,80,35,20,6,60,20,0
2017-11-01,4,59,12,31,22,62,0,71,7,48,12,8,5,26,9,7,26,18,47,3,0,23,27,15,36,18,8,0,0,15,12,43,6,26,0,33,13,28,22,0,19,25,13,0,9,37,0,9,0,40,17,13,37,0,19,6,8,22,35,0,40,46,5,17,3,12,31,16,0,8,16,29,9,0,21,50,5,0,23,5,4,28,0,11,25,68,0,12,57,31,0,23,11,20,7,0,9,0,5,5,42,44,54,15,5,86,0,12,0,68,32,20,3,56,40,0
2017-12-01,5,62,9,20,19,72,0,63,4,35,17,17,5,18,5,7,41,25,50,3,5,28,28,12,50,0,18,0,0,13,14,49,12,27,0,21,16,19,32,0,17,32,16,0,7,29,0,10,0,21,0,13,42,0,20,9,0,12,50,5,14,36,6,12,7,0,0,22,17,0,26,45,10,8,10,52,6,5,16,11,5,26,0,8,49,91,0,12,44,32,7,12,21,25,8,44,20,0,16,8,47,64,25,18,0,56,0,0,0,78,45,21,3,56,0,28
2018-01-01,4,59,19,13,24,70,20,73,9,48,28,8,5,17,15,22,26,12,91,4,5,31,20,15,0,0,12,0,0,16,11,33,11,13,7,13,17,22,27,4,20,23,18,0,20,40,0,13,0,13,32,12,28,0,18,17,13,11,46,0,0,41,7,19,8,0,0,20,0,0,31,32,18,8,15,42,5,3,16,17,4,50,0,0,18,59,0,11,52,0,6,0,11,13,10,0,12,19,11,5,44,47,31,17,5,80,0,23,0,56,20,0,5,43,0,26
2018-02-01,5,52,13,16,55,59,0,66,0,46,13,9,11,39,18,15,32,7,74,3,0,31,19,23,40,100,27,0,39,4,9,35,11,22,0,0,20,20,22,4,10,21,13,0,8,29,0,16,0,23,19,14,59,0,21,28,12,19,56,0,15,36,4,13,27,5,0,21,18,18,36,17,52,0,23,28,8,5,18,11,0,73,0,24,24,49,0,13,43,0,0,13,7,13,8,23,21,22,6,9,53,36,41,17,6,72,0,34,0,69,62,22,4,46,22,0
2018-03-01,4,57,36,24,26,72,10,70,10,44,8,13,0,16,13,13,38,9,45,5,0,27,18,12,92,43,7,20,0,10,4,43,11,36,0,6,10,19,22,0,15,30,22,0,12,31,0,15,0,25,16,12,55,0,36,10,8,11,36,5,13,17,10,16,10,11,0,15,16,0,15,21,11,15,20,43,5,5,17,17,4,28,58,14,22,63,0,11,38,0,6,11,13,12,0,20,30,19,15,7,54,39,18,15,5,83,17,11,0,56,43,0,6,58,0,52
2018-04-01,4,67,9,27,38,78,10,82,4,45,21,8,10,34,17,13,33,18,36,3,0,24,42,16,47,18,15,0,0,23,6,34,11,34,6,10,12,20,29,4,12,40,20,0,10,47,0,14,0,27,0,12,49,8,31,13,8,16,38,0,26,34,13,18,3,5,61,6,0,0,26,30,7,0,10,44,5,6,21,10,0,34,0,14,23,72,0,10,38,30,6,11,3,15,18,0,34,0,7,5,50,41,20,15,0,94,0,12,0,84,28,19,6,65,20,0
2018-05-01,0,58,14,15,28,78,10,61,5,50,8,12,0,25,23,13,27,9,38,4,5,27,29,9,34,34,10,0,17,21,5,35,16,33,4,6,19,17,25,0,10,26,18,14,13,40,100,13,17,26,16,12,61,8,36,5,15,28,42,5,0,22,5,27,5,4,30,17,0,8,31,34,11,0,13,41,0,3,17,17,0,27,0,14,12,63,0,7,34,0,6,0,13,8,14,20,15,0,15,7,50,43,26,19,10,72,17,19,0,84,43,19,6,61,19,26
2018-06-01,4,73,26,15,27,61,15,66,7,38,19,12,10,0,15,7,32,15,36,6,0,22,27,17,0,26,19,0,0,13,8,34,7,31,0,16,22,15,21,0,12,21,22,0,10,31,0,9,0,0,0,12,62,8,0,5,8,29,38,5,13,28,9,44,3,4,0,11,0,8,16,35,6,8,14,32,11,7,22,15,0,37,0,14,22,56,0,6,35,60,6,11,18,10,7,20,25,19,7,8,53,52,25,11,5,88,17,12,0,84,29,0,4,54,0,26
