date,Alfalfa Sprouts,Apple,Apricot,Artichoke,Asparagus,Avocado,Bamboo Shoots,Banana,Bean Sprouts,Beans,Beets,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Boysenberries,Broccoflower,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Honeydew Melon,Horned Melon,Iceberg Lettuce,Jerusalem Artichoke,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pummelo,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Ugli Fruit,Water Chestnuts,Watercress,Watermelon,Yams,Cassava
2013-10-01,21,44,21,26,63,39,0,48,15,47,12,17,9,0,15,27,0,0,37,10,30,11,0,36,43,11,0,27,9,0,24,11,7,40,9,51,0,12,2,60,7,37,0,23,16,32,28,24,11,0,0,0,8,14,0,52,13,0,7,24,35,43,0,18,11,73,21,0,0,37,27,0,0,51,16,25,35,7,13,33,26,0,39,0,5,21,54,0,9,0,62,2,0,0,31,7,9,18,11,0,10,22,59,31,17,32,0,47,32,0,0,39,11,57,0,16,21,8,0
2013-11-01,11,39,29,37,91,53,0,59,16,57,12,0,18,0,18,21,0,0,51,10,45,0,8,27,24,11,0,24,9,0,0,31,19,34,0,44,11,13,5,44,9,20,0,36,11,35,0,19,13,0,0,0,0,7,0,47,15,10,15,11,34,48,9,11,7,82,11,0,17,25,0,10,0,33,6,14,37,7,21,43,21,0,41,0,4,19,58,0,23,0,62,0,14,16,17,25,15,17,11,8,11,30,69,29,19,64,0,77,11,22,32,62,11,22,0,17,38,6,11
2013-12-01,12,46,38,31,72,50,0,54,17,68,10,18,15,8,20,11,18,0,37,10,58,12,0,39,27,27,0,19,40,11,0,36,27,77,10,51,0,14,3,59,12,26,12,18,18,60,31,10,12,100,0,0,17,0,0,49,14,15,13,0,13,49,0,16,12,40,23,16,18,31,0,15,0,56,18,13,39,11,9,50,26,6,34,0,31,39,77,0,20,30,67,4,0,15,41,26,26,16,12,0,15,24,84,16,47,64,0,63,12,12,0,81,12,16,24,9,33,6,0
2014-01-01,11,37,73,14,12,55,0,50,15,66,13,0,9,7,28,41,11,0,54,0,46,11,15,33,41,25,0,16,16,0,0,52,18,68,10,66,0,0,3,38,20,23,11,10,16,75,29,21,11,0,17,21,0,14,28,71,5,19,11,21,30,49,18,14,11,13,16,0,17,17,0,29,5,52,11,14,45,21,19,40,19,0,53,0,72,9,53,0,18,56,56,3,21,14,19,14,19,44,22,0,17,24,54,22,28,36,27,31,11,11,0,71,14,14,0,8,63,0,0
2014-02-01,12,45,53,19,9,54,0,59,8,75,16,18,0,7,19,22,0,0,31,0,25,23,8,18,22,15,0,22,16,0,26,44,15,67,10,66,11,0,3,34,42,20,0,15,27,49,0,29,19,0,18,0,8,8,0,35,10,10,12,17,27,43,10,12,23,0,17,16,17,32,29,17,6,42,26,15,78,59,7,26,30,0,49,0,36,9,52,0,14,20,52,11,15,22,25,20,15,21,12,0,7,0,66,19,60,26,0,59,29,0,33,83,10,15,0,9,61,0,0
2014-03-01,20,73,27,15,12,35,0,67,7,63,14,15,8,6,15,25,0,0,40,18,35,10,0,33,28,10,27,19,6,0,22,38,21,39,9,56,10,0,25,32,79,13,0,15,23,30,0,33,26,0,15,39,7,13,0,44,12,9,10,23,24,24,8,7,13,7,20,0,15,28,0,13,0,42,25,25,54,51,29,14,13,0,39,0,13,9,51,0,0,0,64,34,0,9,21,7,17,18,15,7,6,13,60,23,35,16,0,48,0,0,0,58,13,22,0,10,45,5,0
2014-04-01,10,74,15,16,4,35,0,51,11,63,9,16,8,7,11,20,0,0,45,9,39,0,7,18,42,26,0,13,10,0,23,24,26,19,9,30,14,12,64,46,64,20,0,11,13,34,0,26,59,0,16,20,7,11,0,63,23,27,21,20,16,41,0,21,0,5,15,14,0,47,0,9,0,49,13,33,36,13,18,26,23,0,42,0,7,9,55,0,14,36,82,49,13,14,40,7,36,7,21,0,7,14,56,35,56,8,0,34,0,0,0,38,14,0,0,16,29,5,0
2014-05-01,20,75,15,50,9,31,0,67,11,59,25,0,0,7,14,39,10,36,43,15,41,10,7,38,32,21,56,7,4,9,23,27,15,10,18,24,15,0,31,57,20,30,0,13,23,37,0,26,27,0,16,0,0,20,0,74,31,18,24,23,26,29,0,17,16,5,20,14,0,33,0,0,5,44,16,41,19,0,9,30,10,8,45,0,5,15,60,0,0,0,85,17,40,10,24,11,12,12,10,7,0,14,72,58,59,11,0,39,20,10,0,33,20,0,0,9,24,9,10
2014-06-01,17,70,23,35,6,32,0,59,13,37,9,0,0,0,5,25,0,0,39,20,48,0,0,36,38,32,31,14,7,0,25,20,12,13,20,15,11,0,9,60,11,30,0,37,16,34,0,22,15,0,0,0,0,17,15,82,31,24,13,52,46,26,0,15,15,0,39,0,0,35,0,0,0,46,26,31,26,10,20,28,7,6,31,0,0,8,59,0,16,0,68,6,15,16,27,0,15,13,11,0,14,15,60,62,41,20,0,55,0,0,0,22,19,15,0,13,20,38,0
2014-07-01,11,66,13,37,6,36,0,61,13,56,18,17,0,7,0,31,0,0,42,23,66,0,0,49,33,28,0,14,7,10,25,13,14,5,10,18,11,0,4,44,11,28,17,36,21,43,0,25,7,0,0,0,8,12,0,64,24,19,7,33,55,21,0,18,11,11,16,0,0,35,28,0,5,46,31,57,20,0,13,29,11,6,49,0,7,12,60,0,15,0,86,5,43,17,24,20,32,14,0,0,9,30,63,93,21,13,28,71,18,0,32,28,18,29,23,17,25,49,11
2014-08-01,11,50,23,31,4,51,0,66,8,62,31,0,0,0,12,17,0,0,39,10,59,0,0,34,57,14,0,19,9,0,0,11,34,13,10,15,0,13,4,46,18,24,0,44,15,49,0,12,11,0,0,0,8,12,0,53,32,28,17,39,47,24,0,22,0,0,27,15,0,17,0,10,5,39,19,51,43,14,9,27,8,0,28,0,5,6,55,0,9,0,76,2,14,10,19,14,25,15,11,8,7,15,62,67,32,17,28,56,14,0,0,29,22,22,0,5,17,40,0
2014-09-01,11,43,18,19,23,52,0,61,0,67,13,0,9,10,15,41,11,0,44,10,46,11,7,38,48,30,0,21,5,0,0,19,11,18,19,35,0,0,3,72,9,23,11,30,22,75,0,24,12,0,0,0,8,12,14,73,27,16,14,46,40,38,13,18,7,5,21,0,0,20,0,19,0,30,28,37,20,21,6,36,10,0,51,0,5,16,67,0,9,0,65,0,14,10,38,18,14,11,11,0,14,15,84,41,28,11,27,36,22,0,0,31,11,14,0,11,21,27,0
2014-10-01,11,48,17,38,87,63,0,71,15,47,18,16,0,0,11,37,0,38,45,0,46,0,0,100,52,11,0,18,7,0,24,19,20,32,9,46,16,0,3,74,6,21,11,16,30,32,0,18,10,0,0,21,8,11,14,85,14,9,11,37,35,100,9,21,7,10,16,15,0,51,0,0,5,44,5,32,48,16,6,30,13,0,47,0,9,17,76,0,9,0,79,2,0,20,16,21,19,16,11,11,11,29,64,33,11,35,0,46,14,0,0,50,19,36,22,22,27,14,0
2014-11-01,11,47,21,26,76,53,0,63,11,58,15,0,9,14,12,45,0,0,52,0,18,11,7,38,32,17,0,21,11,0,0,25,30,38,29,54,11,0,4,63,9,21,0,28,24,36,57,24,14,0,0,0,15,7,0,63,7,9,7,14,28,63,0,11,7,13,27,0,0,23,0,0,0,46,25,21,39,14,16,37,14,0,67,0,5,24,63,0,12,0,60,3,14,15,16,11,14,13,0,8,7,20,65,20,19,64,0,72,22,0,0,55,14,14,0,16,38,5,0
2014-12-01,11,40,34,50,79,70,0,63,24,81,13,17,19,0,29,64,11,40,62,21,46,11,0,34,46,18,0,15,36,0,25,37,41,32,17,45,17,0,4,51,9,20,0,22,18,58,0,10,7,0,18,0,25,13,15,53,13,10,15,17,25,53,0,11,0,22,23,16,0,34,0,10,0,54,20,41,36,10,10,51,20,0,80,0,16,56,76,0,19,79,67,5,15,18,29,45,20,27,11,8,0,26,90,16,27,96,0,49,29,11,0,74,15,0,0,13,40,8,0
2015-01-01,11,47,74,26,24,85,52,59,13,93,24,25,13,7,39,20,11,0,51,0,66,0,7,42,43,25,0,10,39,0,24,90,18,68,14,59,21,12,4,80,13,19,11,25,16,91,0,27,14,0,0,0,8,7,14,100,9,23,14,18,21,65,0,11,0,13,21,29,0,37,27,34,5,76,16,18,51,25,8,48,32,0,54,0,73,24,57,25,27,56,51,2,14,13,23,29,28,29,11,8,18,39,83,23,49,36,27,38,11,0,31,75,12,14,0,19,71,5,0
2015-02-01,22,46,65,34,7,60,0,57,18,61,18,0,14,11,20,26,11,0,57,10,42,11,15,35,36,11,0,17,16,0,0,52,9,52,13,39,15,0,4,38,23,23,0,14,32,67,0,22,12,0,0,22,8,7,15,95,18,14,10,11,21,56,0,11,15,8,22,15,0,27,0,23,0,56,20,19,62,35,28,31,23,0,42,0,60,11,55,0,14,67,45,2,14,14,10,11,19,17,11,0,18,0,79,30,42,17,28,38,17,22,0,80,11,0,0,6,59,0,11
2015-03-01,16,66,22,19,8,50,0,64,7,57,21,15,8,12,19,30,0,0,42,0,41,19,0,20,26,15,0,6,5,9,21,41,22,47,17,35,10,0,13,43,64,26,0,25,19,46,0,16,22,0,30,18,0,6,12,51,8,8,22,9,21,41,8,29,10,0,14,0,15,29,0,17,0,46,7,16,62,45,15,37,18,5,32,0,10,7,57,0,19,33,58,19,24,9,23,16,28,10,10,7,8,26,58,34,57,10,0,39,14,0,0,66,13,0,20,12,45,0,0
2015-04-01,30,91,17,22,6,53,49,61,7,53,21,23,8,6,12,43,0,0,46,9,36,10,0,32,56,10,28,19,10,0,0,13,16,31,18,26,10,0,94,38,59,25,0,13,11,74,27,11,43,0,16,20,14,13,0,64,22,15,7,30,13,34,8,20,7,5,20,14,0,41,0,0,5,38,23,26,44,13,22,26,23,5,48,0,9,11,52,12,17,35,82,57,13,0,26,18,22,19,10,0,6,14,67,54,58,11,26,52,10,10,29,41,23,0,0,10,22,0,0
2015-05-01,10,100,24,36,6,35,45,57,18,61,13,15,0,0,9,32,0,0,58,17,50,0,0,42,47,34,26,12,6,0,0,17,12,9,30,28,19,0,47,30,20,25,0,10,12,26,0,19,31,0,0,19,0,17,0,80,27,14,26,19,23,26,8,22,6,0,14,13,0,33,24,0,5,44,12,31,25,8,13,38,26,22,49,0,7,14,59,0,8,16,74,23,25,18,16,11,14,12,0,7,8,13,52,54,47,10,0,68,13,0,0,33,21,19,0,14,14,6,10
2015-06-01,9,69,22,34,6,49,0,71,7,58,18,0,8,6,7,21,0,0,55,20,36,0,0,27,44,22,0,8,5,9,21,19,14,13,14,14,10,0,10,36,8,27,10,21,13,23,0,8,15,0,0,19,0,30,12,58,11,8,13,34,31,25,0,22,10,7,52,13,0,34,0,8,5,41,10,39,20,10,18,20,11,10,33,0,5,6,52,0,8,0,83,7,12,13,33,6,17,7,29,21,0,19,64,73,65,11,0,56,10,28,27,26,19,0,0,7,25,26,0
2015-07-01,9,61,29,23,5,32,0,61,10,47,12,29,0,0,13,18,10,0,69,9,59,10,0,47,62,27,0,12,7,9,21,16,12,9,17,10,10,0,5,51,8,29,10,25,11,40,50,40,10,0,0,0,0,19,13,62,25,29,9,59,39,28,8,32,13,7,38,19,0,39,0,8,5,39,22,41,16,10,18,36,7,5,45,0,6,7,63,0,12,0,87,3,12,9,27,8,20,5,10,7,9,13,73,79,43,12,0,66,19,35,0,24,17,13,0,21,24,48,10
2015-08-01,9,53,24,26,3,34,43,64,13,68,13,14,0,9,17,34,18,0,60,19,52,0,6,50,77,33,0,18,4,0,20,25,10,21,12,35,18,0,2,51,8,26,9,31,10,52,24,19,10,0,14,0,6,18,12,72,17,13,18,13,33,33,8,18,6,4,27,25,0,25,0,8,0,43,28,60,22,6,16,37,4,5,45,0,6,10,74,0,15,0,53,4,12,8,12,16,24,6,9,13,6,12,56,89,24,19,23,60,33,12,0,32,18,0,19,15,31,38,9
2015-09-01,0,43,21,27,8,40,0,65,11,65,15,14,8,6,14,45,14,33,61,17,44,9,6,43,53,31,0,22,7,0,21,20,12,31,8,38,9,0,5,84,8,25,9,44,16,45,0,18,20,0,0,0,7,10,0,76,16,8,15,31,34,35,8,6,6,14,37,0,0,44,0,8,5,41,17,52,31,10,13,31,7,5,53,0,6,12,75,0,10,0,59,0,0,13,26,14,27,9,37,13,12,13,76,46,24,25,36,89,12,23,0,41,19,13,0,11,26,32,0
2015-10-01,9,60,30,29,88,43,44,63,24,63,15,14,0,6,8,23,9,0,48,8,50,28,0,36,45,14,0,20,9,8,0,19,19,43,19,47,18,0,4,81,10,24,0,34,14,31,24,13,16,0,14,0,0,6,0,82,15,11,10,18,36,51,11,18,10,29,32,25,0,23,0,11,5,42,24,22,40,10,8,32,16,0,38,0,9,19,78,11,15,0,79,3,24,12,28,23,19,17,15,7,12,37,71,31,26,27,0,47,15,12,26,50,8,25,0,19,34,9,9
2015-11-01,9,45,23,35,83,55,0,64,10,64,8,14,8,9,14,29,9,0,60,8,46,9,0,28,58,19,0,20,10,0,21,40,14,54,16,62,14,11,4,67,11,21,0,12,21,36,24,18,10,0,14,0,13,0,0,56,28,12,14,24,12,58,0,19,6,47,14,0,14,25,0,0,0,44,21,24,41,10,9,34,18,5,55,0,5,40,66,0,21,0,54,2,12,13,24,25,24,19,14,0,10,25,74,27,23,53,24,64,22,18,0,60,12,24,0,17,43,8,0
2015-12-01,20,46,50,47,63,52,0,72,7,61,28,16,8,17,31,22,20,0,59,9,34,10,7,32,66,28,0,6,45,9,0,46,42,57,9,44,10,12,4,75,8,39,10,20,20,70,0,28,12,0,15,0,0,10,0,64,12,9,20,16,15,68,8,13,7,25,25,14,15,28,0,15,0,73,8,30,40,13,16,54,22,0,43,0,19,85,87,12,17,17,78,3,13,22,26,52,21,14,10,0,15,41,87,23,29,67,0,67,10,0,0,84,13,0,0,8,64,5,0
2016-01-01,15,49,100,26,10,65,48,63,14,100,17,15,8,10,42,19,17,0,51,0,59,10,7,26,79,13,0,19,34,0,0,80,16,72,15,59,10,0,4,71,21,32,0,17,16,54,0,46,13,0,0,19,14,7,13,63,22,13,13,15,32,54,8,17,10,24,30,20,0,21,0,44,0,67,20,19,54,30,9,36,22,0,53,0,48,44,67,0,17,0,52,2,19,9,26,18,23,20,13,0,13,20,74,37,37,35,25,82,20,20,28,78,13,0,0,5,79,5,10
2016-02-01,0,56,64,30,5,58,0,71,10,74,17,16,8,13,23,22,0,0,59,14,38,10,0,44,81,13,0,9,8,9,0,74,6,47,21,56,0,12,6,40,18,22,0,29,15,58,0,11,14,0,0,39,14,0,0,80,10,12,9,10,17,39,0,13,0,0,20,0,0,23,0,29,0,56,15,21,61,39,21,43,37,0,52,0,65,12,61,0,17,17,52,6,17,9,26,13,18,20,15,0,13,27,61,31,56,17,26,59,20,10,29,86,13,13,20,10,100,0,0
2016-03-01,18,66,25,14,6,50,0,77,9,60,8,42,8,6,10,9,14,0,67,8,33,12,0,29,47,23,25,0,4,0,20,34,12,37,11,36,9,0,10,20,71,34,0,6,25,58,36,19,28,0,0,27,7,6,0,54,24,16,15,36,28,43,0,12,12,7,36,0,0,26,0,19,0,44,19,27,50,51,23,32,32,5,47,0,22,9,53,11,18,16,73,25,12,17,32,15,16,14,0,0,18,25,65,35,51,12,0,56,9,9,0,54,12,24,0,11,68,0,0
2016-04-01,10,84,14,30,11,27,0,69,14,56,12,15,8,6,13,25,10,0,53,18,39,10,0,31,38,20,53,10,7,9,0,27,10,21,9,20,19,11,71,36,84,29,10,12,26,38,0,14,75,0,0,0,0,13,0,39,23,29,20,19,29,33,8,26,13,10,43,13,0,39,0,9,0,38,5,33,40,23,17,21,20,10,40,0,12,12,53,11,14,16,100,68,13,9,23,13,28,10,19,10,8,13,77,39,92,10,0,65,13,0,28,37,21,0,0,26,34,0,0
2016-05-01,9,88,13,32,5,29,0,77,10,61,10,0,7,6,8,23,9,32,76,0,54,9,6,49,78,23,25,12,6,0,60,18,9,21,24,24,27,11,71,65,41,37,0,23,15,52,0,33,42,0,0,18,6,26,12,48,24,23,16,21,27,31,0,12,6,20,18,0,14,36,0,0,4,39,18,60,34,9,21,20,10,18,48,0,10,8,59,0,8,0,84,30,12,0,20,14,8,21,9,0,8,12,88,69,99,16,0,60,9,0,0,32,11,0,19,15,42,11,0
2016-06-01,9,70,20,50,4,28,45,65,10,63,24,0,8,0,11,36,10,0,73,13,63,0,0,45,90,27,0,18,6,0,21,29,12,11,19,23,28,11,12,60,14,30,0,18,14,23,0,8,31,0,15,37,0,23,12,37,30,8,17,37,29,23,16,25,6,0,23,0,0,24,0,0,5,40,26,71,27,14,7,33,7,10,42,0,5,8,62,0,20,0,91,5,12,9,27,15,33,10,9,7,6,25,83,72,76,16,24,70,24,9,27,29,13,13,0,21,28,16,9
2016-07-01,10,66,19,20,2,45,0,53,21,69,12,0,8,6,8,25,0,35,64,27,71,0,7,33,83,26,0,17,10,0,22,20,8,21,9,21,0,12,5,93,6,27,10,36,10,36,26,28,10,0,0,0,0,11,13,70,35,17,16,42,54,29,8,7,13,0,35,0,0,28,0,0,0,46,18,58,21,6,6,42,10,5,42,0,8,18,60,0,17,0,77,3,13,19,24,24,35,7,20,0,6,18,71,89,45,9,25,49,20,0,28,30,17,0,0,13,14,37,0
2016-08-01,10,46,15,24,5,58,0,65,12,75,16,15,8,0,7,25,0,35,60,9,72,10,0,31,34,30,0,16,5,9,22,17,9,21,0,16,10,0,4,68,12,26,0,17,12,44,0,0,16,0,0,19,7,17,13,43,29,8,13,38,40,37,0,20,7,10,34,13,0,12,0,9,0,34,15,52,23,19,11,44,7,10,58,0,8,8,67,0,16,17,73,3,0,14,25,17,30,7,15,7,8,13,52,59,31,9,0,70,26,0,0,31,18,0,0,18,33,38,10
2016-09-01,15,45,26,29,9,64,0,78,11,78,19,15,0,10,20,29,10,0,62,9,60,20,7,36,61,21,0,19,3,0,0,15,13,21,15,35,10,0,3,64,11,26,10,24,17,27,0,14,9,0,0,20,7,17,13,59,12,17,23,10,30,34,8,10,7,17,40,0,0,27,0,18,5,50,21,41,22,13,8,33,18,0,46,0,7,10,72,0,13,0,66,0,13,9,22,18,22,17,20,7,6,32,74,57,25,15,0,59,20,0,0,32,12,13,0,12,22,20,0
2016-10-01,29,54,19,28,70,86,0,57,7,64,0,30,8,6,7,33,0,0,55,9,51,0,7,29,63,18,0,25,8,0,22,19,18,41,9,46,10,0,5,68,12,29,10,38,14,33,0,19,22,0,0,0,0,7,13,50,17,21,15,32,17,54,0,26,13,33,34,0,0,29,0,17,5,55,22,41,34,6,8,52,11,0,63,0,3,27,70,0,16,0,76,2,13,15,21,13,23,7,10,7,13,13,77,41,21,22,25,75,16,10,0,48,18,13,0,16,26,8,0
2016-11-01,9,42,26,21,75,76,45,69,17,63,8,0,8,6,19,18,10,0,63,0,32,9,0,35,41,34,0,12,8,9,0,31,32,51,21,48,0,0,4,35,8,22,0,16,16,34,0,32,9,0,0,18,7,6,12,33,14,8,30,28,23,61,8,9,6,35,33,13,0,28,0,14,0,52,10,22,39,20,9,33,11,5,53,0,8,43,65,0,12,0,98,3,0,21,12,11,14,16,10,0,12,26,75,25,22,57,24,78,28,0,0,53,19,31,0,7,36,10,0
2016-12-01,15,44,38,45,69,85,0,52,7,55,31,16,0,7,22,23,15,36,59,18,60,0,7,43,70,18,0,17,29,0,0,49,45,43,21,52,0,0,4,100,21,30,10,22,22,58,0,23,14,0,0,20,7,7,0,55,25,18,18,10,35,55,0,14,10,22,70,0,0,19,0,18,0,55,18,26,44,22,10,32,13,0,49,0,17,92,92,0,20,17,80,3,0,19,36,32,22,17,10,0,13,21,67,25,16,94,0,68,10,0,0,70,8,14,0,15,50,5,0
2017-01-01,9,48,77,17,16,90,0,53,13,81,16,0,0,12,24,31,19,0,72,0,65,9,0,35,85,22,0,9,38,0,0,100,15,64,12,52,9,11,5,95,14,28,14,20,20,48,0,16,22,0,14,0,17,6,0,68,12,14,8,14,12,52,0,12,13,18,33,13,0,39,0,27,5,49,19,16,56,34,19,41,18,0,56,0,49,31,71,0,18,48,71,2,12,9,18,23,16,22,14,0,8,17,79,32,47,44,0,84,19,9,0,69,12,12,19,16,66,5,9
2017-02-01,10,45,60,19,7,72,0,66,7,77,11,15,0,25,36,37,10,0,63,9,48,0,0,36,59,27,0,17,14,0,22,68,21,66,9,40,10,0,5,62,11,23,10,13,13,65,25,19,16,0,0,19,7,0,0,63,13,17,13,19,13,39,0,26,13,17,48,13,0,32,0,17,5,29,17,15,66,48,13,43,20,0,47,0,54,16,55,0,16,34,50,4,13,18,15,26,20,15,16,7,0,0,70,34,37,25,37,45,10,0,0,73,11,0,0,20,69,7,0
2017-03-01,0,57,36,24,8,39,0,62,6,75,18,25,0,9,16,18,0,0,63,11,49,8,6,51,53,15,0,12,5,0,0,44,29,35,11,34,12,0,14,57,47,24,8,19,22,49,22,9,24,0,13,0,6,8,0,44,16,11,13,27,21,46,7,19,5,6,45,0,12,34,0,7,12,50,13,25,54,40,17,39,26,0,51,0,22,12,55,0,10,0,60,19,11,8,23,13,17,13,0,0,10,33,64,48,53,7,0,57,0,8,0,48,8,0,0,5,52,0,0
2017-04-01,0,90,19,16,5,42,0,50,10,63,11,14,0,6,9,28,9,0,58,19,42,0,6,47,66,23,57,13,13,0,0,34,21,33,12,41,9,0,68,40,43,30,0,21,19,51,0,35,69,0,14,0,13,15,12,69,18,15,8,26,21,33,11,6,9,17,35,0,0,36,0,16,4,53,11,38,57,25,19,33,23,5,39,0,15,16,56,0,7,46,78,51,11,17,19,18,31,12,18,6,6,0,73,48,51,13,0,80,31,9,0,35,22,12,0,4,21,9,0
2017-05-01,9,70,23,39,3,30,0,66,19,79,11,27,7,8,17,19,9,31,52,10,54,9,6,54,52,18,0,13,6,0,19,20,16,20,15,21,9,0,64,44,11,31,0,25,13,32,0,17,32,0,0,34,0,19,0,51,17,8,18,20,23,27,0,29,6,17,22,0,13,23,0,10,0,42,20,47,39,11,8,30,10,11,53,0,7,5,56,0,15,0,76,23,0,11,23,27,20,7,9,0,6,24,50,78,61,13,0,49,17,9,0,35,22,23,0,10,21,12,0
2017-06-01,9,59,24,37,5,16,0,65,17,66,10,0,0,0,8,35,0,0,62,17,62,9,6,40,53,31,51,18,9,0,21,21,10,17,16,16,9,0,16,42,14,36,0,18,19,31,0,21,27,0,14,0,7,31,12,26,31,12,6,24,40,27,0,16,9,7,46,13,0,29,23,0,0,31,21,74,42,6,7,37,7,12,54,0,9,11,64,0,12,0,80,8,0,9,28,19,27,11,28,7,6,0,83,79,54,13,0,38,28,9,0,27,14,12,0,9,16,28,0
2017-07-01,19,62,16,41,4,36,0,74,20,80,23,0,0,6,14,38,0,0,67,8,51,9,0,50,65,29,26,18,11,0,21,21,12,26,17,15,14,0,4,60,10,48,0,36,11,42,0,23,16,0,0,0,0,37,12,44,29,8,16,46,30,46,0,12,9,16,28,13,0,25,0,0,5,58,17,58,25,9,13,46,7,7,54,0,7,7,67,0,23,0,74,2,36,0,22,23,14,14,0,0,18,0,54,92,41,13,0,31,9,0,0,30,25,13,0,17,13,54,0
2017-08-01,0,58,22,27,4,42,0,59,12,76,15,0,0,6,16,47,9,31,78,34,62,13,0,43,79,23,24,17,4,8,19,12,11,33,16,24,12,0,4,66,12,33,0,25,15,48,23,24,15,0,20,17,19,10,0,33,17,15,14,14,47,41,0,12,8,9,48,12,13,33,22,10,4,48,20,58,16,15,8,35,7,4,68,0,5,11,77,10,17,0,73,2,23,8,40,15,26,4,15,9,6,12,62,63,28,19,23,72,22,12,0,32,19,16,0,22,24,21,0
2017-09-01,23,49,20,22,14,55,0,64,17,72,11,14,0,6,8,32,9,0,59,14,34,9,6,34,64,35,0,15,8,0,0,19,8,30,24,50,14,11,3,41,9,33,9,25,18,49,0,35,10,0,14,18,10,15,24,44,27,13,15,21,29,43,7,6,6,11,22,12,0,27,23,20,0,31,21,39,25,10,12,35,16,0,45,0,9,19,74,0,23,0,59,2,12,13,27,26,8,5,0,6,6,25,79,68,24,20,23,51,18,0,0,29,18,18,19,14,36,26,0
2017-10-01,13,57,24,30,61,60,0,77,25,65,25,14,7,0,14,42,9,0,71,0,38,9,0,50,76,21,0,29,6,8,20,31,15,44,8,42,9,0,4,83,10,31,0,15,28,38,0,27,18,0,0,0,13,6,0,42,13,15,8,23,42,46,8,6,6,17,18,12,0,27,0,0,0,65,25,19,44,23,9,33,14,0,54,0,6,23,74,0,22,0,59,3,11,13,31,14,8,14,13,6,12,30,81,44,25,23,0,43,15,0,0,52,19,12,0,18,42,8,9
2017-11-01,9,45,25,29,100,68,0,72,10,71,10,0,15,6,20,42,13,0,86,8,46,9,0,44,54,18,24,11,17,0,0,25,9,41,0,43,0,0,6,40,9,33,9,19,16,29,0,20,14,0,14,0,6,6,12,52,12,8,18,26,46,72,0,12,9,37,31,0,0,26,0,15,9,49,4,32,50,8,10,59,11,0,58,0,10,43,76,0,17,0,50,2,11,22,31,35,8,17,9,0,8,12,79,30,29,52,23,73,18,9,0,53,7,12,0,13,44,4,0
2017-12-01,10,46,49,34,82,69,46,58,10,83,24,29,0,6,39,30,19,0,78,0,43,10,0,63,62,24,0,6,48,0,21,69,36,69,17,49,22,0,7,56,15,34,14,27,20,64,25,24,17,0,15,0,7,0,0,42,8,17,6,9,21,91,0,13,6,19,29,13,15,31,0,17,5,65,17,27,55,18,17,57,21,0,68,0,29,64,80,0,20,16,49,3,12,18,29,62,21,23,10,0,9,30,86,37,32,100,24,56,26,0,0,74,17,13,0,10,60,5,0
2018-01-01,9,43,81,21,7,71,0,56,12,93,12,13,14,7,57,16,13,31,100,8,60,12,6,38,76,20,24,9,39,0,0,92,9,100,18,93,9,0,7,68,14,30,9,21,16,100,23,29,14,0,13,0,12,6,0,77,10,23,12,11,21,67,0,17,15,9,30,12,13,24,0,20,4,80,16,15,52,22,20,39,17,0,60,21,80,35,71,0,19,15,61,2,11,12,28,31,15,18,17,13,6,31,75,33,73,36,30,89,12,0,0,100,20,12,18,15,93,0,0
2018-02-01,9,56,36,16,8,58,43,69,6,73,19,14,7,13,21,26,0,0,61,8,39,9,6,34,45,28,25,14,11,0,0,73,13,61,11,75,9,0,4,50,39,29,9,16,25,60,0,28,16,0,14,18,6,6,0,46,15,23,10,18,31,44,7,24,9,20,22,12,0,29,23,12,4,68,9,21,63,41,33,44,23,0,48,0,45,22,60,0,18,0,67,4,12,8,35,24,18,11,9,6,8,12,67,35,62,7,35,74,9,9,0,96,12,0,37,6,61,0,18
2018-03-01,8,75,18,20,7,36,0,62,6,71,10,13,7,9,20,26,8,0,54,10,31,25,0,46,33,21,0,14,7,0,18,46,24,36,22,62,16,0,17,48,43,30,0,19,36,42,21,24,27,0,0,0,9,5,32,38,13,12,14,24,19,47,0,14,5,12,24,11,0,31,41,11,4,50,21,28,38,45,17,36,23,0,58,0,19,19,64,9,9,14,95,34,16,8,19,16,19,10,12,0,16,11,71,50,100,5,21,82,16,0,0,47,19,11,0,16,47,4,0
