date,Alfalfa Sprouts,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Bean Sprouts,Beans,Beets,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Boniato,Broccoli,Brussels Sprouts,Cabbage,Cactus Pear,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Honeydew Melon,Iceberg Lettuce,Jicama,Kale,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Malanga,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Watercress,Watermelon,Yams,Yellow Squash,Cassava,Zucchini Squash
2014-02-01,0,26,9,13,2,18,50,0,12,5,5,0,13,9,3,7,14,25,9,0,7,30,11,6,9,55,10,6,0,0,5,12,10,0,13,4,0,0,17,13,17,4,8,10,0,7,14,0,16,35,72,17,0,3,0,17,6,27,6,5,0,11,0,9,0,9,0,0,0,10,0,6,0,11,0,10,16,7,20,11,0,11,4,27,0,0,10,5,4,18,6,3,0,0,0,0,18,20,10,9,12,10,27,0,15,9,16,11,5,13,0,9,0,7
2014-03-01,47,32,8,10,4,8,56,0,12,10,4,0,0,5,3,10,9,44,8,0,6,23,35,5,8,38,0,10,0,26,5,16,9,5,14,8,0,11,38,4,9,5,16,6,0,0,9,0,14,21,60,23,0,5,0,15,14,0,4,4,6,14,10,9,26,5,11,0,0,3,5,5,9,6,0,21,5,5,18,11,0,15,0,18,3,15,6,4,11,16,9,5,0,0,0,10,16,0,16,5,11,9,12,0,0,4,13,12,4,17,10,8,0,0
2014-04-01,26,28,8,8,4,10,54,19,12,4,5,0,12,18,0,7,7,24,12,0,7,23,17,6,5,31,9,7,0,0,3,15,7,0,9,4,0,12,33,0,9,6,11,12,0,7,12,48,15,22,69,35,0,5,0,0,18,0,8,5,14,14,6,9,28,11,9,17,5,7,6,10,10,7,0,9,13,4,19,11,0,11,4,15,3,0,13,0,6,0,13,3,0,10,13,0,17,20,13,7,14,13,10,0,0,8,21,0,0,20,0,13,0,7
2014-05-01,0,33,4,7,3,5,55,18,9,3,4,0,0,8,6,7,9,0,8,0,17,22,7,7,9,33,9,3,0,27,3,20,5,6,8,0,0,11,31,8,9,5,9,6,0,6,17,0,0,22,58,26,0,0,19,16,13,0,4,4,7,29,5,6,0,11,8,0,10,5,4,4,14,9,9,9,4,9,0,13,0,10,0,12,0,0,4,0,5,0,14,3,0,9,8,8,0,19,13,6,6,3,12,3,0,0,18,15,4,18,0,0,0,7
2014-06-01,27,36,4,10,3,7,62,0,10,5,0,0,0,12,9,7,7,25,9,0,29,26,14,0,6,33,10,4,0,30,5,10,10,6,14,0,0,12,51,6,7,6,4,7,0,10,5,0,16,24,56,29,0,5,0,17,17,0,4,5,0,47,6,9,0,9,28,18,6,5,4,4,10,9,10,10,6,5,0,8,16,6,4,29,3,17,6,0,4,0,4,3,10,30,9,6,36,0,6,12,17,3,17,0,15,0,18,6,0,20,0,9,0,7
2014-07-01,0,26,4,6,4,10,49,0,8,6,7,0,0,6,3,7,7,25,8,0,15,40,0,12,6,35,0,10,0,0,4,0,7,6,13,4,0,17,0,19,15,8,8,7,0,5,10,0,16,0,49,13,8,5,0,0,8,0,0,15,7,20,6,9,0,9,0,36,6,18,6,8,0,10,11,19,12,9,0,22,0,9,0,20,0,17,5,5,8,0,8,0,0,10,0,6,0,0,7,3,15,14,14,0,15,4,32,6,5,27,6,9,0,0
2014-08-01,0,33,10,6,4,11,52,0,9,9,9,0,25,24,3,7,8,0,9,0,14,39,14,4,11,50,0,8,0,0,0,15,10,6,8,0,0,24,17,8,8,6,6,0,10,10,15,0,16,23,33,22,0,8,20,0,6,0,0,9,7,9,9,9,29,15,9,17,6,7,2,8,16,12,10,9,10,6,0,11,0,14,4,21,3,0,8,5,4,0,5,6,0,10,9,0,18,0,8,15,14,5,29,0,0,8,16,11,5,26,0,0,0,7
2014-09-01,0,43,4,9,3,10,47,18,11,3,0,0,0,6,3,0,4,23,14,0,0,30,13,4,11,47,0,7,0,28,7,9,9,6,10,4,0,17,32,5,12,7,6,0,0,5,8,0,0,0,47,18,0,3,0,0,7,25,4,4,13,17,5,4,0,5,17,0,5,8,2,6,25,9,0,9,7,3,0,13,0,8,8,21,0,16,8,0,6,25,6,4,10,9,0,5,17,0,6,14,15,6,22,0,14,4,9,7,0,19,5,9,0,7
2014-10-01,24,42,6,7,2,4,42,53,8,7,6,0,11,9,3,0,9,37,5,0,10,37,16,4,17,47,9,7,0,26,7,16,8,0,12,0,16,11,26,6,5,5,13,17,0,6,8,0,0,0,73,15,7,5,18,31,8,0,5,4,6,11,0,5,0,8,8,16,5,3,7,5,9,6,9,8,5,8,0,10,0,5,0,18,0,0,44,4,4,15,7,4,0,9,8,0,16,18,7,8,14,11,27,6,0,8,21,15,8,15,0,12,0,0
2014-11-01,0,33,8,12,3,13,63,0,14,7,5,12,0,6,0,0,9,24,6,0,11,27,14,6,11,47,10,7,0,0,11,28,8,0,12,4,17,12,50,4,11,11,4,9,0,10,11,0,0,23,71,11,0,3,20,0,7,0,4,0,0,10,6,5,0,11,0,0,0,10,3,4,19,5,10,14,8,3,20,11,0,8,8,35,0,0,15,0,4,0,13,3,0,10,8,0,0,0,8,13,22,5,61,0,0,4,21,9,6,15,22,0,17,7
2014-12-01,0,44,7,14,2,11,91,20,17,8,0,0,0,6,0,11,11,26,6,0,0,38,7,6,9,32,0,4,0,61,8,25,8,6,7,9,0,13,18,4,11,6,8,13,0,16,11,0,17,24,48,21,8,4,0,0,16,0,4,0,7,12,6,4,0,9,10,0,0,14,0,5,21,7,11,10,8,13,0,10,0,6,4,25,0,0,7,0,8,0,11,3,0,0,14,0,0,0,11,9,13,7,31,0,0,0,26,12,5,17,6,10,0,0
2015-01-01,0,41,8,7,2,12,74,0,20,5,4,0,0,11,3,7,5,23,6,0,13,39,10,4,14,36,9,7,0,0,7,6,9,0,11,4,16,0,42,0,13,7,5,15,0,14,16,0,0,22,58,21,7,3,19,16,11,25,4,4,0,12,5,8,0,5,13,0,0,13,6,8,14,6,0,22,16,6,19,12,15,5,4,25,5,16,11,8,5,16,6,3,0,0,0,0,16,19,15,9,15,12,21,3,14,4,12,5,4,18,8,8,0,7
2015-02-01,0,32,7,11,4,14,51,0,11,4,5,12,13,6,3,0,12,0,6,0,7,40,17,4,8,40,0,7,0,29,7,16,0,0,15,4,0,12,17,6,9,4,4,6,0,5,11,0,0,0,74,26,0,7,20,33,15,0,0,0,7,10,6,11,0,0,9,0,0,5,2,3,10,11,10,28,16,11,0,9,0,7,4,19,0,0,6,4,6,17,6,3,10,10,0,5,17,20,14,7,18,7,23,0,29,0,19,8,6,23,6,9,0,21
2015-03-01,24,33,4,13,2,18,51,0,13,5,0,11,12,11,0,6,4,22,13,0,16,32,13,6,12,51,9,7,0,26,10,13,9,5,12,0,0,16,31,8,9,3,7,14,0,9,7,0,14,0,83,22,0,7,0,0,19,0,0,4,0,12,10,8,0,10,8,0,0,11,2,6,9,8,9,17,6,6,18,13,0,7,8,23,3,15,4,4,4,16,12,3,9,9,8,0,0,0,14,9,17,9,18,0,13,8,23,8,0,22,0,0,0,6
2015-04-01,0,36,5,8,3,21,71,18,11,10,7,12,0,12,8,0,10,23,9,0,21,26,14,4,11,51,9,4,0,28,14,8,14,12,14,4,0,12,40,0,6,4,6,15,0,10,7,0,15,0,78,16,0,10,29,0,15,26,0,0,20,13,0,13,0,5,0,33,0,7,4,7,9,5,10,9,16,11,0,14,0,9,8,12,0,0,9,0,4,16,9,3,0,10,0,8,17,19,9,8,17,10,31,0,14,4,28,16,4,20,0,0,0,10
2015-05-01,25,42,8,10,2,18,61,35,13,16,0,0,0,8,5,0,8,0,9,0,20,34,6,4,9,33,0,4,0,27,10,7,8,0,6,0,0,11,16,5,8,5,7,0,9,9,10,0,0,0,58,15,0,3,0,16,10,25,4,7,6,42,5,10,0,5,13,0,10,3,2,5,9,5,10,9,7,9,0,17,0,5,8,17,0,0,4,4,5,0,8,3,9,18,16,0,0,19,12,8,12,11,21,3,13,4,10,20,4,21,0,0,0,7
2015-06-01,0,36,6,4,2,8,63,0,8,5,0,0,18,17,3,0,10,22,13,0,16,30,10,0,10,40,9,5,0,26,5,9,7,6,11,0,0,33,54,0,11,3,11,15,0,16,13,0,15,0,53,28,0,3,18,23,4,25,0,4,0,48,5,14,26,9,8,0,0,8,3,7,9,7,0,9,6,4,0,16,15,5,4,18,3,16,12,4,6,0,5,7,0,18,12,5,16,0,8,12,15,6,36,0,13,4,13,19,6,20,0,8,0,7
2015-07-01,0,30,6,6,4,13,70,17,10,6,6,0,11,11,4,6,6,21,9,0,13,48,6,0,6,56,8,7,0,26,3,8,10,0,11,4,0,18,0,4,10,7,7,14,0,13,13,0,14,40,55,21,0,3,0,0,15,23,3,8,0,32,5,9,25,8,16,0,5,4,2,7,0,11,0,8,15,9,0,12,14,11,4,16,3,15,8,4,0,0,5,0,0,9,7,5,15,0,12,6,16,3,37,6,0,4,9,10,4,28,5,8,0,6
2015-08-01,0,37,9,7,2,11,66,16,8,0,0,0,11,10,3,6,6,21,8,0,18,64,18,3,5,41,8,3,0,0,5,7,8,5,15,4,15,14,29,7,12,3,13,11,0,13,19,43,14,30,38,16,0,3,17,15,19,23,0,8,0,17,5,6,0,7,8,0,7,6,2,10,8,5,9,8,10,4,0,11,0,5,5,14,3,0,7,4,3,0,7,0,0,14,7,5,30,17,9,17,12,0,25,3,13,7,31,11,0,22,5,0,15,6
2015-09-01,21,43,10,4,2,6,57,15,10,9,0,10,0,20,3,6,6,39,5,0,20,46,11,8,12,50,0,8,0,0,3,10,8,0,10,3,14,15,23,6,10,5,5,5,0,8,12,0,0,0,56,13,6,5,0,14,13,22,3,4,0,16,0,4,0,5,7,0,4,4,2,12,0,7,8,8,10,4,0,10,0,20,3,14,0,21,5,4,5,0,8,7,0,16,7,4,14,16,10,8,20,5,51,3,12,3,20,13,0,24,0,0,0,6
2015-10-01,0,38,11,11,1,9,62,15,8,3,0,0,10,14,4,5,7,0,9,0,14,36,16,3,10,49,0,7,81,0,4,11,7,5,12,3,0,9,32,6,9,5,3,10,8,4,13,0,0,0,65,17,0,5,15,13,8,0,3,5,0,12,4,7,22,7,7,0,4,5,3,11,7,6,8,7,12,3,0,10,0,4,10,18,3,0,35,3,3,13,10,7,8,8,7,4,0,0,9,9,15,4,15,3,23,3,11,15,3,21,4,0,0,5
2015-11-01,21,40,10,44,2,11,68,15,13,3,0,10,0,10,5,6,6,20,15,0,23,34,14,6,13,46,8,6,0,0,6,15,6,10,8,3,27,24,36,3,18,7,8,13,8,4,11,0,0,37,72,21,0,6,0,0,10,22,0,0,11,12,13,7,0,9,7,0,4,5,4,7,8,9,8,7,5,4,0,17,0,4,3,33,0,0,18,4,3,0,6,4,8,8,14,0,14,0,7,14,25,9,47,3,12,3,16,16,4,13,9,0,14,6
2015-12-01,35,46,9,22,2,11,76,17,16,5,4,0,11,11,0,6,7,43,5,0,19,59,12,0,6,35,11,13,0,25,5,16,7,0,14,0,0,21,20,7,15,7,7,11,0,4,11,0,0,0,71,11,0,7,0,15,5,0,0,5,0,19,8,3,0,7,0,15,0,6,2,11,26,8,9,8,5,6,0,11,0,5,11,28,0,15,11,0,9,0,17,5,9,0,0,0,15,0,17,9,25,15,46,0,13,4,16,5,0,15,7,8,0,6
2016-01-01,22,31,7,7,1,16,69,16,16,9,0,0,21,5,4,6,8,40,8,0,6,38,6,3,11,42,8,6,0,0,15,20,7,5,16,7,0,10,21,3,12,8,8,11,0,7,17,0,13,19,66,21,6,4,17,0,14,0,0,0,0,15,5,7,24,13,8,0,7,6,2,8,16,5,9,12,8,4,16,16,0,5,4,16,0,14,12,6,4,14,13,0,0,12,0,5,0,17,7,7,17,6,38,3,12,5,15,8,0,17,5,0,0,0
2016-02-01,22,36,5,11,3,8,50,16,10,0,6,10,11,5,6,10,5,20,7,57,12,38,23,11,12,44,16,6,0,0,4,12,10,0,8,0,14,10,60,7,15,10,6,5,0,8,20,0,0,0,74,15,6,8,17,28,13,22,6,4,6,12,7,8,0,7,0,0,0,10,2,5,11,7,17,8,10,7,0,12,13,9,6,20,0,0,4,4,3,14,9,4,9,12,7,5,15,17,6,13,10,3,24,0,24,3,13,0,4,23,5,8,14,6
2016-03-01,0,36,7,7,3,13,72,0,17,12,0,0,10,11,3,0,10,30,13,0,9,27,9,9,11,44,13,6,0,0,6,5,11,5,20,0,0,10,18,3,9,8,8,15,8,5,13,0,26,19,89,16,0,8,16,14,7,0,0,4,6,14,6,11,0,5,22,14,0,16,3,6,10,11,0,15,11,5,0,10,0,11,5,20,0,14,8,7,3,14,3,0,8,8,14,4,0,0,8,11,10,8,24,0,12,10,17,9,0,32,9,7,0,0
2016-04-01,21,32,9,14,2,7,53,0,10,4,6,10,10,7,5,0,12,20,7,0,0,38,12,13,16,43,8,5,0,24,7,5,16,0,13,3,0,20,21,9,14,5,11,15,0,4,17,0,0,38,100,24,0,5,0,14,21,29,6,8,6,19,9,13,23,9,7,0,0,7,2,6,0,6,0,0,9,6,0,13,0,10,10,13,0,14,12,7,6,0,9,2,0,8,7,0,28,0,9,10,11,6,27,3,12,3,16,9,6,27,5,0,0,6
2016-05-01,21,36,7,3,1,12,62,0,11,4,0,10,10,15,5,0,13,20,10,0,14,24,11,6,16,28,19,8,0,0,4,12,13,5,10,3,0,19,36,9,13,3,8,5,0,4,8,0,13,25,55,20,0,8,16,13,17,22,5,4,0,35,5,13,0,8,0,14,0,5,2,5,8,5,8,8,7,5,0,13,0,15,7,8,5,14,6,4,6,0,8,2,0,8,14,0,0,0,5,9,10,6,16,3,12,3,24,9,0,41,5,0,0,6
2016-06-01,66,35,11,7,2,6,58,16,11,3,8,0,11,10,0,0,10,20,5,0,0,44,12,5,8,33,12,6,0,0,8,5,11,0,9,0,0,17,28,11,7,6,5,11,0,6,19,0,13,0,54,17,0,7,0,0,15,23,10,4,0,52,9,20,0,24,0,0,0,3,2,7,12,10,13,24,9,7,17,18,0,6,5,13,3,0,6,0,3,0,5,3,0,0,7,0,30,17,6,11,17,7,28,0,0,0,26,8,4,21,9,15,0,0
2016-07-01,0,24,12,9,3,13,56,18,8,3,4,0,12,11,6,7,8,0,9,0,13,39,33,5,10,41,9,7,0,0,3,8,11,6,9,0,0,26,31,8,6,4,5,0,0,7,10,0,0,21,33,16,0,6,0,0,13,25,4,9,0,49,5,11,0,8,0,16,0,9,7,6,9,7,9,13,7,5,0,14,0,8,4,14,0,0,7,0,0,0,12,6,19,0,0,10,0,18,7,11,13,6,18,0,27,0,25,10,8,30,8,17,0,7
2016-08-01,24,26,9,7,2,14,49,0,16,7,0,0,0,11,6,13,12,0,14,0,6,48,13,6,7,36,9,7,0,0,5,7,6,0,6,0,0,11,23,6,14,7,7,12,0,9,22,0,14,0,40,18,7,5,0,15,15,0,4,6,0,23,5,6,0,5,0,0,0,3,3,6,26,7,18,0,9,5,0,15,0,7,6,15,0,15,9,4,7,16,10,3,0,9,8,0,16,0,6,6,12,8,18,0,13,4,20,5,5,37,0,0,0,10
2016-09-01,0,38,7,8,3,8,55,17,16,3,0,21,0,7,3,13,12,0,16,61,6,43,6,7,8,53,8,5,0,0,9,13,3,5,8,4,0,11,15,0,13,8,10,11,0,4,8,0,0,41,51,17,0,9,0,22,5,0,5,8,0,19,0,7,0,7,8,0,0,7,7,8,13,7,13,16,7,8,0,12,0,5,11,12,0,15,18,0,3,0,8,5,0,0,8,0,0,0,9,13,13,6,17,3,13,4,16,10,10,21,0,8,15,0
2016-10-01,23,41,5,6,2,9,57,0,8,9,0,21,11,14,3,0,11,21,7,0,12,39,15,3,5,73,8,8,90,0,8,10,7,10,3,4,0,21,14,6,12,6,5,5,0,8,17,0,14,0,68,17,0,5,17,22,6,23,5,0,0,27,0,5,24,5,12,0,10,6,2,9,11,6,13,12,9,5,17,32,0,8,4,18,0,0,34,0,7,0,3,3,0,0,0,5,0,17,11,16,25,6,34,3,19,11,19,8,4,26,0,8,0,6
2016-11-01,23,39,5,10,3,9,53,0,17,11,4,11,0,9,4,6,11,21,5,0,12,52,12,5,10,50,14,3,0,25,9,16,6,8,9,0,0,11,15,9,19,4,3,28,0,14,14,0,14,20,55,12,0,4,0,30,5,23,3,6,6,18,5,5,0,10,0,0,0,7,2,10,20,8,0,8,10,7,0,21,0,8,4,43,0,15,15,4,5,0,12,4,0,9,7,5,0,17,13,13,23,4,80,0,0,7,17,17,9,19,10,10,15,8
2016-12-01,24,33,8,13,2,16,57,0,21,12,4,11,12,9,0,0,8,34,7,0,13,36,16,4,13,44,18,16,98,0,10,19,6,6,13,10,0,11,23,9,9,4,7,12,0,7,14,0,0,0,78,13,21,10,0,32,13,0,5,9,6,22,0,6,0,5,8,0,5,8,4,5,18,13,19,9,8,8,55,20,0,5,4,30,0,0,8,8,7,0,9,3,19,0,0,10,24,0,8,16,17,3,39,0,20,4,20,9,4,18,8,0,0,0
2017-01-01,22,38,14,11,2,11,56,16,18,8,4,10,11,12,3,0,12,41,12,0,6,35,9,6,9,38,8,8,0,0,5,5,11,0,18,4,0,14,42,7,6,5,13,19,9,4,17,0,13,20,58,22,0,12,17,14,18,22,7,0,0,18,5,4,0,10,8,0,5,10,2,9,8,15,17,0,9,8,0,24,0,14,7,23,0,14,10,0,7,29,6,2,0,0,15,5,15,17,14,20,15,8,33,5,0,4,23,11,4,21,5,8,0,6
2017-02-01,0,34,7,14,5,19,55,17,16,6,8,10,11,32,3,0,12,21,16,0,12,39,0,5,8,47,8,7,0,0,8,10,14,0,7,7,15,11,30,5,10,10,14,31,0,9,17,0,0,40,81,17,0,6,0,0,12,0,3,4,6,22,5,7,0,10,16,0,5,9,2,7,21,10,9,8,15,7,0,19,14,8,4,18,3,15,12,4,0,30,11,6,9,17,8,5,15,0,14,15,27,6,37,0,26,0,16,10,7,19,0,0,0,6
2017-03-01,41,33,10,12,4,13,46,22,15,6,7,9,0,22,3,0,13,28,14,0,11,35,22,5,17,41,7,7,0,0,11,14,10,5,18,3,0,9,22,7,9,5,14,5,0,5,16,0,12,0,82,21,6,7,0,20,13,28,3,8,5,25,9,11,0,7,7,0,0,7,1,9,0,45,24,22,10,7,0,17,0,17,3,33,3,26,9,7,3,20,12,3,8,15,13,0,0,16,12,12,16,7,13,3,23,3,19,4,3,22,4,7,13,0
2017-04-01,24,40,9,10,8,10,58,34,18,3,8,0,11,16,5,13,8,22,11,0,16,27,0,5,13,32,9,3,0,26,3,19,12,0,9,4,0,11,45,8,14,6,11,14,9,6,20,0,14,21,79,16,0,7,18,0,9,24,3,4,0,13,10,13,0,13,12,0,0,6,3,11,9,100,0,8,11,8,0,25,0,8,4,16,0,30,7,4,7,0,8,3,0,0,0,0,0,18,11,15,14,5,29,10,13,4,16,7,4,22,5,8,15,6
2017-05-01,22,18,6,8,2,12,53,0,9,9,4,0,0,9,9,6,13,21,7,0,24,32,6,12,7,34,25,8,90,0,0,5,10,5,9,0,15,24,36,11,14,5,8,8,0,8,18,0,13,20,77,16,0,5,0,14,12,23,3,5,6,21,5,13,0,5,0,0,5,7,3,9,14,88,13,8,8,6,0,23,0,9,5,20,6,22,10,6,7,15,10,4,0,17,0,9,15,0,10,16,17,7,45,0,0,0,31,8,4,29,0,0,14,0
2017-06-01,71,29,16,8,3,13,54,17,20,6,4,0,11,18,3,0,9,0,7,0,16,33,16,7,10,38,14,14,0,26,10,24,5,16,9,4,15,29,0,9,11,7,7,14,0,9,17,0,14,21,65,17,0,5,18,23,11,0,7,10,0,31,8,16,0,8,0,0,13,8,3,6,18,58,9,0,13,9,18,19,28,12,11,23,3,31,7,4,7,16,7,4,0,9,12,0,16,18,8,14,13,6,26,0,13,6,19,8,4,20,0,8,0,6
2017-07-01,25,31,8,5,3,18,65,0,20,10,0,0,12,20,7,10,12,0,9,0,14,70,14,11,8,49,19,9,0,0,5,12,10,6,11,4,0,19,24,12,12,7,8,12,0,12,22,0,0,22,46,17,0,6,0,24,10,0,9,9,7,45,5,11,0,5,9,0,5,3,3,5,9,59,20,18,6,3,0,20,0,11,4,16,0,16,8,0,6,16,7,3,0,10,8,5,0,0,6,10,20,3,28,0,0,6,21,5,4,34,0,0,0,7
2017-08-01,23,31,8,9,3,12,56,33,15,12,0,0,11,16,3,9,9,21,5,59,15,73,6,3,14,50,17,10,0,25,8,10,7,0,9,4,0,17,29,8,10,10,7,19,0,9,24,0,0,0,51,23,7,3,17,15,8,0,5,5,0,31,10,7,24,8,8,15,0,3,2,6,13,35,9,16,7,15,0,17,0,6,4,16,0,0,10,4,3,15,9,3,0,17,7,5,15,17,9,9,19,7,54,0,13,5,28,11,4,26,5,0,0,0
2017-09-01,0,42,6,6,3,9,48,32,13,9,4,0,16,14,0,9,13,21,10,0,12,47,18,12,8,46,25,6,0,0,9,8,6,5,11,4,14,24,14,6,8,7,17,19,9,10,5,0,13,20,44,16,0,7,17,14,12,0,5,8,0,21,7,5,0,7,12,15,14,9,2,8,0,30,9,8,3,5,0,13,0,5,7,22,0,14,16,0,3,15,9,8,0,8,0,5,0,0,11,9,22,7,31,3,13,7,14,10,6,21,0,0,15,0
2017-10-01,0,38,8,11,3,9,46,0,16,7,4,0,0,7,8,6,8,20,11,0,0,43,9,9,11,65,8,3,0,0,6,11,11,7,16,7,14,29,27,7,14,5,11,10,0,4,20,0,13,38,59,9,6,8,16,27,10,0,5,4,6,21,4,6,0,16,11,0,4,4,0,8,16,17,11,8,11,6,0,11,13,10,8,14,3,20,52,4,16,0,10,2,16,0,0,5,42,16,9,9,24,9,63,0,0,8,22,9,0,23,5,7,0,6
2017-11-01,22,33,8,8,2,18,52,24,17,8,6,0,11,12,0,6,13,0,10,0,6,47,24,7,12,61,8,6,88,0,3,23,5,5,16,4,14,25,28,8,9,3,8,19,8,6,18,0,0,19,83,17,0,11,17,14,6,0,3,4,12,22,9,6,0,11,15,15,9,6,2,9,20,25,0,8,10,6,17,14,0,8,6,39,0,14,23,6,0,0,16,3,0,8,11,5,22,17,9,21,27,7,74,6,16,7,24,8,11,20,11,10,0,6
2017-12-01,24,41,4,9,4,9,51,18,23,3,7,0,12,6,3,0,17,23,6,0,7,45,10,10,14,33,13,14,0,0,3,7,7,0,12,6,0,22,26,10,13,7,7,21,9,5,21,0,15,0,66,16,0,9,37,31,13,0,4,4,7,24,5,4,0,13,8,0,0,8,0,7,18,23,9,13,9,9,19,19,0,7,8,47,0,0,13,4,4,16,11,3,0,9,8,5,0,0,10,20,30,6,39,0,0,4,17,10,0,24,5,13,0,13
2018-01-01,32,39,11,9,2,20,55,16,24,10,6,20,21,15,8,0,13,0,10,0,26,57,29,13,11,59,12,9,0,0,9,30,13,5,17,3,14,13,46,7,17,8,11,26,0,0,24,0,19,19,62,17,6,11,25,42,15,22,5,6,0,26,5,7,23,5,7,0,5,8,5,6,8,26,25,8,13,17,0,14,0,15,3,28,6,28,13,0,10,14,7,2,0,0,7,6,24,17,16,14,17,6,40,0,12,0,24,7,4,19,5,7,0,6
2018-02-01,0,37,6,8,3,24,60,16,22,15,4,0,11,17,6,9,12,28,9,0,0,37,33,7,16,54,24,5,0,0,12,20,12,5,11,5,14,14,24,7,22,11,15,14,0,10,17,0,20,39,83,20,0,10,0,0,22,0,7,4,9,32,10,10,0,14,16,0,5,10,3,6,16,23,9,8,8,13,17,21,0,7,6,19,0,14,6,0,3,15,13,3,0,0,0,5,30,0,11,13,15,8,36,0,13,5,29,19,6,20,5,8,0,12
2018-03-01,0,33,10,10,3,16,48,16,21,16,8,0,10,16,4,12,17,40,13,0,12,44,11,6,11,52,8,8,0,47,6,13,17,5,12,0,0,10,27,7,11,6,13,13,8,9,11,0,13,19,88,16,0,8,16,41,12,0,3,6,6,35,5,13,0,8,7,0,5,7,2,7,12,23,0,8,13,16,0,43,0,11,3,24,3,41,9,4,6,14,11,2,0,16,7,0,0,0,9,25,16,11,16,3,0,3,16,9,0,22,0,7,0,6
2018-04-01,22,32,6,8,3,13,43,16,20,4,4,0,21,15,5,12,8,20,8,0,21,30,20,11,17,57,16,11,0,0,7,13,7,7,16,3,0,13,41,7,14,8,10,8,0,4,25,0,13,19,85,21,0,4,17,14,16,0,8,4,6,38,7,14,0,6,8,0,14,11,0,6,0,31,8,12,15,10,33,41,0,9,3,20,3,14,10,0,3,14,9,5,0,0,7,5,0,25,8,11,15,9,32,3,18,3,27,7,4,24,5,7,0,6
2018-05-01,0,28,7,4,2,12,51,15,14,19,0,0,10,19,3,0,6,19,11,0,6,39,6,6,6,61,19,6,0,23,3,16,5,0,11,3,0,16,13,10,11,3,6,18,0,4,18,0,13,18,68,21,0,12,0,40,23,21,9,15,11,85,7,15,0,14,0,0,4,8,2,10,12,22,11,22,10,4,0,35,0,15,5,25,3,0,7,5,9,0,9,3,8,8,11,9,0,16,17,13,14,8,36,0,12,0,17,12,7,21,6,14,0,6
2018-06-01,0,41,7,7,3,14,59,16,13,15,0,0,10,10,3,6,10,20,10,57,12,46,32,3,6,47,8,19,0,0,4,7,8,5,13,0,0,25,32,6,11,8,11,8,0,4,26,0,0,28,70,17,0,4,33,28,20,22,6,8,0,57,7,16,47,9,8,0,0,6,3,7,8,16,17,30,9,5,0,28,0,7,3,23,0,0,12,7,10,0,8,2,0,12,14,5,0,0,9,14,15,6,37,3,0,5,16,11,4,23,5,7,0,6
2018-07-01,22,37,12,6,4,20,56,16,14,6,0,0,11,13,3,12,7,20,8,0,9,78,12,5,12,39,0,8,0,0,3,13,7,0,13,0,14,30,14,7,17,9,10,26,0,10,19,0,13,0,62,23,6,4,17,14,16,22,3,4,0,49,9,12,0,5,11,0,5,10,4,5,0,25,11,8,9,5,0,22,0,14,5,19,4,14,11,4,10,0,6,4,0,8,7,0,0,0,12,13,11,4,38,3,18,4,10,12,6,28,5,0,0,6
2018-08-01,0,32,6,7,3,14,66,0,15,9,4,0,10,21,3,6,8,19,10,0,20,74,14,8,7,53,8,6,0,0,6,14,4,5,9,0,0,25,20,6,8,8,9,10,0,4,22,0,13,18,85,13,12,3,0,27,10,0,3,7,6,45,0,7,0,9,15,14,4,5,2,8,0,15,11,7,12,11,0,24,0,9,14,26,3,13,13,4,7,0,9,6,8,23,7,4,14,32,8,11,21,7,41,3,12,3,31,11,7,32,0,7,13,6
2018-09-01,0,35,11,7,4,17,64,0,12,6,4,10,20,16,5,6,10,0,22,0,0,60,8,7,12,56,8,4,0,23,7,22,8,5,12,7,0,32,22,13,19,7,5,5,0,7,14,0,0,28,62,14,6,7,16,13,17,0,3,7,6,32,4,7,0,4,22,0,0,4,2,6,8,15,8,11,11,5,0,17,0,4,6,20,3,27,20,4,6,14,14,5,0,0,7,4,0,32,10,11,26,7,39,3,0,7,16,10,0,18,5,0,27,11
