date,Alfalfa Sprouts,Apple,Apricot,Artichoke,Asian Pear,Asparagus,Avocado,Bamboo Shoots,Banana,Bean Sprouts,Beans,Beets,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cactus Pear,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Dried Plums,Eggplant,Endive,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Honeydew Melon,Horned Melon,Iceberg Lettuce,Jerusalem Artichoke,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Malanga,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Parsnip,Passion Fruit,Peaches,Pears,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Ugli Fruit,Watercress,Watermelon,Yams,Yellow Squash,Cassava
2013-10-01,0,37,5,16,0,12,27,14,24,11,29,14,0,5,0,10,6,27,5,14,0,4,0,31,10,9,0,0,2,9,14,39,6,24,5,0,16,5,0,9,8,16,0,6,20,21,0,7,18,0,9,0,0,19,0,35,0,8,9,8,7,31,0,9,0,10,8,0,6,21,13,0,15,0,31,8,4,13,6,5,10,0,14,0,5,8,58,5,6,28,18,16,6,13,7,8,4,5,0,0,0,48,12,17,19,0,40,17,0,0,36,6,20,5,9,5,0,26
2013-11-01,6,35,8,12,0,11,25,0,19,10,21,26,9,0,11,4,9,25,5,22,0,9,0,21,16,6,0,0,5,0,0,51,11,40,3,0,19,0,0,16,5,17,23,5,6,25,0,4,13,0,13,0,3,0,0,31,0,11,0,0,6,20,0,15,6,5,15,0,6,0,7,0,14,0,23,5,7,12,10,3,6,4,19,100,6,7,58,0,7,23,0,15,5,9,10,19,5,6,0,4,0,37,12,21,17,0,34,0,0,18,31,6,18,4,22,4,29,0
2013-12-01,0,26,15,14,0,14,27,0,22,10,26,12,9,0,10,13,8,24,0,22,0,7,4,17,8,5,0,7,5,0,0,49,8,41,3,0,16,4,0,9,11,26,0,4,18,22,0,4,9,0,0,0,3,16,12,8,0,0,6,0,8,16,0,10,0,4,39,0,5,0,6,0,13,0,22,5,5,16,10,4,13,0,15,0,8,12,65,0,5,21,8,14,0,10,6,11,5,5,0,0,0,43,17,22,6,10,31,0,8,0,52,5,18,4,29,0,14,0
2014-01-01,4,29,6,6,0,9,20,9,17,15,29,19,14,2,12,11,8,23,5,10,15,9,0,24,6,10,6,0,3,0,9,38,8,31,12,14,21,6,3,7,10,13,0,3,11,16,11,9,8,0,6,0,2,19,14,25,2,0,3,4,4,25,0,6,0,3,14,0,4,14,8,0,20,12,24,7,4,18,8,4,11,0,12,0,7,6,51,4,7,18,0,11,6,7,12,8,0,4,13,4,4,36,19,23,4,8,34,0,6,0,55,5,0,3,31,3,0,0
2014-02-01,0,23,4,7,0,8,18,0,19,8,37,0,11,0,12,3,0,24,4,19,0,4,5,23,12,7,0,0,2,0,10,30,8,24,5,0,17,0,0,9,9,13,18,5,24,21,0,4,13,0,6,0,0,0,0,20,0,4,3,3,5,18,0,6,0,0,17,0,4,0,7,0,21,8,15,6,5,13,6,6,17,0,10,0,12,11,46,4,6,22,9,0,8,13,5,0,2,4,0,4,0,30,14,21,7,16,27,12,0,0,53,3,0,9,15,3,0,0
2014-03-01,4,30,4,3,0,5,24,0,20,0,19,14,13,0,8,8,6,22,7,15,14,4,3,20,6,5,0,5,1,0,0,25,17,22,3,13,17,3,0,10,9,16,8,4,13,17,0,6,14,0,6,0,2,0,0,9,0,4,2,5,3,23,0,0,0,5,15,0,4,0,8,0,9,8,12,12,5,9,3,10,6,0,10,0,9,12,54,5,7,21,16,0,4,11,4,5,2,7,12,3,0,30,10,24,2,8,29,0,6,13,45,3,13,3,12,3,10,0
2014-04-01,0,37,4,9,0,6,35,0,20,0,31,11,8,5,0,7,5,21,4,12,0,0,0,20,14,6,7,6,3,0,11,36,5,18,4,0,16,3,7,11,13,25,0,13,12,20,13,3,15,0,0,0,3,14,11,31,0,9,9,2,7,24,12,6,0,6,6,100,7,0,5,0,17,9,18,10,3,18,6,4,13,0,8,0,13,9,62,4,8,24,23,0,6,7,16,6,3,0,0,2,0,34,19,25,5,0,49,0,7,0,38,3,0,3,27,0,0,19
2014-05-01,5,34,3,7,0,3,34,10,23,8,28,52,12,3,9,7,4,23,0,29,0,3,0,42,18,8,0,6,2,0,10,38,13,46,4,0,23,5,7,10,6,18,0,13,16,21,0,4,14,0,7,0,3,14,10,19,0,9,8,6,4,20,0,10,0,4,0,0,4,31,14,0,11,9,24,11,4,12,3,8,9,7,10,0,4,3,58,0,3,22,22,0,4,6,5,6,4,4,14,0,0,47,8,36,7,0,45,12,7,0,47,3,15,0,7,3,0,0
2014-06-01,0,39,4,7,0,9,23,0,22,0,29,12,9,0,19,6,10,25,6,21,0,3,0,28,13,10,0,6,1,0,0,39,5,31,3,0,18,0,0,6,3,16,10,11,8,15,14,6,13,0,0,0,0,15,0,12,0,10,13,6,15,23,13,7,6,0,0,0,0,0,9,0,0,10,15,14,5,12,3,6,7,4,5,0,4,6,61,4,8,25,11,13,0,17,0,0,0,4,0,2,4,32,24,27,7,10,58,0,7,16,50,7,0,4,9,4,13,0
2014-07-01,4,40,5,4,0,5,39,0,21,0,27,16,12,3,0,4,4,33,4,22,0,7,0,28,15,8,0,5,2,6,0,25,11,52,4,15,15,3,0,6,5,18,9,6,2,20,0,10,12,0,7,0,0,14,11,10,2,9,4,4,2,26,0,0,0,4,12,0,9,0,8,0,0,13,14,10,6,14,5,9,13,7,12,0,5,3,52,4,7,25,6,12,4,12,5,6,3,8,14,2,0,41,16,25,8,18,44,12,13,0,28,5,0,3,8,3,23,9
2014-08-01,4,38,2,5,0,5,38,0,17,8,23,10,8,3,0,11,4,22,4,25,0,3,0,39,24,3,0,0,3,0,0,22,20,26,3,0,20,3,0,7,7,25,0,2,11,16,0,4,15,33,7,0,3,0,0,25,3,4,8,5,8,14,12,6,0,11,15,0,9,0,9,0,11,9,18,18,8,11,2,5,10,0,12,0,5,4,60,4,5,34,0,0,9,14,10,8,0,0,0,2,0,43,17,25,10,9,30,12,7,0,36,7,0,7,7,3,12,0
2014-09-01,4,40,4,6,0,4,35,0,25,16,27,10,15,0,13,5,4,31,8,26,0,7,0,27,12,16,0,0,2,0,0,28,9,28,3,0,23,0,4,13,4,17,9,6,7,17,12,2,11,0,0,0,3,0,0,22,0,16,10,3,8,31,0,8,0,11,9,0,4,15,9,0,11,0,25,13,3,14,5,6,9,0,13,0,2,4,52,0,7,20,0,12,4,9,5,9,0,4,0,2,0,46,24,23,17,0,38,0,0,0,34,6,0,0,9,3,23,0
2014-10-01,6,34,4,9,0,13,20,0,18,8,31,15,23,0,0,7,4,31,4,19,0,3,0,21,19,9,0,0,4,0,0,28,7,49,4,0,14,3,5,13,4,14,0,3,5,23,24,6,15,0,7,0,0,0,0,17,0,7,10,6,6,31,0,0,0,5,6,0,4,23,10,0,11,8,23,4,3,10,5,8,7,0,9,0,4,5,60,4,5,30,6,12,7,10,8,8,5,4,14,7,0,41,12,24,14,9,35,0,10,0,42,12,0,0,15,0,11,0
2014-11-01,0,34,16,11,0,8,26,0,15,26,27,17,8,0,18,4,5,33,4,21,0,3,0,36,21,11,0,0,6,0,0,20,7,44,4,0,21,7,8,11,4,19,0,5,18,22,0,5,10,0,0,15,3,15,0,18,0,5,3,5,5,19,0,7,5,4,10,0,7,16,8,0,29,0,35,15,4,14,7,7,11,3,15,0,4,5,49,0,7,29,0,0,8,10,6,12,0,4,0,5,0,43,13,27,6,9,32,0,7,0,57,3,0,0,22,3,12,0
2014-12-01,5,29,15,6,5,10,34,0,19,15,34,19,9,3,11,4,5,29,5,18,0,7,0,22,24,8,0,0,8,8,13,23,8,63,3,0,14,8,4,6,17,28,0,6,20,25,0,5,12,0,8,0,3,0,0,15,0,0,0,4,6,13,0,11,0,4,22,0,8,0,7,0,26,0,16,6,8,14,7,3,12,0,19,0,6,11,69,0,5,28,8,14,8,5,6,21,3,5,0,3,5,49,29,36,12,11,56,0,0,18,44,6,0,12,55,0,14,0
2015-01-01,5,31,11,5,4,6,31,0,19,17,41,11,8,3,9,6,5,37,7,33,0,9,0,35,29,19,7,6,5,0,0,70,14,54,4,16,21,0,4,6,16,29,10,6,26,31,13,5,11,0,14,0,4,15,22,33,0,9,6,12,8,31,13,13,0,6,13,0,9,16,13,0,23,9,23,6,6,14,6,7,12,0,17,0,8,7,61,4,7,30,7,12,9,10,7,12,8,8,15,7,0,45,16,37,7,9,38,13,0,0,73,4,15,3,28,0,0,0
2015-02-01,5,40,6,8,0,10,20,0,18,9,33,11,8,3,19,6,5,24,4,24,0,6,0,24,19,17,14,0,1,0,11,24,7,53,3,0,22,5,4,12,14,21,20,4,18,28,0,10,12,0,0,0,3,0,0,20,0,10,5,4,6,31,0,7,5,4,10,0,7,17,9,0,35,9,26,8,4,21,6,4,16,0,14,0,9,13,56,6,8,39,14,19,7,9,6,0,3,4,15,2,4,39,19,31,4,0,36,13,0,0,54,8,0,5,19,3,0,0
2015-03-01,0,32,3,6,0,6,32,0,15,8,28,10,10,3,0,7,9,27,6,27,0,7,0,30,24,10,0,0,2,6,0,18,6,46,5,0,17,3,3,7,13,14,9,5,14,20,12,7,14,0,7,0,5,0,0,10,2,9,4,2,7,24,12,6,0,18,6,0,4,15,10,0,0,17,18,6,0,15,8,10,18,3,13,0,10,10,50,9,7,27,19,0,9,9,5,6,0,7,0,0,4,28,10,31,6,17,39,12,0,14,42,4,14,3,21,3,11,0
2015-04-01,0,36,2,4,0,4,35,0,22,0,34,0,11,3,14,4,5,29,4,19,0,6,0,23,24,9,14,0,1,0,0,24,7,42,0,0,23,7,4,18,9,24,10,5,4,28,13,5,16,0,7,15,3,15,11,27,0,7,6,9,7,17,13,7,0,6,19,0,10,0,10,0,0,9,27,7,7,14,4,10,14,9,12,0,4,8,65,0,3,33,10,13,0,7,11,10,4,4,0,5,4,38,12,35,2,13,59,0,0,0,36,10,0,4,15,4,0,0
2015-05-01,5,37,3,15,0,2,37,0,22,12,39,11,12,0,9,4,5,32,0,16,0,6,3,32,27,10,9,0,3,0,11,39,11,42,3,0,17,0,4,6,8,20,19,10,11,31,0,6,15,0,7,0,4,14,0,19,2,5,8,7,6,21,0,9,0,4,6,0,0,0,8,0,11,9,28,7,7,16,3,9,5,13,9,0,8,8,55,0,4,25,13,12,5,14,11,6,3,4,0,2,4,33,19,39,5,0,60,0,9,0,37,7,0,3,11,5,12,0
2015-06-01,5,40,3,13,0,3,36,0,22,9,30,0,8,0,0,4,5,38,4,24,0,3,4,34,35,14,0,6,2,0,11,40,5,55,3,0,23,9,0,18,2,18,0,12,10,18,13,11,16,0,0,0,3,0,11,18,2,5,13,6,9,22,0,7,5,6,38,0,5,0,11,0,17,9,26,13,9,14,4,8,6,3,7,0,3,6,70,0,5,32,7,12,9,12,6,6,0,0,15,4,4,46,16,35,8,0,68,0,0,0,55,9,16,4,7,7,0,0
2015-07-01,0,37,7,7,0,5,24,0,21,11,24,9,14,0,8,3,4,35,3,19,0,4,0,36,23,8,0,0,4,6,0,31,10,33,4,0,15,6,0,10,5,23,8,10,7,20,0,5,12,0,0,13,2,0,9,30,0,12,10,7,10,22,0,6,4,7,11,0,4,14,9,0,0,8,21,9,10,13,3,7,9,3,9,0,5,6,61,0,8,17,6,11,4,13,6,10,0,0,13,4,0,48,6,30,9,8,62,0,0,0,46,7,0,6,8,3,10,0
2015-08-01,0,34,3,9,3,7,29,0,22,10,24,0,17,0,7,5,6,40,0,33,0,3,0,30,24,11,0,0,2,0,9,46,8,43,5,0,18,0,3,13,11,23,8,6,10,23,0,6,12,0,0,0,0,12,9,22,0,10,12,3,4,19,0,5,4,6,5,0,0,0,10,0,9,0,20,13,6,12,6,4,8,0,13,0,5,4,70,0,6,36,0,0,4,8,4,11,7,0,0,0,3,38,7,27,14,0,35,0,9,0,57,7,0,3,8,0,0,0
2015-09-01,0,41,2,9,7,6,29,9,16,7,28,23,7,0,15,8,12,41,3,26,0,5,0,45,26,10,6,5,4,0,0,25,12,32,2,0,15,3,0,13,5,17,8,9,18,20,0,8,16,0,0,0,2,0,9,28,2,7,7,5,6,27,0,8,0,10,5,0,6,0,13,0,10,11,24,14,7,10,4,6,11,0,11,0,5,11,67,3,6,32,6,0,6,9,0,23,2,5,0,0,3,44,20,27,11,8,46,0,0,0,42,5,0,6,15,6,10,8
2015-10-01,0,39,4,7,0,11,27,0,18,10,24,13,6,0,11,6,6,31,0,32,0,7,3,31,24,9,0,0,2,5,0,35,7,47,2,0,15,3,4,13,4,19,8,4,11,21,10,4,12,0,6,0,3,0,9,25,0,10,11,3,6,28,0,0,0,8,15,0,6,26,7,0,9,7,21,8,5,20,6,5,12,3,14,0,3,8,69,3,7,36,5,0,7,10,4,5,2,7,0,3,0,42,20,29,16,11,36,10,0,0,43,6,12,6,22,3,0,0
2015-11-01,0,33,11,10,0,9,19,0,22,0,33,18,17,2,8,6,4,25,5,19,0,4,0,24,24,13,6,0,4,0,0,17,15,41,3,0,17,3,3,9,7,26,8,4,12,26,0,5,17,0,9,0,2,12,9,16,0,10,10,3,6,30,10,8,0,3,18,0,4,0,8,0,19,0,16,4,4,16,9,6,12,0,10,70,9,3,49,3,9,34,6,0,6,15,9,8,3,4,0,4,0,49,9,30,10,8,52,0,6,0,40,5,0,6,37,4,0,0
2015-12-01,4,41,16,11,0,6,36,0,24,8,35,10,15,0,0,5,7,31,6,23,0,4,3,34,25,12,0,5,9,0,0,53,24,70,5,0,23,3,7,12,14,30,0,2,12,28,25,8,9,0,10,0,3,0,0,33,0,4,8,3,10,28,0,6,5,9,38,0,7,30,9,0,32,0,26,11,3,26,8,5,14,6,17,0,10,15,75,4,8,26,6,11,4,10,5,17,0,4,14,2,0,54,29,29,11,9,45,0,7,14,63,5,14,5,44,0,0,0
2016-01-01,4,30,6,5,3,8,20,0,20,7,29,18,13,2,11,13,4,26,3,25,0,2,0,31,13,11,0,5,2,0,0,38,4,64,2,17,26,7,3,8,16,23,0,5,20,20,11,5,7,0,9,0,2,0,9,21,2,0,3,4,7,29,0,5,0,3,28,0,7,0,10,0,14,7,23,5,4,17,6,4,10,3,16,0,11,9,56,6,7,27,5,10,4,10,9,10,4,0,24,0,3,39,8,30,5,7,54,0,0,0,69,4,0,8,31,3,10,8
2016-02-01,0,34,4,7,3,7,20,0,21,20,32,9,19,0,22,0,4,29,6,21,13,6,0,33,18,12,5,5,1,5,0,34,13,45,3,0,19,5,3,9,17,21,0,3,15,17,10,6,17,0,6,0,0,23,9,18,2,4,12,4,4,26,10,5,0,5,7,0,4,0,8,0,14,11,14,8,2,20,6,5,11,0,12,0,13,5,73,3,6,23,11,10,4,12,4,6,0,3,12,2,3,33,22,29,6,14,61,0,0,0,48,4,0,3,23,3,0,8
2016-03-01,4,33,3,3,0,7,38,8,17,16,29,8,17,2,0,6,0,28,3,20,13,0,0,27,16,13,0,4,2,0,8,33,14,47,4,0,21,3,0,10,15,23,0,5,10,20,10,5,14,0,5,0,2,0,0,24,0,4,5,3,4,24,0,10,4,6,7,0,8,0,9,0,13,7,27,4,4,14,6,3,12,0,12,0,6,11,64,3,8,26,18,0,8,10,0,5,0,6,0,0,3,39,9,29,4,7,46,0,5,0,58,2,12,0,16,0,0,7
2016-04-01,4,35,4,6,0,4,34,0,20,7,19,9,6,0,0,4,5,33,3,20,0,2,0,25,15,8,5,5,1,0,8,31,7,51,5,13,24,3,3,10,12,21,0,7,13,22,10,5,13,0,0,0,2,11,0,23,2,6,6,5,9,25,0,5,4,0,5,0,6,13,8,0,9,7,24,5,3,18,3,6,8,3,8,0,5,7,51,3,7,41,23,10,11,8,4,5,2,3,12,2,0,42,17,31,8,7,42,0,0,0,48,5,0,6,13,3,10,0
2016-05-01,4,38,3,4,0,5,40,0,20,19,37,8,6,2,7,0,5,27,6,29,0,2,3,28,19,11,0,4,2,5,8,33,4,45,5,0,19,4,3,11,5,21,7,10,8,24,0,5,17,26,0,11,0,11,0,25,0,5,12,3,8,26,0,15,0,6,10,0,8,12,7,0,0,7,17,12,7,18,4,5,6,3,11,0,2,3,65,3,6,20,13,0,4,11,4,5,3,6,0,3,3,45,12,38,5,21,47,0,5,0,51,8,0,8,12,3,9,0
2016-06-01,0,34,3,3,0,6,38,0,16,0,33,18,10,2,7,6,4,37,10,26,0,0,0,36,21,10,5,0,3,5,9,30,0,46,4,0,18,0,3,12,6,24,0,7,11,24,11,7,16,0,0,12,2,0,0,29,0,6,21,3,10,31,0,5,4,3,10,0,4,0,11,0,14,7,20,21,8,10,3,4,14,3,9,0,3,4,59,0,4,33,5,0,4,11,4,8,0,3,0,2,0,52,17,42,8,0,59,11,0,0,44,7,0,0,11,3,0,0
2016-07-01,4,32,4,8,0,3,35,0,19,14,30,13,7,2,7,6,9,37,3,29,0,5,3,34,30,8,5,0,2,0,0,46,8,33,4,0,18,4,0,14,5,23,0,7,6,16,21,4,14,0,6,0,2,12,0,23,0,5,14,5,7,29,10,0,0,5,15,0,4,0,9,0,9,7,14,9,8,10,3,4,13,0,11,0,2,7,66,3,5,26,5,0,6,10,0,11,0,3,0,2,3,49,17,34,6,0,53,0,0,0,47,14,0,6,11,3,10,0
2016-08-01,4,35,5,4,0,3,40,8,19,7,32,0,13,2,0,3,4,45,3,26,0,2,0,22,30,7,0,0,2,0,0,29,11,40,2,0,15,3,3,11,5,17,0,7,11,18,0,6,14,0,0,0,2,12,0,21,0,4,11,3,6,27,0,13,0,6,10,0,0,0,6,0,0,0,23,14,9,10,4,4,7,0,11,0,4,8,59,3,4,25,8,0,4,12,7,8,2,0,0,0,3,46,8,30,15,0,51,0,6,0,42,6,0,6,11,3,0,0
2016-09-01,4,32,6,8,0,5,40,8,22,14,31,9,13,2,7,8,6,45,5,30,0,12,3,37,24,13,0,0,1,0,0,46,6,50,2,0,7,4,0,11,9,20,0,6,12,21,11,4,18,0,0,0,0,0,9,36,2,5,17,2,8,27,0,8,4,9,13,0,4,13,12,0,0,7,26,9,5,12,5,5,11,0,17,0,7,12,68,7,5,27,5,10,0,9,0,10,2,3,12,6,3,60,16,28,21,7,67,11,6,12,45,8,0,0,15,3,10,8
2016-10-01,4,48,4,11,0,19,33,0,21,14,34,9,10,0,7,7,5,45,0,29,0,5,0,49,37,11,5,5,3,0,0,46,7,44,3,13,15,0,0,14,7,26,0,8,14,16,0,4,15,0,6,0,2,12,9,28,0,4,10,2,5,30,10,7,0,6,5,0,4,26,7,0,9,0,34,8,9,14,6,3,9,0,15,0,6,7,60,0,9,33,5,0,9,15,9,13,0,3,12,0,7,51,8,31,16,7,44,0,0,12,51,5,12,14,28,0,15,0
2016-11-01,0,33,12,6,0,9,25,0,16,7,32,26,6,2,36,7,4,44,0,20,0,2,0,37,25,12,0,0,3,0,17,34,7,86,3,0,13,5,3,10,8,16,8,4,13,25,31,13,12,0,0,0,0,0,9,23,0,7,5,5,7,29,10,10,0,6,10,0,0,0,7,0,27,0,31,7,8,17,9,3,12,0,16,66,7,11,63,3,4,31,5,19,4,10,7,14,9,5,12,0,0,45,12,22,13,11,44,0,0,12,45,4,12,3,34,4,10,0
2016-12-01,0,42,14,7,0,5,38,0,20,0,35,10,7,2,12,12,0,42,4,38,0,3,0,45,26,5,6,0,5,0,0,59,25,85,2,0,18,3,5,14,8,34,0,7,20,30,0,12,19,0,6,0,3,0,0,21,2,4,5,4,4,32,11,9,0,3,50,0,0,0,8,0,10,0,35,2,7,20,7,10,17,0,21,75,6,7,94,7,6,27,9,0,6,12,7,21,5,4,0,4,0,49,20,30,9,8,61,23,6,0,55,3,0,3,49,6,11,0
2017-01-01,4,29,7,9,0,9,22,0,22,6,45,25,9,2,14,4,5,48,3,28,0,6,0,27,23,13,5,0,4,0,8,54,14,64,4,0,19,4,3,11,20,28,0,5,24,33,10,2,14,26,5,0,0,0,8,44,0,11,5,2,9,28,14,5,0,9,22,0,4,12,11,0,22,7,36,5,7,18,7,2,19,0,18,0,7,14,76,8,8,39,5,9,4,13,8,9,0,3,0,5,0,46,17,49,7,7,48,10,5,0,65,8,0,7,33,5,0,0
2017-02-01,0,37,3,7,0,5,23,0,19,7,34,26,16,2,7,4,0,36,3,34,13,2,0,34,23,9,0,0,3,0,0,55,6,47,6,13,28,3,6,13,11,27,8,3,21,27,31,7,15,0,0,0,0,0,0,24,0,4,5,3,4,29,0,5,0,3,15,80,4,0,10,0,14,0,24,3,3,20,8,7,21,3,15,0,11,9,66,8,7,29,13,10,7,10,9,13,0,3,12,2,3,43,16,43,11,7,41,0,5,0,45,4,12,3,22,3,10,15
2017-03-01,0,37,4,5,0,11,38,0,20,6,33,8,12,4,13,5,10,31,0,31,12,4,3,30,20,9,5,4,2,0,0,38,7,50,3,11,17,2,3,9,16,29,0,4,20,26,9,9,21,0,5,0,2,0,0,31,2,7,9,2,5,40,9,12,4,8,11,0,5,12,9,0,16,10,29,8,3,28,6,9,13,0,14,60,8,18,73,9,11,38,19,9,7,12,6,9,2,4,0,2,0,41,8,37,9,10,64,0,7,0,50,3,0,5,18,5,9,0
2017-04-01,4,51,7,5,0,9,38,8,25,0,28,9,9,2,7,6,19,28,3,15,14,4,3,35,17,7,0,0,3,5,0,45,7,65,3,0,24,3,3,16,8,29,0,8,11,21,10,5,28,0,6,0,0,12,0,34,0,6,6,4,5,21,0,9,4,3,5,0,4,13,11,0,0,7,26,6,6,30,3,5,16,0,15,0,2,11,75,0,6,27,5,0,7,16,4,8,2,3,0,2,0,52,11,34,6,0,73,0,11,0,50,6,0,3,14,5,0,0
2017-05-01,4,45,5,7,3,4,41,0,23,6,31,8,6,2,14,3,4,42,5,25,0,2,0,33,27,11,0,4,3,0,8,25,4,60,4,12,16,3,3,8,4,23,0,8,13,32,0,3,29,0,0,0,2,11,8,29,2,4,14,3,11,35,0,5,4,6,5,0,4,0,8,0,0,7,28,12,3,40,5,7,13,0,15,0,6,6,82,3,5,33,23,9,7,8,4,23,2,3,0,4,3,52,18,30,6,0,78,10,0,12,61,11,0,8,8,0,9,0
2017-06-01,4,38,6,8,0,2,32,0,25,7,33,13,7,2,8,8,4,38,3,31,0,2,0,27,18,10,0,0,2,5,9,33,4,35,5,13,15,3,0,14,9,25,0,11,11,34,22,6,19,0,0,0,2,12,18,27,0,6,25,5,14,23,0,8,4,3,5,0,4,13,6,0,9,0,20,19,7,33,5,5,8,3,14,0,7,5,77,3,8,34,11,0,6,13,0,7,0,7,0,3,0,54,10,36,4,0,62,11,0,0,42,8,0,6,8,3,0,8
2017-07-01,4,30,4,8,0,5,39,0,25,14,36,13,6,3,7,8,6,50,6,30,0,2,0,34,26,17,0,5,1,0,0,46,6,35,2,13,17,4,0,11,11,25,8,11,12,23,0,6,16,0,0,12,0,0,9,23,0,4,28,6,6,32,0,8,8,3,8,0,0,0,11,0,9,7,21,16,5,26,3,4,13,0,18,0,5,7,84,3,6,28,0,0,7,11,13,5,2,5,12,2,0,55,20,38,16,7,89,0,0,12,39,8,12,0,10,3,20,0
2017-08-01,7,38,5,5,0,4,41,0,24,13,41,8,9,2,7,15,5,40,9,38,0,2,0,40,26,9,5,4,2,0,8,59,12,40,5,12,19,5,3,15,6,29,0,12,13,27,0,6,18,0,0,0,0,11,8,16,0,5,13,2,9,21,9,7,0,8,14,0,3,0,8,0,17,7,23,12,4,21,5,8,13,2,12,0,7,7,90,3,3,39,5,9,5,10,4,11,2,0,11,0,0,56,15,37,12,7,72,0,0,0,44,8,0,3,13,3,0,0
2017-09-01,4,46,4,12,0,7,33,0,24,13,40,17,6,0,7,10,7,46,0,33,13,5,3,42,32,13,11,5,1,0,9,37,7,63,4,0,22,0,6,16,5,23,8,10,16,25,10,8,19,0,0,0,4,0,9,28,2,4,9,4,7,34,10,10,0,12,10,0,5,0,8,0,9,22,30,11,5,16,6,7,13,0,19,0,5,15,69,6,9,24,5,15,4,18,0,17,2,0,12,2,3,68,12,35,18,7,61,0,0,0,52,8,0,4,15,4,0,8
2017-10-01,7,34,3,8,0,8,35,0,24,11,46,16,10,2,10,10,5,46,5,37,0,5,3,58,33,13,0,4,3,0,8,37,10,56,6,12,18,4,4,14,9,35,7,7,11,25,10,6,11,0,5,0,4,0,8,40,0,6,3,2,4,35,0,5,0,4,9,0,7,12,10,100,13,0,25,7,6,16,4,3,9,0,17,64,3,8,80,6,2,37,5,0,5,14,14,11,2,0,0,2,3,61,18,33,12,0,66,15,5,0,61,5,0,3,18,0,9,7
2017-11-01,4,42,11,8,3,13,31,0,23,7,46,33,12,4,9,20,5,42,5,33,0,4,0,39,24,9,5,4,4,0,0,61,16,75,3,0,18,4,3,15,7,31,15,7,11,28,0,6,14,0,22,0,2,0,8,27,0,0,3,4,6,41,10,10,0,7,19,0,7,0,10,0,17,7,23,7,6,23,11,3,9,3,18,0,6,11,80,3,9,35,0,9,4,14,6,21,2,3,0,2,3,59,17,34,12,0,59,0,5,0,51,6,0,4,33,3,10,0
2017-12-01,0,40,14,9,4,12,33,0,26,11,46,9,7,0,20,10,4,57,5,43,0,3,0,52,38,10,0,5,7,0,9,66,10,70,6,14,18,4,3,12,10,40,0,5,21,34,11,4,17,0,6,0,3,0,9,21,0,9,5,3,7,31,0,6,5,10,57,0,4,0,8,0,24,10,37,5,5,24,8,5,23,0,24,0,8,14,96,7,8,28,6,11,4,15,13,15,5,3,13,3,4,60,23,32,16,8,52,0,0,13,64,5,13,3,54,6,11,0
2018-01-01,3,39,6,6,0,10,26,0,22,8,52,32,16,2,7,14,6,44,5,28,0,8,0,38,33,12,0,0,4,0,0,57,9,66,5,12,37,4,3,16,8,25,0,6,17,35,10,5,10,0,8,11,3,11,0,34,0,0,5,4,7,38,0,17,4,4,32,0,3,0,9,0,25,20,40,5,4,22,6,4,19,3,23,0,18,13,89,9,5,41,10,9,3,15,10,6,2,5,22,3,0,57,30,47,7,7,63,0,5,11,74,8,11,3,36,5,9,0
2018-02-01,0,32,6,8,0,6,28,8,20,10,46,21,13,0,7,6,4,45,3,33,0,2,0,47,23,15,0,9,2,0,0,39,11,64,3,0,28,4,3,9,19,40,15,8,26,33,20,7,13,0,0,11,4,0,8,24,0,7,5,2,4,17,0,8,4,10,10,0,6,13,12,0,36,9,32,2,5,21,11,3,18,5,20,0,13,11,77,8,13,38,5,14,5,11,11,19,2,0,0,4,0,50,15,34,5,7,56,0,5,0,60,5,0,3,27,0,10,0
2018-03-01,7,36,7,5,0,5,51,0,24,6,44,8,12,2,7,5,7,31,3,33,12,2,5,32,24,10,5,8,2,0,0,61,10,50,2,0,18,3,8,10,21,30,7,13,20,33,10,6,23,0,5,0,0,11,8,24,0,3,6,5,6,35,9,5,4,4,5,0,3,12,8,0,8,7,24,5,2,19,10,5,14,0,20,0,11,14,80,7,4,38,12,9,5,11,9,4,2,0,0,0,0,51,12,49,4,0,80,0,0,11,45,6,11,4,18,3,0,0
