date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Bean Sprouts,Beans,Beets,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Boniato,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Honeydew Melon,Jerusalem Artichoke,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Malanga,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Ugli Fruit,Watercress,Watermelon,Yams,Yellow Squash,Cassava
2014-02-01,52,4,31,12,39,48,0,47,21,15,0,16,29,47,0,81,9,20,35,0,11,24,24,23,15,6,0,0,10,41,14,16,11,52,0,13,23,4,19,0,23,15,29,0,15,36,0,0,31,12,14,0,25,43,18,21,12,0,8,14,0,28,14,8,38,13,0,6,24,12,49,0,36,26,14,6,28,28,0,18,0,19,17,42,0,6,19,0,8,0,40,9,41,0,0,43,0,0,38,33,17,8,0,23,13,8,8,14,28,25,8,14,16,0,0
2014-03-01,54,4,28,15,38,58,13,52,17,0,0,29,13,29,15,47,8,21,11,0,34,26,27,11,24,5,0,0,21,20,39,11,23,40,39,13,17,3,30,0,18,15,13,0,11,23,0,33,19,11,21,0,11,49,36,39,16,0,14,9,0,29,0,0,35,26,0,5,23,11,39,0,27,18,13,16,43,48,0,15,0,9,8,48,7,6,9,0,7,0,38,9,12,14,19,33,0,0,31,16,25,9,0,23,31,8,0,19,17,13,13,13,0,0,0
2014-04-01,52,4,40,29,43,57,0,49,9,29,12,15,28,24,0,31,0,9,0,0,18,20,14,11,9,11,0,0,15,26,19,18,17,32,41,16,30,3,18,0,19,9,28,0,10,27,0,0,20,0,8,0,12,47,26,0,19,35,7,7,24,25,0,8,0,18,0,12,0,11,28,14,23,22,18,17,47,45,0,17,0,7,0,59,0,2,8,6,7,25,35,18,0,7,20,14,14,27,31,26,6,14,0,12,8,8,0,24,33,8,0,28,12,0,0
2014-05-01,38,15,37,40,34,52,0,29,11,15,12,15,14,42,0,41,0,9,17,4,32,10,9,11,10,36,0,0,10,25,22,32,18,20,41,7,15,7,29,0,12,19,28,0,7,31,0,36,20,23,11,0,12,52,11,0,26,36,0,10,8,24,0,0,0,19,0,12,48,8,27,0,17,27,14,6,53,23,0,15,0,15,8,51,0,5,13,6,8,0,25,9,0,13,0,20,14,28,46,9,13,12,0,35,8,0,0,33,21,8,0,26,16,0,8
2014-06-01,45,17,37,33,26,52,16,64,13,32,0,0,23,30,0,37,0,21,25,5,18,15,10,0,11,28,0,0,21,34,23,9,19,17,46,22,39,8,19,0,9,24,63,0,8,17,0,39,0,13,8,0,14,25,25,57,23,0,37,9,18,30,0,18,41,21,12,19,0,21,29,0,26,25,23,6,22,25,0,23,0,19,9,55,0,11,14,13,8,28,40,17,0,0,0,41,16,0,34,19,12,11,0,19,0,9,0,28,17,9,18,41,0,0,0
2014-07-01,48,26,17,9,61,52,16,66,10,0,0,17,16,30,0,28,0,16,25,7,27,10,16,0,16,18,0,0,36,44,36,22,31,14,0,12,22,13,19,0,18,28,70,0,11,32,0,39,22,0,12,0,13,26,13,23,15,0,0,14,9,18,15,9,0,14,0,29,0,25,28,0,13,28,36,13,53,25,0,15,5,12,14,49,0,58,9,7,0,42,28,15,0,13,0,10,32,31,39,6,22,13,39,19,0,9,9,49,30,0,9,57,9,0,0
2014-08-01,70,10,31,13,51,57,17,78,8,26,15,18,17,44,0,30,0,29,41,5,29,13,11,27,11,9,0,46,24,32,53,10,20,9,0,9,33,21,35,0,17,19,68,0,9,31,0,43,24,14,12,0,15,30,21,49,19,0,9,12,10,24,0,19,0,30,0,53,0,41,28,18,35,31,25,14,33,50,0,22,0,39,20,53,0,100,6,11,9,60,35,27,0,18,0,6,17,33,27,28,30,0,43,36,0,19,0,64,15,10,10,53,0,56,0
2014-09-01,64,5,8,8,27,48,0,65,11,15,0,0,15,19,0,27,0,13,24,4,9,17,20,12,20,6,0,0,20,38,22,30,18,22,44,7,29,16,31,0,12,47,45,0,21,28,0,38,21,12,23,0,13,26,12,32,15,0,8,13,0,27,14,8,0,27,0,25,25,28,18,16,16,27,37,18,35,19,0,11,0,16,17,39,0,39,21,19,0,53,70,15,0,0,0,14,0,0,21,6,46,4,37,26,0,8,9,27,19,0,9,15,0,100,9
2014-10-01,81,4,34,12,30,43,14,54,7,19,0,0,14,36,0,46,9,35,0,4,13,16,23,11,38,8,0,0,42,40,8,8,17,40,42,47,35,19,10,0,25,22,14,0,0,18,0,0,20,0,35,0,60,30,23,0,33,0,0,8,0,29,0,8,37,13,0,12,24,27,32,0,24,22,0,8,18,28,24,9,0,13,11,46,0,10,57,27,15,50,40,12,13,0,20,36,14,28,47,18,61,4,0,30,17,8,0,20,34,0,8,25,8,0,0
2014-11-01,74,4,37,16,25,48,29,67,16,0,0,23,14,18,0,48,13,29,23,7,22,17,19,29,19,14,16,0,20,51,8,20,11,42,0,60,18,5,22,0,17,0,43,31,13,29,0,36,61,0,30,0,0,36,31,21,12,35,0,10,0,24,0,0,56,25,0,6,0,19,44,0,23,29,14,11,20,23,0,15,0,10,11,53,0,8,36,12,0,0,45,0,13,8,0,49,14,28,42,26,67,8,35,45,8,0,0,19,34,8,8,12,24,0,8
2014-12-01,57,8,33,24,33,51,14,49,9,0,0,0,0,18,16,36,34,28,11,4,32,14,19,0,22,7,0,0,15,61,14,24,12,53,41,25,25,7,24,0,11,9,56,0,11,24,0,0,30,12,21,9,12,62,19,0,24,0,7,15,0,82,0,0,0,28,0,6,24,23,56,0,35,52,0,0,34,18,72,14,0,15,20,56,7,6,16,24,15,0,36,18,26,0,20,43,28,27,37,49,43,6,0,49,16,8,16,19,33,8,12,28,8,0,0
2015-01-01,56,10,21,15,33,52,26,51,9,13,0,0,26,50,0,56,8,29,32,6,22,21,17,21,18,13,0,35,14,38,18,15,24,43,38,15,23,0,40,0,15,9,13,0,9,28,0,33,18,0,21,0,22,45,21,57,18,0,0,6,15,35,0,7,34,46,0,5,0,17,43,0,21,36,0,16,19,17,22,9,0,7,0,45,0,6,21,6,0,23,31,8,12,10,18,38,0,26,31,22,28,4,33,37,8,7,8,24,22,0,10,26,7,43,0
2015-02-01,60,0,35,12,37,54,15,73,11,0,0,16,14,44,0,49,13,36,12,4,28,11,24,12,29,6,0,0,13,33,22,8,8,53,0,8,16,5,13,0,14,20,36,0,12,35,0,0,21,0,34,10,12,46,16,21,16,36,8,10,0,25,0,8,0,29,11,0,0,8,57,15,36,28,0,12,34,43,0,13,0,8,20,70,0,7,26,0,16,0,35,0,41,8,20,44,0,57,46,33,38,12,0,57,8,25,9,23,19,14,9,15,8,0,0
2015-03-01,63,0,35,26,49,59,0,43,19,27,0,14,40,28,0,53,0,27,0,4,25,15,9,11,22,10,0,35,17,34,38,15,19,48,0,11,24,8,18,0,15,9,40,29,7,39,0,34,19,0,25,9,46,61,21,0,21,0,7,16,0,29,0,8,35,20,0,11,0,28,45,0,54,24,20,19,33,30,0,19,0,21,12,56,7,5,19,8,7,24,37,9,0,0,0,28,0,0,27,30,35,8,0,33,15,15,11,28,26,8,12,26,15,0,0
2015-04-01,51,17,37,61,44,62,14,66,20,14,12,0,28,60,0,33,9,31,34,0,29,18,9,0,28,11,16,0,18,40,32,24,12,38,0,18,25,5,24,0,14,14,49,30,10,27,0,35,33,0,23,0,12,59,23,0,22,0,7,7,12,15,0,12,37,34,0,23,24,34,38,0,15,35,14,14,38,27,0,16,0,11,8,47,0,5,15,12,8,25,23,18,26,0,0,22,28,55,42,17,17,24,0,42,0,8,8,32,30,16,8,26,8,0,8
2015-05-01,53,12,43,65,49,56,0,59,17,14,12,15,41,35,0,38,0,28,22,4,34,13,14,17,31,24,15,0,15,36,29,31,15,29,40,13,24,6,25,0,16,24,20,29,14,25,0,0,0,11,18,0,29,54,11,0,17,34,14,10,16,25,0,8,53,18,0,6,0,18,34,0,15,35,14,8,34,18,23,16,0,14,20,60,0,5,19,0,7,0,28,17,13,12,19,9,14,27,43,20,20,17,0,17,24,15,8,45,29,0,8,27,8,0,8
2015-06-01,46,15,36,34,39,55,14,65,17,0,12,22,34,24,0,35,0,25,11,4,20,20,27,11,47,34,0,0,22,26,26,13,21,24,0,14,19,7,24,0,11,18,41,0,7,34,0,34,0,22,16,9,12,39,11,20,15,34,7,18,20,28,13,8,36,21,0,37,0,37,30,0,17,29,0,14,22,27,0,19,0,17,8,45,0,7,18,6,7,24,33,18,0,18,0,12,14,0,32,11,13,8,0,39,8,0,8,54,26,8,0,60,12,46,0
2015-07-01,42,25,45,8,46,78,21,55,14,14,0,31,28,30,16,27,8,22,22,6,24,14,14,0,19,22,0,0,15,18,30,16,26,12,0,6,32,12,22,15,25,38,35,0,8,30,0,35,20,12,17,10,30,34,11,0,31,35,7,7,0,27,0,16,0,9,10,75,24,11,21,0,12,29,35,17,30,50,0,17,0,12,14,62,0,23,11,6,0,24,31,12,20,7,0,15,14,27,24,17,12,8,0,22,8,0,8,48,21,0,8,100,8,46,0
2015-08-01,62,20,27,8,41,73,0,61,7,15,0,31,29,37,0,34,0,16,17,4,22,21,14,23,10,8,16,0,18,41,31,33,24,18,0,10,28,24,35,0,14,34,36,0,18,30,0,73,0,12,20,0,0,46,12,0,14,37,11,10,8,22,0,8,0,42,0,51,0,12,19,0,12,41,43,12,39,33,24,21,0,36,17,49,8,48,13,6,8,26,42,12,0,19,20,4,14,28,31,12,32,4,0,18,8,8,0,48,21,8,0,64,0,47,0
2015-09-01,79,12,31,10,55,76,13,68,6,0,0,21,26,34,15,31,8,30,11,0,15,15,35,0,31,5,0,0,19,19,38,38,29,27,39,7,24,24,23,0,12,24,59,0,11,32,0,33,0,22,38,0,11,28,21,19,26,0,0,11,15,22,0,0,0,35,10,22,22,25,20,0,27,30,20,13,24,26,0,14,0,16,12,52,7,24,26,17,0,0,83,14,0,7,28,15,13,26,39,27,70,6,66,19,15,0,10,39,14,15,15,16,7,87,0
2015-10-01,83,17,39,14,35,63,13,52,9,19,11,13,12,59,0,47,19,28,10,4,21,8,17,13,48,5,0,0,13,29,14,21,26,38,36,44,37,13,26,0,20,20,31,27,7,34,0,0,42,10,54,0,11,37,20,0,26,0,0,13,7,34,0,7,32,36,0,15,21,13,31,13,17,41,0,8,49,57,21,12,4,11,17,65,7,10,48,35,13,44,58,0,0,10,18,26,0,24,51,28,64,7,0,33,0,7,7,27,24,7,15,31,11,41,0
2015-11-01,76,0,33,18,32,44,13,61,16,0,0,0,17,48,0,53,8,23,10,4,19,25,38,10,45,6,0,100,9,45,17,7,34,56,37,72,25,8,34,0,15,22,38,0,26,27,0,0,45,15,43,8,11,55,10,27,11,0,10,9,7,23,12,0,33,28,0,0,21,24,45,0,26,58,0,13,22,12,21,16,0,10,10,64,0,3,33,24,27,0,32,13,12,7,18,42,51,24,31,31,61,0,31,93,0,7,0,19,35,7,0,11,28,0,7
2015-12-01,83,8,34,7,44,55,13,63,16,13,11,0,13,33,0,56,16,29,0,5,44,17,26,10,29,5,0,0,14,56,15,7,20,77,0,27,39,5,35,0,18,9,26,0,7,31,0,0,27,10,37,0,11,76,17,19,17,32,0,23,0,73,0,7,34,26,0,5,22,21,64,13,39,66,0,5,37,34,22,11,0,14,15,78,7,3,23,6,9,23,47,17,42,0,18,35,13,25,26,40,44,4,0,27,7,7,0,23,28,7,7,22,7,0,0
2016-01-01,67,11,49,14,33,55,25,57,14,13,11,0,12,48,0,64,30,28,15,4,16,24,8,0,22,10,0,0,20,42,22,24,23,62,36,14,35,6,23,0,18,11,12,0,15,24,0,0,35,10,43,0,21,59,23,18,18,0,13,7,14,31,12,7,0,52,9,5,0,27,51,0,34,44,25,0,33,12,21,14,0,7,29,63,0,6,29,5,9,0,45,12,23,7,0,45,13,49,49,33,51,4,0,55,7,21,0,27,35,14,11,42,12,0,0
2016-02-01,60,8,24,15,47,59,0,52,15,0,0,0,13,62,0,68,16,30,11,0,25,35,13,21,9,8,0,0,7,17,23,33,23,68,0,16,24,3,23,0,19,21,33,0,7,26,0,33,38,0,35,9,17,83,37,19,13,0,14,16,0,41,0,8,0,26,0,5,34,32,54,27,33,39,0,5,36,22,22,14,0,14,8,69,0,4,25,0,14,23,57,13,25,0,19,34,20,52,60,27,32,4,0,66,23,15,8,36,28,0,16,25,7,0,0
2016-03-01,62,4,26,14,67,53,0,74,14,13,0,13,25,54,0,65,15,25,25,0,26,25,75,10,17,16,0,0,31,29,11,14,30,54,37,17,18,6,26,0,11,28,37,0,13,27,0,0,18,0,46,8,22,72,20,18,21,31,7,15,18,26,0,7,33,28,9,10,21,47,54,13,51,33,12,10,33,41,0,16,0,17,17,77,0,5,22,5,11,0,41,12,23,7,18,38,13,24,51,31,35,12,0,42,11,28,0,32,24,7,7,39,7,0,0
2016-04-01,58,6,35,25,47,49,20,86,10,0,0,14,13,42,0,44,8,33,16,4,12,29,22,11,30,14,0,0,14,33,13,25,34,56,0,22,28,7,34,0,23,18,26,28,16,20,0,0,19,16,35,0,11,49,11,29,24,33,14,12,15,12,0,15,69,17,0,5,0,39,38,0,33,40,39,11,35,21,33,16,0,9,12,68,0,7,20,0,7,0,28,11,0,14,0,18,13,26,68,22,23,15,33,49,8,15,0,36,37,27,8,23,11,0,0
2016-05-01,52,16,27,35,58,62,20,65,13,0,11,28,45,39,0,41,12,35,10,4,10,22,30,11,32,20,0,35,35,26,38,25,14,34,38,14,38,4,36,0,15,17,26,28,12,33,0,33,0,16,20,9,28,37,11,19,29,0,17,9,26,29,0,7,0,22,0,5,0,42,30,0,18,27,13,10,35,38,0,20,0,18,11,71,0,3,17,0,7,0,33,17,12,7,18,15,13,0,43,30,22,7,32,44,0,7,0,39,8,30,8,49,0,43,7
2016-06-01,52,16,10,43,51,50,0,70,19,14,0,14,20,34,0,47,0,18,28,0,28,17,27,0,12,14,0,0,14,19,23,18,35,25,0,20,47,3,24,0,16,21,33,0,16,20,0,100,0,0,15,0,0,34,11,19,20,0,14,7,11,33,0,13,35,26,0,25,0,14,28,0,16,40,13,11,38,26,0,12,0,14,12,59,7,6,17,0,28,0,37,9,0,7,0,6,14,0,37,16,20,9,33,30,8,8,0,32,26,10,0,65,8,0,0
2016-07-01,45,30,20,26,67,56,0,59,10,15,0,16,22,19,0,33,0,27,20,0,28,11,20,0,0,15,0,0,27,21,43,20,41,20,44,14,37,9,31,16,13,17,75,32,13,20,0,38,0,12,17,0,26,41,12,32,17,0,0,11,0,23,0,17,39,13,0,46,0,28,19,0,18,39,22,6,27,15,0,20,0,13,12,52,0,13,13,0,8,27,34,15,14,11,0,8,15,29,16,19,15,8,0,21,9,8,0,47,19,32,20,84,8,0,0
2016-08-01,59,17,21,9,76,56,0,75,39,0,0,0,31,27,18,53,0,32,30,0,27,31,11,0,18,6,0,0,17,16,18,18,50,9,46,12,39,16,22,17,32,25,79,0,13,33,91,40,0,0,22,0,0,36,21,23,27,0,8,17,0,29,0,18,0,21,12,46,27,30,21,0,26,42,23,13,31,36,0,21,0,48,9,50,8,63,21,7,17,28,55,20,30,9,45,8,0,31,47,20,21,9,0,50,9,0,0,61,17,9,0,63,0,0,0
2016-09-01,75,26,38,14,56,44,14,72,10,15,0,0,21,49,16,67,9,34,23,4,35,9,19,23,23,6,0,0,18,23,28,33,39,24,42,16,31,23,42,16,17,35,57,0,23,28,0,0,0,12,42,10,25,32,12,21,18,36,8,13,8,33,13,0,0,29,0,15,0,27,31,0,20,36,21,6,31,37,73,19,0,13,17,78,0,34,34,18,8,0,100,9,0,8,20,17,0,28,36,27,46,20,0,46,0,0,17,38,25,17,8,32,8,48,0
2016-10-01,85,8,15,24,35,56,14,52,13,14,12,15,41,42,16,52,8,33,11,7,16,25,41,17,75,19,0,0,17,20,11,21,21,49,0,28,25,17,29,0,11,14,83,30,20,24,0,0,20,0,63,0,12,51,19,20,24,0,15,11,24,34,0,8,0,18,0,9,0,22,30,0,38,35,14,11,37,27,35,36,0,12,11,76,7,12,69,27,7,25,70,13,0,7,0,34,21,27,35,20,84,6,35,29,0,16,0,49,33,16,8,29,8,0,0
2016-11-01,81,8,25,39,47,51,14,77,7,14,0,15,0,64,15,83,8,34,0,4,34,27,36,33,37,13,0,0,17,26,21,13,13,63,0,61,24,10,33,0,16,24,27,29,12,24,0,0,20,0,66,0,12,43,33,39,18,0,7,19,8,46,0,8,36,24,0,8,0,37,42,14,49,35,0,19,29,27,0,29,0,11,48,94,7,4,48,6,7,24,56,9,13,11,0,32,14,0,32,48,53,6,0,50,8,8,0,22,29,8,8,32,13,0,8
2016-12-01,83,4,25,27,36,50,13,65,19,0,12,14,13,52,0,46,8,36,11,4,25,17,18,18,22,9,0,0,7,31,18,38,16,88,0,37,38,11,46,0,12,22,40,0,11,22,0,0,19,22,46,0,0,69,25,19,17,33,14,17,15,69,0,8,35,13,0,0,23,14,67,0,37,65,13,0,19,26,23,100,0,9,13,62,0,5,34,11,36,0,41,9,25,0,0,28,13,0,33,36,49,4,0,45,8,8,0,23,43,23,8,28,8,44,0
2017-01-01,73,15,36,11,52,47,13,73,18,0,0,13,12,21,0,58,8,22,10,4,25,27,12,10,8,12,0,0,18,43,18,19,9,73,0,12,27,8,30,0,12,14,12,0,10,34,0,31,71,0,51,0,16,55,17,36,15,0,7,13,7,55,0,7,0,19,9,8,0,27,51,0,34,50,18,7,60,28,0,40,0,7,18,66,7,4,27,0,11,22,36,11,0,0,18,47,0,0,43,31,52,4,0,42,25,0,0,24,40,38,11,31,0,0,0
2017-02-01,58,0,18,13,46,50,0,73,10,14,12,15,14,54,16,57,8,22,11,4,37,18,9,11,9,5,0,38,27,39,32,24,20,87,0,15,20,3,24,0,16,19,41,0,10,26,0,35,20,11,42,0,12,58,26,0,24,35,7,15,0,32,0,8,0,28,10,12,0,33,50,0,38,37,14,14,30,18,24,23,5,15,8,81,0,5,29,0,19,0,39,13,13,0,20,40,14,0,54,32,36,8,0,54,8,0,0,26,15,32,8,26,8,0,0
2017-03-01,71,6,32,21,47,52,0,81,14,13,0,18,16,47,0,57,0,25,15,5,14,45,8,10,27,9,0,0,15,23,19,21,25,58,0,17,30,4,23,0,14,8,24,0,19,25,0,0,41,10,55,0,11,65,20,18,30,0,6,17,14,33,12,7,32,22,9,10,0,13,35,0,30,60,0,10,44,24,21,20,0,10,7,82,13,4,37,0,7,22,35,20,23,7,0,25,12,0,46,18,38,7,0,30,14,7,7,29,45,35,7,43,7,0,0
2017-04-01,53,8,56,78,63,50,13,76,13,27,12,0,18,46,0,50,24,36,18,4,35,17,27,11,27,8,0,36,19,35,28,33,14,44,0,17,40,9,18,0,13,22,46,0,14,42,0,33,32,22,26,0,11,54,22,39,34,0,14,9,23,40,12,8,52,9,10,6,23,28,27,14,16,100,0,11,69,22,0,34,0,14,18,80,0,5,26,0,7,24,38,9,12,11,0,18,13,26,42,11,15,8,34,30,12,8,0,31,34,8,8,35,8,0,0
2017-05-01,50,14,37,51,72,44,26,76,19,0,11,0,30,27,0,41,16,26,10,0,22,38,17,0,26,28,0,34,31,36,20,15,18,42,0,19,32,5,24,0,12,29,38,0,18,19,0,32,18,14,20,0,17,73,16,0,24,0,7,11,18,25,0,10,33,17,0,13,0,28,27,13,18,88,13,15,64,37,0,23,0,16,19,65,7,5,22,11,10,23,39,8,12,7,36,14,17,0,44,18,19,9,49,48,15,7,7,48,25,11,8,56,7,0,0
2017-06-01,50,14,53,23,42,53,13,58,13,14,11,14,26,40,0,37,0,18,11,12,20,33,18,64,24,39,0,0,19,22,28,15,29,28,0,24,52,17,21,29,13,27,26,28,7,20,0,34,19,18,18,0,34,57,11,19,28,0,7,11,23,24,0,7,0,13,0,52,23,21,27,0,11,79,13,16,40,26,0,18,0,12,21,67,14,13,28,6,7,24,44,17,0,7,19,10,0,26,35,11,21,9,33,35,0,7,0,43,23,13,19,80,0,0,8
2017-07-01,55,29,46,15,56,54,20,93,20,21,0,15,18,52,0,30,8,18,25,6,31,18,9,11,33,17,0,0,34,31,36,23,41,28,39,13,34,7,21,0,11,24,13,0,18,25,0,68,19,11,31,0,12,37,22,20,25,0,7,10,8,40,13,8,36,27,10,31,0,29,21,0,39,60,20,11,36,35,0,25,0,14,24,63,7,71,30,6,7,0,40,17,0,11,0,13,14,26,30,6,39,13,68,36,0,15,8,51,15,13,12,95,12,90,0
2017-08-01,59,18,14,15,70,47,14,100,13,0,12,14,13,17,0,42,0,21,22,4,20,15,27,0,23,5,0,0,22,21,41,18,29,19,40,8,41,24,35,0,43,57,100,0,12,35,0,68,0,11,32,0,0,37,16,0,25,0,11,14,8,23,13,8,35,24,0,39,0,14,24,0,27,66,22,16,53,48,0,30,0,40,16,71,0,75,32,17,7,24,55,9,12,7,19,19,27,53,40,11,38,8,67,54,0,8,8,48,37,15,16,75,0,44,0
2017-09-01,65,8,44,7,59,43,13,81,19,52,0,14,13,44,14,58,8,20,10,4,34,25,17,10,20,7,0,34,30,25,17,15,30,37,0,17,39,22,42,0,7,17,25,27,14,22,0,32,18,11,66,0,11,38,21,0,44,32,0,14,7,26,12,7,33,31,9,11,0,38,24,13,11,39,21,8,39,33,22,20,0,25,20,86,14,29,43,16,14,23,76,12,0,0,27,20,0,0,30,8,65,9,32,36,7,7,7,35,35,7,11,53,7,42,0
2017-10-01,71,4,32,14,37,47,12,78,14,13,0,0,31,37,0,60,7,50,10,7,21,28,16,10,39,5,0,0,11,20,25,14,27,56,36,93,26,12,27,13,17,33,43,0,7,35,0,31,18,20,100,0,11,38,15,36,20,0,6,9,7,38,0,14,32,24,9,10,21,20,26,0,36,40,12,15,29,28,0,24,0,7,10,85,7,9,100,24,7,22,69,16,29,7,17,32,19,24,50,20,100,5,0,54,7,7,0,38,45,12,11,29,14,0,0
2017-11-01,76,7,29,7,58,44,12,69,6,25,10,13,20,42,0,68,11,30,10,3,35,34,33,13,44,17,0,0,26,68,26,19,23,76,0,100,16,12,38,0,21,16,43,26,11,12,0,0,17,25,93,8,11,40,30,35,24,0,13,16,7,33,0,7,32,19,9,0,0,26,43,13,40,47,18,17,39,24,21,14,0,20,12,76,0,7,46,16,26,22,45,8,12,0,17,41,12,0,56,55,91,7,31,65,7,7,7,28,29,7,7,17,28,40,7
2017-12-01,64,6,16,12,35,43,12,81,0,0,11,0,12,59,0,43,15,42,15,7,26,22,25,15,36,5,0,33,13,33,11,21,26,92,37,34,51,4,41,0,18,13,12,0,9,19,0,0,30,10,55,17,21,90,17,18,32,0,7,16,7,100,0,11,0,22,0,5,21,13,61,0,41,87,21,7,31,12,21,22,0,13,19,100,7,6,42,5,16,22,46,8,58,0,26,40,17,0,39,69,60,5,63,66,11,7,7,32,48,14,7,23,18,0,0
2018-01-01,57,11,22,11,31,51,0,95,17,16,0,0,35,45,0,68,14,29,12,8,22,27,31,9,31,6,0,31,21,100,11,24,30,86,34,20,25,7,45,0,23,16,46,0,16,23,0,0,17,19,65,8,10,62,14,34,32,0,12,19,13,60,0,20,30,23,0,5,20,34,54,0,45,58,12,19,19,34,0,23,0,14,16,64,0,4,29,15,12,0,34,23,22,6,16,45,12,0,49,43,42,3,29,60,0,10,0,27,32,14,20,20,10,39,7
2018-02-01,53,4,27,12,56,46,22,71,11,13,0,14,26,90,0,60,8,47,21,0,15,47,13,0,31,10,15,0,26,60,20,30,17,85,0,9,21,4,18,0,33,22,39,0,0,27,0,0,43,11,70,0,11,62,32,19,27,0,14,18,7,51,0,7,68,20,10,5,0,28,55,0,27,52,13,5,49,30,22,23,0,14,13,89,7,5,39,6,12,23,35,17,0,0,37,33,13,25,55,30,44,0,0,65,8,7,0,24,53,23,8,31,7,0,0
2018-03-01,63,7,19,20,60,47,12,57,11,18,0,13,20,40,13,87,11,48,19,3,36,31,8,0,32,18,0,0,19,54,21,18,18,94,0,12,23,10,28,0,18,32,35,0,9,26,0,30,25,19,50,0,20,70,22,17,22,0,6,17,7,47,11,13,31,29,9,10,20,32,46,0,29,49,0,5,30,15,20,28,0,13,27,77,6,4,37,5,6,0,42,13,0,6,17,38,24,0,66,27,42,3,0,39,0,7,0,35,38,7,17,28,13,0,7
2018-04-01,64,13,73,62,60,45,13,68,16,0,11,0,25,43,14,49,8,34,10,0,21,23,8,10,38,15,14,0,25,67,29,33,26,39,37,20,54,3,28,0,27,34,37,0,9,30,0,32,24,10,38,0,11,59,20,0,32,31,7,13,18,41,0,7,0,19,0,5,0,37,37,13,28,47,13,10,63,20,21,22,4,13,22,74,0,8,28,0,10,22,46,12,0,7,18,19,0,0,65,23,19,18,32,51,10,7,7,34,35,17,22,41,0,42,7
2018-05-01,67,11,41,99,60,50,18,68,14,12,20,0,32,41,13,54,7,19,10,3,18,18,24,10,40,14,13,0,17,52,9,20,25,36,0,27,34,6,41,0,9,29,30,0,15,28,0,30,0,10,24,0,21,53,19,17,28,30,13,17,14,26,0,0,31,29,0,17,20,16,25,0,20,51,24,7,43,62,20,19,0,16,14,68,6,7,18,0,6,63,38,23,0,10,17,6,36,23,56,20,16,19,30,27,14,10,0,45,23,14,7,70,14,80,7
2018-06-01,57,11,13,30,52,44,37,69,12,12,0,39,24,31,14,40,15,19,10,3,14,26,24,10,16,25,14,0,24,48,35,11,36,35,0,27,45,4,19,13,7,41,42,26,16,22,0,41,17,10,24,0,31,45,15,35,22,0,13,16,7,41,0,14,32,19,9,35,20,26,26,0,13,37,12,5,41,28,0,21,0,17,14,75,6,7,25,10,13,21,35,16,11,10,0,10,18,24,42,18,19,10,31,34,0,7,0,39,21,11,14,72,7,40,0
2018-07-01,52,28,23,14,72,55,25,65,12,19,0,31,24,80,14,41,7,19,20,5,21,24,25,10,12,11,0,33,29,48,40,7,41,27,72,15,39,14,47,0,17,11,49,0,9,15,0,0,0,20,21,8,0,36,10,27,26,31,19,15,7,19,0,14,32,16,0,51,0,33,20,0,10,52,20,12,46,36,0,28,0,10,19,79,7,36,26,5,10,0,30,12,12,15,0,11,12,0,54,20,21,5,31,48,0,0,14,71,24,19,11,94,0,0,0
2018-08-01,56,12,27,15,71,51,13,74,10,13,0,28,30,17,0,35,0,44,21,6,17,19,17,16,17,10,0,0,23,48,45,17,38,26,38,16,32,25,40,0,15,20,26,0,9,24,0,33,18,11,28,0,11,51,10,28,21,0,10,28,7,34,0,11,0,34,0,46,0,38,24,0,25,56,30,8,46,51,0,16,0,34,23,63,7,65,30,6,10,46,51,33,0,14,27,8,13,0,44,16,28,9,0,27,8,7,8,79,33,15,8,71,15,64,0
2018-09-01,62,6,40,11,52,49,0,100,16,13,22,13,74,48,0,60,8,20,15,4,24,22,29,10,22,10,0,33,25,52,22,26,33,33,0,16,24,28,30,0,19,36,56,0,11,26,0,0,0,0,71,0,11,41,15,36,21,31,33,18,11,27,0,7,33,41,0,36,0,23,28,13,27,35,21,20,38,24,21,18,0,31,17,77,7,50,49,21,7,22,81,20,0,10,0,14,13,24,27,23,38,5,42,48,15,0,7,46,19,7,0,39,7,0,0
