date,Alfalfa Sprouts,Apple,Apricot,Artichoke,Asian Pear,Asparagus,Avocado,Bamboo Shoots,Banana,Bean Sprouts,Beans,Beets,Belgian Endive,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Boniato,Boysenberries,Broccoflower,Broccoli,Brussels Sprouts,Cabbage,Cactus Pear,Cantaloupe,Carambola,Carrots,Casaba Melon,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Dried Plums,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Honeydew Melon,Horned Melon,Iceberg Lettuce,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Madarins,Malanga,Mandarin Oranges,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pummelo,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Ugli Fruit,Water Chestnuts,Watercress,Watermelon,Yams,Yellow Squash,Cassava,Zucchini Squash
2012-12-01,13,51,73,69,0,57,70,0,62,17,57,28,0,21,20,21,21,24,0,13,0,39,26,53,0,15,16,45,0,17,69,12,8,68,0,17,50,71,73,37,0,43,29,13,13,41,30,92,11,38,38,62,15,46,37,0,0,18,28,30,35,11,25,23,17,50,47,22,11,13,36,35,0,0,25,19,25,64,0,22,17,79,29,0,24,50,41,24,69,48,0,52,0,25,40,68,0,21,0,81,10,38,25,32,24,37,29,29,11,51,37,90,35,50,19,32,43,6,0,34,85,17,16,25,37,59,16,33,0,49
2013-01-01,14,46,63,42,10,23,49,18,74,29,54,30,0,23,31,17,38,31,0,0,0,39,16,63,0,10,7,41,0,20,72,11,7,31,11,46,48,20,65,43,10,66,24,16,9,30,39,89,10,46,45,44,10,80,34,17,10,0,31,63,44,5,20,26,23,45,41,10,21,17,19,34,0,0,0,18,0,57,0,38,21,54,25,10,28,51,46,21,61,55,5,49,0,42,23,46,11,31,12,53,4,11,22,39,18,23,37,24,14,45,46,64,26,84,13,22,45,6,0,30,83,16,14,17,45,52,17,29,10,63
2013-02-01,22,56,24,42,0,33,40,38,62,30,55,23,0,12,10,36,17,35,0,12,0,43,12,55,8,32,10,45,0,21,72,0,11,10,12,25,48,15,36,25,0,85,33,19,8,32,82,67,10,55,49,35,0,37,34,0,10,0,15,14,53,10,25,22,30,49,36,32,18,26,19,27,0,0,23,10,35,70,11,28,19,59,50,0,28,45,62,31,60,51,11,44,0,55,20,51,15,38,14,51,6,30,37,42,12,22,39,14,30,40,41,58,22,84,10,31,44,6,16,0,76,22,10,0,42,40,6,22,10,23
2013-03-01,15,63,18,63,0,43,38,34,66,22,56,21,0,11,9,6,21,29,0,11,0,35,45,59,0,19,7,50,0,23,54,11,6,9,0,15,59,11,40,27,0,66,39,11,12,47,66,70,0,48,35,57,9,58,38,17,9,0,27,9,45,7,17,15,47,53,34,9,25,25,16,20,0,0,23,13,0,63,9,20,13,51,55,0,29,55,24,48,59,45,11,43,0,28,17,50,23,45,8,53,23,16,25,25,20,29,37,21,9,47,37,61,37,57,12,14,48,9,14,0,69,26,0,11,26,28,5,25,0,31
2013-04-01,22,65,12,65,10,42,37,17,75,29,58,15,11,11,34,12,21,28,0,11,0,36,15,56,8,16,7,42,0,21,62,0,6,8,11,15,44,15,32,10,10,71,36,11,34,63,41,71,0,40,48,45,19,45,57,0,14,0,32,26,43,8,24,22,42,76,34,10,41,28,26,26,0,0,14,5,10,73,10,9,26,48,48,14,44,44,32,45,61,63,12,52,0,19,25,50,21,30,8,58,67,22,25,34,13,41,37,28,14,63,46,67,33,59,9,34,52,3,15,0,54,23,9,11,31,26,10,22,9,24
2013-05-01,10,81,14,68,0,23,40,32,71,23,60,16,11,21,49,12,9,30,0,0,0,50,36,60,0,15,11,52,0,29,58,10,18,10,15,14,43,11,32,28,9,64,30,25,36,59,23,74,9,52,32,50,9,52,55,32,22,0,20,12,45,7,33,30,54,64,36,21,25,15,24,21,0,0,20,8,10,75,0,5,19,50,57,14,47,44,20,37,50,27,18,47,0,16,20,56,16,52,8,52,54,31,16,35,15,23,34,23,17,56,31,61,44,51,11,13,53,11,14,28,53,35,0,15,27,22,8,8,0,20
2013-06-01,13,78,16,77,0,27,34,0,75,38,59,22,0,14,17,18,13,24,0,0,0,56,30,49,0,19,20,55,0,39,57,16,6,14,10,24,32,20,28,38,0,63,32,22,29,77,18,68,9,51,25,45,0,51,45,0,9,15,25,13,47,17,26,44,52,69,33,19,32,9,18,18,0,0,28,6,0,71,10,8,21,50,69,9,57,41,14,32,63,28,16,38,0,14,16,54,7,25,16,52,37,38,21,21,12,46,47,12,22,50,53,59,46,43,10,27,48,15,29,0,48,31,0,11,23,22,8,11,9,17
2013-07-01,8,70,23,69,0,24,36,16,82,17,60,14,7,10,16,6,15,32,0,0,0,56,21,60,0,12,13,59,0,41,48,17,6,14,10,23,41,22,30,37,14,50,26,16,12,76,19,75,0,63,24,48,9,48,34,0,9,0,20,24,55,15,33,42,43,67,33,36,26,8,28,14,0,0,33,5,20,79,9,7,14,52,64,9,60,42,12,42,60,44,9,37,0,12,17,58,7,43,8,52,19,67,24,43,18,44,46,15,17,30,40,63,42,53,17,26,49,34,42,0,55,37,9,15,22,25,17,8,9,13
2013-08-01,20,65,17,74,9,26,42,31,84,30,53,12,0,27,16,19,26,30,0,21,0,63,28,53,0,18,9,48,0,48,66,0,6,14,10,32,42,21,34,21,12,49,31,10,9,68,19,69,0,62,32,45,13,59,26,0,0,0,25,35,60,24,34,44,55,63,34,18,29,12,21,20,0,0,26,8,14,76,0,10,8,50,74,0,54,42,19,31,61,39,7,44,0,15,11,55,9,54,8,48,12,60,12,35,15,25,34,16,8,60,69,64,46,45,28,13,53,31,13,0,47,35,8,10,26,30,8,15,9,29
2013-09-01,10,57,11,87,9,64,45,16,83,28,60,26,0,17,16,14,25,31,0,0,0,51,22,67,0,23,10,60,0,41,80,10,6,12,0,28,46,22,33,19,0,46,28,0,7,82,17,66,9,55,29,44,9,50,43,0,9,0,65,22,57,9,42,42,43,75,34,18,23,15,28,14,0,0,20,8,35,65,9,6,8,48,76,9,48,50,18,32,60,35,6,52,28,12,12,55,7,39,8,50,6,36,16,29,12,46,39,22,21,73,73,68,39,56,29,26,51,22,14,56,57,26,9,10,44,34,10,40,9,23
2013-10-01,24,52,17,87,9,73,47,0,76,27,62,29,7,16,12,8,30,25,0,0,0,43,17,77,0,29,6,48,0,34,90,0,6,13,0,33,44,23,47,27,9,52,43,26,9,66,14,57,0,39,33,35,9,48,30,15,0,14,46,13,78,6,30,23,61,62,51,9,20,16,63,17,0,0,0,9,43,77,17,13,10,48,60,0,29,40,24,36,60,33,9,51,0,14,12,55,6,52,11,61,8,45,53,39,10,37,29,35,8,51,52,68,31,53,18,25,51,12,13,27,64,34,8,10,42,42,14,10,8,19
2013-11-01,10,55,26,62,0,50,48,0,76,33,56,24,0,15,24,15,21,33,0,10,0,45,18,62,0,15,6,54,0,21,74,10,12,22,20,21,51,20,54,38,18,54,16,0,11,41,16,64,9,48,28,47,18,62,35,0,13,0,26,24,68,6,29,23,65,32,41,24,14,19,64,19,0,0,13,17,49,59,13,18,19,56,39,9,24,39,30,27,54,45,7,67,28,11,23,50,0,41,8,54,8,46,12,30,13,59,47,28,21,70,50,68,31,43,20,26,43,6,14,0,63,34,0,23,37,45,25,27,9,29
2013-12-01,13,65,66,45,0,58,85,26,69,32,68,37,8,11,9,31,23,24,0,11,0,44,46,89,8,13,14,55,33,26,72,0,10,57,16,45,62,59,78,23,10,56,42,23,12,57,32,82,0,46,47,68,10,61,26,0,9,16,33,35,60,12,23,27,23,50,50,10,26,19,48,48,0,0,0,26,11,60,10,36,17,85,47,0,33,56,62,24,63,30,5,68,0,28,61,72,7,44,9,100,12,66,30,42,27,94,40,25,37,53,50,100,36,58,22,28,67,8,0,30,84,19,9,11,47,68,12,31,9,21
2014-01-01,12,51,59,36,13,29,60,16,71,25,64,22,7,10,36,30,28,22,0,0,13,51,17,84,0,27,6,56,0,34,89,10,0,27,19,27,63,21,78,32,13,66,27,26,10,46,50,67,9,55,59,54,9,56,27,0,13,29,40,11,100,9,21,30,11,62,57,21,24,27,22,54,0,0,13,21,19,67,0,34,18,62,41,9,30,57,68,28,65,41,4,49,0,55,41,56,11,55,12,62,6,25,23,31,24,45,47,36,21,52,48,77,33,88,16,13,67,6,0,27,85,28,13,10,30,57,11,39,9,39
2014-02-01,36,60,23,43,0,44,49,0,78,36,64,18,7,11,12,22,21,21,0,22,13,47,44,58,0,31,13,43,0,38,66,10,6,14,0,21,76,19,59,24,9,77,38,33,8,39,82,66,9,41,53,60,9,55,53,0,9,15,33,28,92,13,22,23,19,71,42,9,33,25,22,47,0,0,14,11,20,63,9,34,14,61,41,0,26,51,49,55,59,41,8,57,28,42,26,51,7,57,11,56,12,32,41,32,10,26,47,22,44,73,41,66,33,88,13,27,67,7,0,0,73,17,26,10,46,46,15,49,9,41
2014-03-01,11,73,20,40,8,44,46,15,82,37,61,32,6,34,15,22,17,26,100,0,0,49,29,52,0,27,19,67,28,32,86,0,5,9,0,33,59,20,47,37,8,75,23,10,23,46,59,71,8,44,40,42,12,56,50,0,15,0,25,25,69,13,47,30,30,41,40,16,27,25,14,26,0,0,12,7,18,70,8,17,10,59,53,8,34,55,22,41,53,39,14,54,0,31,22,53,12,41,7,51,31,33,28,39,21,27,37,20,8,54,31,61,32,71,11,35,62,8,31,0,68,18,8,14,36,38,10,19,12,38
2014-04-01,16,77,15,68,13,41,48,31,80,33,61,18,7,33,58,22,16,26,0,10,0,61,31,65,0,20,9,60,30,47,79,10,9,7,10,54,61,22,44,39,13,78,41,15,50,59,35,78,9,39,46,49,9,51,65,0,13,0,23,16,68,10,35,27,41,64,36,23,31,25,20,22,0,0,21,10,10,82,9,7,26,63,60,0,33,74,40,47,64,37,20,54,0,31,21,61,6,58,8,59,64,45,30,40,14,62,49,30,20,41,38,75,46,64,15,13,61,9,13,53,60,36,0,10,33,33,17,23,8,13
2014-05-01,23,90,19,90,9,25,45,30,90,21,66,21,0,13,31,14,18,29,0,0,0,53,33,53,0,9,9,62,0,44,84,9,14,10,0,35,47,19,33,51,13,61,30,15,56,62,31,74,0,46,44,43,13,66,69,0,25,21,16,15,81,10,40,25,38,65,38,20,28,30,18,20,0,0,19,7,23,98,8,10,20,50,61,0,41,51,27,43,67,34,19,69,52,16,19,63,9,45,0,56,56,49,45,38,16,35,63,14,28,67,62,60,44,63,13,37,57,11,13,26,59,37,24,16,47,28,16,15,16,25
2014-06-01,17,88,20,93,14,27,46,17,85,27,59,15,0,22,30,12,8,26,0,0,0,63,53,80,0,14,7,59,0,46,75,11,6,12,0,30,44,16,28,41,10,52,39,11,21,74,21,76,14,48,38,53,9,70,65,0,9,0,32,14,69,16,45,50,40,90,42,19,33,28,16,22,0,0,56,8,0,77,9,9,20,56,76,9,77,51,16,43,68,42,13,51,0,19,15,66,7,36,17,59,25,38,42,31,14,48,62,23,13,52,49,58,55,57,16,27,59,24,24,58,51,53,14,21,100,27,17,36,9,18
2014-07-01,11,77,23,75,9,29,44,0,87,25,55,32,7,21,34,10,17,27,0,11,13,55,55,72,0,12,9,55,0,49,84,0,9,20,15,29,37,22,26,40,19,62,33,11,11,100,16,83,15,66,33,47,9,67,32,0,0,15,16,22,81,15,42,58,58,81,35,22,26,29,16,21,0,0,23,6,20,72,0,12,8,54,73,0,60,38,12,38,58,40,8,56,28,10,10,71,13,56,8,55,15,58,20,29,10,59,51,19,18,38,34,61,60,53,19,13,63,27,14,28,52,51,0,21,46,28,17,30,12,20
2014-08-01,19,76,16,67,18,30,47,16,87,23,64,40,0,17,8,8,34,38,0,0,0,55,47,48,0,24,9,56,0,40,85,30,12,13,10,24,50,22,34,43,15,52,33,16,11,81,18,72,9,56,38,47,12,73,32,0,9,15,24,16,86,13,45,40,62,76,41,27,29,21,19,19,0,0,20,13,25,68,14,9,8,53,78,9,49,49,20,37,77,37,9,61,0,10,13,63,7,65,16,51,15,68,24,49,17,28,52,27,9,41,47,60,45,55,28,33,62,37,19,0,53,36,17,10,36,29,22,19,15,17
2014-09-01,19,70,18,77,0,66,50,17,89,26,64,29,11,21,16,14,38,29,0,11,0,67,22,77,7,25,10,66,63,53,64,0,12,15,10,33,53,14,35,37,16,55,22,0,8,70,18,63,9,58,39,53,15,66,37,16,9,0,35,16,79,19,34,36,38,73,48,25,24,18,24,21,17,0,32,7,15,69,14,13,17,55,60,9,34,44,39,30,73,36,7,70,0,12,17,60,7,57,0,54,8,37,28,43,19,49,29,29,26,41,60,62,52,60,34,0,65,20,28,28,61,25,0,10,49,37,13,32,13,37
2014-10-01,20,62,18,67,13,81,55,0,83,37,69,21,7,20,16,13,37,28,0,0,0,52,14,69,0,21,8,55,0,49,74,10,18,28,10,27,55,24,52,42,9,56,42,0,9,58,20,68,9,36,47,50,18,59,38,0,17,21,44,16,84,15,31,25,25,73,50,9,19,22,65,33,0,0,13,14,63,59,9,10,11,55,48,9,36,51,31,41,67,32,9,68,27,15,22,52,13,48,8,62,8,25,27,44,18,38,29,26,17,42,83,75,31,51,23,25,58,8,13,0,67,35,17,10,39,51,16,12,13,10
2014-11-01,27,60,29,74,0,67,64,0,82,28,64,33,0,14,21,10,28,25,0,11,0,50,11,71,0,40,10,55,0,41,80,10,6,50,20,28,50,26,59,37,9,57,20,11,10,38,21,69,9,50,51,57,21,73,39,16,18,15,51,25,67,9,45,21,14,70,51,15,15,18,64,32,0,0,0,24,25,58,0,29,16,56,41,0,35,46,39,10,68,36,9,70,84,20,23,53,13,81,8,56,5,47,40,33,19,66,50,17,9,46,69,72,32,71,21,13,62,13,21,0,74,25,18,10,40,53,23,24,0,37
2014-12-01,9,67,95,73,0,63,91,0,71,26,67,29,0,16,26,27,22,20,0,0,0,47,26,91,0,13,7,70,33,41,75,0,16,78,0,20,73,74,79,46,15,64,39,17,13,64,35,89,10,54,59,74,34,71,31,17,9,0,23,52,60,14,39,22,28,63,49,24,18,19,27,59,0,0,28,21,11,64,10,32,14,83,42,10,41,62,56,32,63,34,7,80,0,44,67,75,7,30,8,91,9,55,21,49,23,66,36,24,18,53,61,98,41,71,24,0,65,10,15,0,100,17,9,32,68,75,16,34,9,31
2015-01-01,26,57,89,44,18,40,62,24,77,27,69,28,7,35,20,32,30,21,0,10,0,51,24,69,7,30,13,51,31,46,92,0,6,35,10,48,78,32,69,40,9,83,17,0,12,39,50,65,18,30,65,54,0,92,42,0,17,14,49,29,89,10,40,23,28,56,54,22,22,16,27,83,0,0,13,23,49,67,9,78,21,66,32,9,32,71,81,31,77,39,9,70,0,89,45,59,0,46,18,63,7,15,15,33,23,65,50,44,8,59,63,68,37,90,23,32,74,6,18,0,96,25,17,15,46,58,15,34,17,49
2015-02-01,13,69,31,45,19,36,51,0,88,43,72,25,0,35,42,57,100,36,0,11,0,50,15,84,7,23,30,61,32,42,84,0,6,15,10,14,70,30,70,29,13,82,38,27,12,43,92,69,9,81,58,59,0,53,46,0,12,0,22,30,71,12,27,29,24,57,39,14,30,60,19,59,0,0,0,16,31,60,9,43,25,55,33,9,24,62,41,32,61,53,5,72,28,100,34,58,22,91,16,56,17,42,41,31,100,38,40,10,17,42,59,59,34,87,24,13,68,9,28,57,86,21,27,10,43,49,17,35,12,27
2015-03-01,17,80,19,47,8,42,51,15,93,29,66,22,7,33,22,25,30,24,0,0,0,53,13,57,9,19,28,50,28,51,64,0,6,12,12,19,63,18,56,43,14,79,34,16,21,33,62,70,8,45,56,55,17,69,65,0,8,0,46,19,64,23,23,25,13,48,40,21,25,35,21,24,0,0,12,12,45,54,0,25,17,70,45,0,34,65,41,55,70,49,10,61,0,55,31,56,30,46,22,54,48,33,22,42,35,38,46,17,16,43,57,60,36,77,17,36,70,7,19,25,71,22,32,9,39,43,11,24,8,36
2015-04-01,18,100,21,59,12,32,46,0,93,42,73,21,7,40,47,11,27,32,0,0,0,54,62,79,0,26,9,62,0,46,76,14,12,10,10,34,56,21,46,37,9,68,27,15,67,57,36,74,9,43,43,53,9,55,92,0,17,0,21,18,61,13,35,29,48,77,35,32,33,24,26,21,0,0,13,5,19,90,0,5,26,63,65,9,46,53,16,40,72,29,19,51,0,31,31,65,13,50,8,61,82,60,15,36,15,47,34,19,12,66,52,64,44,75,10,31,71,9,13,27,61,40,8,10,47,31,29,23,8,22
2015-05-01,23,96,16,90,8,29,41,15,92,22,62,25,6,0,19,9,18,29,0,10,0,65,29,76,7,25,8,71,0,65,68,9,6,13,9,30,50,17,45,39,14,60,51,15,71,72,24,80,8,54,56,53,25,66,67,0,8,13,24,18,59,13,26,28,47,53,31,12,32,22,20,28,0,0,16,8,18,83,8,7,12,61,65,16,69,52,12,43,74,32,14,59,0,24,21,70,12,37,7,59,65,42,40,38,19,57,36,17,31,63,79,57,51,70,15,36,74,11,13,25,59,53,8,18,31,30,21,17,8,9
2015-06-01,14,84,21,80,0,30,45,15,84,29,60,28,7,10,15,14,20,30,0,0,0,60,73,76,0,26,12,71,0,66,85,9,14,15,9,13,48,16,39,59,0,57,43,10,20,78,18,72,17,80,37,55,11,50,60,0,24,0,22,15,64,26,37,44,62,82,32,20,25,13,21,23,15,0,12,6,0,73,0,8,15,60,88,9,78,39,11,49,73,44,7,62,26,19,23,67,9,47,0,57,28,39,19,39,17,46,47,16,16,50,39,55,68,65,15,37,68,21,22,0,52,50,16,9,40,29,16,22,8,25
2015-07-01,13,84,25,80,8,23,44,14,87,24,65,22,10,25,26,14,23,29,0,14,0,62,13,76,0,27,14,77,0,74,81,9,11,14,9,46,59,18,36,21,8,54,23,10,13,83,15,76,16,96,32,53,11,60,48,0,12,13,20,15,54,17,46,35,49,75,33,17,28,10,15,23,0,0,28,9,0,72,8,9,17,60,84,0,63,52,18,28,81,35,10,63,0,11,12,75,6,49,14,53,20,56,22,42,17,44,29,15,31,45,68,52,55,62,19,36,77,35,29,25,60,52,8,12,35,33,11,14,13,9
2015-08-01,22,75,22,82,12,24,49,14,91,32,63,25,6,21,21,13,30,29,0,19,11,71,50,77,0,19,13,61,28,64,73,9,11,12,9,20,52,20,46,30,16,46,26,16,10,88,19,69,8,86,32,48,13,50,41,0,15,0,38,17,69,20,32,37,58,77,39,11,28,9,22,27,0,0,18,4,26,79,8,13,19,53,66,8,77,54,19,52,73,45,8,67,24,14,10,63,11,44,10,51,18,50,24,39,18,55,58,9,23,45,66,65,55,51,30,17,81,38,30,24,57,43,8,9,44,38,16,23,8,13
2015-09-01,26,73,20,95,12,47,56,15,89,33,61,35,0,19,22,19,35,32,0,0,0,81,23,73,0,33,8,71,0,57,87,18,17,17,9,25,47,17,46,43,8,50,27,13,10,78,14,64,0,71,37,51,8,57,46,0,16,13,41,12,70,12,49,34,49,82,46,8,17,21,40,32,0,0,12,13,27,91,8,8,15,62,58,8,45,58,24,27,67,39,6,58,25,15,16,59,6,49,7,49,6,37,29,44,21,48,60,15,19,53,76,67,47,47,34,30,73,21,34,0,57,45,8,9,47,44,12,26,8,14
2015-10-01,13,72,19,84,8,100,57,14,88,35,65,27,18,12,35,25,51,33,0,18,0,71,12,93,0,21,11,61,27,56,86,13,0,13,17,20,62,25,62,37,0,56,47,9,10,74,15,62,16,57,40,51,13,58,49,0,10,13,34,14,74,15,49,29,24,58,53,8,11,23,63,29,0,0,12,17,60,74,8,14,14,58,47,8,30,54,39,31,77,40,5,68,24,23,24,52,11,52,14,63,7,72,31,56,19,60,51,13,19,61,66,75,29,51,22,17,78,14,20,24,71,32,7,9,49,53,11,18,0,17
2015-11-01,15,62,27,85,8,64,64,28,84,27,63,26,6,12,32,24,38,29,0,9,0,58,9,67,0,21,17,49,0,52,76,0,5,45,13,31,62,29,67,44,12,50,27,14,11,46,14,74,8,47,51,64,20,72,64,0,13,0,42,11,66,10,46,20,25,71,50,16,15,18,52,35,0,0,35,14,22,61,8,23,19,59,39,8,34,60,41,35,71,25,8,85,0,18,30,60,11,47,7,52,3,68,35,48,20,59,50,19,15,60,72,65,33,60,23,0,82,6,12,0,71,31,11,13,42,70,22,19,15,23
2015-12-01,17,71,80,72,9,52,100,0,81,42,68,28,7,19,15,29,34,28,0,20,12,56,30,92,0,31,6,71,0,54,82,0,6,83,9,13,75,72,86,39,9,60,43,10,11,63,30,76,0,47,47,91,17,61,39,0,8,14,43,15,61,11,37,23,27,60,61,11,17,19,29,53,0,0,13,21,9,57,9,50,15,92,41,9,35,69,60,32,80,57,4,100,26,38,76,78,6,41,15,93,11,29,37,44,47,72,50,14,8,61,56,96,49,68,23,31,94,7,22,0,99,24,8,19,66,96,25,35,8,41
2016-01-01,23,67,71,50,8,35,65,15,85,39,72,25,7,16,27,43,37,38,0,0,0,63,23,83,0,45,18,57,29,59,91,9,6,30,9,26,97,26,88,44,13,81,36,20,11,55,61,73,8,50,70,66,31,76,45,0,16,0,51,15,65,11,31,22,24,60,49,21,27,27,28,68,0,0,12,16,28,65,8,60,35,79,30,8,33,74,56,28,83,50,4,83,0,97,46,61,12,48,15,66,6,77,33,50,27,45,33,22,16,52,55,77,42,87,21,36,99,8,13,0,98,25,0,16,46,100,9,30,11,40
2016-02-01,12,74,21,33,0,39,60,31,84,28,76,16,7,20,27,27,34,26,0,10,0,61,10,69,0,49,18,46,0,46,75,0,6,15,0,18,89,19,70,41,9,88,29,20,11,47,84,77,9,27,63,59,9,72,59,0,8,14,62,15,54,6,33,30,29,48,100,21,35,43,24,46,0,30,0,11,28,69,17,33,34,68,34,0,32,57,57,52,70,41,4,73,0,90,24,56,29,67,19,55,15,59,30,48,24,55,40,21,0,41,44,72,35,80,22,18,83,4,0,26,86,28,8,9,50,70,8,30,25,47
2016-03-01,21,75,16,50,8,36,58,14,85,31,69,22,0,30,18,8,28,34,0,0,0,63,43,68,0,26,7,64,0,63,76,9,10,9,9,12,72,20,59,52,8,71,35,9,21,50,57,80,8,36,62,59,10,58,75,0,13,13,39,14,58,10,28,35,22,57,43,16,26,38,18,40,0,0,11,9,13,76,8,26,12,65,52,8,36,57,37,50,73,30,22,63,0,77,28,60,32,47,7,62,38,18,24,42,28,58,32,9,22,50,47,69,39,63,18,28,92,7,20,0,78,26,0,17,47,57,13,23,15,32
2016-04-01,17,87,20,81,8,36,58,22,93,47,79,27,6,28,37,10,22,27,0,0,0,57,35,65,0,14,12,68,0,68,78,9,11,12,18,13,65,27,46,27,8,77,41,10,55,41,40,89,0,46,51,51,8,55,96,14,12,13,29,7,57,11,34,27,40,56,45,16,37,35,28,25,0,0,24,9,13,70,0,14,22,66,72,16,37,58,14,41,77,57,22,64,25,28,34,66,33,41,0,61,79,33,25,47,26,46,59,20,19,56,58,63,50,76,16,24,94,10,13,0,62,38,16,9,52,47,14,34,8,32
2016-05-01,16,87,17,91,8,28,65,14,89,44,78,21,12,21,32,15,17,37,0,0,0,67,34,72,6,34,17,66,0,62,83,14,11,14,12,12,73,20,49,49,8,70,24,0,52,66,26,84,8,52,46,61,8,61,67,0,11,0,21,26,53,19,44,39,43,76,42,18,30,26,17,26,0,0,17,9,9,94,0,5,14,66,75,8,67,69,25,31,72,54,29,63,0,24,28,64,17,71,7,66,49,71,28,40,20,58,49,17,15,48,38,60,62,61,11,45,89,7,24,48,61,47,15,9,41,43,13,16,23,17
2016-06-01,15,81,21,80,8,26,52,14,89,39,66,31,0,9,18,12,24,32,0,9,12,60,51,71,13,14,13,66,0,82,65,9,11,13,9,19,52,15,45,42,8,62,29,0,18,78,21,74,16,84,33,56,8,80,53,0,18,0,41,22,52,16,37,44,46,74,41,22,35,15,14,34,0,0,40,12,0,85,0,9,19,58,84,8,77,54,22,35,77,33,15,63,0,15,14,69,17,41,14,68,25,51,28,46,20,48,38,16,19,46,45,61,70,51,14,12,76,28,21,25,56,52,12,18,32,37,13,38,8,13
2016-07-01,15,77,21,88,9,23,55,0,86,29,70,27,7,19,30,11,31,29,0,0,0,70,63,83,7,25,18,61,0,70,84,9,0,13,28,13,53,17,42,56,9,57,24,10,13,86,20,85,14,56,26,44,13,71,35,15,12,14,22,38,68,23,76,55,51,66,37,13,36,13,21,18,0,0,12,7,9,79,8,13,8,62,81,8,100,48,9,37,81,39,6,59,26,24,18,71,28,61,0,58,16,63,48,31,20,60,45,11,12,58,50,59,84,56,19,12,91,50,26,0,52,49,12,19,36,38,16,20,12,9
2016-08-01,17,68,15,64,8,32,56,15,97,35,67,31,6,19,19,11,35,26,0,10,0,79,36,66,0,25,6,59,0,73,64,0,6,12,14,13,61,19,38,45,17,52,28,15,8,86,19,70,0,67,32,54,16,59,51,0,21,0,44,15,54,13,41,46,39,79,41,16,16,20,33,28,0,0,36,8,18,73,8,5,11,56,72,8,51,49,17,40,80,18,4,77,0,17,19,60,6,49,0,49,10,61,29,40,16,40,26,9,23,41,63,61,62,45,28,18,80,32,44,25,51,44,8,23,45,38,8,22,13,15
2016-09-01,14,70,16,58,14,47,62,15,83,43,76,16,9,34,42,15,47,32,0,10,0,88,68,67,0,17,6,56,0,68,85,9,6,13,10,13,64,27,50,31,9,64,43,10,12,74,18,74,8,45,42,73,9,72,45,0,8,0,35,8,53,11,39,36,76,62,45,17,23,15,40,36,16,0,12,9,61,73,9,6,15,66,57,9,42,61,16,43,84,20,0,76,0,16,16,63,18,45,7,55,10,64,37,52,15,44,45,13,12,51,79,65,59,44,32,19,79,22,13,26,57,30,8,10,56,50,12,20,16,19
2016-10-01,17,76,21,72,12,76,64,15,87,22,75,23,10,22,7,14,67,28,0,10,0,73,10,73,0,33,8,61,0,58,77,0,6,11,9,19,69,21,55,31,0,60,29,15,12,69,17,66,8,43,39,54,12,54,48,0,18,13,53,11,50,8,54,35,64,57,54,16,18,19,85,30,0,0,0,16,23,62,0,8,15,59,49,8,29,61,34,32,75,25,8,91,0,16,27,58,12,49,7,62,9,37,21,49,22,54,47,18,15,56,53,76,40,45,21,24,82,13,29,25,70,32,12,9,51,56,6,26,0,18
2016-11-01,26,61,21,60,8,59,64,29,81,33,80,22,6,12,18,28,67,35,0,10,0,63,19,56,6,38,6,63,0,57,65,9,0,28,0,13,62,29,61,37,14,54,29,0,11,50,18,67,8,47,46,67,12,85,57,14,28,27,43,20,45,12,27,30,41,46,46,8,17,8,70,27,0,0,12,22,40,57,8,27,15,57,41,8,35,67,42,25,79,30,8,81,25,23,29,56,6,37,7,58,7,51,47,37,28,44,40,14,16,56,57,64,35,54,26,35,77,6,13,0,71,26,31,21,48,58,16,17,13,27
2016-12-01,16,64,54,65,17,57,100,15,80,47,79,34,7,19,11,33,38,20,0,10,0,68,54,80,7,26,6,78,0,64,81,14,6,76,9,0,87,65,83,36,13,56,37,17,12,68,29,90,8,49,47,87,9,94,61,0,14,27,59,27,54,8,31,31,27,54,66,9,30,18,44,64,0,0,0,24,37,56,9,37,15,94,40,8,36,69,41,39,70,36,6,79,0,44,99,92,12,39,7,95,8,39,45,52,36,100,43,16,8,67,44,91,59,65,26,12,86,8,39,26,92,33,8,22,40,93,25,30,8,34
