date,Alfalfa Sprouts,Apple,Apricot,Artichoke,Asian Pear,Asparagus,Atemoya,Avocado,Bamboo Shoots,Banana,Bean Sprouts,Beans,Beets,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Boniato,Boysenberries,Broccoflower,Broccoli,Brussels Sprouts,Cabbage,Cactus Pear,Cantaloupe,Carambola,Carrots,Casaba Melon,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Dried Plums,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Honeydew Melon,Horned Melon,Iceberg Lettuce,Jerusalem Artichoke,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Malanga,Mandarin Oranges,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pummelo,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Ugli Fruit,Water Chestnuts,Watercress,Watermelon,Yams,Yellow Squash,Cassava,Zucchini Squash
2012-12-01,4,52,27,8,0,12,0,18,12,35,4,37,3,4,8,2,23,5,0,0,0,38,4,24,0,7,3,7,0,24,10,0,6,4,0,3,24,3,17,12,8,11,4,0,0,15,15,21,9,16,20,16,0,8,26,0,6,0,4,14,0,26,3,5,24,16,9,23,11,5,6,0,12,0,2,2,0,8,2,3,4,15,14,0,10,18,8,9,18,3,0,19,0,9,35,28,0,12,4,100,0,12,24,26,4,6,6,5,0,7,4,18,34,12,3,10,18,0,5,0,29,9,0,10,4,23,5,8,10,3
2013-01-01,4,50,31,8,0,7,0,19,0,31,3,31,6,6,4,4,13,3,0,0,0,40,8,16,0,6,0,6,0,25,17,15,3,4,6,4,16,7,15,13,0,6,4,0,0,16,14,25,7,15,35,13,0,8,23,0,5,0,7,0,0,26,3,14,17,6,14,26,10,9,10,5,16,0,0,2,2,9,0,3,4,19,14,3,48,11,5,15,25,6,5,20,0,10,29,38,0,14,0,26,3,0,8,23,4,7,4,5,3,11,0,19,38,14,6,5,10,55,0,0,29,12,0,10,9,28,0,8,0,0
2013-02-01,15,46,27,8,0,11,0,16,13,36,6,38,4,7,4,7,30,4,0,0,0,45,15,29,0,8,2,7,0,20,17,0,6,10,6,0,28,9,25,19,0,18,9,0,0,23,26,17,0,18,42,14,12,8,19,0,11,0,9,0,0,23,6,9,36,0,6,22,7,7,7,8,23,0,3,3,0,14,0,7,5,23,16,0,0,19,6,14,26,7,0,18,16,11,31,33,0,12,5,10,0,0,9,22,15,5,14,4,7,8,0,28,44,18,5,0,17,0,0,100,36,13,0,0,8,41,3,9,6,3
2013-03-01,4,46,29,8,0,9,0,20,0,38,3,35,3,10,6,3,25,3,0,0,0,36,12,18,0,8,2,8,0,15,16,14,0,3,5,0,22,5,26,9,8,22,4,0,11,23,18,21,0,27,36,10,10,8,19,0,5,0,5,14,0,18,0,7,15,16,10,29,8,7,9,11,16,0,0,2,0,13,2,3,16,18,14,3,12,20,7,11,21,11,4,15,0,15,25,36,0,15,0,6,3,0,8,33,7,4,4,9,3,14,4,20,30,13,4,6,16,51,5,0,30,12,0,9,8,65,2,8,5,5
2013-04-01,8,39,25,7,0,5,0,21,0,36,7,36,6,5,6,4,29,4,0,0,0,29,6,17,0,5,2,5,0,12,16,14,0,8,5,0,18,6,31,9,8,13,0,0,11,9,21,25,0,26,32,12,0,8,19,0,4,0,7,27,0,24,0,6,12,6,5,19,8,4,6,18,24,0,2,3,0,12,0,3,6,18,9,0,22,17,8,14,15,4,0,19,13,14,23,38,0,9,0,5,3,0,23,27,7,4,7,5,0,13,4,19,46,12,3,0,12,0,10,0,32,5,4,0,5,62,2,0,5,3
2013-05-01,8,38,29,5,0,7,0,21,0,36,6,32,4,6,7,5,27,4,0,14,0,37,9,13,13,7,1,7,0,10,10,0,3,6,5,3,17,6,32,6,7,11,15,0,10,12,19,22,4,18,21,19,0,7,10,0,0,0,5,0,8,27,3,6,18,8,7,26,10,6,4,17,65,0,2,5,2,8,4,3,9,15,7,0,13,14,9,8,14,6,0,20,0,17,26,33,0,11,0,4,0,0,15,21,7,8,5,3,3,12,4,17,46,16,3,4,9,0,5,0,25,6,4,0,6,55,0,0,0,0
2013-06-01,6,44,53,6,0,14,0,23,0,37,2,39,4,3,5,5,22,2,0,0,100,26,5,19,13,7,4,5,0,9,15,25,3,12,0,3,23,7,27,7,0,16,4,0,10,22,15,19,0,18,21,23,0,10,19,0,4,0,14,0,16,32,8,6,17,6,7,27,10,4,5,13,69,0,0,2,2,6,0,4,4,17,9,0,17,15,10,12,15,2,0,21,13,26,32,32,0,11,6,4,0,8,7,28,7,4,0,4,0,9,3,23,37,14,2,4,12,48,5,0,30,6,4,9,5,35,2,7,0,2
2013-07-01,3,54,46,8,0,11,0,24,10,39,8,41,3,3,2,4,35,3,0,0,0,33,7,21,0,4,1,6,0,11,14,12,0,8,0,6,21,9,31,20,7,16,0,0,0,19,19,19,6,18,24,19,0,8,24,0,4,0,5,12,0,20,4,4,14,9,7,21,15,11,7,18,24,0,0,3,2,12,0,5,14,15,9,0,8,18,10,18,17,3,4,25,0,28,30,35,0,20,0,5,2,15,20,22,6,7,4,3,3,9,3,22,55,14,2,4,16,0,4,0,29,11,4,0,3,27,2,7,4,0
2013-08-01,7,65,36,6,0,24,0,28,10,41,10,43,3,6,8,3,16,3,0,0,0,32,7,21,0,4,0,5,0,14,8,12,3,3,0,3,36,6,27,8,20,17,7,0,0,15,14,15,11,20,24,17,9,8,31,0,4,0,3,0,7,31,4,6,27,10,6,22,11,7,10,10,15,0,2,1,2,10,2,0,10,17,8,0,12,19,9,19,20,5,4,18,23,19,40,37,0,17,0,4,5,0,7,20,13,3,3,5,0,7,3,20,43,13,5,4,13,44,0,0,33,10,8,0,4,25,2,7,4,4
2013-09-01,8,73,25,9,0,10,0,27,15,46,10,37,12,3,7,2,24,3,0,0,0,33,8,21,0,4,0,4,0,18,14,12,2,10,5,3,28,4,27,9,0,19,4,0,10,23,20,17,8,18,25,13,0,12,24,0,0,0,6,0,0,22,4,5,9,9,3,21,10,6,7,8,8,0,0,2,2,8,2,3,7,20,8,0,20,22,8,21,16,5,0,24,0,10,41,41,0,12,0,4,4,0,7,26,7,4,7,8,0,5,3,21,62,8,2,4,18,46,9,0,34,9,0,17,5,24,4,7,0,0
2013-10-01,9,81,31,7,0,14,0,23,10,44,9,42,2,4,4,2,19,6,0,0,0,31,7,26,0,7,1,5,0,18,14,24,4,5,0,3,21,6,25,7,0,9,5,5,10,20,15,21,0,30,24,13,9,7,18,0,4,0,8,0,15,30,3,4,10,5,10,26,13,5,5,14,14,0,2,2,2,9,0,4,11,24,9,0,16,23,5,15,16,5,8,21,0,15,36,38,0,13,0,5,2,0,7,33,5,9,5,11,4,6,6,24,41,10,3,4,27,0,4,0,34,12,0,0,7,22,0,10,4,3
2013-11-01,11,59,42,9,4,14,11,23,0,38,13,37,10,5,3,3,28,3,0,0,0,37,12,19,0,9,2,7,0,22,15,0,5,5,0,3,24,9,24,12,0,11,11,0,10,8,24,20,0,18,22,15,0,10,30,0,0,0,3,12,8,13,3,4,14,16,6,23,9,4,8,4,16,0,0,2,0,13,2,6,14,18,17,0,11,18,10,16,22,4,4,23,0,10,23,39,12,15,0,5,0,16,7,27,5,4,4,3,3,13,3,26,43,15,6,6,26,0,4,0,40,13,4,8,3,26,3,7,0,2
2013-12-01,3,47,32,6,0,13,0,16,0,37,5,34,4,6,5,1,10,3,0,0,0,35,6,21,0,7,4,8,0,19,4,10,2,9,4,2,17,7,19,8,0,14,6,0,0,13,16,17,5,22,22,13,7,9,27,0,0,0,4,10,6,26,0,5,13,4,7,25,7,3,4,8,16,0,2,1,0,10,0,2,6,21,20,0,19,16,5,12,22,5,6,16,0,15,27,35,0,11,0,3,2,6,5,27,4,3,4,2,4,7,5,20,34,14,6,0,20,36,5,0,25,11,0,0,4,18,3,11,3,2
2014-01-01,4,43,24,5,0,13,0,15,21,35,4,29,5,4,3,2,18,2,0,0,0,45,7,31,18,9,3,7,6,26,11,0,2,4,3,3,19,11,24,7,5,12,8,0,7,10,12,16,6,19,29,14,7,12,25,0,4,7,8,9,5,22,0,8,17,5,4,24,6,4,6,9,10,0,0,1,0,10,0,0,8,17,11,2,15,12,5,8,21,4,0,19,9,9,23,37,0,16,0,3,2,5,10,19,10,5,5,2,3,5,2,20,34,12,4,0,20,64,0,0,37,13,3,0,6,25,2,7,6,2
2014-02-01,7,44,28,4,0,10,17,17,0,40,5,32,4,5,2,2,22,3,0,0,0,44,8,24,0,6,3,6,0,24,11,0,3,8,4,9,20,6,19,10,0,16,4,0,0,14,13,18,3,23,37,11,0,9,18,0,6,7,3,0,0,29,5,9,23,4,3,24,6,3,7,3,14,100,3,2,1,8,0,2,3,19,12,4,10,16,7,12,16,7,3,18,0,14,23,35,0,14,3,3,2,6,9,21,11,7,3,3,3,8,4,21,36,12,4,3,33,36,0,0,35,10,0,0,2,34,3,5,0,2
2014-03-01,9,41,22,3,0,11,0,18,7,41,6,31,3,6,4,2,13,1,0,0,0,31,7,28,0,9,2,6,0,14,12,21,2,3,0,0,20,5,21,14,5,15,2,0,7,18,14,19,3,15,29,19,13,10,16,0,3,0,6,8,5,23,0,5,14,5,4,26,10,4,2,10,15,88,0,3,1,9,0,2,6,18,13,2,7,21,9,11,17,5,4,19,0,11,26,33,0,10,0,4,2,5,6,17,6,10,3,9,0,6,5,21,38,10,3,8,19,0,4,0,34,6,0,0,3,57,2,0,6,3
2014-04-01,11,38,24,6,0,20,8,21,7,41,6,26,6,8,5,4,17,2,0,0,0,38,7,16,0,11,1,3,0,16,16,9,2,7,3,6,24,6,26,7,0,20,3,4,0,13,14,16,3,22,25,15,7,11,15,0,3,0,6,9,11,24,2,4,15,7,2,29,5,4,7,38,20,0,1,3,1,6,0,4,5,19,8,2,11,16,4,11,15,5,0,21,0,7,28,35,8,11,0,4,5,0,5,22,9,7,2,7,3,7,2,19,45,12,4,0,20,0,6,0,31,5,3,0,3,63,3,10,5,2
2014-05-01,6,35,29,3,3,15,0,20,0,39,3,27,5,6,0,3,14,2,0,0,0,25,7,18,0,8,1,5,0,9,10,16,2,6,0,2,16,4,27,8,9,16,0,0,10,11,12,14,3,19,17,10,6,9,11,0,4,0,5,0,5,13,0,5,12,4,4,22,2,6,7,15,46,0,0,5,2,8,0,2,5,20,6,2,11,18,10,10,14,5,4,15,0,14,21,28,8,11,0,4,2,0,0,18,6,6,4,5,2,5,2,17,36,17,1,3,12,0,6,0,24,5,0,8,3,61,1,8,0,2
2014-06-01,5,42,38,5,0,12,0,22,0,42,3,37,6,3,5,4,27,2,0,9,0,24,8,18,0,8,4,5,6,14,11,9,0,11,3,2,23,5,24,9,10,14,3,4,7,17,16,15,4,16,21,18,0,9,19,0,3,0,2,0,11,13,3,4,12,7,4,21,4,5,4,10,93,92,0,3,1,10,0,3,9,21,11,0,6,15,8,12,18,5,3,25,0,19,28,30,0,14,3,3,2,5,10,22,6,5,3,2,2,7,5,21,48,12,3,0,14,33,9,0,29,8,3,0,5,46,2,7,3,3
2014-07-01,8,50,42,4,0,14,8,27,15,45,8,38,8,8,5,2,21,3,0,0,0,29,10,22,10,7,2,3,6,12,16,9,2,7,0,3,31,3,24,11,21,11,5,0,0,12,13,14,3,27,25,18,7,8,23,0,4,0,6,0,6,23,2,4,8,4,5,24,3,3,7,11,33,0,0,4,2,10,0,6,4,23,12,2,15,20,14,16,15,7,3,28,14,26,41,35,9,11,3,5,2,0,0,27,9,7,4,9,0,4,0,25,45,14,2,6,18,0,0,0,33,11,3,6,4,35,2,10,3,7
2014-08-01,9,68,31,5,0,16,0,23,8,51,3,37,6,7,3,6,34,4,0,10,0,34,8,26,0,10,3,5,7,20,13,0,3,9,0,2,31,7,34,9,5,15,3,4,0,15,14,24,0,26,49,20,0,12,27,0,3,0,7,10,6,17,7,5,11,7,6,26,5,9,5,11,21,0,0,3,1,11,0,2,3,27,8,2,11,22,9,19,18,6,0,23,0,10,46,41,10,13,3,4,4,0,0,29,7,6,3,4,2,11,0,22,52,11,3,0,18,0,0,0,33,11,0,0,5,24,2,0,4,2
2014-09-01,9,73,33,7,0,12,0,26,0,47,5,38,5,4,2,2,27,3,0,0,78,38,13,21,0,9,2,3,0,21,13,0,0,8,0,2,31,10,34,10,6,15,3,4,0,14,16,20,10,23,29,19,0,12,25,0,3,0,4,0,0,30,3,8,11,4,5,25,10,3,6,3,23,0,0,2,1,10,1,2,9,19,7,2,11,24,11,16,18,8,3,24,0,13,46,35,0,11,3,5,3,0,6,24,12,9,6,9,0,8,0,24,52,13,2,7,16,37,4,0,33,10,0,7,3,28,2,6,7,2
2014-10-01,10,61,27,7,0,11,9,22,8,44,7,37,5,4,2,4,17,3,0,0,0,35,9,16,0,6,2,3,0,15,9,20,3,9,0,5,18,6,27,7,5,11,3,0,0,21,16,18,3,33,22,17,7,11,21,0,0,0,6,10,6,23,5,3,15,4,2,20,4,5,5,6,12,0,2,1,0,12,0,4,3,19,12,3,13,22,5,14,17,4,6,23,0,7,31,36,0,10,0,5,4,6,5,25,4,7,3,4,0,7,5,23,54,12,3,0,21,36,4,0,25,10,3,10,5,27,2,0,0,2
2014-11-01,14,73,39,8,0,14,0,23,0,45,10,41,7,6,6,4,23,5,0,0,0,44,11,41,0,8,0,7,0,23,13,0,3,3,0,0,25,9,32,16,8,15,3,0,8,32,22,23,6,26,29,12,0,10,25,0,5,0,6,10,6,27,3,11,15,4,2,33,12,3,4,6,25,0,0,2,2,10,0,2,3,25,11,4,15,22,9,15,27,6,7,28,0,20,31,43,10,13,3,5,3,6,16,28,5,6,3,6,3,7,4,29,57,13,4,3,42,0,7,0,42,17,0,7,2,27,3,8,7,4
2014-12-01,14,61,26,7,0,14,0,24,8,48,5,37,4,6,3,5,22,5,0,0,72,46,6,24,0,7,0,7,0,20,20,9,0,4,4,4,30,9,25,14,8,14,8,0,0,7,19,23,6,18,25,21,0,8,28,0,3,0,9,0,12,21,0,9,11,11,6,29,9,3,6,0,12,0,3,2,2,11,0,8,3,27,15,2,14,22,5,8,22,5,6,23,0,15,41,42,0,14,0,4,0,6,13,26,10,8,5,3,2,9,5,25,53,14,4,0,43,0,13,0,31,14,0,0,7,26,2,0,0,2
2015-01-01,9,57,27,5,0,10,0,20,7,50,6,35,5,5,3,1,19,3,0,0,0,49,10,29,9,7,3,6,0,25,12,9,2,5,3,6,32,6,28,14,10,15,3,0,7,18,15,19,0,30,43,11,7,11,28,0,6,0,4,27,0,27,2,11,17,5,7,30,7,3,4,10,17,0,2,1,1,11,0,2,3,21,14,3,9,23,6,12,19,6,4,26,0,11,37,44,0,14,5,5,2,6,5,29,11,7,4,4,4,8,5,29,48,17,7,3,31,0,6,0,32,18,3,0,6,35,3,5,3,0
2015-02-01,14,55,31,3,0,12,0,18,8,49,5,40,4,4,2,2,16,7,0,10,0,53,12,29,0,9,1,5,0,29,16,0,4,5,4,2,27,6,28,14,0,16,5,0,8,11,17,22,3,23,58,16,7,10,21,0,3,0,7,0,0,43,0,15,14,4,5,31,12,3,6,10,27,0,2,2,1,6,0,0,7,19,12,3,13,15,5,12,23,6,3,29,0,14,26,45,9,13,3,5,2,6,11,32,6,6,6,8,0,7,3,22,62,11,7,3,42,0,14,61,42,18,0,7,5,51,2,5,0,0
2015-03-01,11,48,35,6,6,15,0,20,7,48,8,37,10,7,2,3,22,3,0,9,0,37,7,33,9,9,1,5,0,23,12,0,2,7,7,4,29,4,30,11,19,21,4,0,7,6,16,20,8,21,39,11,7,7,21,0,3,0,5,0,8,20,4,8,11,4,5,31,8,3,7,14,21,0,0,2,1,9,0,4,8,25,9,3,11,33,8,11,20,7,4,25,0,20,32,47,0,15,3,5,2,5,5,26,7,9,3,10,2,5,0,23,58,14,3,6,33,0,9,0,40,11,3,12,3,63,2,6,0,7
2015-04-01,8,51,31,8,0,11,8,24,7,53,9,42,13,7,2,2,26,3,0,0,0,47,6,24,0,11,1,4,0,16,12,9,4,4,3,2,30,8,43,12,5,18,3,0,0,18,18,19,0,22,32,15,0,9,20,0,5,0,6,9,0,26,3,6,12,4,3,30,7,3,5,40,20,92,1,4,3,7,0,2,10,27,10,0,35,28,9,7,19,2,4,28,9,10,35,41,0,16,3,4,4,6,10,28,5,5,4,6,2,8,2,31,56,17,3,3,37,0,8,0,36,9,0,6,5,79,2,10,0,2
2015-05-01,12,47,46,4,3,13,0,25,14,47,6,40,9,6,6,4,27,3,0,0,0,28,11,27,9,9,1,5,0,16,12,8,3,9,0,4,24,5,37,11,7,15,0,0,9,16,18,19,3,27,28,10,0,7,18,0,3,0,4,17,16,18,0,5,12,18,5,22,7,3,5,19,64,0,1,8,0,13,0,2,5,21,8,3,11,25,6,14,17,8,5,32,8,17,24,37,0,18,0,4,3,5,5,22,8,3,5,4,4,6,2,23,53,19,3,4,22,0,7,0,30,8,3,0,5,71,0,5,3,0
2015-06-01,9,57,50,6,0,9,0,27,13,53,5,41,8,4,4,4,27,3,0,0,0,45,7,19,0,10,2,5,5,16,14,0,3,15,0,2,26,5,38,10,22,16,5,0,0,11,17,22,8,21,37,25,0,12,19,0,4,0,7,0,10,32,3,4,23,3,4,23,6,3,12,7,53,0,0,6,2,12,1,4,8,25,9,3,10,22,15,17,21,5,0,30,8,40,32,42,0,17,2,5,3,5,11,36,10,6,4,4,2,6,4,26,58,20,3,4,16,30,6,0,39,10,3,5,5,48,4,7,3,2
2015-07-01,9,58,42,5,0,11,6,30,5,57,10,43,6,6,5,4,31,2,0,0,0,34,10,22,7,8,2,8,4,15,10,8,1,5,0,2,33,9,31,16,4,13,4,3,10,15,17,18,2,26,30,19,0,9,29,0,3,0,6,6,4,31,3,7,11,9,6,25,6,5,9,8,34,0,1,2,1,12,0,2,2,23,9,1,12,25,10,26,18,4,6,33,6,39,45,39,6,19,0,5,1,8,8,26,8,5,6,5,1,8,5,22,64,13,3,2,18,36,7,40,34,12,2,0,5,36,1,0,2,2
2015-08-01,7,64,36,4,2,14,6,29,13,57,6,37,12,4,5,1,20,2,0,0,0,35,5,25,0,6,2,5,0,17,10,17,5,6,5,4,33,4,26,17,11,14,2,3,5,10,20,18,2,26,26,14,5,10,31,0,2,0,8,6,8,29,7,5,11,6,4,29,8,5,8,6,17,0,1,2,1,10,1,3,6,25,8,1,10,22,7,18,18,5,2,30,6,15,42,34,13,14,2,5,2,4,5,26,8,5,3,6,3,4,0,24,48,13,3,3,18,0,0,41,36,12,2,4,5,27,2,0,2,2
2015-09-01,10,79,28,5,2,16,6,37,0,60,6,42,9,6,4,2,25,4,0,0,0,50,6,21,0,8,1,5,0,20,10,17,2,5,3,2,33,7,38,13,7,19,2,0,11,10,17,20,2,36,30,18,0,10,30,0,2,5,9,13,4,26,9,4,10,6,6,29,6,7,9,4,16,0,0,1,1,13,1,2,8,24,12,1,6,32,5,18,19,6,2,28,13,11,40,38,0,14,0,5,3,4,4,29,6,3,4,8,1,7,0,21,56,12,2,2,24,0,5,0,40,10,4,9,6,31,2,4,2,2
2015-10-01,6,81,33,7,0,16,0,30,5,59,8,40,13,3,1,3,19,3,0,0,0,41,6,31,0,9,2,4,0,16,17,6,2,5,0,5,25,5,31,10,4,14,4,0,0,11,18,20,2,25,31,15,0,9,22,0,2,5,4,6,4,35,4,6,6,5,5,30,7,3,9,5,14,0,1,0,2,10,0,3,8,24,15,4,7,30,7,18,22,7,3,31,6,12,31,41,6,15,0,6,2,4,7,28,8,6,4,7,3,4,2,24,56,17,2,3,42,0,5,0,35,12,2,0,6,31,3,5,5,1
2015-11-01,7,65,43,9,0,13,0,31,6,53,8,33,5,7,4,1,18,4,0,0,0,48,5,30,0,6,1,7,0,24,10,12,2,12,4,2,26,6,27,10,8,12,0,3,0,20,21,22,6,25,31,19,11,12,28,0,2,0,10,0,5,22,5,14,11,3,4,33,5,3,7,10,17,0,1,1,2,12,1,4,10,24,13,0,16,26,6,15,19,5,5,30,7,16,37,40,0,12,2,6,3,0,4,36,8,5,6,6,2,5,2,27,44,19,5,0,42,0,3,46,36,15,2,5,3,32,2,4,3,3
2015-12-01,9,59,38,8,2,11,6,28,6,56,5,37,7,7,2,3,26,5,0,0,0,48,7,31,0,10,1,8,0,25,14,7,0,9,0,2,25,12,33,15,12,19,4,0,6,13,19,24,2,42,36,19,5,11,36,0,0,0,7,7,9,23,4,6,8,10,3,32,5,4,15,3,19,0,0,1,1,12,0,0,6,25,17,2,9,27,6,18,26,7,2,33,0,12,41,46,0,14,0,5,1,4,9,34,5,6,5,6,3,8,5,30,54,18,6,2,51,52,14,0,44,19,0,0,4,29,2,4,0,3
2016-01-01,10,59,38,5,2,14,6,25,0,50,12,42,2,3,3,2,18,3,0,7,0,64,5,28,0,8,2,7,0,34,10,11,2,9,3,3,24,6,27,11,20,11,4,0,6,10,15,25,2,28,40,10,5,10,31,0,0,0,6,7,5,24,5,10,12,4,5,35,6,4,11,5,23,0,1,2,1,10,0,3,8,25,20,1,11,22,6,10,29,3,2,29,0,18,36,38,0,19,2,5,1,0,11,29,15,5,4,8,2,8,2,28,44,15,5,4,37,0,3,46,37,19,0,0,4,29,2,4,4,3
2016-02-01,9,60,38,6,4,9,7,28,6,56,8,41,6,6,3,2,22,6,0,0,58,68,8,27,0,9,4,8,0,25,16,15,2,9,5,2,28,7,39,18,8,10,4,0,6,10,22,24,4,32,59,27,0,11,29,0,2,0,10,7,9,22,3,9,22,13,4,34,5,4,16,8,20,77,0,2,2,13,0,3,2,30,16,3,14,18,10,17,26,6,2,31,0,18,34,45,0,19,2,5,3,0,6,29,12,9,2,8,0,7,4,26,50,13,6,5,43,28,7,47,49,17,0,8,5,48,2,6,5,3
2016-03-01,6,52,33,4,2,13,6,31,11,58,7,41,5,4,2,3,25,3,0,0,0,57,8,23,7,12,2,6,0,19,12,7,2,7,4,2,18,8,34,10,4,13,2,0,0,7,16,20,6,28,49,23,0,10,23,0,3,5,7,0,6,25,2,6,20,5,5,28,3,5,9,17,18,0,1,2,3,10,0,2,2,28,11,2,11,21,8,14,16,5,0,30,0,15,35,42,7,16,6,4,6,0,0,33,16,6,4,7,2,3,2,24,57,15,5,3,45,0,2,0,43,15,2,5,3,71,1,5,7,3
2016-04-01,5,52,40,6,0,13,6,31,0,58,8,46,7,5,2,3,29,3,0,0,57,49,6,29,8,14,1,4,5,14,13,14,2,8,0,3,23,8,43,8,8,15,4,3,6,12,20,22,3,27,42,17,0,10,24,0,5,0,6,7,5,31,3,4,7,5,3,30,3,3,7,21,27,0,2,7,2,7,1,5,6,28,10,1,9,24,7,15,18,2,2,32,0,15,29,39,0,12,2,4,3,9,7,31,8,5,6,2,0,7,2,26,56,17,4,4,27,0,4,46,43,10,2,0,6,95,2,6,3,0
2016-05-01,4,48,42,5,0,11,6,31,11,53,7,40,10,5,5,3,29,5,0,0,0,36,5,17,0,8,3,6,0,13,9,7,3,8,2,2,19,6,34,9,4,13,5,0,5,14,16,23,2,20,26,23,10,8,23,0,2,0,8,0,4,29,3,4,9,4,5,31,5,2,8,13,75,0,1,8,1,7,0,2,5,26,10,1,13,21,10,14,18,5,2,27,6,19,30,32,0,12,2,5,2,4,9,29,4,4,4,4,2,4,0,24,50,17,2,4,21,0,2,0,33,8,2,4,5,76,2,4,2,4
2016-06-01,8,56,55,4,0,13,6,28,11,60,6,54,8,4,3,5,29,2,0,7,0,39,7,24,7,11,2,5,0,19,12,0,3,10,4,0,36,7,36,19,6,18,3,0,6,14,17,22,0,23,29,15,5,9,33,0,4,0,7,0,0,24,3,8,17,7,4,29,6,6,16,8,77,71,0,6,1,10,1,2,7,32,8,2,9,20,9,12,21,5,3,32,0,35,24,35,0,14,4,5,4,0,13,32,11,7,4,5,3,6,2,26,65,12,4,2,27,25,2,0,38,12,0,5,4,53,2,6,0,3
2016-07-01,11,67,47,7,2,15,12,34,0,57,7,52,10,3,4,4,24,2,0,0,0,30,7,31,0,8,3,6,0,16,15,6,3,9,2,3,36,7,36,21,4,19,2,0,5,16,17,19,2,34,29,23,0,8,44,0,2,0,7,0,4,15,5,6,13,8,5,30,3,4,8,9,34,0,2,3,2,10,0,2,5,28,10,2,22,28,9,24,22,5,7,39,0,22,44,35,0,19,0,5,2,4,7,34,4,4,4,4,1,8,2,29,58,13,4,3,27,60,3,0,36,15,0,4,6,36,1,11,2,1
2016-08-01,6,65,40,5,2,11,0,33,11,57,5,46,6,2,4,2,25,2,0,0,50,43,8,23,7,10,2,5,0,19,10,6,3,7,2,2,36,5,30,12,9,12,5,3,5,16,14,23,2,25,29,17,5,7,39,0,2,5,5,6,8,31,6,7,14,8,6,28,6,2,10,10,23,0,2,2,1,9,1,2,6,28,13,1,6,31,12,24,21,2,2,30,0,16,40,36,13,12,0,5,4,0,4,35,4,4,3,4,1,4,0,27,55,13,3,3,25,0,4,41,39,13,2,13,2,29,1,7,2,4
2016-09-01,5,75,42,2,3,7,0,43,7,62,6,43,5,5,3,3,22,3,0,0,0,42,6,26,0,7,2,5,4,17,11,0,1,6,2,2,33,7,29,7,11,21,3,3,0,13,20,18,3,31,33,27,5,9,34,0,4,0,9,6,0,33,8,6,18,9,4,30,4,2,15,12,26,0,0,1,2,8,0,1,8,30,8,1,8,33,8,15,22,7,2,32,6,13,32,40,0,16,0,7,2,4,5,31,6,4,2,3,3,4,2,22,63,12,3,2,32,36,7,0,37,12,6,4,2,32,2,4,5,1
2016-10-01,5,80,54,8,2,10,5,36,5,58,4,37,5,4,2,1,20,3,0,6,0,34,7,26,0,3,2,5,0,19,11,9,5,5,0,1,23,8,28,11,3,15,2,0,7,11,20,19,4,24,31,21,5,9,38,0,2,0,7,6,6,17,5,4,9,4,5,27,4,0,10,6,19,0,0,1,1,7,1,1,4,27,11,3,8,31,4,18,20,5,6,28,0,12,35,34,6,14,2,7,2,4,5,32,7,4,5,2,0,5,6,21,54,11,2,4,43,45,4,0,37,10,0,4,2,28,3,3,4,0
2016-11-01,5,72,39,7,0,8,5,30,0,58,6,58,6,4,3,2,23,5,0,0,0,53,8,34,0,5,1,9,4,30,8,12,3,9,2,1,22,11,32,9,0,69,2,0,5,12,18,24,3,24,31,22,7,11,41,0,2,5,8,0,6,21,7,6,10,5,3,27,2,8,9,12,14,0,1,2,1,9,1,3,5,21,14,1,7,34,6,11,20,4,3,28,6,16,36,37,6,14,4,6,1,0,8,35,11,6,8,6,1,4,3,30,61,13,2,5,46,45,7,0,41,13,2,4,3,31,3,5,3,1
2016-12-01,2,54,38,5,0,11,0,25,4,60,7,43,6,4,3,3,22,3,0,0,0,71,4,35,0,6,2,7,4,32,17,5,6,7,0,1,26,8,23,10,3,17,2,0,6,13,16,22,3,27,34,17,4,11,33,0,2,0,8,11,5,36,3,9,13,5,7,30,9,3,11,14,14,0,1,0,1,8,0,1,5,23,14,2,10,21,5,11,25,4,3,29,5,15,29,44,5,15,0,5,1,6,15,39,8,3,3,4,2,4,0,28,48,10,3,2,43,50,3,0,42,18,0,4,4,30,3,3,4,1
