date,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Bean Sprouts,Beans,Beets,Bitter Melon,Blackberries,Blueberries,Bok Choy,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Casaba Melon,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Feijoa,Fennel,Figs,Garlic,Grapefruit,Grapes,Green Beans,Greens,Guava,Jerusalem Artichoke,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Limes,Longan,Loquat,Lychee,Malanga,Mangos,Mulberries,Mushrooms,Napa,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Spinach,Sprouts,Strawberries,Sweet Potato,Tangerines,Tomatillo,Tomato,Turnip,Watercress,Watermelon,Yams,Yellow Squash,Cassava
2015-07-01,17,1,1,5,8,36,0,12,4,0,19,11,0,3,0,11,0,2,0,0,6,4,0,17,4,0,3,8,8,0,16,0,3,0,4,6,3,15,8,7,10,0,0,22,0,25,5,21,4,7,24,0,0,7,0,0,0,13,0,17,9,3,0,0,11,0,4,6,0,15,0,7,2,14,0,0,7,11,0,18,3,0,59,0,0,0,0,16,12,23,3,39,0,4,7,0,27,0,2,0
2015-08-01,11,3,0,5,8,60,0,15,4,0,0,14,20,3,0,0,0,2,19,0,3,7,0,33,5,7,3,7,7,0,13,7,3,3,10,3,8,21,8,14,17,0,0,11,0,16,3,21,0,5,0,17,0,6,0,0,0,6,0,0,9,3,0,0,28,5,0,3,0,11,0,0,2,7,0,5,4,0,12,17,2,0,0,21,0,0,0,16,11,7,11,65,0,3,11,21,23,0,0,0
2015-09-01,18,3,1,9,16,55,0,10,0,21,0,0,0,6,0,23,8,0,15,0,3,7,0,0,3,0,3,8,6,6,6,7,3,0,4,9,6,12,11,7,39,0,0,7,0,0,4,22,0,6,0,0,0,11,0,0,0,4,0,17,0,0,0,0,15,0,8,3,0,10,0,0,3,11,0,0,4,11,0,0,4,0,0,22,0,23,0,9,12,8,3,27,0,3,15,0,19,23,0,0
2015-10-01,20,2,1,0,6,56,0,13,0,19,0,0,0,10,20,16,0,2,14,0,5,10,0,16,2,0,3,7,4,0,10,7,4,3,2,7,3,11,7,10,32,0,0,10,0,0,5,20,3,8,0,0,0,4,0,0,0,7,0,16,8,3,20,0,8,3,3,3,47,12,0,0,2,9,0,5,18,20,0,17,4,0,56,20,23,0,19,14,11,7,3,37,0,4,11,0,10,21,0,0
2015-11-01,18,3,3,5,6,45,0,13,4,0,0,13,0,6,20,26,0,2,20,0,3,0,0,0,2,7,3,21,9,5,10,0,4,0,3,4,0,10,10,13,18,5,53,7,0,12,5,20,0,7,0,21,0,5,0,10,0,5,0,16,8,0,0,7,14,0,3,3,0,10,21,0,2,15,0,0,9,15,12,0,4,0,0,20,0,20,0,14,16,0,5,24,0,3,17,0,10,0,0,0
2015-12-01,15,2,1,5,5,45,0,12,4,0,17,19,0,6,19,25,0,4,0,0,4,6,0,29,2,0,3,7,3,0,6,6,2,5,3,4,0,13,7,0,19,5,0,6,0,18,5,19,3,6,0,15,0,9,0,0,0,4,0,15,6,3,0,0,14,3,0,3,0,12,0,6,4,15,0,5,11,9,11,0,2,31,0,0,0,19,0,18,17,7,5,35,0,3,6,0,16,0,0,0
2016-01-01,11,1,1,5,7,40,0,15,4,36,0,6,18,7,19,10,7,2,0,0,4,7,0,15,0,0,4,14,5,5,8,0,4,4,2,8,2,13,10,6,14,5,0,6,0,11,9,19,3,2,0,31,0,7,0,0,0,4,0,0,4,0,19,6,15,0,0,3,0,10,0,6,2,10,0,5,7,9,0,16,3,16,52,0,0,0,17,10,10,0,5,23,0,1,10,19,15,0,0,0
2016-02-01,14,2,1,0,7,43,0,8,4,0,0,10,0,5,0,22,0,2,0,0,3,4,0,16,2,0,0,7,7,6,11,7,1,6,2,3,5,7,7,7,21,11,0,7,0,12,7,0,4,6,0,25,2,10,0,10,0,0,0,16,9,6,0,7,17,0,9,3,0,23,0,7,2,11,0,0,6,10,12,0,4,0,0,0,24,0,0,11,22,0,5,25,0,2,7,21,6,0,0,0
2016-03-01,21,3,3,7,10,39,0,13,4,18,0,6,0,5,0,10,0,0,13,0,3,7,0,15,0,0,6,7,4,0,4,6,1,3,3,4,2,20,0,6,15,0,0,10,0,11,0,0,3,6,0,31,4,10,0,0,0,4,0,15,4,3,0,0,14,0,5,5,0,16,20,6,4,12,0,5,7,9,0,0,5,16,0,19,0,0,0,18,10,7,0,47,0,3,13,0,15,0,2,0
2016-04-01,11,2,1,5,5,37,0,14,0,0,0,9,0,4,0,11,0,0,14,0,6,11,0,16,3,0,0,7,7,0,6,0,2,4,5,4,0,16,7,7,16,0,0,21,0,0,5,0,0,7,23,28,6,12,0,0,22,6,0,16,9,3,0,7,17,0,0,6,0,13,0,7,5,7,0,0,5,0,0,17,2,17,0,21,24,0,0,12,11,27,5,34,0,2,14,0,21,0,0,0
2016-05-01,16,6,3,5,16,39,0,12,0,0,0,7,0,3,0,11,7,2,14,0,0,0,0,32,4,0,0,7,5,6,4,7,4,3,0,10,3,7,7,7,11,0,0,10,0,12,3,0,7,6,0,24,4,10,0,0,0,4,0,0,10,3,0,0,18,5,0,3,0,23,0,13,2,9,17,5,8,10,12,0,2,25,0,20,0,0,0,16,11,14,3,25,0,1,7,40,35,0,0,0
2016-06-01,16,4,4,11,7,37,7,13,6,20,19,0,0,5,0,11,0,2,14,0,3,4,0,0,2,0,3,7,12,0,13,7,3,3,4,4,0,12,15,7,12,0,0,11,0,12,5,0,4,5,0,17,2,10,0,10,0,0,0,0,4,3,0,0,18,3,4,4,0,13,0,7,3,13,0,0,9,10,0,0,3,18,0,0,0,0,0,7,34,12,6,26,80,2,7,0,32,0,0,0
2016-07-01,14,2,2,9,4,37,0,7,0,0,0,7,0,3,0,12,0,0,0,0,3,0,0,26,3,0,7,8,8,0,14,0,2,0,6,4,0,15,0,0,16,0,0,8,0,26,0,0,4,6,0,18,2,8,0,0,0,5,0,18,7,3,0,0,17,3,4,3,0,14,0,7,4,5,0,0,8,0,0,0,3,0,62,22,25,0,0,11,0,8,9,55,0,4,8,0,35,0,2,0
2016-08-01,14,3,1,0,3,34,0,12,5,42,0,11,0,5,0,12,8,2,15,0,3,0,0,17,3,0,3,12,8,0,12,0,2,3,2,6,0,10,12,7,19,0,59,7,0,0,4,0,8,5,0,27,2,9,0,0,0,4,0,0,4,3,0,0,22,3,4,3,0,10,0,0,4,10,0,0,8,0,0,0,3,0,0,0,0,0,0,15,16,8,5,54,0,3,0,0,39,0,2,0
2016-09-01,19,2,2,8,9,33,0,8,5,0,0,0,0,4,0,0,0,0,16,0,6,4,0,19,0,0,4,8,6,7,10,8,3,5,8,6,0,8,9,8,21,0,0,8,0,28,3,0,8,5,0,29,0,6,0,0,25,5,0,0,19,3,24,8,27,5,7,5,0,14,0,8,2,17,0,0,8,0,0,0,3,20,66,0,27,0,0,15,13,8,5,0,0,4,19,0,22,0,0,0
2016-10-01,20,4,1,14,4,39,0,4,4,0,0,7,0,8,0,17,0,0,0,0,7,4,0,0,4,0,3,8,5,0,9,7,5,3,2,4,0,7,8,7,15,0,0,15,0,25,4,0,4,6,0,18,0,8,0,0,23,7,0,17,4,3,0,7,25,0,0,9,51,35,23,7,3,14,0,0,15,11,0,0,3,0,60,22,0,0,0,8,16,8,7,27,0,2,7,0,13,0,0,0
2016-11-01,21,2,3,8,4,42,0,16,0,0,0,14,0,6,0,23,15,3,30,0,7,7,0,0,0,0,0,8,6,6,6,0,6,3,4,7,3,7,8,19,16,0,0,0,8,13,5,32,0,4,0,35,2,10,0,0,0,7,0,0,9,0,0,7,18,0,4,3,0,28,0,7,3,12,0,0,10,11,0,18,3,0,0,0,0,0,0,18,11,0,9,35,0,5,18,22,12,0,2,0
2016-12-01,13,3,1,5,12,41,0,9,4,0,0,9,0,10,0,17,7,0,39,0,4,6,23,15,0,0,5,10,8,0,10,6,3,3,3,4,6,11,7,9,14,0,0,13,0,17,4,0,0,10,42,31,0,19,0,0,20,6,0,0,6,4,0,6,16,3,3,3,0,26,0,6,3,17,0,0,10,14,11,0,2,16,0,0,21,0,0,16,24,7,6,70,0,3,13,29,15,20,0,0
2017-01-01,20,3,3,5,2,40,6,11,8,0,0,12,0,10,29,20,14,0,13,0,3,0,0,30,2,0,3,7,3,5,6,6,4,4,2,4,2,16,7,6,11,5,51,9,0,11,5,37,0,8,21,20,0,10,0,0,0,12,0,0,4,3,0,0,15,0,6,4,0,16,0,6,4,9,0,0,7,9,0,0,4,0,0,0,21,19,0,19,20,7,5,77,0,5,0,19,25,20,0,0
2017-02-01,19,3,4,5,14,36,7,13,4,0,0,7,0,6,0,17,0,2,15,0,3,7,0,34,0,0,3,8,10,0,7,0,1,3,4,4,8,14,10,0,7,0,0,11,0,13,6,21,4,5,0,26,0,8,0,10,0,7,0,0,11,3,0,0,15,0,4,3,0,15,0,11,2,7,0,5,4,10,0,0,2,0,0,21,0,0,20,9,11,8,3,79,0,3,17,0,22,22,2,0
2017-03-01,16,5,3,10,11,39,0,12,0,0,0,6,0,4,0,10,7,4,13,0,5,8,0,30,2,6,4,10,5,0,8,6,2,3,2,10,0,9,7,10,13,5,0,13,0,17,4,0,3,4,0,31,2,10,0,0,0,4,0,0,8,6,0,0,37,3,3,0,0,18,0,0,0,9,0,5,8,19,0,16,4,16,0,19,22,0,18,12,21,10,5,35,0,2,13,0,13,41,0,0
2017-04-01,16,4,4,7,8,32,0,15,4,0,0,0,20,6,21,16,7,2,14,0,3,9,0,16,2,0,6,7,4,6,8,0,1,3,2,11,3,21,15,7,19,0,0,10,0,24,4,0,0,5,0,17,2,7,0,10,22,0,0,32,21,6,0,7,42,3,4,3,0,21,0,7,3,7,0,5,8,0,12,17,4,17,57,20,0,0,0,11,18,22,4,25,77,3,9,21,16,0,0,26
2017-05-01,16,3,2,8,7,40,0,13,9,20,38,7,0,0,21,11,0,2,0,0,8,0,0,25,3,0,5,0,7,6,9,0,2,3,4,6,0,14,15,7,14,5,56,14,0,18,5,0,0,11,0,34,3,5,0,0,22,6,0,0,4,9,0,0,37,0,4,3,0,27,0,7,2,12,0,11,6,10,0,17,4,17,0,21,24,0,19,11,19,27,4,26,0,4,11,21,34,0,0,0
2017-06-01,13,6,2,6,0,34,0,17,0,0,0,7,21,5,0,48,0,4,0,0,3,4,0,36,3,0,3,0,8,0,12,8,2,3,4,6,0,11,8,7,19,0,0,8,0,26,3,0,4,8,0,18,9,5,0,0,23,5,0,0,0,0,0,0,41,3,0,0,0,22,0,8,0,9,0,0,6,11,0,0,4,19,0,0,26,0,0,12,20,8,4,37,0,3,8,0,34,0,0,0
2017-07-01,12,6,0,6,6,41,0,9,5,0,0,11,0,4,0,12,0,2,15,0,0,12,0,18,3,0,3,0,10,6,12,15,4,0,4,9,3,8,13,0,14,0,61,8,0,13,3,0,0,12,0,36,0,10,0,0,23,9,0,0,7,0,23,8,46,5,0,3,0,20,0,7,2,17,0,0,9,22,13,0,4,19,62,22,26,0,0,12,16,8,6,55,85,4,0,23,29,24,0,0
2017-08-01,14,2,3,8,6,36,7,17,4,31,0,7,0,6,0,15,0,0,15,0,0,0,0,0,3,0,3,8,9,0,10,0,3,3,5,3,3,24,23,22,16,0,0,29,8,13,4,0,4,7,0,35,0,6,0,0,0,0,76,51,4,3,0,7,43,3,4,3,0,22,0,14,0,13,0,0,3,0,0,18,2,18,0,22,25,0,0,13,27,15,3,27,0,3,7,22,30,23,0,0
2017-09-01,22,4,2,9,10,40,0,15,0,22,0,8,0,3,23,18,8,2,26,0,6,4,0,36,3,0,7,0,4,0,9,8,3,3,7,3,4,19,8,0,39,0,0,19,0,18,3,0,0,5,0,37,0,15,0,0,0,5,0,18,9,3,0,8,36,3,4,3,0,15,0,0,2,12,19,0,8,22,0,0,3,19,62,23,0,0,0,8,12,12,3,42,0,4,12,0,21,0,0,0
2017-10-01,19,3,0,5,8,33,0,14,7,0,0,7,0,8,0,11,8,3,15,0,6,4,0,0,5,7,3,11,7,0,19,0,4,6,3,4,3,11,23,7,23,0,0,14,0,31,5,85,4,8,0,52,0,9,0,10,0,7,76,0,11,3,21,7,20,0,0,3,0,20,0,0,3,10,0,0,16,14,0,18,5,0,0,0,24,0,0,7,34,8,5,65,0,5,7,0,15,0,2,0
2017-11-01,17,3,3,7,9,45,0,11,4,0,0,7,0,5,21,11,8,2,21,83,4,4,0,16,4,0,6,15,14,6,11,0,7,0,4,4,0,14,15,7,20,5,0,14,0,24,13,0,0,7,0,17,0,7,0,0,0,4,73,0,6,6,0,0,19,0,5,3,49,13,0,0,3,18,0,8,14,20,12,0,2,0,0,21,24,0,0,16,22,0,8,51,0,3,25,21,15,22,2,26
2017-12-01,16,1,0,10,8,35,0,12,4,0,0,0,37,9,20,21,0,2,22,0,4,8,24,31,2,0,5,10,6,0,4,6,4,5,2,4,3,9,12,6,12,0,53,13,0,17,7,19,0,4,0,31,0,11,0,0,0,4,0,0,5,3,0,0,20,0,5,0,46,15,0,13,2,10,0,0,5,10,0,0,4,0,54,19,0,0,0,8,63,7,4,24,0,4,10,39,11,0,0,0
2018-01-01,15,2,1,5,12,37,6,9,4,18,0,6,0,11,0,40,0,2,13,0,3,3,0,30,2,0,4,11,10,5,12,6,3,3,2,3,2,10,7,0,13,5,0,10,0,11,2,38,3,2,0,38,0,20,0,0,0,6,0,0,6,5,19,0,19,3,0,3,0,13,0,6,2,13,0,5,8,14,0,16,3,21,0,0,22,0,35,8,10,13,3,46,0,3,11,0,15,0,0,0
2018-02-01,13,3,6,5,8,31,0,13,0,0,0,0,0,7,0,33,0,2,14,0,6,4,0,16,4,0,3,15,4,0,15,0,5,3,3,3,3,7,15,7,13,0,0,18,0,12,6,42,0,4,0,22,0,9,0,10,0,4,0,0,4,3,0,14,19,3,9,3,0,7,0,7,0,8,0,5,6,10,12,17,5,52,0,0,24,0,0,11,17,10,7,25,0,4,7,0,11,0,0,0
2018-03-01,15,2,3,13,12,39,0,18,4,18,18,0,0,8,0,21,0,2,27,0,5,3,0,30,3,0,5,11,3,5,8,0,3,8,5,5,0,7,7,10,20,0,0,13,0,11,7,19,0,6,0,16,3,14,0,0,20,6,0,0,7,4,0,6,25,0,3,3,0,16,20,0,0,13,0,0,9,19,0,0,5,16,53,0,0,20,0,20,21,14,4,24,0,4,11,0,21,0,0,0
2018-04-01,18,2,7,9,14,38,7,15,9,20,19,10,0,3,21,22,15,2,14,0,8,4,0,0,4,0,3,11,19,6,6,0,4,3,2,6,3,21,8,7,16,0,0,7,0,0,5,0,4,10,0,17,7,6,0,0,0,9,0,0,9,3,0,0,28,3,5,3,0,23,0,7,0,12,0,5,7,0,0,0,2,17,58,21,24,0,0,22,23,15,4,26,0,4,12,0,24,0,0,27
2018-05-01,17,4,1,14,12,40,0,16,4,0,0,7,0,9,0,32,7,0,13,0,3,14,0,16,4,0,0,7,9,0,16,10,3,0,3,4,3,17,7,0,48,0,0,13,0,0,5,0,3,5,0,24,4,15,0,0,0,4,0,16,7,4,0,0,18,6,7,3,0,13,0,7,4,11,0,0,7,0,11,0,3,16,55,40,22,0,0,15,32,19,3,37,0,3,11,0,21,0,4,0
2018-06-01,15,2,3,16,5,42,7,11,0,0,0,11,0,5,0,11,8,2,15,0,3,0,26,25,3,0,3,10,6,6,12,7,2,3,2,3,0,12,8,11,17,0,0,7,0,12,3,0,4,11,71,17,2,14,0,10,0,4,0,17,20,3,43,0,30,0,4,3,0,25,0,7,2,13,0,5,6,0,12,0,2,26,59,21,0,0,0,13,23,10,3,26,0,4,7,0,32,0,2,0
2018-07-01,13,3,3,16,8,38,0,18,4,20,0,7,0,4,0,28,0,2,22,0,0,5,0,17,0,0,5,7,7,0,14,7,3,4,4,7,8,21,30,0,16,0,56,18,0,12,5,21,4,6,23,34,4,16,0,0,0,4,0,0,4,3,0,0,42,3,4,3,0,20,0,7,2,11,17,5,9,10,0,0,4,17,0,21,0,0,0,9,11,11,4,38,0,4,9,0,34,22,0,0
2018-08-01,8,3,4,5,8,36,0,12,4,0,0,7,0,3,0,11,11,2,14,0,6,0,0,0,5,0,4,10,7,0,10,0,2,4,5,7,3,7,15,12,79,0,0,14,0,20,3,0,4,9,0,34,0,49,0,0,0,4,0,17,10,3,21,0,50,6,4,4,0,17,0,0,4,15,0,0,11,10,0,0,2,17,0,0,24,0,0,11,11,11,8,0,0,5,7,21,48,22,0,0
2018-09-01,14,2,1,8,8,43,7,15,7,20,0,7,0,7,22,11,0,2,15,0,4,4,0,17,2,0,7,11,7,0,15,0,4,9,3,11,3,12,10,0,77,0,0,7,0,21,7,0,4,7,47,23,2,10,0,10,0,7,0,0,7,0,0,7,27,0,4,0,0,19,0,7,4,17,0,0,14,0,0,0,4,0,59,21,0,0,0,25,15,11,3,0,80,4,17,0,16,0,0,27
2018-10-01,26,4,3,5,8,40,0,22,9,40,0,14,0,12,0,22,0,4,15,0,8,4,0,50,4,0,7,12,17,0,16,11,7,3,2,6,8,19,10,7,34,0,57,14,0,12,5,0,4,14,23,45,0,9,0,0,22,13,0,0,6,5,0,0,24,0,7,4,100,16,0,7,5,10,0,5,34,10,0,17,8,35,0,21,24,21,0,13,19,15,7,26,80,8,21,0,13,0,2,0
2018-11-01,23,3,4,5,9,33,0,17,0,0,0,7,0,13,0,11,0,2,24,0,7,5,0,16,5,0,3,7,9,6,11,0,13,4,3,4,3,7,10,7,55,0,57,7,0,0,7,21,0,6,0,17,3,7,0,0,0,4,0,0,11,6,0,7,26,0,4,3,0,16,0,0,2,18,0,0,15,15,12,17,2,17,58,21,32,0,0,16,11,15,10,43,0,4,25,21,18,0,0,0
2018-12-01,20,5,1,5,21,40,13,17,4,19,0,7,0,8,21,33,7,0,23,0,3,5,0,32,4,0,3,0,7,6,10,7,6,8,3,8,0,14,15,11,35,0,55,7,0,24,4,0,4,6,0,44,2,9,0,10,0,11,0,0,10,6,0,0,22,0,5,8,0,9,0,7,5,22,17,8,13,20,0,17,3,0,56,20,0,21,19,14,40,7,6,42,0,4,14,0,15,0,0,0
