date,Alfalfa Sprouts,Apple,Apricot,Artichoke,Asparagus,Avocado,Banana,Bean Sprouts,Beans,Beets,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Boniato,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Honeydew Melon,Iceberg Lettuce,Jerusalem Artichoke,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Malanga,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pummelo,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Water Chestnuts,Watercress,Watermelon,Yams,Yellow Squash,Cassava
2013-10-01,0,68,18,13,17,32,47,0,19,15,0,0,0,25,26,37,28,0,9,10,11,34,0,9,12,20,11,0,0,9,11,14,9,27,12,0,25,32,19,19,0,18,14,12,0,14,31,0,0,0,0,13,10,0,20,9,14,0,21,0,12,9,7,20,8,17,0,18,0,16,12,27,25,9,44,16,0,15,12,17,18,9,0,9,19,46,0,11,8,53,8,9,0,42,14,9,0,0,0,0,0,35,15,27,10,0,25,10,22,30,42,41,0,17,23,31,44,0
2013-11-01,0,76,19,12,9,39,55,35,33,11,0,11,17,9,56,34,35,0,22,14,11,18,23,15,76,48,5,71,0,9,14,15,18,32,25,14,46,15,15,22,0,43,14,26,0,15,32,0,0,0,0,10,5,16,31,12,15,19,29,0,0,9,0,15,0,22,0,24,0,0,13,23,15,11,18,14,0,17,16,15,14,8,0,10,22,71,28,18,9,36,18,0,0,38,15,18,0,0,0,86,23,34,37,57,0,9,52,20,69,0,33,18,0,18,12,64,46,0
2013-12-01,0,55,30,14,9,32,53,0,28,11,0,0,0,9,58,43,39,61,19,0,17,28,18,19,26,16,10,0,0,0,14,14,9,20,0,0,38,25,21,30,0,15,6,27,22,16,27,0,0,0,0,16,5,0,22,14,16,13,21,0,0,37,7,28,0,19,0,15,0,0,0,29,27,10,77,14,10,20,7,33,10,16,0,10,27,63,0,9,0,16,14,15,26,32,15,0,9,0,0,30,0,26,60,30,11,0,20,10,24,32,30,25,0,19,14,33,0,54
2014-01-01,0,53,9,18,8,49,48,0,46,20,0,0,15,8,43,17,48,44,8,10,10,41,32,23,20,17,9,0,0,22,8,14,8,29,24,13,15,27,14,15,0,22,13,30,0,14,35,0,0,0,67,13,18,0,20,12,0,12,33,22,0,22,10,22,8,24,0,13,0,0,0,23,26,6,17,6,0,32,19,12,13,15,0,14,24,54,0,17,0,10,0,18,23,23,14,0,21,0,12,26,22,50,54,17,20,8,29,0,21,0,47,23,0,17,19,30,0,0
2014-02-01,0,49,10,9,13,34,43,34,36,11,0,0,0,9,28,19,35,24,13,0,8,36,12,21,13,14,6,0,0,14,13,20,0,33,13,0,9,29,10,27,0,29,6,13,0,23,26,100,0,9,18,24,14,0,84,39,15,19,18,0,0,9,10,9,9,7,0,33,0,17,0,34,22,13,0,18,10,19,19,18,0,10,46,19,26,56,0,9,9,13,0,13,25,31,15,0,9,0,0,0,0,34,37,32,11,0,17,0,23,0,33,12,0,37,17,0,0,52
2014-03-01,0,51,18,12,12,38,37,0,32,0,13,0,0,8,26,15,37,0,17,10,10,41,16,17,24,17,12,0,0,13,15,24,0,26,0,0,4,27,14,35,0,31,13,24,0,14,46,0,0,8,0,19,10,0,19,35,14,12,33,0,12,17,10,25,0,20,0,9,0,0,24,26,14,6,17,11,9,14,19,27,0,12,0,18,12,37,0,8,0,11,8,9,23,17,27,11,12,0,0,26,22,62,10,23,36,0,20,0,21,0,36,45,0,0,23,0,0,0
2014-04-01,0,41,9,17,38,40,52,50,37,16,14,11,16,9,54,12,47,0,26,11,8,35,11,18,25,13,12,0,56,9,8,20,9,28,0,0,3,29,24,18,0,23,11,19,0,22,37,0,0,17,0,0,21,0,0,37,15,25,29,0,13,18,16,9,0,21,0,37,0,16,0,31,25,6,18,20,0,15,18,13,0,8,0,24,13,48,28,9,0,9,9,25,25,24,15,18,17,0,0,28,0,52,31,35,42,0,26,10,0,31,36,42,0,27,19,42,0,0
2014-05-01,0,41,22,23,26,40,58,0,42,31,14,0,16,13,54,6,36,0,17,10,2,69,23,18,16,13,21,0,0,18,8,15,9,21,12,0,8,28,19,12,0,23,0,19,0,29,38,0,17,0,0,30,19,0,0,19,15,19,34,0,0,17,30,17,0,32,0,0,0,16,13,27,23,6,18,16,9,23,25,23,0,14,45,9,13,43,0,9,0,11,17,14,24,18,14,0,9,0,13,0,0,30,10,28,31,9,10,0,22,30,43,24,0,18,25,31,45,50
2014-06-01,0,38,18,10,33,45,47,0,25,12,0,12,18,20,31,11,21,26,10,24,9,20,21,10,28,10,12,0,0,11,18,33,10,35,14,16,7,24,27,12,0,16,6,29,0,17,23,0,0,0,0,11,5,0,23,15,0,0,16,0,0,10,26,10,10,8,0,16,0,0,0,24,11,12,0,10,0,19,11,23,0,21,0,21,0,49,0,29,10,14,10,21,0,14,25,0,10,0,0,0,0,31,0,20,36,19,13,0,0,34,45,40,0,41,32,35,0,0
2014-07-01,0,47,29,17,15,68,52,39,26,12,0,0,37,0,0,13,31,0,10,20,12,30,0,20,14,10,12,0,0,16,9,26,10,46,0,0,0,33,34,12,0,27,10,22,0,17,26,0,0,10,0,16,10,0,24,8,0,14,25,0,15,10,12,25,0,33,0,0,0,31,29,25,10,7,42,19,16,0,16,20,0,12,0,27,22,56,0,10,0,16,10,11,29,42,17,0,10,0,0,32,0,28,24,32,12,0,21,11,26,0,56,14,0,21,46,36,0,0
2014-08-01,0,47,12,11,11,62,50,0,32,26,0,0,0,0,34,13,35,0,0,22,11,44,21,19,0,17,6,0,0,24,10,16,11,43,0,0,12,36,37,20,0,26,11,24,0,25,39,0,0,11,0,13,8,0,26,17,18,31,40,0,16,11,0,22,0,45,0,0,0,0,0,12,16,8,23,21,0,21,21,25,0,16,0,36,16,32,0,0,0,10,18,17,0,15,36,0,0,44,0,35,0,41,13,31,26,0,18,12,0,0,43,45,0,23,40,39,57,0
2014-09-01,0,68,15,5,23,45,50,36,28,11,0,23,0,9,29,15,24,0,9,11,12,37,12,25,26,22,7,0,0,20,9,21,9,36,0,0,7,38,31,31,0,45,24,27,0,31,27,0,0,0,0,14,17,0,22,9,0,20,28,25,13,9,14,28,9,53,0,20,0,17,14,19,18,7,29,17,15,40,16,18,0,15,0,20,27,39,0,9,0,18,23,15,26,13,15,9,0,0,0,30,24,47,11,41,19,0,17,10,24,0,46,0,0,19,33,0,0,0
2014-10-01,0,84,28,10,23,51,53,0,20,10,14,10,16,9,27,56,40,0,9,46,21,43,28,22,45,53,6,0,0,9,24,26,13,43,0,0,79,21,34,17,0,23,11,13,0,15,34,0,0,9,35,15,32,0,21,11,43,24,40,0,0,13,10,14,13,46,0,46,0,0,13,33,17,9,18,13,9,19,22,17,9,12,0,33,19,42,27,8,0,61,21,28,25,61,0,9,0,0,12,0,23,33,31,55,21,9,53,10,0,0,58,94,0,0,21,0,0,0
2014-11-01,0,69,9,20,12,38,50,68,40,0,0,0,0,9,28,62,27,35,27,21,10,35,17,30,30,45,12,0,0,16,25,20,9,28,0,0,94,24,15,30,0,35,23,58,0,15,32,0,0,0,18,10,21,0,31,12,45,13,26,0,13,18,0,18,0,25,66,19,0,0,13,34,19,6,27,7,10,17,19,17,0,14,0,10,30,67,0,9,0,38,13,9,0,37,22,0,9,0,13,56,23,39,31,64,16,9,54,0,0,0,40,12,80,18,19,32,0,0
2014-12-01,0,66,20,11,12,27,52,0,25,33,0,0,17,0,57,59,24,36,18,22,18,18,32,56,35,25,8,0,0,0,31,20,9,24,26,0,18,20,15,30,0,29,12,0,22,15,33,0,0,0,18,0,9,0,43,23,20,13,21,0,0,0,7,18,0,15,0,0,0,0,13,13,33,7,28,12,10,30,24,15,10,8,0,30,27,70,0,9,0,17,14,15,26,38,0,14,9,0,0,29,0,32,65,70,11,0,34,10,35,32,34,31,0,19,15,0,0,0
2015-01-01,0,73,15,18,21,45,56,0,34,20,14,0,16,8,52,37,49,22,13,10,14,17,36,28,28,20,7,0,0,9,18,37,8,24,24,0,6,55,9,25,0,40,19,24,0,14,38,0,0,8,0,26,17,14,79,27,14,24,28,0,0,14,0,17,8,17,0,22,0,0,18,23,28,14,60,15,0,15,19,22,0,21,0,14,12,43,0,8,0,21,8,15,24,18,14,17,8,0,12,0,0,45,44,40,10,0,29,0,28,29,50,34,0,17,23,0,0,0
2015-02-01,25,49,19,12,22,60,55,0,24,11,0,0,0,13,28,21,52,47,9,11,13,18,39,18,19,18,0,0,0,16,8,36,9,38,25,14,13,22,0,31,0,29,12,13,0,22,26,0,0,0,0,21,23,0,32,25,15,19,21,0,13,18,7,18,9,22,0,19,0,17,13,37,15,19,28,16,10,15,12,18,0,15,0,19,13,40,0,15,0,21,18,16,25,25,20,9,13,36,0,0,23,81,37,36,18,0,12,0,61,0,29,18,0,31,26,32,0,0
2015-03-01,23,55,9,18,22,58,55,32,36,10,0,0,0,12,51,14,56,22,21,20,8,33,43,17,12,29,6,0,0,9,12,25,8,38,0,0,7,27,23,32,0,40,5,18,0,21,32,91,0,0,0,19,27,0,19,44,21,23,44,22,0,11,9,16,0,17,0,35,50,0,24,26,14,6,51,11,0,21,29,30,0,16,0,18,24,68,0,17,0,14,8,9,0,34,14,8,8,33,0,26,22,34,39,36,25,8,29,9,42,0,30,34,0,17,28,0,0,0
2015-04-01,23,67,18,14,26,67,48,33,27,31,0,10,16,25,53,6,58,0,17,26,9,17,22,35,12,17,9,0,0,18,12,33,9,36,12,0,10,28,0,21,0,41,22,49,20,36,22,0,0,8,0,10,32,0,20,36,0,12,36,0,0,9,26,25,17,10,0,14,0,0,12,12,8,16,18,15,9,15,21,25,9,18,0,23,25,41,0,14,9,22,8,9,36,12,57,9,13,51,0,0,22,51,41,21,41,9,20,10,0,0,72,35,0,17,35,30,0,0
2015-05-01,23,58,41,16,30,48,52,31,38,39,27,0,0,16,51,12,30,21,16,40,8,49,21,19,12,17,12,65,0,14,8,12,8,29,17,0,17,27,9,10,0,52,11,18,0,14,20,0,16,12,0,25,14,0,19,20,14,17,40,22,0,16,19,14,0,20,0,26,0,15,0,26,26,8,17,31,17,16,22,19,0,25,0,18,16,39,26,8,0,17,8,26,0,28,20,0,8,32,0,0,0,62,29,16,26,0,13,9,35,0,39,39,0,17,34,0,0,47
2015-06-01,0,57,37,17,23,57,55,33,41,10,14,0,0,9,39,8,40,22,13,14,8,17,11,20,18,17,20,69,54,9,12,22,9,18,24,0,12,23,38,21,0,41,19,12,0,14,33,0,34,8,17,15,22,0,30,16,14,36,42,23,13,17,7,17,8,21,0,13,0,24,12,33,19,6,35,11,9,0,25,8,0,21,0,32,12,49,0,17,9,16,14,22,0,18,28,0,13,34,0,27,22,40,20,31,15,0,16,0,22,0,42,29,0,53,42,0,0,0
2015-07-01,24,47,19,17,9,66,61,33,35,16,0,11,0,17,27,6,18,0,9,28,5,0,17,18,25,9,7,0,0,23,24,39,13,34,12,0,12,21,19,19,0,19,0,25,0,37,28,0,17,0,0,25,22,0,0,12,29,25,32,23,13,13,7,17,0,21,0,0,0,27,25,33,19,6,36,16,19,11,20,23,0,26,0,28,25,40,0,20,0,14,0,32,0,43,14,0,9,0,0,0,0,41,10,42,24,9,19,10,55,31,58,12,0,18,60,0,45,0
2015-08-01,25,58,19,9,27,46,60,34,38,11,0,0,17,14,37,12,23,24,14,27,9,45,29,23,21,9,6,72,57,19,14,37,13,38,13,14,13,39,90,25,0,38,12,26,21,20,38,0,0,9,18,10,17,0,21,14,0,25,36,0,13,14,7,39,9,29,0,48,0,28,39,25,10,15,19,16,0,16,13,13,9,21,0,24,39,36,0,21,9,17,9,24,0,63,0,0,36,0,13,0,0,42,0,32,22,0,29,10,23,0,47,31,0,37,57,32,47,0
2015-09-01,22,66,9,12,11,43,45,31,39,10,0,10,0,8,25,21,48,21,28,19,9,32,24,19,23,30,8,0,50,13,10,22,0,37,11,13,18,17,62,37,0,17,18,17,0,27,39,0,16,0,0,12,18,0,19,11,13,11,39,0,12,12,6,16,0,29,59,17,0,15,35,19,17,11,16,29,17,16,9,16,0,16,41,26,34,61,0,13,0,22,12,0,0,45,20,0,8,0,0,0,0,35,9,32,14,0,21,0,20,0,62,22,0,16,33,0,0,0
2015-10-01,42,91,27,10,8,44,60,43,39,9,12,0,14,11,23,81,51,0,19,0,11,45,23,28,14,33,4,0,0,8,12,33,7,48,21,12,56,33,17,12,0,36,22,33,0,13,51,0,0,7,0,9,22,0,36,15,19,11,25,0,11,13,0,11,7,33,56,20,45,14,11,31,15,14,31,19,0,16,19,26,16,13,0,12,16,55,24,7,0,83,37,8,0,16,19,0,0,30,11,0,0,54,31,66,9,0,38,8,32,0,39,56,0,15,30,27,0,0
2015-11-01,0,94,16,15,18,33,63,0,35,9,0,0,14,8,24,75,77,27,27,15,15,31,50,18,27,28,10,0,0,25,17,17,10,38,0,0,64,25,9,39,0,18,7,33,0,21,32,0,0,0,0,27,33,0,18,18,13,0,23,0,11,15,6,15,0,31,0,28,0,0,17,24,24,11,24,18,12,17,27,8,0,12,0,13,44,68,24,11,0,39,15,16,43,43,19,15,0,31,0,24,0,58,50,43,9,8,74,17,33,0,38,37,0,0,19,55,0,0
2015-12-01,22,77,9,10,21,41,58,0,36,9,13,10,0,0,49,46,63,21,20,10,19,47,24,16,57,30,4,0,51,17,12,15,8,17,57,0,13,26,9,24,55,26,10,29,0,20,31,0,0,8,0,19,36,0,19,28,0,23,45,0,12,16,6,27,0,19,0,25,0,0,17,25,21,11,65,22,0,17,15,13,12,12,0,9,11,84,26,8,0,21,16,13,0,50,20,12,8,0,11,38,21,49,66,48,19,0,38,0,30,0,41,22,0,49,17,0,0,0
2016-01-01,0,68,18,14,17,70,54,0,43,10,0,0,0,17,78,35,62,0,25,10,16,100,43,26,28,25,7,67,0,9,8,25,8,32,0,0,9,34,23,27,0,49,11,30,0,14,27,0,0,8,33,15,38,0,20,25,28,12,47,0,0,8,13,25,8,20,0,9,0,15,0,26,28,10,17,19,0,22,21,27,9,19,0,9,16,69,0,12,0,30,12,21,0,35,14,8,8,0,12,0,0,39,30,33,27,0,38,0,28,29,23,17,0,17,15,0,0,0
2016-02-01,0,62,14,11,20,51,56,66,35,21,0,0,16,9,67,22,55,23,26,11,8,95,23,29,29,18,9,0,0,9,12,19,9,34,0,0,12,38,38,26,0,37,8,25,0,15,34,0,0,0,0,35,72,0,41,33,29,12,43,0,13,17,7,39,9,25,0,9,0,0,13,39,17,25,45,16,18,11,25,14,0,12,0,28,0,66,0,17,0,23,9,9,0,24,29,17,9,34,25,0,0,41,51,55,21,0,32,0,22,0,62,41,0,18,21,31,45,0
2016-03-01,23,58,18,17,34,64,54,0,48,0,0,10,16,13,39,11,45,22,9,10,5,43,26,40,24,23,4,0,0,14,16,28,8,30,30,0,9,35,28,20,0,54,17,37,0,36,44,0,17,0,0,15,65,0,50,54,14,12,56,0,12,21,9,8,0,28,0,45,53,16,12,24,18,8,35,13,0,22,23,19,0,14,0,19,49,58,0,8,0,19,8,23,48,30,0,9,0,34,12,27,33,61,40,44,41,0,27,9,43,29,48,47,77,17,25,30,88,0
2016-04-01,23,65,27,12,37,48,57,0,30,25,27,0,16,17,39,15,49,0,38,10,11,17,37,32,12,0,7,0,0,18,8,28,8,30,12,13,12,41,28,29,0,32,11,31,0,29,28,0,25,8,0,29,75,14,33,49,14,0,47,0,12,8,13,8,8,17,0,49,0,24,0,44,20,15,52,22,0,22,10,28,9,18,0,9,12,41,27,8,0,14,8,22,24,23,23,8,0,34,12,27,22,56,25,37,41,0,36,0,32,0,60,34,0,29,28,30,44,0
2016-05-01,0,61,12,18,33,67,52,64,52,0,13,10,0,25,39,12,50,22,21,20,14,33,25,38,31,8,19,0,0,15,13,40,8,38,12,13,17,36,23,23,0,31,5,48,19,28,30,0,0,8,17,26,46,0,19,25,21,35,60,0,0,17,26,29,0,20,0,13,0,15,24,32,12,6,34,25,9,25,18,24,0,16,0,32,24,53,26,25,0,17,8,9,47,35,55,0,8,33,0,26,0,47,39,40,23,0,35,9,21,29,63,34,0,26,46,0,0,0
2016-06-01,24,48,29,12,40,70,53,34,43,11,14,11,0,9,28,13,33,23,18,22,10,45,15,23,13,18,24,0,0,16,17,33,12,38,0,0,16,29,15,27,0,29,20,19,0,23,38,0,18,9,18,26,29,0,21,22,45,13,53,24,13,15,10,18,0,33,0,19,0,33,0,31,11,21,36,18,34,19,14,35,0,23,0,29,13,46,0,12,0,14,9,19,100,44,15,36,9,36,13,0,23,29,21,39,38,0,31,0,46,0,48,25,0,27,59,0,46,0
2016-07-01,0,37,34,16,10,67,60,36,35,23,0,12,27,0,30,9,40,0,19,35,10,29,17,19,23,10,13,0,0,10,22,28,10,40,0,0,8,16,64,17,0,31,9,35,0,16,19,0,0,9,0,11,36,0,0,13,16,0,41,0,28,13,10,32,0,23,71,15,58,27,14,37,14,14,39,32,0,12,24,22,0,26,0,21,28,62,0,16,0,31,28,10,27,40,0,10,0,38,0,0,0,36,28,11,15,9,25,11,24,0,58,39,0,39,77,0,0,0
2016-08-01,0,56,11,9,10,73,54,40,30,12,0,13,26,26,32,7,41,0,21,25,13,21,31,32,15,11,8,0,0,11,16,54,31,55,0,0,7,39,52,33,0,33,13,45,24,26,37,0,0,0,0,12,25,0,49,17,17,30,14,0,15,16,16,21,0,25,0,22,0,39,23,29,15,7,43,40,11,0,26,41,11,22,0,34,15,48,33,21,0,15,10,22,0,22,0,0,10,0,15,0,0,39,37,25,12,0,22,12,0,0,63,14,0,0,85,37,0,0
2016-09-01,0,66,20,15,25,75,59,36,46,45,0,0,26,14,0,20,52,0,19,17,10,0,24,28,26,47,10,0,60,13,9,17,18,69,13,15,8,25,57,30,0,15,21,47,0,36,24,0,0,0,0,16,35,0,22,20,16,13,37,0,0,9,0,46,9,57,70,25,0,0,27,29,11,9,39,24,10,12,22,42,0,35,0,20,31,53,30,18,0,26,18,0,0,32,31,9,18,0,0,0,24,58,22,37,15,0,17,10,24,33,76,32,0,19,43,33,0,0
2016-10-01,0,93,28,10,18,57,63,0,52,21,0,11,0,13,27,80,61,0,22,21,16,53,15,33,13,89,16,0,0,19,8,33,13,43,19,0,46,43,64,19,0,42,9,25,0,22,37,0,0,9,0,41,70,0,0,15,15,19,35,0,0,26,7,22,9,57,65,19,55,16,0,28,15,6,54,16,14,23,22,32,9,100,0,19,38,74,28,17,9,100,17,9,0,31,29,0,9,35,0,28,23,47,31,56,18,0,58,10,22,0,49,54,0,18,26,31,0,0
2016-11-01,47,100,14,13,39,46,62,33,71,0,0,10,0,0,27,76,62,45,34,16,19,51,26,26,69,52,6,0,0,18,12,26,13,33,0,14,100,14,19,17,0,18,22,56,0,48,48,0,34,0,34,13,85,0,30,10,0,37,34,23,25,14,7,26,8,21,0,23,0,0,0,33,33,16,27,22,14,22,18,28,9,46,45,33,25,73,0,8,0,55,17,18,48,42,28,13,0,0,12,27,22,46,41,100,31,0,96,10,0,60,48,35,0,0,11,61,0,50
2016-12-01,0,80,13,29,9,71,63,0,37,16,14,11,49,9,27,70,60,23,27,11,21,71,19,21,46,21,5,0,0,9,20,34,9,40,25,0,36,0,10,23,61,33,6,26,0,30,52,0,0,0,35,10,64,0,21,40,22,13,20,0,0,26,7,41,9,18,0,37,0,0,0,25,28,13,73,20,0,27,17,17,9,25,46,19,34,72,0,13,0,23,22,28,0,49,15,9,9,0,0,84,23,53,94,57,11,0,38,0,0,0,55,60,0,18,19,0,46,0
2017-01-01,0,62,22,15,32,65,63,31,51,24,0,10,15,12,50,47,60,21,20,10,16,24,28,36,46,25,11,65,0,17,15,15,11,23,17,0,13,57,27,34,0,22,13,70,0,41,32,0,0,8,0,25,100,0,19,54,40,11,37,0,0,11,6,24,0,33,0,21,0,15,23,34,29,17,58,29,0,17,23,21,8,20,42,22,47,64,0,8,0,22,8,20,23,39,22,8,0,32,12,26,21,61,38,48,19,0,30,0,21,0,43,22,0,0,28,29,42,0
2017-02-01,24,67,14,18,11,72,59,33,43,10,0,10,16,9,40,16,80,34,22,16,11,69,50,20,24,13,9,0,55,9,12,19,22,39,12,0,11,28,19,22,0,23,14,56,0,14,34,0,17,8,0,17,72,0,30,37,29,49,62,0,0,13,13,26,8,17,0,32,0,0,19,33,21,18,0,13,0,22,30,22,9,33,0,19,37,75,0,8,0,29,8,24,24,36,14,9,9,0,25,27,22,65,56,83,28,0,57,10,22,0,43,47,0,18,26,0,0,0
2017-03-01,21,53,17,13,15,85,59,0,54,9,12,0,0,16,56,24,81,20,27,9,15,15,30,21,22,29,9,62,49,8,14,29,8,49,0,0,15,38,17,17,0,19,25,11,0,39,53,0,0,0,15,12,68,0,45,38,21,32,48,0,11,35,6,10,8,22,0,8,0,0,11,32,11,15,79,45,0,10,21,23,0,28,40,17,22,46,24,18,0,15,15,19,0,11,17,0,8,61,0,49,20,53,27,34,14,7,33,9,0,0,68,63,0,26,33,0,0,0
2017-04-01,0,57,27,15,48,73,58,32,48,20,27,0,0,8,39,15,51,22,17,15,10,34,44,34,18,11,13,0,0,15,8,35,8,27,0,0,9,28,19,24,0,45,0,24,0,28,36,0,25,0,0,13,69,14,30,42,14,24,42,0,16,14,39,14,0,14,0,18,0,16,0,24,14,28,26,100,18,16,16,28,0,21,0,23,24,55,0,8,0,17,8,24,48,24,28,8,8,0,0,0,22,80,40,44,34,8,41,19,0,0,57,35,0,43,28,30,0,0
2017-05-01,22,52,34,9,40,79,64,31,51,10,13,10,15,28,50,11,43,0,16,29,11,48,36,20,23,20,24,0,0,17,15,13,8,48,0,0,13,22,9,26,0,38,10,23,19,36,26,0,0,8,16,22,54,0,19,32,13,11,63,0,12,16,23,20,0,19,59,21,0,20,12,31,19,14,33,47,0,26,28,44,0,31,0,9,15,56,0,8,0,16,16,21,0,17,26,8,16,0,0,0,21,58,38,45,22,0,38,9,0,0,77,38,0,16,46,0,0,0
2017-06-01,0,48,31,6,23,60,63,32,38,20,0,10,16,13,27,13,42,0,26,21,14,26,18,23,12,9,23,0,0,18,12,57,17,27,12,0,12,32,29,24,0,41,19,25,0,29,31,0,17,8,0,15,51,0,0,19,22,24,42,0,25,20,13,43,8,10,0,14,0,16,12,42,27,16,35,59,14,15,30,34,9,28,44,19,25,44,0,8,0,15,14,9,24,18,33,0,17,0,12,0,0,38,15,27,26,0,36,19,22,0,64,12,0,18,59,0,0,99
2017-07-01,0,44,28,15,23,94,66,100,45,26,0,16,16,9,41,4,33,0,18,28,13,44,11,18,25,13,17,0,0,9,14,42,9,31,12,0,9,33,49,19,0,42,11,25,0,0,34,0,0,13,0,15,55,0,21,23,15,49,46,23,25,17,14,29,13,25,0,18,0,16,19,34,23,17,18,49,14,15,8,34,9,38,0,24,19,60,0,12,0,31,17,18,25,37,14,0,0,0,0,55,0,38,10,56,21,0,19,10,0,31,66,18,0,18,100,31,45,51
2017-08-01,0,46,18,13,20,71,60,33,40,15,28,21,0,8,0,11,30,22,13,24,12,76,11,20,16,9,9,0,0,23,13,47,9,48,36,0,4,42,42,26,0,41,25,19,0,29,44,0,0,17,0,17,36,0,27,27,14,12,45,0,12,26,9,34,0,41,0,31,0,26,12,27,17,6,17,39,14,22,20,33,0,26,0,23,21,75,0,37,8,30,13,12,24,47,28,8,8,34,12,0,0,48,20,31,20,8,29,10,22,30,55,29,0,26,65,0,0,0
2017-09-01,0,67,9,13,14,42,70,47,39,19,13,0,0,16,42,39,67,21,8,26,13,24,18,25,19,55,4,0,0,9,10,46,19,35,12,13,19,31,82,38,0,35,21,24,0,32,43,0,0,8,0,13,54,0,29,19,14,23,46,22,12,22,0,25,8,33,0,17,0,15,12,31,14,10,17,27,0,11,19,45,0,15,0,18,35,61,26,16,0,24,12,17,35,40,27,0,8,32,0,0,0,80,24,69,25,0,28,9,21,0,60,45,0,25,43,29,0,0
2017-10-01,0,54,24,11,23,47,71,43,39,23,12,0,14,15,23,88,62,20,23,9,9,60,20,23,36,71,6,0,48,8,14,21,19,64,0,0,48,18,38,24,0,42,29,22,0,30,34,0,0,7,0,18,54,13,27,11,13,11,35,0,11,28,10,45,7,21,0,20,0,0,11,37,16,11,23,33,8,23,20,37,0,20,0,12,47,76,24,22,0,83,12,13,0,32,25,11,0,0,0,0,20,57,36,73,0,0,89,17,19,0,57,46,0,15,29,27,39,0
2017-11-01,0,79,16,23,23,64,85,29,62,23,0,0,29,11,40,88,68,30,35,9,19,46,30,29,47,49,15,0,0,11,24,20,10,59,11,0,61,12,9,23,0,24,25,66,0,13,45,0,15,8,15,22,64,0,36,19,0,22,40,62,11,18,6,23,0,22,56,24,0,0,11,35,22,13,63,31,8,15,37,7,11,18,0,29,22,91,0,15,0,32,28,27,22,37,25,8,8,0,17,24,20,43,41,62,23,0,100,0,19,0,63,21,0,16,21,100,60,0
2017-12-01,0,64,13,16,24,53,77,31,45,19,39,0,0,12,25,80,61,43,16,20,36,32,16,25,42,27,9,0,0,9,20,27,8,34,23,0,17,44,18,30,0,19,26,18,0,32,53,0,0,0,0,19,58,0,19,45,18,23,24,0,12,22,6,41,8,39,0,30,0,0,24,20,16,20,100,33,9,18,11,21,9,22,0,9,24,76,0,12,0,31,24,23,23,62,20,11,8,0,12,39,0,49,91,71,15,0,61,0,42,0,40,55,0,17,23,29,42,47
2018-01-01,0,64,21,18,17,73,75,42,55,17,12,0,13,15,45,26,78,38,44,12,11,44,35,25,26,20,4,0,46,12,45,19,0,51,0,12,8,40,16,22,0,39,9,37,0,33,36,0,0,7,0,20,74,0,17,40,16,10,50,0,11,22,8,36,0,21,0,19,0,0,0,46,32,7,45,26,8,13,20,26,8,19,0,24,25,64,0,7,7,13,10,10,0,25,12,11,0,29,10,23,19,66,77,52,38,0,60,8,0,25,47,35,0,0,21,26,0,42
2018-02-01,0,66,11,26,42,81,66,30,65,19,13,0,0,8,25,38,72,21,20,19,15,72,55,24,17,21,7,63,0,25,15,18,12,45,11,13,6,39,35,22,0,25,18,17,0,36,21,0,0,8,16,9,76,14,0,60,13,23,39,0,12,20,0,19,0,29,0,13,0,0,0,25,17,11,33,29,0,21,26,39,0,28,0,26,19,70,25,8,8,24,8,29,0,28,20,28,8,0,23,25,21,60,24,48,19,8,40,18,20,0,70,27,0,16,26,85,0,46
2018-03-01,0,56,24,18,32,75,72,0,46,17,0,0,0,15,23,29,56,19,15,12,15,51,35,25,21,30,8,59,0,10,16,19,7,93,0,12,8,28,25,34,0,20,19,27,0,31,29,0,0,15,15,17,81,0,23,50,12,31,36,0,11,15,9,22,7,30,0,31,0,0,21,33,21,21,60,25,16,14,36,22,8,67,0,16,11,71,24,0,0,12,18,16,21,46,16,7,7,29,0,0,0,69,39,32,18,0,47,12,19,0,44,40,0,0,26,26,0,0
